row_id,dataset,molecule_index,component_split,parent_atoms,maskable_atom_fraction,mask_id,mask_atoms,mask_size,valid_unique_mutants,local_supported_mutants,absolute_in_domain_mutants,covered,failure
CHEMBL1862_Ki:709,CHEMBL1862_Ki,709,test,30,0.6666666666666666,2,[14],1,8,8,1,True,
CHEMBL1862_Ki:709,CHEMBL1862_Ki,709,test,30,0.6666666666666666,3,"[15, 16]",2,6,6,0,True,
CHEMBL1862_Ki:709,CHEMBL1862_Ki,709,test,30,0.6666666666666666,4,"[17, 18, 19]",3,8,8,0,True,
CHEMBL1862_Ki:709,CHEMBL1862_Ki,709,test,30,0.6666666666666666,5,"[1, 2, 3, 4, 6, 7]",6,8,6,0,True,
CHEMBL1862_Ki:709,CHEMBL1862_Ki,709,test,30,0.6666666666666666,6,"[23, 24, 25, 26, 27, 28]",6,8,5,8,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,0,[0],1,8,8,0,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,1,[5],1,8,8,3,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,2,[14],1,8,8,0,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,3,[27],1,8,8,8,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,4,"[15, 16]",2,7,7,1,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,5,"[17, 18, 19]",3,8,8,1,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,6,"[23, 24, 25, 26, 28]",5,8,7,8,True,
CHEMBL1862_Ki:711,CHEMBL1862_Ki,711,test,30,0.6666666666666666,7,"[1, 2, 3, 4, 6, 7]",6,8,7,0,True,
CHEMBL1862_Ki:727,CHEMBL1862_Ki,727,test,26,0.6153846153846154,0,[0],1,8,8,0,True,
CHEMBL1862_Ki:727,CHEMBL1862_Ki,727,test,26,0.6153846153846154,1,[1],1,8,8,0,True,
CHEMBL1862_Ki:727,CHEMBL1862_Ki,727,test,26,0.6153846153846154,2,[7],1,8,5,0,True,
CHEMBL1862_Ki:727,CHEMBL1862_Ki,727,test,26,0.6153846153846154,3,[20],1,8,8,0,True,
CHEMBL1862_Ki:727,CHEMBL1862_Ki,727,test,26,0.6153846153846154,4,"[2, 3, 4, 5, 6, 25]",6,8,2,0,True,
CHEMBL1862_Ki:727,CHEMBL1862_Ki,727,test,26,0.6153846153846154,5,"[14, 15, 16, 17, 18, 19]",6,8,7,0,True,
CHEMBL1862_Ki:729,CHEMBL1862_Ki,729,calibration,25,0.6,0,[0],1,8,8,0,True,
CHEMBL1862_Ki:729,CHEMBL1862_Ki,729,calibration,25,0.6,1,[6],1,8,8,0,True,
CHEMBL1862_Ki:729,CHEMBL1862_Ki,729,calibration,25,0.6,2,[20],1,8,8,0,True,
CHEMBL1862_Ki:729,CHEMBL1862_Ki,729,calibration,25,0.6,3,[24],1,8,8,0,True,
CHEMBL1862_Ki:729,CHEMBL1862_Ki,729,calibration,25,0.6,4,"[7, 8]",2,7,7,0,True,
CHEMBL1862_Ki:729,CHEMBL1862_Ki,729,calibration,25,0.6,5,"[9, 10, 11]",3,8,8,0,True,
CHEMBL1862_Ki:729,CHEMBL1862_Ki,729,calibration,25,0.6,6,"[17, 18, 19, 21, 22, 23]",6,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,0,[0],1,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,1,[4],1,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,2,[5],1,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,3,[7],1,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,4,[13],1,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,5,[16],1,4,4,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,6,[17],1,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,7,[18],1,8,8,0,True,
CHEMBL1871_Ki:102,CHEMBL1871_Ki,102,calibration,23,0.391304347826087,8,[19],1,8,8,0,True,
CHEMBL1871_Ki:103,CHEMBL1871_Ki,103,calibration,23,0.391304347826087,0,[0],1,8,8,8,True,
CHEMBL1871_Ki:103,CHEMBL1871_Ki,103,calibration,23,0.391304347826087,1,[1],1,8,8,8,True,
CHEMBL1871_Ki:103,CHEMBL1871_Ki,103,calibration,23,0.391304347826087,2,[5],1,8,8,6,True,
CHEMBL1871_Ki:103,CHEMBL1871_Ki,103,calibration,23,0.391304347826087,3,[6],1,8,8,7,True,
CHEMBL1871_Ki:103,CHEMBL1871_Ki,103,calibration,23,0.391304347826087,4,[13],1,8,8,0,True,
CHEMBL1871_Ki:103,CHEMBL1871_Ki,103,calibration,23,0.391304347826087,5,[16],1,7,7,0,True,
CHEMBL1871_Ki:103,CHEMBL1871_Ki,103,calibration,23,0.391304347826087,6,[17],1,8,8,4,True,
