interaction,contrast,target_equal_mean,target_equal_median,ci95_low,ci95_high,absolute_mean_over_margin_0_05,target_clusters
predictor_by_explainer,average_over_representations,-0.003549620388214886,-0.006525218120225391,-0.017411433448000047,0.009400060763191578,0.07099240776429772,27
representation_by_explainer,molformer_vs_morgan,0.005083843383278324,0.015394356368741764,-0.0278026784095794,0.03243589451919448,0.10167686766556648,27
representation_by_explainer,unimol_vs_morgan,0.024546503886943325,0.014582403939568372,0.006477153329859593,0.04405061134877486,0.4909300777388665,27
representation_by_predictor,molformer_vs_morgan,0.003945466776857958,0.01332448013050749,-0.02804986255760913,0.033160106253176565,0.07890933553715916,27
representation_by_predictor,unimol_vs_morgan,-0.006946460325129942,0.008530265976856403,-0.047410053066270906,0.02778176837526397,0.13892920650259882,27
three_way,molformer_vs_morgan,-0.02802160786509307,-0.021755472622078886,-0.058224308419521816,0.001072696926141873,0.5604321573018614,27
three_way,unimol_vs_morgan,-0.023671171370949592,-0.02798625153552508,-0.06095948800725079,0.01248516185880116,0.4734234274189918,27
