dataset,component_id,atoms,positive_atoms,prevalence,replicates,mean_random_ap,median_random_ap,random_ap_ci95_low,random_ap_ci95_high,mean_random_nap,median_random_nap,random_nap_ci95_low,random_nap_ci95_high
CHEMBL1871_Ki,14,46,8,0.17391304347826086,100,0.2431281587562968,0.2341243979923479,0.1473230857666485,0.4533231061940954,0.08378671849446455,0.07288742914863168,-0.03218784354563605,0.33823323381390497
CHEMBL1871_Ki,18,38,6,0.15789473684210525,100,0.2296242067635577,0.20002763221658706,0.12761908726507873,0.45701264286819193,0.08517874553172483,0.05003281325719715,-0.03595233387271901,0.35520251340597797
CHEMBL1871_Ki,19,36,7,0.19444444444444445,100,0.2763482911127225,0.27349368211960634,0.1507656097629668,0.4962158284072513,0.10167374069165548,0.09813008814847682,-0.054222001673558465,0.3746127525055533
CHEMBL1871_Ki,25,51,4,0.0784313725490196,100,0.13456503260549352,0.11070059914958287,0.06543783384877748,0.3204464285714285,0.06091099282723764,0.035015543758058,-0.014099371781113798,0.26261208206686926
CHEMBL1871_Ki,35,69,19,0.2753623188405797,100,0.30870703590552745,0.3010656949404785,0.22309257488897044,0.42843148728304076,0.04601570954962789,0.035470659017860395,-0.0721322466532208,0.21123545245059627
CHEMBL1871_Ki,37,60,14,0.23333333333333334,100,0.2907980346888383,0.2720231014884131,0.18149466564435426,0.5037727111504643,0.07495395828978907,0.05046491498488662,-0.06761565350736401,0.35274701454408386
CHEMBL1871_Ki,38,64,12,0.1875,100,0.24115807301479453,0.21928459115206894,0.14692075123428977,0.4167903902254089,0.0660407052489779,0.039119496802546394,-0.04994369078856643,0.28220355720050333
CHEMBL2034_Ki,1,54,8,0.14814814814814814,100,0.20705379260890366,0.19071149464044984,0.11823990799518887,0.36175938143578273,0.0691501043669739,0.04996566762139765,-0.03510967322303915,0.25076101298983194
CHEMBL2034_Ki,3,59,11,0.1864406779661017,100,0.25044276830862594,0.23653500066840216,0.14537414283456596,0.39816841481275655,0.07866923604601936,0.061574271654910986,-0.050477616099179334,0.2602486765406799
CHEMBL2034_Ki,8,55,4,0.07272727272727272,100,0.1245820916776005,0.09679917190453417,0.05586835896364297,0.35943192829457343,0.055921863573882895,0.02595989126959568,-0.01818118150979679,0.309191295219638
CHEMBL2034_Ki,9,66,12,0.18181818181818182,100,0.21625851585284558,0.20359419926996958,0.13854995257735073,0.35436847595162835,0.04209374159792241,0.026615132441073906,-0.05288339129434912,0.21089480394087912
CHEMBL2034_Ki,16,77,13,0.16883116883116883,100,0.2212748932047377,0.19486097785801426,0.13485956889302414,0.44329250222303807,0.06309635588695006,0.03131711398542339,-0.04087208117558032,0.3302112917370926
CHEMBL2034_Ki,20,50,12,0.24,100,0.29590097663495574,0.28327533961309426,0.18560667471364747,0.5177119673741913,0.07355391662494179,0.05694123633301877,-0.07157016485046384,0.36541048338709387
CHEMBL2034_Ki,31,65,9,0.13846153846153847,100,0.18130012122997624,0.1576817562036802,0.10464154941720619,0.39107784757394,0.049723354999079566,0.022309181307843068,-0.03925534442645711,0.29321535879118027
CHEMBL2034_Ki,34,54,14,0.25925925925925924,100,0.299813697453432,0.28582885953014986,0.21168140289693366,0.45324130512209926,0.05474849156213326,0.035868960365702335,-0.06423010608913954,0.2618757619148341
CHEMBL2034_Ki,36,69,21,0.30434782608695654,100,0.32852328891328836,0.3199950582790111,0.24309122850460968,0.4791754481792348,0.034752227812852046,0.022492896276078457,-0.08805635902462362,0.25131470675765
CHEMBL2034_Ki,38,77,19,0.24675324675324675,100,0.2902442692029037,0.28082151800257327,0.19729843560907329,0.43371685533345833,0.05773808152799281,0.04522856700341624,-0.06565552513967858,0.24821030794269466
CHEMBL2034_Ki,41,48,11,0.22916666666666666,100,0.29995607319296586,0.2806715010761506,0.1945782875027218,0.49577965435701743,0.09183490576384762,0.06681708247716829,-0.04487141080727983,0.3458763083550496
CHEMBL2034_Ki,46,56,28,0.5,100,0.5304984125984145,0.5274073111469065,0.4291384080415351,0.6699189685784375,0.06099682519682882,0.054814622293813065,-0.1417231839169298,0.33983793715687505
CHEMBL2047_EC50,0,64,12,0.1875,100,0.24074880970687126,0.223226420208183,0.1583613796036255,0.40536458369991685,0.06553699656230311,0.043970978717763703,-0.03586291741092247,0.26814102609220536
CHEMBL2047_EC50,2,64,20,0.3125,100,0.3470863927513966,0.33401957534174415,0.25260549872024884,0.5056205266941611,0.050307480365667755,0.03130120049708239,-0.08711927458872896,0.2809025842824162
CHEMBL2047_EC50,3,69,13,0.18840579710144928,100,0.23340949890363494,0.21730841703839535,0.15328161817043542,0.3551979689692413,0.0554509897205502,0.03561215670802283,-0.043278006182856356,0.20551178319424368
CHEMBL2047_EC50,5,67,12,0.1791044776119403,100,0.22773818448903316,0.20399172872583177,0.14391475712051777,0.40978904920271064,0.059244697468458576,0.0303171968114678,-0.04286747768955108,0.2810157508469384
CHEMBL2047_EC50,8,78,6,0.07692307692307693,100,0.12358229609007232,0.10613830374047076,0.06537460400754498,0.2500583933760303,0.05054748743091166,0.03164982905217664,-0.012510845658492946,0.18756325949069946
