dataset,representation,predictor,explainer,components,trained_ap,permuted_ap,trained_nap,permuted_nap,prevalence,median_delta_ap,median_delta_nap,ci90_low,ci90_high,ci95_low,ci95_high
CHEMBL2034_Ki,morgan,mlp,crem_lime,12,0.3118908656023362,0.3616869065920152,0.060614394339363234,0.10475242966288364,0.20780367231638416,0.010729134820762279,0.015000715571797382,-0.18567298714357533,0.07309179255284268,-0.2171332582327867,0.08574807014707844
CHEMBL2034_Ki,morgan,mlp,crem_mean,12,0.332192582307539,0.31816441137586443,0.16989499622058937,0.15959575908996348,0.20780367231638416,0.019904254469360408,0.03860165366487992,-0.015771053791887125,0.12247026511614872,-0.026273432063425316,0.127886260447427
CHEMBL2034_Ki,morgan,xgboost,crem_lime,12,0.2206397642996935,0.31013816512572434,-0.009569964669032784,0.09608418383585399,0.20780367231638416,-0.05708193473089324,-0.06999044663647762,-0.1901981100767195,0.09773174726859228,-0.19902632584138807,0.12297141345826865
CHEMBL2034_Ki,morgan,xgboost,crem_mean,12,0.28755234774971616,0.2743652182536638,0.08060923516750582,0.09744102265011514,0.20780367231638416,-0.0020500605059428634,-0.00265628795040554,-0.07360247749578902,0.02776092085302611,-0.07458315323792636,0.037699454338708666
CHEMBL2034_Ki,unimol,mlp,crem_lime,12,0.3546993051402402,0.511042904774461,0.1961612733343458,0.3559797193108907,0.20780367231638416,-0.1563435996342208,-0.18341440919234214,-0.2765687142145126,-0.07530420932564136,-0.2778754415389163,-0.07290052793271098
CHEMBL2034_Ki,unimol,mlp,crem_mean,12,0.2825959347382443,0.35218206811344066,0.14565444496450586,0.21219759174881095,0.20780367231638416,-0.04059753377935195,-0.0512947163515345,-0.09440127346985261,0.0001357711466764555,-0.09882472767037712,0.012205747711200324
CHEMBL2034_Ki,unimol,xgboost,crem_lime,12,0.3073047175599789,0.3854418462845213,0.06753664040989474,0.24668862895429,0.20780367231638416,-0.025877457740053053,-0.03295171277757958,-0.17345261982051002,0.00010108926564484505,-0.20209019008641022,0.003196069115684458
CHEMBL2034_Ki,unimol,xgboost,crem_mean,12,0.3096705629839511,0.3207173473336709,0.1297711531521539,0.14073416203147027,0.20780367231638416,-0.027633806009770973,-0.03487593279385362,-0.045717851027206116,0.01919079183046902,-0.051410371246245874,0.030713952247565672
CHEMBL2047_EC50,molformer,mlp,crem_lime,10,0.31598859338859653,0.3508277716496039,0.11157307778534545,0.13400753870569876,0.26919642857142856,0.010289691237441612,0.012618205902346108,-0.08213936231580547,0.0793772855341298,-0.08228119542984672,0.09154287966276403
CHEMBL2047_EC50,molformer,mlp,crem_mean,10,0.2737947619635396,0.26618881408315076,0.05741546170852106,0.08030037911617963,0.26919642857142856,-0.01967758485109758,-0.02731698331051107,-0.1284953212285025,0.0013543859095238014,-0.1284953212285025,0.024817082524635978
