dataset,representation,predictor,explainer,components,trained_ap,permuted_ap,trained_nap,permuted_nap,prevalence,median_delta_ap,median_delta_nap,ci90_low,ci90_high,ci95_low,ci95_high
CHEMBL2047_EC50,molformer,xgboost,crem_lime,10,0.3263013123535932,0.3194377793946215,0.1264162784321173,0.058943033606422765,0.26919642857142856,-0.012868234656330413,-0.017864242726976606,-0.08643842282324202,0.0666226425524086,-0.09154506664248069,0.0666226425524086
CHEMBL2047_EC50,molformer,xgboost,crem_mean,10,0.2911841860391856,0.3156150602838872,0.04585588409429166,0.06554889893853481,0.26919642857142856,-0.021692070123592533,-0.030754631028245702,-0.0595961429024917,0.0010336875338325946,-0.07024692653053,0.018749939211583366
CHEMBL2047_EC50,morgan,mlp,crem_lime,10,0.409578655197175,0.41556281668914075,0.16882727355330826,0.19552619305578048,0.26919642857142856,-0.04645284239709674,-0.053853234812402555,-0.22033272333057594,0.17570036710063458,-0.22033272333057594,0.2354634986730473
CHEMBL2047_EC50,morgan,mlp,crem_mean,10,0.3456101814657593,0.3016904127974702,0.10479336283090059,0.02500095425701007,0.26919642857142856,0.0066376929230349754,0.009489146187484788,-0.027694367509588508,0.12202964031472346,-0.03194857669824304,0.16303822695658632
CHEMBL2047_EC50,morgan,xgboost,crem_lime,10,0.2522177196452537,0.2827317689443835,0.0211133206129612,0.0404911792404483,0.26919642857142856,-0.04081235104949268,-0.04689310504354781,-0.10861566748688763,0.015292067326739014,-0.1111607406938323,0.01655857054240423
CHEMBL2047_EC50,morgan,xgboost,crem_mean,10,0.2869426696090371,0.30146976939331815,0.0030423990293071005,0.04054479108854805,0.26919642857142856,-0.009774409295945967,-0.011782792611476918,-0.0899764204985914,0.05807907170236402,-0.10948535726364722,0.06252013292110063
CHEMBL2047_EC50,unimol,mlp,crem_lime,10,0.27114147933308796,0.35565658445631393,0.028001291318150916,0.13645497825943603,0.26919642857142856,-0.05546760159018371,-0.07097981486633227,-0.1335730939814162,0.06927594988174787,-0.14827570081330288,0.06927594988174787
CHEMBL2047_EC50,unimol,mlp,crem_mean,10,0.3238273797695864,0.3090312143566947,0.044463270987022366,0.07623760705819742,0.26919642857142856,-0.013339139064496276,-0.015370627240632467,-0.05457647839444766,0.042823030941022855,-0.06883172637244536,0.0438484648239022
CHEMBL2047_EC50,unimol,xgboost,crem_lime,10,0.27272554829140594,0.31670827835897386,0.11188152533419254,0.05903007381622473,0.26919642857142856,0.0006896503836505835,0.0012384780582187262,-0.0729308571150985,0.12542723055837338,-0.07515031148062616,0.16189618144616075
CHEMBL2047_EC50,unimol,xgboost,crem_mean,10,0.3093945527129155,0.2875283444039401,0.03376211387201985,0.084212428126558,0.26919642857142856,-0.00023280398834787247,0.0006293455805769961,-0.03854144996916993,0.023821009266549426,-0.04046438252746553,0.1232784737187741
CHEMBL204_Ki,molformer,mlp,crem_lime,47,0.2817993184458963,0.25632233736167237,0.13236541816729094,0.07802553592772153,0.1868131868131868,0.029602805157566525,0.04177737515803053,0.010491158789441703,0.07640337927444177,-0.0035980862704688282,0.07895156294279101
CHEMBL204_Ki,molformer,mlp,crem_mean,47,0.2708062440205297,0.24839256149639652,0.0687848613431929,0.06348388739760742,0.1868131868131868,0.017466329966329963,0.025494561390288606,0.005897647807420109,0.04489128879924397,0.004071572202533458,0.0468402205237057
CHEMBL204_Ki,molformer,xgboost,crem_lime,47,0.24417563701517078,0.2794722341441957,0.028343822285206835,0.0734684365524187,0.1868131868131868,-0.02621911148933248,-0.03289306714116269,-0.05387667909733216,0.004205389413231286,-0.0665773002419101,0.01091531852308857
CHEMBL204_Ki,molformer,xgboost,crem_mean,47,0.25044970314594184,0.2775187729237749,0.028765863388003837,0.08625425038234553,0.1868131868131868,-0.009157919604871667,-0.011969484654199065,-0.061034014789104724,0.008605763601145795,-0.06870415873672853,0.014506162076793599
CHEMBL204_Ki,morgan,mlp,crem_lime,47,0.28367940747203796,0.3210854622453332,0.09563225996512903,0.13744833100105697,0.1868131868131868,-0.01954828102446976,-0.023132132545622575,-0.11439166226782811,0.0309030099868004,-0.1168921724745555,0.06611913349901727
CHEMBL204_Ki,morgan,mlp,crem_mean,47,0.27337996725354824,0.2886386362175758,0.07077072170888514,0.09866405316016351,0.1868131868131868,-0.011706349206349165,-0.013081065403306665,-0.04736429346598777,-0.0006531624927824109,-0.0485734417584753,-0.00043645913824343074
CHEMBL204_Ki,morgan,xgboost,crem_lime,47,0.1866016363810481,0.3192191601378515,0.013677097856072629,0.14829395616466146,0.1868131868131868,-0.07211856362558185,-0.09018448111613434,-0.14108009977007718,-0.0336836083319014,-0.17393830419456577,-0.03309678250096689
CHEMBL204_Ki,morgan,xgboost,crem_mean,47,0.24290261885138542,0.24609609609609606,0.047253885653332,0.04440321583178724,0.1868131868131868,-0.001318232118701551,-0.0015676273844018335,-0.04060192621651387,0.03904328695995364,-0.049859366434647466,0.06892702938614612
CHEMBL204_Ki,unimol,mlp,crem_lime,47,0.3169354631860489,0.30015696416662596,0.08308362447215921,0.11067919520395007,0.1868131868131868,-0.01627738410071411,-0.04272927972275957,-0.07298875616078315,-0.003115507635897935,-0.07567219812095928,-0.003115507635897935
CHEMBL204_Ki,unimol,mlp,crem_mean,47,0.2670170865887643,0.2987484479795631,0.07963504132421456,0.09449619091261034,0.1868131868131868,-0.007647400302590035,-0.00831810814060967,-0.04102804388067521,0.01524953080708942,-0.04608679028968885,0.018002705566295497
CHEMBL204_Ki,unimol,xgboost,crem_lime,47,0.2619045094871892,0.34906055917803264,0.06281801054039214,0.14531322043776193,0.1868131868131868,-0.03987424871041023,-0.047221340723459,-0.11135247132001348,-0.01317364652009402,-0.11135247132001348,-0.004761347079927661
CHEMBL204_Ki,unimol,xgboost,crem_mean,47,0.2535795553652696,0.2864816988354681,0.07765392486002927,0.11492385552145636,0.1868131868131868,-0.003022192014007913,-0.003576260549909299,-0.032910481785233425,0.011668004893384563,-0.04438095238095233,0.016294182573171168
CHEMBL2147_Ki,molformer,mlp,crem_lime,13,0.24982596306453173,0.29975111730388543,0.03817616665195677,0.012979481272262998,0.2131147540983606,0.0,0.0,-0.08940850384992843,0.0353622445661812,-0.08940850384992843,0.0353622445661812
CHEMBL2147_Ki,molformer,mlp,crem_mean,13,0.32013455239327465,0.3425352144415988,0.09813767154209903,0.0920666656367977,0.2131147540983606,0.0,0.0,-0.06588835341229285,0.06818562806716405,-0.06588835341229285,0.06818562806716405
CHEMBL2147_Ki,molformer,xgboost,crem_lime,13,0.26539115880533465,0.3389149430816097,-0.016679760426659498,0.16951993853331473,0.2131147540983606,-0.062490447749046774,-0.07941494401441357,-0.25053995784309213,0.0,-0.25053995784309213,0.0
CHEMBL2147_Ki,molformer,xgboost,crem_mean,13,0.3008086802044478,0.3967752101726744,0.036476345808845,0.14757821645725547,0.2131147540983606,-0.07141506744155543,-0.08841369879693425,-0.19110839900224624,-0.015312499999999972,-0.19110839900224624,-0.015312499999999972
CHEMBL2147_Ki,morgan,mlp,crem_lime,13,0.4204455164951695,0.39259336449253873,0.09355485158374162,0.06484863603341107,0.2131147540983606,-0.04158219271763569,-0.05132801913583143,-0.1799703483695188,0.0,-0.1799703483695188,0.0
CHEMBL2147_Ki,morgan,mlp,crem_mean,13,0.3583183443136808,0.4705254785133081,0.05661961758153853,0.08112255868068889,0.2131147540983606,-0.038668009147960855,-0.04130446431714003,-0.08715011316075003,0.0015214109658921587,-0.08715011316075003,0.0015214109658921587
CHEMBL2147_Ki,morgan,xgboost,crem_lime,13,0.20822172986270693,0.4125957943735222,-0.006370295114856434,0.12574495172051592,0.2131147540983606,-0.07763331155459022,-0.08292649188785764,-0.369876382150525,0.13867388749579113,-0.369876382150525,0.13867388749579113
CHEMBL2147_Ki,morgan,xgboost,crem_mean,13,0.3067076474998404,0.35965005969545727,0.03674745064097427,0.1380007003096986,0.2131147540983606,-0.01155052506706894,-0.01467879227273347,-0.09141420940201586,0.0,-0.09141420940201586,0.0
CHEMBL2147_Ki,unimol,mlp,crem_lime,13,0.31843199930040783,0.3340199984765632,0.0,0.0948021039254775,0.2131147540983606,0.0,0.0,-0.11004019690054813,0.030900545862666995,-0.11004019690054813,0.030900545862666995
CHEMBL2147_Ki,unimol,mlp,crem_mean,13,0.3081924079504724,0.3721112982968602,0.08459537908545246,0.13506618421019564,0.2131147540983606,0.004701224401829518,0.007845713512885419,-0.15635127186453604,0.023282641019780226,-0.15635127186453604,0.023282641019780226
CHEMBL2147_Ki,unimol,xgboost,crem_lime,13,0.46705728240900185,0.36119329431039043,0.0377055558424888,0.09444658337413285,0.2131147540983606,0.0,0.0,-0.14818913551941365,0.16561647560837064,-0.14818913551941365,0.16561647560837064
CHEMBL2147_Ki,unimol,xgboost,crem_mean,13,0.4145622895622895,0.409277471993873,0.1349787030536976,0.140767231991088,0.2131147540983606,-0.0039796136444558705,-0.0057885289373904025,-0.08963343448031016,0.1189490071849996,-0.08963343448031016,0.1189490071849996
CHEMBL218_EC50,molformer,mlp,crem_lime,20,0.47971818584779335,0.41931083282268644,0.15528216322121227,0.1220921690999931,0.28283198826118855,-0.021586330773852982,-0.024437985246601485,-0.05516759180662953,0.05802274232846087,-0.06009651585552491,0.07899301932734064
CHEMBL218_EC50,molformer,mlp,crem_mean,20,0.39592797209757125,0.3777413891378482,0.11626355221576268,0.09290367599462201,0.28283198826118855,0.02166516622816536,0.03277851899666093,-0.03813094880311863,0.06137923328828426,-0.050574341831261985,0.07140206643195642
CHEMBL218_EC50,molformer,xgboost,crem_lime,20,0.36819948547991527,0.4683393241157786,0.12490457242703172,0.1371379939868037,0.28283198826118855,0.013666636931730425,0.024103189385346765,-0.03911272679295509,0.051553737304336766,-0.04518776193162639,0.05317948758000027
CHEMBL218_EC50,molformer,xgboost,crem_mean,20,0.3790243943048704,0.36642443949893466,0.09387951108999532,0.10329461386394337,0.28283198826118855,0.008528310817226936,0.014823983482019482,-0.041479405296974026,0.054191408029217465,-0.048896303372250746,0.0555575633707422
CHEMBL218_EC50,morgan,mlp,crem_lime,20,0.33863045191656316,0.45764790607761946,0.059486291677416474,0.16445649814387336,0.28283198826118855,-0.05795400727461077,-0.07794888182312584,-0.1376889369973802,0.05596763468060597,-0.17589774889388757,0.06933919533605735
CHEMBL218_EC50,morgan,mlp,crem_mean,20,0.3471206724710537,0.40231708100287566,0.09348907193692448,0.15205701309458883,0.28283198826118855,0.010228897185088487,0.01374352647683813,-0.07869570905285193,0.041989014426463134,-0.0844929290812865,0.044275456609969864
CHEMBL218_EC50,morgan,xgboost,crem_lime,20,0.35720702148181716,0.42097427435305557,0.040230179336101346,0.09216276105264701,0.28283198826118855,-0.02607958634803298,-0.042318379106876206,-0.22704381089333636,0.09018121852155052,-0.22769491997262425,0.09081955426443633
CHEMBL218_EC50,morgan,xgboost,crem_mean,20,0.3406669192951608,0.39442085999277343,0.06384503299934563,0.11891938921182532,0.28283198826118855,-0.005560845965240424,-0.008762483896454822,-0.06731179677617607,0.05980394605394607,-0.10457353279483751,0.07110282510294305
CHEMBL218_EC50,unimol,mlp,crem_lime,20,0.35575854878471735,0.4126341349417002,0.11896617382949232,0.15592566023389193,0.28283198826118855,0.003878915073548983,0.004318693050637451,-0.06301564574796528,0.0257450721100072,-0.06914452221461359,0.04048281620924925
CHEMBL218_EC50,unimol,mlp,crem_mean,20,0.396874466375023,0.4046023582994143,0.12306763810270649,0.1437374055912493,0.28283198826118855,-0.004823114539223142,-0.0005566967587726009,-0.07567827926607866,0.06364389905821359,-0.08905107577572713,0.06746833305228173
CHEMBL218_EC50,unimol,xgboost,crem_lime,20,0.39942545082337966,0.43032206150606633,0.1209850857655222,0.11660009804016908,0.28283198826118855,0.006047029725956249,0.006840743244135033,-0.09314270982515839,0.12285304687907617,-0.10072585359476069,0.13498029864569205
CHEMBL218_EC50,unimol,xgboost,crem_mean,20,0.36299692246402937,0.36283950360023,0.13750625809714118,0.14414519551670202,0.28283198826118855,0.006367777761156546,0.01062074745432011,-0.0398783755926613,0.04400932274204255,-0.05536879436070701,0.04420389278631094
CHEMBL219_Ki,molformer,mlp,crem_lime,34,0.3387729073834529,0.43950911834387674,0.07789433623848832,0.10652320712998568,0.2558414670215913,-0.012862927204946084,-0.017585884775087834,-0.06098089182650938,0.024743284485806337,-0.06414056746871882,0.03598945322863634
CHEMBL219_Ki,molformer,mlp,crem_mean,34,0.3321715022337248,0.3291343981311087,0.005239898989899033,0.05210586531448383,0.2558414670215913,-0.004267653126679427,-0.007769324807864255,-0.017665716591470357,0.0,-0.03376961142011117,0.0
CHEMBL219_Ki,molformer,xgboost,crem_lime,34,0.32842319789864965,0.3759102123221051,0.02662055922842097,0.10485370249017942,0.2558414670215913,-0.02408535026417289,-0.032965941224787715,-0.09005502544170446,0.0676864555560469,-0.09113653325610235,0.10027188336659167
CHEMBL219_Ki,molformer,xgboost,crem_mean,34,0.3060200668896321,0.33690958084805966,0.03034466725619002,0.02855246605246605,0.2558414670215913,-0.0001998947727238909,-0.00034981585226679865,-0.01930526639394161,0.0005981391932683364,-0.026234567901234622,0.009157509157509167
CHEMBL219_Ki,morgan,mlp,crem_lime,34,0.3914982527718149,0.41423989348075074,0.07788240032874093,0.16384900135934005,0.2558414670215913,-0.0042830187133090225,-0.018439477197649982,-0.08740974703525606,0.06139801295261245,-0.09467575651791463,0.07094643133850179
CHEMBL219_Ki,morgan,mlp,crem_mean,34,0.32400811434906385,0.3643843402421833,0.0154314375248413,0.0538671488994507,0.2558414670215913,-0.017478630713140736,-0.029170130615675933,-0.050466229150510133,0.0,-0.05187555907778942,0.0
CHEMBL219_Ki,morgan,xgboost,crem_lime,34,0.4184655864868776,0.3442145544455313,0.03195408601722609,0.13282782651102093,0.2558414670215913,-0.0019565939633629514,-0.0038880782772257975,-0.10077143739204338,0.05944084740086391,-0.11753631334412726,0.07484404758054569
CHEMBL219_Ki,morgan,xgboost,crem_mean,34,0.3324752598023224,0.33512826790788625,0.04971189749452613,0.0547381156123601,0.2558414670215913,0.0,0.0,-0.019360269360269335,0.040710001449082996,-0.026282380101119933,0.05198241007692226
CHEMBL219_Ki,unimol,mlp,crem_lime,34,0.34749915633245254,0.3438536345404114,0.07456088444916023,0.06357880047355334,0.2558414670215913,0.00026639053919161326,-0.0008999086481606099,-0.027145787664078835,0.02960943082199637,-0.028985237910960467,0.02999648957124037
CHEMBL219_Ki,unimol,mlp,crem_mean,34,0.3111248264590173,0.35029681298620413,0.03856167760584141,0.02362162763688115,0.2558414670215913,-0.005374084196700213,-0.006753074665374607,-0.03780864197530846,0.0,-0.03814503579209457,0.00909892632018212
CHEMBL219_Ki,unimol,xgboost,crem_lime,34,0.3134113243143197,0.34972988216205314,0.09580995789268887,0.09297109568715943,0.2558414670215913,-0.0010377384659011057,-0.002541339405718089,-0.0442038634753802,0.07657743643476943,-0.06162183491990357,0.10063968912378293
CHEMBL219_Ki,unimol,xgboost,crem_mean,34,0.3135240643053143,0.33580837169652955,0.0372393412809999,0.06094412977401602,0.2558414670215913,-0.00015096618357490765,-0.00031565656565653386,-0.05920120023391218,0.02222222222222317,-0.0622249809426077,0.022483577029031462
CHEMBL228_Ki,molformer,mlp,crem_lime,31,0.3347730168584248,0.3647482076601869,0.06323106761130311,0.11043851958929528,0.2432432432432432,-0.037266367733569616,-0.048446278053640504,-0.14069508005709516,0.0,-0.14308624350013258,0.005412940461692599
CHEMBL228_Ki,molformer,mlp,crem_mean,31,0.3650623885918003,0.37614767910468383,0.11316319474942653,0.17698906082952134,0.2432432432432432,-0.008643943202766846,-0.010372731843320104,-0.030750475127834742,0.0,-0.03645833333333337,0.0
CHEMBL228_Ki,molformer,xgboost,crem_lime,31,0.3647341678177602,0.37172023047504094,0.0349523247171911,0.0994087623938935,0.2432432432432432,-0.03952280600151459,-0.04959724674699864,-0.11386381902547918,-0.012086399913837961,-0.12551692577073828,-0.012086399913837961
CHEMBL228_Ki,molformer,xgboost,crem_mean,31,0.3265800865800865,0.3609188542681365,0.08696585514297679,0.14975181230326215,0.2432432432432432,-0.002314814814814825,-0.003356481481481502,-0.03840540469146245,0.0025958145498494317,-0.04918279713211485,0.023809523809523836
CHEMBL228_Ki,morgan,mlp,crem_lime,31,0.373929965028242,0.36614454267594754,0.07228337019890557,0.13373087499046166,0.2432432432432432,-0.008222864088727716,-0.009804184105790766,-0.07680375180375187,0.02933157684286633,-0.08310836419831662,0.08395076348886168
CHEMBL228_Ki,morgan,mlp,crem_mean,31,0.3831399549373405,0.3288208657079299,0.1501880973090271,0.15437858231455182,0.2432432432432432,-0.0016934641093991898,-0.004233660273498141,-0.043996333949511385,0.0,-0.043996333949511385,0.002685185185185167
CHEMBL228_Ki,morgan,xgboost,crem_lime,31,0.39764619499467974,0.38523806747311645,0.16238736753442634,0.13993199653518465,0.2432432432432432,-0.012152810519714452,-0.014489889465813333,-0.08644045402603692,0.04921928989597111,-0.1207964276417622,0.06228430488711305
CHEMBL228_Ki,morgan,xgboost,crem_mean,31,0.36977491845912897,0.3028105472958414,0.13230831156374176,0.09975961538461535,0.2432432432432432,0.025762582399296186,0.03296628701601987,0.0,0.10714285714285707,-0.018287037037037032,0.13973635244642013
CHEMBL228_Ki,unimol,mlp,crem_lime,31,0.35199076506234106,0.3923784768489669,0.08242018398268393,0.13955798740668493,0.2432432432432432,0.0005623461598851937,0.0006704896521707374,-0.04365578468229396,0.10465630710144166,-0.0629575651410143,0.10465630710144166
CHEMBL228_Ki,unimol,mlp,crem_mean,31,0.38767817491914497,0.3633597883597883,0.17613882958860838,0.1641683118553355,0.2432432432432432,0.0019028921441202329,0.0020319017810097734,0.0,0.058374128757245555,0.0,0.058374128757245555
CHEMBL228_Ki,unimol,xgboost,crem_lime,31,0.35821482213399053,0.347975438410221,0.085023181636456,0.09426338079106034,0.2432432432432432,-0.017901233778369385,-0.03011797774527669,-0.06039999300937207,0.010312723255548772,-0.0739485868227876,0.010312723255548772
CHEMBL228_Ki,unimol,xgboost,crem_mean,31,0.34114886743958533,0.36653439153439155,0.12604730979062526,0.12170442195812174,0.2432432432432432,-0.0002665839062897801,-0.0002846573914620093,-0.016904900136487988,0.0008351978040905261,-0.017310707961367522,0.004342887832503514
CHEMBL231_Ki,molformer,mlp,crem_lime,15,0.2961345951879666,0.3972842873710698,0.17435233796633257,0.1796369466995116,0.21126760563380284,0.0007375526108477359,0.0014751052216954164,-0.16034175760191696,0.14446384850559418,-0.18578996900608152,0.14446384850559418
CHEMBL231_Ki,molformer,mlp,crem_mean,15,0.2969852239655573,0.2972777241869089,0.08040408664299416,0.11397273385178341,0.21126760563380284,-0.008658987903108595,-0.01082373487888591,-0.06903334780959579,0.04594143600687359,-0.19791117235184608,0.04594143600687359
CHEMBL231_Ki,molformer,xgboost,crem_lime,15,0.39179020249442775,0.2416877997478586,0.2052561243753052,0.0596928716873447,0.21126760563380284,-0.05997819746015545,-0.07863808111442602,-0.13229973569750642,0.17344372765941388,-0.13229973569750642,0.2100923065344179
CHEMBL231_Ki,molformer,xgboost,crem_mean,15,0.26167592104756443,0.2960043438460834,0.03197509648458454,0.110082406754009,0.21126760563380284,-0.024331764514830878,-0.026717231624128063,-0.16059347815203903,0.037748892220001995,-0.18799745147091787,0.04760969878491242
CHEMBL231_Ki,morgan,mlp,crem_lime,15,0.20252262881554708,0.32081377151799684,-0.0149711996893036,0.13888888888888887,0.21126760563380284,-0.10968547215440087,-0.12043894981659688,-0.1865450039658612,-0.05121582425391824,-0.18915179362547777,-0.040623872521899036
CHEMBL231_Ki,morgan,mlp,crem_mean,15,0.30261002183142405,0.37372038686487735,0.0615376779776221,0.2171837490916774,0.21126760563380284,-0.08979955898132574,-0.11429034779441455,-0.18785712644448155,-0.04354288186481343,-0.18785712644448155,-0.02995445908603436
CHEMBL231_Ki,morgan,xgboost,crem_lime,15,0.22763369488964436,0.35332321449275783,0.0082642212346194,0.119801041948476,0.21126760563380284,-0.07083902392238373,-0.08854877990297982,-0.2669247630599412,0.018092343658679136,-0.2986844821196679,0.12958974300350795
CHEMBL231_Ki,morgan,xgboost,crem_mean,15,0.3292243251614498,0.33057798491110185,0.054297437306580536,0.17282392479329203,0.21126760563380284,-0.06022559063947208,-0.07896244106064106,-0.11852648748671149,0.04328307932686026,-0.11852648748671149,0.044393070621505465
CHEMBL231_Ki,unimol,mlp,crem_lime,15,0.2962067948874662,0.22996240066662602,0.10231834273560715,0.03434451291931173,0.21126760563380284,-0.023460131595308242,-0.03937773115300733,-0.06541980648311232,0.13151389294431517,-0.06827597282746783,0.23959652058866288
CHEMBL231_Ki,unimol,mlp,crem_mean,15,0.25155036130320635,0.302061337355455,0.07598850374992246,0.10202416360585982,0.21126760563380284,-0.02278120237394521,-0.026035659855937365,-0.12104336820734403,-0.005621379667390436,-0.12104336820734403,0.04544782940334583
CHEMBL231_Ki,unimol,xgboost,crem_lime,15,0.3548397799161432,0.2854944898497236,0.08464802809085686,0.10362035999328963,0.21126760563380284,0.027554646249074555,0.040079485453199365,-0.0769360418209746,0.13312031019997778,-0.10384569579730438,0.17157115403862608
CHEMBL231_Ki,unimol,xgboost,crem_mean,15,0.26969784754735104,0.30765645219226184,0.07886172767286108,0.1111594785024989,0.21126760563380284,-0.007402856402856345,-0.00812862663843053,-0.1101186870608374,0.02113095238095237,-0.1307914582237458,0.02113095238095237
CHEMBL233_Ki,molformer,mlp,crem_lime,46,0.36192398199540843,0.33219692819347013,0.20935385946154678,0.13933496192887615,0.17832681017612517,0.03878874260981982,0.051957537334006376,0.0030825586476733308,0.09059481951228954,0.0,0.1094934212545734
CHEMBL233_Ki,molformer,mlp,crem_mean,46,0.2708193454305581,0.27077395409199967,0.06756041363801868,0.08200786956074813,0.17832681017612517,-0.001877537631214038,-0.002538941214444262,-0.03774847642837813,0.01965312777248074,-0.049298387734679025,0.025199243308210433
CHEMBL233_Ki,molformer,xgboost,crem_lime,46,0.29331637656540255,0.37418921608363365,0.09109888852853334,0.20343630910014443,0.17832681017612517,-0.044007000024818846,-0.05831202732236036,-0.10922341868784378,-0.00798191283531633,-0.11577141252669836,-0.005343728747071397
CHEMBL233_Ki,molformer,xgboost,crem_mean,46,0.2686189541803638,0.31843766266941675,0.05917147706744719,0.14990828703490555,0.17832681017612517,-0.027175752089304506,-0.03724733549938459,-0.07662145694288093,-0.009001371491160582,-0.07936507936507939,-0.003967196921503997
CHEMBL233_Ki,morgan,mlp,crem_lime,46,0.30669115234838773,0.32465356771601744,0.10156235618517284,0.15596061971005415,0.17832681017612517,-0.0036804573828839796,-0.0038938172311670845,-0.04273067906797262,0.073541151598769,-0.05105081018281227,0.0827243537972101
CHEMBL233_Ki,morgan,mlp,crem_mean,46,0.34656042715182156,0.3306088112919232,0.21674264872350057,0.17329938397173875,0.17832681017612517,-0.0037535612535612717,-0.005362230362230399,-0.020933295579268124,0.038742719759708166,-0.026755890330551004,0.05689437550129689
CHEMBL233_Ki,morgan,xgboost,crem_lime,46,0.30600012182459935,0.289925308167922,0.04506673700555515,0.1171488172210122,0.17832681017612517,-0.03483261344489649,-0.04310745742547649,-0.10146823870166881,0.008798959347106533,-0.10739282729393046,0.0287373254303308
CHEMBL233_Ki,morgan,xgboost,crem_mean,46,0.32726333147528797,0.29769183127042653,0.1448991080492829,0.14392339599531934,0.17832681017612517,-0.007848889948570442,-0.009644266871845747,-0.028348776770906033,0.053056361307581665,-0.031824852169464804,0.05348528015194676
CHEMBL233_Ki,unimol,mlp,crem_lime,46,0.37678725406381564,0.4094039205979041,0.1365681450650114,0.20651514684560812,0.17832681017612517,-0.0038095215502766677,-0.004548527193980547,-0.05597084009357789,0.034177495584743325,-0.08068476419962142,0.03520442482308635
CHEMBL233_Ki,unimol,mlp,crem_mean,46,0.34146255360491795,0.3086386128131243,0.17308407316047444,0.15395259902835656,0.17832681017612517,-0.0029815092315092218,-0.004007422395103586,-0.0455541305013429,0.009968216087604632,-0.05370095683858947,0.023518501828864533
CHEMBL233_Ki,unimol,xgboost,crem_lime,46,0.32879188135933657,0.31937942826318705,0.1300417463761665,0.1710566152034948,0.17832681017612517,0.013120218961876845,0.016219129655091577,-0.014905671876818433,0.0394172890548672,-0.02240667041664625,0.04243520809547621
CHEMBL233_Ki,unimol,xgboost,crem_mean,46,0.28599760970406074,0.30400765589117373,0.11944252206752204,0.12214657525982026,0.17832681017612517,-0.003023531483824282,-0.0038780077727311457,-0.022650472237727266,0.038875518574780304,-0.02846795054674857,0.04124106563958915
CHEMBL236_Ki,molformer,mlp,crem_lime,37,0.2887220336686867,0.29092610070036734,0.04127568086265943,0.10169270356015302,0.19047619047619038,-0.01640812383196444,-0.023981104062101924,-0.10222002402600183,0.016037583300022903,-0.13272693308757028,0.03588662045502503
CHEMBL236_Ki,molformer,mlp,crem_mean,37,0.2772137326126449,0.2983076206346646,0.06607956518820937,0.060842815672764096,0.19047619047619038,-0.009569816851245638,-0.012873078152676768,-0.039498151957246166,0.0,-0.04753269764811853,0.0
CHEMBL236_Ki,molformer,xgboost,crem_lime,37,0.2599225149511321,0.3126831781856079,0.05048362521580233,0.1149104607319512,0.19047619047619038,-0.00407054604908904,-0.004314778812034367,-0.07230921184293695,0.017717812711889835,-0.08518767458815564,0.022320817850028873
CHEMBL236_Ki,molformer,xgboost,crem_mean,37,0.2838361928886991,0.3030253891209351,0.0985093145879495,0.0971010722703022,0.19047619047619038,-0.0006033452807646111,-0.0007182681913864668,-0.028026298889794063,0.02817473504652969,-0.05189777409519526,0.0305014520700795
CHEMBL236_Ki,morgan,mlp,crem_lime,37,0.2352941176470588,0.3541455473736779,0.0352018743709627,0.17431310489629404,0.19047619047619038,-0.08730301104785926,-0.13911123052533134,-0.16194377637078564,-0.04983632577398994,-0.16389815751161302,-0.007933143325660419
CHEMBL236_Ki,morgan,mlp,crem_mean,37,0.27552783400135744,0.32905056635627256,0.04840686274509797,0.16000416736844977,0.19047619047619038,-0.0552302265635598,-0.07642888467299774,-0.09092995134270952,-0.016787375838742853,-0.1009384788853313,-0.013725490196078424
CHEMBL236_Ki,morgan,xgboost,crem_lime,37,0.20642599144921125,0.32336837453565764,0.0,0.144791026625704,0.19047619047619038,-0.03725069649992249,-0.0493788302440833,-0.15535187214581062,-0.0017572602305574326,-0.16124079177400477,0.0
CHEMBL236_Ki,morgan,xgboost,crem_mean,37,0.28378621091463896,0.2980998605510113,0.057686108763031735,0.10586355785762318,0.19047619047619038,-0.02458389400322053,-0.03503204895458922,-0.05969569266617293,0.0,-0.06529467894825894,0.0
CHEMBL236_Ki,unimol,mlp,crem_lime,37,0.23541694236913735,0.2870123302424083,0.056532095319784266,0.1192505255935632,0.19047619047619038,-0.03627148442813122,-0.0595224359846257,-0.09081980805546708,0.0,-0.09855581730749072,0.0009827150149730596
CHEMBL236_Ki,unimol,mlp,crem_mean,37,0.283829365079365,0.3074074074074074,0.08652912223834393,0.12399209087185713,0.19047619047619038,-0.00021371221371219162,-0.0003507072225021335,-0.0468312324929972,0.010556524046961918,-0.060387200025825705,0.027353266888150533
CHEMBL236_Ki,unimol,xgboost,crem_lime,37,0.27771602920344335,0.3057381046337739,0.06819816734929211,0.1148160834080617,0.19047619047619038,-0.014110945140417108,-0.020751389912378168,-0.07278474890129027,0.0338201609093095,-0.09566801544836354,0.037173312400814874
CHEMBL236_Ki,unimol,xgboost,crem_mean,37,0.3016435185185185,0.3411111111111111,0.09912633235710154,0.0895833333333333,0.19047619047619038,0.0,0.0,-0.009019392505067406,0.024537037037037066,-0.010792557097867889,0.0432501385647351
CHEMBL237_EC50,molformer,mlp,crem_lime,18,0.36015240601081033,0.30181476771752297,0.21450018033732937,0.1510044426853522,0.18620689655172418,0.014471025789397213,0.023131480057576766,-0.08941718434738292,0.20758779462865268,-0.1078544283806677,0.2715568109306374
