target_balanced_median_trained_seed_sd,target_balanced_median_permuted_seed_sd,target_balanced_median_matched_delta_seed_sd,frozen_margin,frozen_margin_over_trained_seed_sd
0.04712229149732149,0.11289347901228239,0.13303446144974668,0.05,1.0610689423463646
