target_balanced_median_changed_support,target_balanced_median_unchanged_support,target_balanced_median_support_gap,support_gap_ci95_low,support_gap_ci95_high,positive_target_medians,targets
0.8395833333333333,0.6111111111111112,0.14619883040935666,0.032258064516129004,0.2155172413793104,20,27
