dataset,component_id,representation,predictor,explainer,trained_seed_sd,permuted_seed_sd,matched_delta_seed_sd
CHEMBL231_Ki,6,unimol,xgboost,crem_lime,0.04664331095978274,0.02182648183783803,0.05001041707710042
CHEMBL231_Ki,6,unimol,xgboost,crem_mean,0.06862389877032665,0.08744151629681726,0.02311207756263251
CHEMBL231_Ki,7,molformer,mlp,crem_lime,0.20178968567267141,0.26303858082771703,0.3140407192148922
CHEMBL231_Ki,7,molformer,mlp,crem_mean,0.08290108143689383,0.15711166734897794,0.1396218118404278
CHEMBL231_Ki,7,molformer,xgboost,crem_lime,0.04203331940902561,0.11338982112725482,0.07596098194534123
CHEMBL231_Ki,7,molformer,xgboost,crem_mean,0.19412544516712427,0.31692817329616585,0.27741628970750437
CHEMBL231_Ki,7,morgan,mlp,crem_lime,0.02597753791386226,0.08867724189640175,0.10750991919770475
CHEMBL231_Ki,7,morgan,mlp,crem_mean,0.031014763329367853,0.15743991868532792,0.13363739850676107
CHEMBL231_Ki,7,morgan,xgboost,crem_lime,0.021428237851789468,0.3063962679949006,0.2858192789734168
CHEMBL231_Ki,7,morgan,xgboost,crem_mean,0.18976376664432323,0.17346651364930238,0.07851962752113892
CHEMBL231_Ki,7,unimol,mlp,crem_lime,0.19437472205030226,0.0393985494457181,0.1552087699712269
CHEMBL231_Ki,7,unimol,mlp,crem_mean,0.08450951433047672,0.0925185776966784,0.14016311655186944
CHEMBL231_Ki,7,unimol,xgboost,crem_lime,0.06433371353113539,0.13038998827764806,0.06795545009697306
CHEMBL231_Ki,7,unimol,xgboost,crem_mean,0.0473408955896003,0.17866243876117363,0.2257689308691777
CHEMBL231_Ki,8,molformer,mlp,crem_lime,0.27357668527010537,0.13300994610862074,0.3961427890498078
CHEMBL231_Ki,8,molformer,mlp,crem_mean,0.16874912566503866,0.05936145804553944,0.16814373519596942
CHEMBL231_Ki,8,molformer,xgboost,crem_lime,0.05820593823429201,0.123964885606341,0.1697923138222785
CHEMBL231_Ki,8,molformer,xgboost,crem_mean,0.015849396450725688,0.04345669205950018,0.050683998901293235
CHEMBL231_Ki,8,morgan,mlp,crem_lime,0.06685011333877582,0.17411211039796076,0.12050446497299923
CHEMBL231_Ki,8,morgan,mlp,crem_mean,0.04203032105471089,0.17397152170065414,0.16826009085611124
CHEMBL231_Ki,8,morgan,xgboost,crem_lime,0.0507797520476534,0.10542218615409281,0.10848548548896672
CHEMBL231_Ki,8,morgan,xgboost,crem_mean,0.03353693754692297,0.22824254894899307,0.1949755161548976
CHEMBL231_Ki,8,unimol,mlp,crem_lime,0.1822521079541022,0.018124897650706517,0.19647896696201966
CHEMBL231_Ki,8,unimol,mlp,crem_mean,0.2685430928154643,0.2706696746517631,0.43267339443614233
CHEMBL231_Ki,8,unimol,xgboost,crem_lime,0.09053292546237848,0.26147406258901723,0.3473432024380635
CHEMBL231_Ki,8,unimol,xgboost,crem_mean,0.07983859362225983,0.2883384822321078,0.25405824641127933
CHEMBL231_Ki,10,molformer,mlp,crem_lime,0.06429915727694183,0.03547516144966043,0.09219663650833236
CHEMBL231_Ki,10,molformer,mlp,crem_mean,0.011470616457862964,0.3735092751837424,0.3642615555307537
CHEMBL231_Ki,10,molformer,xgboost,crem_lime,0.10303810380465264,0.07869437465971614,0.13905297841653289
CHEMBL231_Ki,10,molformer,xgboost,crem_mean,0.011722759053485111,0.13499274412671816,0.12366970481773949
CHEMBL231_Ki,10,morgan,mlp,crem_lime,0.18389892567001886,0.3868578709937868,0.2119152925526569
CHEMBL231_Ki,10,morgan,mlp,crem_mean,0.19804231564452784,0.29619924095540057,0.1487805830068898
CHEMBL231_Ki,10,morgan,xgboost,crem_lime,0.006512965905579287,0.09629551413921682,0.09076362838443303
CHEMBL231_Ki,10,morgan,xgboost,crem_mean,0.012361181243533925,0.2357064061477552,0.2233565996168537
CHEMBL231_Ki,10,unimol,mlp,crem_lime,0.07784950249003686,0.034586469827579416,0.11229600561334598
CHEMBL231_Ki,10,unimol,mlp,crem_mean,0.015803838596494205,0.15144932202245617,0.14408733319632885
CHEMBL231_Ki,10,unimol,xgboost,crem_lime,0.15718556091295113,0.016931102973423862,0.16763637773303908
CHEMBL231_Ki,10,unimol,xgboost,crem_mean,0.2083879624211768,0.09784301547500693,0.11402017159731195
CHEMBL231_Ki,16,molformer,mlp,crem_lime,0.044452418935106396,0.09995494270967804,0.0569461405620241
CHEMBL231_Ki,16,molformer,mlp,crem_mean,0.017269659331917497,0.038394173243563506,0.023609495332188847
CHEMBL231_Ki,16,molformer,xgboost,crem_lime,0.3551386392545048,0.26788597591460855,0.6122530176838522
CHEMBL231_Ki,16,molformer,xgboost,crem_mean,0.01128097440443948,0.1206140580821856,0.11263585408999904
CHEMBL231_Ki,16,morgan,mlp,crem_lime,0.011149361710866864,0.008595231067131478,0.006829338111155365
CHEMBL231_Ki,16,morgan,mlp,crem_mean,0.11552898036852917,0.021487409161437276,0.1065244632638966
CHEMBL231_Ki,16,morgan,xgboost,crem_lime,0.016226719077211484,0.05278985912779058,0.03967106829397765
CHEMBL231_Ki,16,morgan,xgboost,crem_mean,0.012694328434381091,0.1797727628876638,0.1701239872045534
CHEMBL231_Ki,16,unimol,mlp,crem_lime,0.16821993900816343,0.0640362470131099,0.1589107451507051
CHEMBL231_Ki,16,unimol,mlp,crem_mean,0.07885529618075676,0.18413679566215874,0.13795175024519715
CHEMBL231_Ki,16,unimol,xgboost,crem_lime,0.3732543580514018,0.48941511326827586,0.5956559794345857
CHEMBL231_Ki,16,unimol,xgboost,crem_mean,0.14983852229548247,0.16730804937205326,0.29960187590992127
CHEMBL231_Ki,17,molformer,mlp,crem_lime,0.15554485208454896,0.03485027786393735,0.18995510184847125
CHEMBL231_Ki,17,molformer,mlp,crem_mean,0.0046462956845619175,0.0009119485706526442,0.0038146010586668105
CHEMBL231_Ki,17,molformer,xgboost,crem_lime,0.13693532033961442,0.08934189125702297,0.2257922717670097
CHEMBL231_Ki,17,molformer,xgboost,crem_mean,0.009309440559440529,0.00019217215337347844,0.009486164602881172
CHEMBL231_Ki,17,morgan,mlp,crem_lime,0.007199048760589913,0.3415989092705285,0.33664997125477025
CHEMBL231_Ki,17,morgan,mlp,crem_mean,0.0004744429295423825,0.04617138171616497,0.04611333994970034
CHEMBL231_Ki,17,morgan,xgboost,crem_lime,0.0260777894681191,0.0793700723417223,0.05971372601499997
CHEMBL231_Ki,17,morgan,xgboost,crem_mean,0.0,0.02015822984303632,0.02015822984303632
CHEMBL231_Ki,17,unimol,mlp,crem_lime,0.023832482042129927,0.06881360312670863,0.08428354961154866
CHEMBL231_Ki,17,unimol,mlp,crem_mean,0.002773916248875128,0.04147307272776039,0.04119683587072155
CHEMBL231_Ki,17,unimol,xgboost,crem_lime,0.0,0.3035471786909745,0.3035471786909744
CHEMBL231_Ki,17,unimol,xgboost,crem_mean,0.02932505673851098,0.010759354310246801,0.0352182539682539
CHEMBL231_Ki,21,molformer,mlp,crem_lime,0.017190216836825912,0.20479634528365348,0.20777059463971856
CHEMBL231_Ki,21,molformer,mlp,crem_mean,0.050308268205969696,0.17999928109229918,0.13576496204117702
CHEMBL231_Ki,21,molformer,xgboost,crem_lime,0.02050203301798111,0.13132707147962788,0.12014913023193353
CHEMBL231_Ki,21,molformer,xgboost,crem_mean,0.07304839902923724,0.07656430798630177,0.09928205183802932
CHEMBL231_Ki,21,morgan,mlp,crem_lime,0.020550067557643943,0.06461232164817923,0.04696782905374093
CHEMBL231_Ki,21,morgan,mlp,crem_mean,0.037249843924174894,0.23975115449343784,0.2746553247425009
CHEMBL231_Ki,21,morgan,xgboost,crem_lime,0.0007534224440496819,0.11239713689730997,0.11279350725115825
CHEMBL231_Ki,21,morgan,xgboost,crem_mean,0.0021339577528394996,0.167414650422072,0.1653526658217901
CHEMBL231_Ki,21,unimol,mlp,crem_lime,0.034058597365836274,0.047032438623582064,0.06774008754052917
CHEMBL231_Ki,21,unimol,mlp,crem_mean,0.05475329768780114,0.08043562432388367,0.11401683172691528
CHEMBL231_Ki,21,unimol,xgboost,crem_lime,0.050023977728793786,0.04638785160345626,0.00775443063576637
CHEMBL231_Ki,21,unimol,xgboost,crem_mean,0.022145681901135524,0.13621071871483725,0.12011100496184363
CHEMBL231_Ki,26,molformer,mlp,crem_lime,0.15587174698995473,0.253440167458049,0.26307711843260373
CHEMBL231_Ki,26,molformer,mlp,crem_mean,0.0560181940058651,0.020094555810517317,0.043079259605017434
CHEMBL231_Ki,26,molformer,xgboost,crem_lime,0.10240871517692168,0.011446337831107547,0.09541941075744546
CHEMBL231_Ki,26,molformer,xgboost,crem_mean,0.013616354544194045,0.02391166589356269,0.03632408565494494
CHEMBL231_Ki,26,morgan,mlp,crem_lime,0.23340870599497487,0.02733654614535117,0.20710383707769034
CHEMBL231_Ki,26,morgan,mlp,crem_mean,0.017725012811777473,0.12744259200515923,0.11571538088866527
CHEMBL231_Ki,26,morgan,xgboost,crem_lime,0.15625449720887558,0.06953847242674804,0.19590103256209862
CHEMBL231_Ki,26,morgan,xgboost,crem_mean,0.016309274474799795,0.07260872291314134,0.056337002224655035
CHEMBL231_Ki,26,unimol,mlp,crem_lime,0.08844595546780515,0.11963910412942345,0.08106723665475897
CHEMBL231_Ki,26,unimol,mlp,crem_mean,0.07040996809852215,0.08902596204820619,0.14765381404063682
CHEMBL231_Ki,26,unimol,xgboost,crem_lime,0.10430514802225418,0.10440313412636522,0.2085850506028754
CHEMBL231_Ki,26,unimol,xgboost,crem_mean,0.025206596303053462,0.213958440049845,0.19720289739430638
CHEMBL231_Ki,34,molformer,mlp,crem_lime,0.11986594675161318,0.3200033760806383,0.3943179967652593
CHEMBL231_Ki,34,molformer,mlp,crem_mean,0.09913247010897522,0.17155236753102154,0.20867602697020127
CHEMBL231_Ki,34,molformer,xgboost,crem_lime,0.10625257106871668,0.0569927951963128,0.08154542650445024
