dataset,component_id,left_index,right_index,representation,predictor,explainer,trained_ap,trained_nap,permuted_ap,permuted_nap,prevalence,delta_ap,delta_nap
CHEMBL237_Ki,10,108,1551,morgan,xgboost,crem_mean,0.40789473684210514,0.25,0.26059941520467833,0.06342592592592593,0.2105263157894736,0.1472953216374268,0.18657407407407406
CHEMBL237_Ki,10,108,1551,unimol,mlp,crem_lime,0.5298902486402486,0.4045276482776483,0.2819658582158582,0.09049008707342039,0.2105263157894736,0.2479243904243904,0.31403756120422793
CHEMBL237_Ki,10,108,1551,unimol,mlp,crem_mean,0.3940058479532163,0.2324074074074074,0.2967836257309941,0.10925925925925921,0.2105263157894736,0.09722222222222221,0.12314814814814819
CHEMBL237_Ki,10,108,1551,unimol,xgboost,crem_lime,0.2882832420466828,0.09849210659246493,0.4441484591417848,0.2959213815795942,0.2105263157894736,-0.15586521709510198,-0.19742927498712926
CHEMBL237_Ki,10,108,1551,unimol,xgboost,crem_mean,0.2967836257309941,0.10925925925925921,0.3523391812865497,0.17962962962962958,0.2105263157894736,-0.05555555555555558,-0.07037037037037037
CHEMBL237_Ki,12,1388,1392,molformer,mlp,crem_lime,0.1064658059625649,0.0349830704395701,0.587987012987013,0.555025974025974,0.074074074074074,-0.48152120702444806,-0.5200429035864039
CHEMBL237_Ki,12,1388,1392,molformer,mlp,crem_mean,0.2479446479446479,0.18778021978021972,0.5241446053946054,0.4860761738261738,0.074074074074074,-0.2761999574499575,-0.2982959540459541
CHEMBL237_Ki,12,1388,1392,molformer,xgboost,crem_lime,0.24457630680748954,0.18414241135208878,0.23580168064179344,0.17466581509313692,0.074074074074074,0.008774626165696103,0.009476596258951864
CHEMBL237_Ki,12,1388,1392,molformer,xgboost,crem_mean,0.41436341436341434,0.3675124875124875,0.3181143701977035,0.2635635198135197,0.074074074074074,0.09624904416571084,0.10394896769896778
CHEMBL237_Ki,12,1388,1392,morgan,mlp,crem_lime,0.059040811806763537,-0.0162359232486953,0.18270925933969406,0.1173260000868696,0.074074074074074,-0.12366844753293052,-0.13356192333556488
