dataset,component_id,changed_atoms,unchanged_atoms,changed_support_fraction,unchanged_support_fraction,changed_minus_unchanged_support,changed_mean_local_supported_mutants,unchanged_mean_local_supported_mutants
CHEMBL204_Ki,23,13,52,0.46153846153846156,0.6730769230769231,-0.21153846153846156,3.6153846153846154,4.269230769230769
CHEMBL204_Ki,24,13,51,1.0,0.7254901960784313,0.27450980392156865,7.538461538461538,5.666666666666667
CHEMBL204_Ki,31,28,44,1.0,0.5454545454545454,0.4545454545454546,7.25,4.090909090909091
CHEMBL204_Ki,32,4,49,1.0,0.3877551020408163,0.6122448979591837,2.75,2.673469387755102
CHEMBL204_Ki,33,20,25,0.05,0.4,-0.35000000000000003,0.4,2.72
CHEMBL204_Ki,34,14,74,1.0,0.7027027027027027,0.29729729729729726,7.428571428571429,5.513513513513513
CHEMBL204_Ki,35,24,16,0.4166666666666667,0.75,-0.3333333333333333,1.0,3.375
CHEMBL204_Ki,38,23,15,0.21739130434782608,0.6,-0.3826086956521739,0.6956521739130435,2.066666666666667
CHEMBL204_Ki,39,23,44,1.0,1.0,0.0,5.608695652173913,6.7727272727272725
CHEMBL204_Ki,41,4,37,0.25,0.2702702702702703,-0.020270270270270285,2.0,1.837837837837838
CHEMBL204_Ki,43,10,56,1.0,1.0,0.0,7.2,7.089285714285714
CHEMBL204_Ki,51,20,60,1.0,1.0,0.0,7.65,7.75
CHEMBL204_Ki,52,10,66,1.0,1.0,0.0,7.9,7.651515151515151
CHEMBL204_Ki,55,3,68,1.0,0.7058823529411765,0.2941176470588235,8.0,5.4411764705882355
CHEMBL204_Ki,56,3,58,1.0,0.8793103448275862,0.12068965517241381,8.0,5.9655172413793105
CHEMBL204_Ki,66,12,51,1.0,0.7647058823529411,0.23529411764705888,7.666666666666667,5.450980392156863
CHEMBL204_Ki,67,5,61,1.0,1.0,0.0,8.0,7.721311475409836
CHEMBL204_Ki,70,8,56,1.0,0.75,0.25,7.25,3.892857142857143
CHEMBL204_Ki,73,19,48,0.7368421052631579,1.0,-0.26315789473684215,4.052631578947368,6.75
CHEMBL204_Ki,81,19,49,0.21052631578947367,0.9183673469387755,-0.7078410311493019,1.6842105263157894,5.714285714285714
CHEMBL204_Ki,82,19,60,1.0,0.7,0.30000000000000004,7.947368421052632,5.583333333333333
CHEMBL204_Ki,83,20,45,1.0,0.5555555555555556,0.4444444444444444,6.4,2.6444444444444444
CHEMBL204_Ki,84,4,57,1.0,0.6491228070175439,0.3508771929824561,7.25,3.8421052631578947
CHEMBL204_Ki,93,12,66,1.0,0.9242424242424242,0.0757575757575758,7.25,6.9393939393939394
CHEMBL204_Ki,98,16,62,1.0,0.967741935483871,0.032258064516129004,8.0,7.145161290322581
CHEMBL204_Ki,104,17,74,1.0,0.7297297297297297,0.2702702702702703,7.882352941176471,5.648648648648648
CHEMBL204_Ki,106,19,46,0.5789473684210527,0.5217391304347826,0.05720823798627006,4.578947368421052,4.173913043478261
CHEMBL204_Ki,108,13,53,0.9230769230769231,0.4528301886792453,0.47024673439767783,6.461538461538462,3.5283018867924527
CHEMBL204_Ki,110,10,52,1.0,0.8846153846153846,0.11538461538461542,7.0,6.346153846153846
CHEMBL204_Ki,116,17,51,1.0,0.3333333333333333,0.6666666666666667,6.9411764705882355,2.588235294117647
CHEMBL204_Ki,117,7,42,0.7142857142857143,0.2619047619047619,0.4523809523809524,5.714285714285714,1.4761904761904763
CHEMBL204_Ki,124,8,54,1.0,1.0,0.0,7.375,7.055555555555555
CHEMBL204_Ki,133,11,60,1.0,1.0,0.0,7.909090909090909,7.266666666666667
CHEMBL204_Ki,134,6,46,1.0,1.0,0.0,6.333333333333333,5.260869565217392
CHEMBL204_Ki,142,11,60,1.0,1.0,0.0,8.0,7.916666666666667
CHEMBL204_Ki,144,14,66,1.0,0.696969696969697,0.303030303030303,6.5,5.333333333333333
CHEMBL204_Ki,147,13,68,1.0,1.0,0.0,7.3076923076923075,7.25
CHEMBL204_Ki,155,41,19,0.6829268292682927,1.0,-0.31707317073170727,5.195121951219512,7.7894736842105265
CHEMBL204_Ki,156,14,54,0.5714285714285714,0.5185185185185185,0.05291005291005291,3.2857142857142856,4.12962962962963
CHEMBL204_Ki,172,17,56,0.47058823529411764,0.9285714285714286,-0.45798319327731096,3.7058823529411766,5.839285714285714
CHEMBL204_Ki,178,12,67,0.3333333333333333,0.9701492537313433,-0.6368159203980099,2.6666666666666665,7.6716417910447765
CHEMBL204_Ki,189,4,41,1.0,0.7317073170731707,0.2682926829268293,6.25,4.536585365853658
CHEMBL2147_Ki,6,12,46,1.0,0.6086956521739131,0.3913043478260869,7.916666666666667,3.4347826086956523
CHEMBL2147_Ki,7,4,51,1.0,0.6470588235294118,0.3529411764705882,8.0,4.117647058823529
CHEMBL2147_Ki,8,29,20,0.7931034482758621,1.0,-0.2068965517241379,3.4827586206896552,3.4
CHEMBL2147_Ki,13,21,4,0.0,0.0,0.0,0.0,0.0
CHEMBL2147_Ki,15,22,30,0.7272727272727273,0.6,0.12727272727272732,2.8181818181818183,2.4
CHEMBL2147_Ki,18,3,44,1.0,0.6363636363636364,0.36363636363636365,6.0,3.5681818181818183
CHEMBL2147_Ki,36,16,49,1.0,1.0,0.0,3.1875,5.591836734693878
CHEMBL2147_Ki,39,13,48,1.0,0.625,0.375,6.076923076923077,4.5
CHEMBL2147_Ki,42,20,40,0.15,0.525,-0.375,0.45,3.2
CHEMBL2147_Ki,44,15,64,1.0,1.0,0.0,6.333333333333333,5.15625
CHEMBL2147_Ki,48,20,44,1.0,1.0,0.0,7.4,5.159090909090909
CHEMBL2147_Ki,51,13,54,0.5384615384615384,0.42592592592592593,0.1125356125356125,2.3846153846153846,3.1296296296296298
CHEMBL2147_Ki,52,9,40,0.7777777777777778,0.3,0.4777777777777778,5.666666666666667,2.4
CHEMBL218_EC50,2,4,53,0.75,0.49056603773584906,0.25943396226415094,6.0,3.792452830188679
CHEMBL218_EC50,3,18,40,0.4444444444444444,0.75,-0.3055555555555556,2.7777777777777777,4.1
CHEMBL218_EC50,4,11,44,1.0,0.5454545454545454,0.4545454545454546,6.181818181818182,2.5454545454545454
CHEMBL218_EC50,17,4,53,1.0,0.5471698113207547,0.4528301886792453,2.75,2.509433962264151
CHEMBL218_EC50,27,23,34,0.6521739130434783,0.7058823529411765,-0.053708439897698246,2.0869565217391304,5.117647058823529
CHEMBL218_EC50,29,32,24,0.75,0.5833333333333334,0.16666666666666663,3.46875,4.083333333333333
CHEMBL218_EC50,31,4,49,0.25,0.24489795918367346,0.005102040816326536,2.0,1.7755102040816326
CHEMBL218_EC50,36,14,58,0.8571428571428571,0.7241379310344828,0.13300492610837433,6.857142857142857,5.517241379310345
CHEMBL218_EC50,47,20,38,0.95,0.868421052631579,0.08157894736842097,6.15,4.578947368421052
CHEMBL218_EC50,49,31,27,0.8064516129032258,0.5555555555555556,0.2508960573476702,4.741935483870968,4.37037037037037
CHEMBL218_EC50,50,13,44,1.0,0.8863636363636364,0.11363636363636365,3.6153846153846154,4.7272727272727275
CHEMBL218_EC50,51,30,41,0.5666666666666667,0.8048780487804879,-0.2382113821138212,3.6,6.0
CHEMBL218_EC50,52,29,38,0.8620689655172413,0.47368421052631576,0.38838475499092556,5.0344827586206895,3.473684210526316
CHEMBL218_EC50,57,24,40,1.0,0.45,0.55,5.5,3.325
CHEMBL218_EC50,58,24,70,0.9583333333333334,0.7142857142857143,0.24404761904761907,7.291666666666667,5.4
CHEMBL218_EC50,61,16,74,0.625,0.7837837837837838,-0.15878378378378377,4.875,5.418918918918919
CHEMBL218_EC50,63,26,32,1.0,1.0,0.0,5.846153846153846,6.15625
CHEMBL218_EC50,68,24,30,0.4166666666666667,0.2,0.21666666666666667,3.0833333333333335,1.4333333333333333
CHEMBL218_EC50,69,8,48,1.0,1.0,0.0,7.25,6.604166666666667
CHEMBL218_EC50,72,3,50,1.0,0.64,0.36,7.666666666666667,4.76
CHEMBL219_Ki,10,28,22,0.6428571428571429,0.9090909090909091,-0.26623376623376616,4.071428571428571,5.181818181818182
CHEMBL219_Ki,11,11,40,0.8181818181818182,0.75,0.06818181818181823,5.090909090909091,4.85
CHEMBL219_Ki,17,45,2,0.08888888888888889,0.0,0.08888888888888889,0.7111111111111111,0.0
CHEMBL219_Ki,20,8,36,1.0,1.0,0.0,6.5,6.75
CHEMBL219_Ki,21,8,42,1.0,0.8571428571428571,0.1428571428571429,6.375,5.261904761904762
CHEMBL219_Ki,26,10,38,0.3,0.5526315789473685,-0.2526315789473685,1.5,2.473684210526316
CHEMBL219_Ki,37,24,18,0.08333333333333333,0.7777777777777778,-0.6944444444444444,0.6666666666666666,3.6666666666666665
CHEMBL219_Ki,41,12,48,0.5,0.75,-0.25,4.0,4.458333333333333
CHEMBL219_Ki,42,3,56,1.0,0.5714285714285714,0.4285714285714286,7.666666666666667,4.446428571428571
CHEMBL219_Ki,45,12,44,1.0,0.5909090909090909,0.40909090909090906,6.666666666666667,3.340909090909091
CHEMBL219_Ki,47,14,32,0.0,0.3125,-0.3125,0.0,1.375
CHEMBL219_Ki,48,10,34,0.4,0.5294117647058824,-0.12941176470588234,2.4,3.323529411764706
CHEMBL219_Ki,49,13,36,0.23076923076923078,0.3333333333333333,-0.10256410256410253,1.5384615384615385,2.0
CHEMBL219_Ki,52,24,22,0.041666666666666664,0.09090909090909091,-0.04924242424242425,0.3333333333333333,0.7272727272727273
CHEMBL219_Ki,53,14,38,0.14285714285714285,0.7368421052631579,-0.593984962406015,0.7142857142857143,4.894736842105263
CHEMBL219_Ki,56,19,46,0.6842105263157895,0.6086956521739131,0.07551487414187641,3.736842105263158,4.543478260869565
CHEMBL219_Ki,58,11,52,1.0,1.0,0.0,7.909090909090909,5.5576923076923075
CHEMBL219_Ki,64,24,42,0.3333333333333333,0.9523809523809523,-0.6190476190476191,1.5833333333333333,6.0476190476190474
CHEMBL219_Ki,71,9,46,0.3333333333333333,0.7391304347826086,-0.40579710144927533,2.5555555555555554,4.173913043478261
CHEMBL219_Ki,76,22,20,0.36363636363636365,0.3,0.06363636363636366,1.9090909090909092,1.55
CHEMBL219_Ki,77,14,26,0.07142857142857142,0.07692307692307693,-0.005494505494505503,0.5714285714285714,0.4230769230769231
CHEMBL219_Ki,85,11,38,0.9090909090909091,0.39473684210526316,0.5143540669856459,6.090909090909091,1.6578947368421053
CHEMBL219_Ki,86,13,42,0.7692307692307693,0.5,0.2692307692307693,4.230769230769231,3.142857142857143
CHEMBL219_Ki,87,15,30,1.0,0.6666666666666666,0.33333333333333337,6.6,4.866666666666666
CHEMBL219_Ki,94,17,38,0.5882352941176471,0.39473684210526316,0.19349845201238391,2.3529411764705883,2.1842105263157894
CHEMBL219_Ki,95,16,36,0.0,0.1111111111111111,-0.1111111111111111,0.0,0.7222222222222222
CHEMBL219_Ki,96,17,52,0.35294117647058826,0.4807692307692308,-0.12782805429864252,0.7647058823529411,3.2884615384615383
CHEMBL219_Ki,99,34,32,0.5294117647058824,0.875,-0.34558823529411764,2.176470588235294,5.0
CHEMBL219_Ki,109,7,54,0.7142857142857143,0.7037037037037037,0.010582010582010581,5.142857142857143,3.9444444444444446
CHEMBL219_Ki,115,21,28,0.09523809523809523,0.5714285714285714,-0.47619047619047616,0.7142857142857143,4.035714285714286
CHEMBL219_Ki,120,18,18,0.0,0.4444444444444444,-0.4444444444444444,0.0,1.2222222222222223
CHEMBL219_Ki,121,4,36,1.0,0.3888888888888889,0.6111111111111112,6.25,0.9722222222222222
CHEMBL219_Ki,126,5,32,1.0,0.84375,0.15625,8.0,3.5625
CHEMBL219_Ki,127,11,62,0.7272727272727273,0.9516129032258065,-0.2243401759530792,3.909090909090909,5.725806451612903
CHEMBL228_Ki,0,30,10,0.4666666666666667,0.8,-0.33333333333333337,3.2333333333333334,6.0
CHEMBL228_Ki,4,16,46,0.0,0.30434782608695654,-0.30434782608695654,0.0,1.1521739130434783
CHEMBL228_Ki,5,12,32,1.0,0.5,0.5,3.3333333333333335,2.4375
CHEMBL228_Ki,9,15,54,1.0,0.5185185185185185,0.4814814814814815,5.6,4.018518518518518
CHEMBL228_Ki,12,10,52,0.0,0.38461538461538464,-0.38461538461538464,0.0,2.269230769230769
CHEMBL228_Ki,15,12,60,1.0,0.5666666666666667,0.43333333333333335,8.0,4.483333333333333
CHEMBL228_Ki,17,6,30,0.8333333333333334,0.6,0.2333333333333334,6.0,1.7
CHEMBL228_Ki,23,9,28,1.0,0.5714285714285714,0.4285714285714286,4.333333333333333,2.4285714285714284
CHEMBL228_Ki,24,13,44,0.0,0.045454545454545456,-0.045454545454545456,0.0,0.36363636363636365
CHEMBL228_Ki,34,22,34,0.9090909090909091,0.29411764705882354,0.6149732620320856,6.590909090909091,2.3529411764705883
CHEMBL228_Ki,38,22,35,0.2727272727272727,0.8857142857142857,-0.612987012987013,2.1818181818181817,6.914285714285715
CHEMBL228_Ki,46,18,40,0.16666666666666666,0.175,-0.008333333333333331,0.16666666666666666,0.875
CHEMBL228_Ki,48,3,24,1.0,0.20833333333333334,0.7916666666666666,5.0,1.25
CHEMBL228_Ki,49,4,63,1.0,0.8095238095238095,0.19047619047619047,7.75,5.7936507936507935
CHEMBL228_Ki,52,28,14,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,0.0
CHEMBL228_Ki,53,16,36,0.4375,0.8888888888888888,-0.45138888888888884,2.75,5.666666666666667
CHEMBL228_Ki,55,27,18,0.8888888888888888,0.8333333333333334,0.05555555555555547,5.481481481481482,1.8333333333333333
CHEMBL228_Ki,57,22,6,0.7727272727272727,1.0,-0.2272727272727273,1.9545454545454546,1.0
CHEMBL228_Ki,60,4,44,1.0,0.8863636363636364,0.11363636363636365,7.75,4.204545454545454
CHEMBL228_Ki,61,13,32,0.6923076923076923,0.1875,0.5048076923076923,2.076923076923077,0.375
CHEMBL228_Ki,64,10,32,0.7,0.46875,0.23124999999999996,3.4,2.15625
CHEMBL228_Ki,65,11,30,0.6363636363636364,0.5,0.13636363636363635,1.8181818181818181,1.9666666666666666
CHEMBL228_Ki,66,11,30,1.0,0.6,0.4,3.6363636363636362,2.433333333333333
CHEMBL228_Ki,79,8,32,1.0,0.6875,0.3125,5.75,4.0
CHEMBL228_Ki,88,13,51,0.6153846153846154,0.3137254901960784,0.301659125188537,4.769230769230769,1.3333333333333333
CHEMBL228_Ki,89,15,50,0.6,0.32,0.27999999999999997,4.733333333333333,1.96
CHEMBL228_Ki,93,4,47,0.75,0.6808510638297872,0.06914893617021278,6.0,4.1063829787234045
CHEMBL228_Ki,103,7,26,1.0,0.3076923076923077,0.6923076923076923,7.428571428571429,1.5
CHEMBL228_Ki,106,15,42,1.0,0.23809523809523808,0.7619047619047619,7.933333333333334,1.9047619047619047
CHEMBL228_Ki,118,4,59,1.0,0.6271186440677966,0.3728813559322034,7.25,3.711864406779661
CHEMBL228_Ki,120,36,38,0.6666666666666666,0.3684210526315789,0.2982456140350877,4.138888888888889,2.0789473684210527
CHEMBL231_Ki,1,14,45,1.0,1.0,0.0,4.857142857142857,6.022222222222222
CHEMBL231_Ki,5,13,36,0.5384615384615384,0.2777777777777778,0.26068376068376065,4.076923076923077,2.1944444444444446
CHEMBL231_Ki,6,12,43,0.75,0.9302325581395349,-0.18023255813953487,6.0,5.3023255813953485
CHEMBL231_Ki,7,12,44,0.9166666666666666,0.8863636363636364,0.030303030303030276,5.583333333333333,5.840909090909091
CHEMBL231_Ki,8,28,28,1.0,1.0,0.0,7.285714285714286,4.75
CHEMBL231_Ki,10,12,50,1.0,1.0,0.0,8.0,6.94
CHEMBL231_Ki,16,4,51,1.0,0.6862745098039216,0.3137254901960784,5.75,4.333333333333333
CHEMBL231_Ki,17,15,56,0.06666666666666667,0.39285714285714285,-0.3261904761904762,0.5333333333333333,2.5357142857142856
CHEMBL231_Ki,21,20,44,0.95,0.4772727272727273,0.47272727272727266,7.15,3.0
CHEMBL231_Ki,26,12,24,0.6666666666666666,1.0,-0.33333333333333337,1.25,2.25
CHEMBL231_Ki,34,5,51,1.0,0.47058823529411764,0.5294117647058824,7.4,2.2745098039215685
CHEMBL231_Ki,43,14,55,1.0,1.0,0.0,5.214285714285714,6.345454545454546
CHEMBL231_Ki,44,13,52,1.0,1.0,0.0,5.230769230769231,4.884615384615385
CHEMBL231_Ki,46,10,70,1.0,0.6857142857142857,0.3142857142857143,7.8,5.142857142857143
CHEMBL231_Ki,51,14,64,0.5714285714285714,0.78125,-0.2098214285714286,4.428571428571429,6.125
CHEMBL233_Ki,1,13,60,1.0,0.7,0.30000000000000004,7.923076923076923,4.483333333333333
CHEMBL233_Ki,13,26,28,0.23076923076923078,0.7857142857142857,-0.554945054945055,1.3461538461538463,2.7857142857142856
CHEMBL233_Ki,18,4,69,1.0,0.2753623188405797,0.7246376811594203,7.75,2.2028985507246377
CHEMBL233_Ki,24,15,51,1.0,0.8823529411764706,0.11764705882352944,6.4,5.0
CHEMBL233_Ki,31,8,44,0.25,0.8636363636363636,-0.6136363636363636,2.0,6.4772727272727275
CHEMBL233_Ki,33,12,44,0.0,0.3181818181818182,-0.3181818181818182,0.0,2.5454545454545454
CHEMBL233_Ki,36,13,58,0.38461538461538464,0.4482758620689655,-0.06366047745358089,3.076923076923077,3.103448275862069
CHEMBL233_Ki,41,11,44,0.0,0.13636363636363635,-0.13636363636363635,0.0,0.13636363636363635
CHEMBL233_Ki,44,10,64,1.0,0.90625,0.09375,5.8,5.125
CHEMBL233_Ki,45,3,62,1.0,0.8064516129032258,0.19354838709677424,6.666666666666667,5.661290322580645
CHEMBL233_Ki,47,6,30,1.0,0.3333333333333333,0.6666666666666667,7.166666666666667,2.3333333333333335
CHEMBL233_Ki,48,21,48,0.7142857142857143,0.4583333333333333,0.255952380952381,5.571428571428571,3.4375
CHEMBL233_Ki,50,15,35,0.06666666666666667,0.34285714285714286,-0.2761904761904762,0.5333333333333333,2.7142857142857144
CHEMBL233_Ki,52,15,34,1.0,1.0,0.0,7.133333333333334,4.75
CHEMBL233_Ki,53,20,52,0.95,0.28846153846153844,0.6615384615384615,7.05,2.1538461538461537
CHEMBL233_Ki,54,13,46,1.0,0.43478260869565216,0.5652173913043479,8.0,3.4347826086956523
CHEMBL233_Ki,57,8,48,0.75,0.041666666666666664,0.7083333333333334,5.625,0.3333333333333333
CHEMBL233_Ki,65,8,39,0.875,0.717948717948718,0.15705128205128205,6.375,3.41025641025641
CHEMBL233_Ki,66,10,46,0.7,0.8043478260869565,-0.10434782608695659,4.1,4.086956521739131
CHEMBL233_Ki,67,9,44,1.0,1.0,0.0,6.444444444444445,5.409090909090909
CHEMBL233_Ki,74,15,34,1.0,0.35294117647058826,0.6470588235294117,4.133333333333334,1.7647058823529411
CHEMBL233_Ki,78,20,61,1.0,1.0,0.0,7.5,7.704918032786885
CHEMBL233_Ki,84,7,64,1.0,1.0,0.0,8.0,5.640625
CHEMBL233_Ki,86,3,42,0.6666666666666666,0.16666666666666666,0.5,5.333333333333333,1.3333333333333333
CHEMBL233_Ki,94,13,33,0.38461538461538464,0.3939393939393939,-0.009324009324009286,2.6153846153846154,3.090909090909091
CHEMBL233_Ki,98,14,51,1.0,0.6470588235294118,0.3529411764705882,5.857142857142857,1.803921568627451
CHEMBL233_Ki,99,25,44,0.88,0.8863636363636364,-0.006363636363636349,4.08,5.295454545454546
CHEMBL233_Ki,100,8,59,1.0,0.864406779661017,0.13559322033898302,5.25,5.033898305084746
CHEMBL233_Ki,107,8,52,1.0,0.6923076923076923,0.3076923076923077,2.75,4.423076923076923
CHEMBL233_Ki,112,13,62,1.0,1.0,0.0,6.6923076923076925,6.354838709677419
CHEMBL233_Ki,113,21,42,0.9047619047619048,0.23809523809523808,0.6666666666666667,7.0476190476190474,1.880952380952381
CHEMBL233_Ki,117,8,38,0.25,0.47368421052631576,-0.22368421052631576,2.0,3.6315789473684212
CHEMBL233_Ki,122,8,43,1.0,0.3953488372093023,0.6046511627906976,7.75,2.744186046511628
CHEMBL233_Ki,124,4,48,0.75,0.1875,0.5625,6.0,1.3958333333333333
CHEMBL233_Ki,132,4,69,1.0,0.6521739130434783,0.34782608695652173,7.75,4.797101449275362
CHEMBL233_Ki,134,19,76,1.0,0.7631578947368421,0.23684210526315785,7.157894736842105,5.828947368421052
CHEMBL233_Ki,140,15,53,1.0,0.6226415094339622,0.37735849056603776,7.466666666666667,3.4339622641509435
CHEMBL233_Ki,141,25,44,1.0,0.4090909090909091,0.5909090909090908,7.72,3.272727272727273
CHEMBL233_Ki,142,26,46,1.0,0.43478260869565216,0.5652173913043479,7.846153846153846,3.4565217391304346
CHEMBL233_Ki,152,18,44,0.6111111111111112,0.45454545454545453,0.15656565656565663,3.5,2.727272727272727
CHEMBL233_Ki,159,6,52,1.0,0.5769230769230769,0.42307692307692313,7.833333333333333,2.1538461538461537
CHEMBL233_Ki,163,21,56,0.9047619047619048,0.32142857142857145,0.5833333333333333,6.809523809523809,2.517857142857143
CHEMBL233_Ki,167,5,72,0.8,0.4583333333333333,0.34166666666666673,6.2,3.513888888888889
CHEMBL233_Ki,177,7,73,1.0,0.4520547945205479,0.547945205479452,7.428571428571429,3.5205479452054793
CHEMBL233_Ki,180,5,50,1.0,0.64,0.36,7.6,2.44
CHEMBL233_Ki,182,11,59,1.0,0.559322033898305,0.44067796610169496,7.454545454545454,4.47457627118644
CHEMBL236_Ki,7,10,74,1.0,1.0,0.0,8.0,7.797297297297297
CHEMBL236_Ki,18,3,42,0.6666666666666666,0.21428571428571427,0.45238095238095233,5.333333333333333,1.6904761904761905
CHEMBL236_Ki,22,16,34,0.125,0.29411764705882354,-0.16911764705882354,1.0,2.264705882352941
CHEMBL236_Ki,26,8,34,0.25,0.11764705882352941,0.1323529411764706,2.0,0.9411764705882353
CHEMBL236_Ki,35,5,62,0.8,0.20967741935483872,0.5903225806451613,6.0,1.6129032258064515
CHEMBL236_Ki,45,3,50,0.6666666666666666,0.3,0.36666666666666664,4.666666666666667,2.34
CHEMBL236_Ki,46,5,48,0.2,0.041666666666666664,0.15833333333333335,1.6,0.3333333333333333
CHEMBL236_Ki,48,34,55,1.0,1.0,0.0,7.735294117647059,7.672727272727273
CHEMBL236_Ki,53,11,40,1.0,0.35,0.65,3.909090909090909,2.475
CHEMBL236_Ki,54,11,40,0.45454545454545453,0.3,0.15454545454545454,3.4545454545454546,2.275
