dataset,component_id,baseline,average_precision,prevalence,normalized_ap_lift
CHEMBL218_EC50,49,inverse_mask_size,0.5698461253244345,0.5344827586206896,0.07596575069693337
CHEMBL218_EC50,50,support_any,0.25,0.22807017543859648,0.028409090909090925
CHEMBL218_EC50,50,mask_membership_count,0.22807017543859648,0.22807017543859648,0.0
CHEMBL218_EC50,50,valid_mutant_count,0.22807017543859648,0.22807017543859648,0.0
CHEMBL218_EC50,50,local_supported_mutant_count,0.23059642539745234,0.22807017543859648,0.0032726419921541875
CHEMBL218_EC50,50,absolute_in_domain_mutant_count,0.21644347555278728,0.22807017543859648,-0.015061861215707366
CHEMBL218_EC50,50,local_support_fraction,0.23059642539745234,0.22807017543859648,0.0032726419921541875
CHEMBL218_EC50,50,selected_mutant_count,0.2453095684803002,0.22807017543859648,0.022332850076752543
CHEMBL218_EC50,50,selected_mean_parent_tanimoto,0.2048668149281721,0.22807017543859648,-0.030058898843049763
CHEMBL218_EC50,50,selected_mean_nearest_train_tanimoto,0.3027759948652118,0.22807017543859648,0.0967779933481153
CHEMBL218_EC50,50,inverse_mask_size,0.22151532677848465,0.22807017543859648,-0.008491508491508506
CHEMBL218_EC50,51,support_any,0.37576525821596246,0.4225352112676056,-0.08099186991869914
CHEMBL218_EC50,51,mask_membership_count,0.37576525821596246,0.4225352112676056,-0.08099186991869914
CHEMBL218_EC50,51,valid_mutant_count,0.3528763693270736,0.4225352112676056,-0.12062872628726275
CHEMBL218_EC50,51,local_supported_mutant_count,0.3560509725016768,0.4225352112676056,-0.11513124274099874
CHEMBL218_EC50,51,absolute_in_domain_mutant_count,0.3528763693270736,0.4225352112676056,-0.12062872628726275
CHEMBL218_EC50,51,local_support_fraction,0.40203798548868974,0.4225352112676056,-0.035495195861049454
CHEMBL218_EC50,51,selected_mutant_count,0.37576525821596246,0.4225352112676056,-0.08099186991869914
CHEMBL218_EC50,51,selected_mean_parent_tanimoto,0.6640581875088918,0.4225352112676056,0.4182471051983248
CHEMBL218_EC50,51,selected_mean_nearest_train_tanimoto,0.6468752363604233,0.4225352112676056,0.38849126296561115
CHEMBL218_EC50,51,inverse_mask_size,0.3790379854886897,0.4225352112676056,-0.07532446415373242
CHEMBL218_EC50,52,support_any,0.5609043794659422,0.43283582089552236,0.22580509011100333
CHEMBL218_EC50,52,mask_membership_count,0.5884714359238291,0.43283582089552236,0.2744101633393829
CHEMBL218_EC50,52,valid_mutant_count,0.5803370415825382,0.43283582089552236,0.26006794173763315
CHEMBL218_EC50,52,local_supported_mutant_count,0.515996600797137,0.43283582089552236,0.14662558561600483
CHEMBL218_EC50,52,absolute_in_domain_mutant_count,0.5803370415825382,0.43283582089552236,0.26006794173763315
CHEMBL218_EC50,52,local_support_fraction,0.5229184764566145,0.43283582089552236,0.15882994533139927
CHEMBL218_EC50,52,selected_mutant_count,0.515996600797137,0.43283582089552236,0.14662558561600483
CHEMBL218_EC50,52,selected_mean_parent_tanimoto,0.49741999093519923,0.43283582089552236,0.11387208928048288
CHEMBL218_EC50,52,selected_mean_nearest_train_tanimoto,0.6073998695586972,0.43283582089552236,0.30778398053770295
CHEMBL218_EC50,52,inverse_mask_size,0.6792760336249786,0.43283582089552236,0.4345130066545675
CHEMBL218_EC50,57,support_any,0.5714285714285714,0.375,0.3142857142857142
CHEMBL218_EC50,57,mask_membership_count,0.5714285714285714,0.375,0.3142857142857142
CHEMBL218_EC50,57,valid_mutant_count,0.5714285714285714,0.375,0.3142857142857142
CHEMBL218_EC50,57,local_supported_mutant_count,0.5012235449735449,0.375,0.2019576719576719
CHEMBL218_EC50,57,absolute_in_domain_mutant_count,0.5614111498257841,0.375,0.2982578397212546
CHEMBL218_EC50,57,local_support_fraction,0.5012235449735449,0.375,0.2019576719576719
CHEMBL218_EC50,57,selected_mutant_count,0.4924421829663765,0.375,0.1879074927462024
CHEMBL218_EC50,57,selected_mean_parent_tanimoto,0.6205462880031845,0.375,0.3928740608050951
CHEMBL218_EC50,57,selected_mean_nearest_train_tanimoto,0.7796983885017421,0.375,0.6475174216027874
CHEMBL218_EC50,57,inverse_mask_size,0.5734126984126985,0.375,0.31746031746031755
CHEMBL218_EC50,58,support_any,0.31257893714174684,0.2553191489361702,0.07689171559034577
CHEMBL218_EC50,58,mask_membership_count,0.32432432432432434,0.2553191489361702,0.0926640926640927
CHEMBL218_EC50,58,valid_mutant_count,0.35886605428773205,0.2553191489361702,0.13904870147209733
CHEMBL218_EC50,58,local_supported_mutant_count,0.35886605428773205,0.2553191489361702,0.13904870147209733
CHEMBL218_EC50,58,absolute_in_domain_mutant_count,0.5840817844623788,0.2553191489361702,0.44148125342090866
CHEMBL218_EC50,58,local_support_fraction,0.31257893714174684,0.2553191489361702,0.07689171559034577
CHEMBL218_EC50,58,selected_mutant_count,0.3038587443462116,0.2553191489361702,0.06518174240776985
CHEMBL218_EC50,58,selected_mean_parent_tanimoto,0.5366531199572223,0.2553191489361702,0.3777913325139842
CHEMBL218_EC50,58,selected_mean_nearest_train_tanimoto,0.7927486936067615,0.2553191489361702,0.7216911028433652
CHEMBL218_EC50,58,inverse_mask_size,0.6493577694235589,0.2553191489361702,0.5291375760830649
CHEMBL218_EC50,61,support_any,0.158578431372549,0.17777777777777778,-0.02335055643879175
CHEMBL218_EC50,61,mask_membership_count,0.158578431372549,0.17777777777777778,-0.02335055643879175
CHEMBL218_EC50,61,valid_mutant_count,0.17638888888888887,0.17777777777777778,-0.001689189189189217
CHEMBL218_EC50,61,local_supported_mutant_count,0.21102693602693604,0.17777777777777778,0.04043816543816544
CHEMBL218_EC50,61,absolute_in_domain_mutant_count,0.21392045454545455,0.17777777777777778,0.04395730958230958
CHEMBL218_EC50,61,local_support_fraction,0.17827380952380953,0.17777777777777778,0.0006032818532818512
CHEMBL218_EC50,61,selected_mutant_count,0.16136363636363638,0.17777777777777778,-0.019963144963144958
CHEMBL218_EC50,61,selected_mean_parent_tanimoto,0.14942390517694037,0.17777777777777778,-0.034484439649667124
CHEMBL218_EC50,61,selected_mean_nearest_train_tanimoto,0.5595555486180486,0.17777777777777778,0.46432431588681583
CHEMBL218_EC50,61,inverse_mask_size,0.2814102564102564,0.17777777777777778,0.12603950103950104
CHEMBL218_EC50,63,support_any,0.4482758620689655,0.4482758620689655,0.0
CHEMBL218_EC50,63,mask_membership_count,0.4482758620689655,0.4482758620689655,0.0
CHEMBL218_EC50,63,valid_mutant_count,0.40325448900766503,0.4482758620689655,-0.08160123867360715
