draw,estimate
861,-0.02023084313057215
862,-0.018439764629488504
863,-0.008020813007688136
864,-0.014489889465813333
865,-0.009821054490172204
866,-0.009674594381598407
867,-0.014824023413203196
868,-0.010201209340753227
869,-0.010372731843320104
870,-0.006830367701279108
871,-0.011312724217782691
872,-0.01094120586840443
873,-0.015081653838414536
874,-0.019352863164649868
875,-0.010966920799493117
876,-0.010302215133895662
877,-0.011363386818141832
878,-0.01248219554890415
879,-0.010645375234018983
880,-0.011177850396161666
881,-0.013104532638488028
882,-0.01562578715499672
883,-0.010273812414452452
884,-0.008061616939088932
885,-0.015333507802861399
886,-0.01587079577719587
887,-0.006877581380713274
888,-0.014976211075721124
889,-0.0119302796664693
890,-0.009541316526610596
891,-0.009062846322045945
892,-0.015422111646069988
893,-0.016108113305031674
894,-0.01341920304476537
895,-0.003528397528397606
896,-0.007567758292713389
897,-0.01227025898078533
898,-0.017168772270813062
899,-0.02496929244530907
900,-0.015158921352117953
901,-0.003449419011018185
902,-0.015081653838414536
903,-0.009248881130869118
904,-0.014054330445607024
905,-0.008211783214677141
906,-0.013288613835720605
907,-0.01227025898078533
908,-0.007134993520497193
909,-0.00900912860123072
910,-0.014823638448254586
911,-0.015081653838414536
912,-0.014469819009542612
913,-0.014587431400672467
914,-0.009919977040828337
915,-0.01672448614515491
916,-0.014679986571565022
917,-0.015359387281886133
918,-0.011010482599604854
919,-0.012552036562597107
920,-0.011266841662863252
921,-0.01414992465772692
922,-0.01744543522594321
923,-0.014499389499389559
924,-0.008180153697597739
925,-0.009944417615615717
926,-0.015841202936760418
927,-0.013917840370612703
928,-0.013005284030144244
929,-0.007246088235546469
930,-0.01472551578443479
931,-0.000888131482087752
932,-0.011758895241002564
933,-0.014304000627235768
934,-0.010302215133895662
935,-0.019212935569788994
936,-0.012331286647057953
937,-0.003920146564262048
938,-0.012498840038221992
939,-0.015081653838414536
940,-0.012416727273366533
941,-0.013379024148471086
942,-0.012471576312438719
943,-0.01669792936903772
944,-0.013375411943154909
945,-0.005134253259150207
946,-0.01208073582032037
947,-0.012097482683034969
948,-0.0064784948790853674
949,-0.011879108889564399
950,-0.018688986164349247
951,-0.013104532638488028
952,-0.014304000627235768
953,-0.004315476190476199
954,-0.01094120586840443
955,-0.015627025871965898
956,-0.011010482599604854
957,-0.00530334051596873
958,-0.01344307876118988
959,-0.011778348099891985
960,-0.008061616939088932
961,-0.017310707961367522
962,-0.016859420887326844
963,-0.009834830769037498
964,-0.011902776619849967
965,-0.010394140779836608
966,-0.013864531267147748
967,-0.011879108889564399
968,-0.012674026397234701
969,-0.010041807640294553
970,-0.013054950312249618
971,-0.016108113305031674
972,-0.01145725926066865
973,-0.007889814246584595
974,-0.014958168717845902
975,-0.01173337214761408
976,-0.01467879227273347
977,-0.01942846480965017
978,-0.011732348531462905
979,-0.007264849027481132
980,-0.007531457560151269
981,-0.015695746941493737
982,-0.012766034755728909
983,-0.01095942365921948
984,-0.017446457772832512
985,-0.009708317026330779
986,-0.008061616939088932
987,-0.013864531267147748
988,-0.013018540847835977
989,-0.010945215341638247
990,-0.011758895241002564
991,-0.013809959849640507
992,-0.013949120100261274
993,-0.008654806830560878
994,-0.015132982157463726
995,-0.012174383564174046
996,-0.007520498809668208
997,-0.009581413006282735
998,-0.0065722839238521276
999,-0.014995646136366721
1000,-0.010758195453804964
1001,-0.006252333447255138
1002,-0.017575363050965086
1003,-0.012393126681607247
1004,-0.010993143442885638
1005,-0.014253271621942273
1006,-0.01548570363201561
1007,-0.017657338971585702
1008,-0.011609435078043632
1009,-0.010825256177820184
1010,-0.008207070707070704
1011,-0.012400962737749021
1012,-0.010038109520857272
1013,-0.013754677663506736
1014,-0.014987750521083837
1015,-0.014222674757691282
1016,-0.013288613835720605
1017,-0.01455092973976015
1018,-0.012282809835622945
1019,-0.009820703451277554
1020,-0.011906751336898332
1021,-0.008966075098778059
1022,-0.012400962737749021
1023,-0.0126577103223788
1024,-0.008781525143508849
1025,-0.009362793910161296
1026,-0.011797767026702818
1027,-0.010582451028804996
1028,-0.013184411285946364
1029,-0.013038669028999195
1030,-0.01362318121556002
1031,-0.0209403475413352
1032,-0.014567223562466772
1033,-0.010846880149653543
1034,-0.01421258062961825
1035,-0.013861575530302553
1036,-0.008435406055601058
1037,-0.011312724217782691
1038,-0.0023683975605445773
1039,-0.008597852451267407
1040,-0.014312423687423692
1041,-0.01331197726189004
1042,-0.01031670632017001
1043,-0.013375411943154909
1044,-0.004382515741515061
1045,-0.005550637815498971
1046,-0.010927955060019635
1047,-0.015081653838414536
1048,-0.010316534555425805
1049,-0.0122929885483304
1050,-0.006549872146266844
1051,-0.013025187750082226
1052,-0.010366586019241408
1053,-0.01778771562606154
1054,-0.01660848289933259
1055,-0.0110058865389666
1056,-0.012805207209348798
1057,-0.02157256005005747
1058,-0.00839798215388404
1059,-0.008495646109427001
1060,-0.017935680461999833
1061,-0.010372731843320104
1062,-0.008943160597572363
1063,-0.012560362363627321
1064,-0.007889814246584595
1065,-0.01421258062961825
1066,-0.019170249256485573
1067,-0.013950627750744841
1068,-0.011312724217782691
1069,-0.011976332906835935
1070,-0.012378942517360929
1071,-0.009085768420394227
1072,-0.01516276019775517
1073,-0.012331286647057953
1074,-0.0122929885483304
1075,-0.013201206433584911
1076,-0.016714023362433245
1077,-0.01227025898078533
1078,-0.013264055690532323
1079,-0.016992266992266934
1080,-0.009919977040828337
1081,-0.012288747907724495
1082,-0.011010482599604854
1083,-0.006521512148329866
1084,-0.02222037139754366
1085,-0.004664674850081517
1086,-0.012331286647057953
1087,-0.011193741795995603
1088,-0.014036724234341935
1089,-0.013005507353480867
1090,-0.007279334706036482
1091,-0.014976211075721124
1092,-0.008250454745704338
1093,-0.016901604417174143
1094,-0.019928995248735232
1095,-0.017787066413786284
1096,-0.0058585149355939725
1097,-0.013104532638488028
1098,-0.006108253806954905
1099,-0.013754677663506736
1100,-0.0043004754888574526
1101,-0.011906751336898332
1102,-0.009492318175969718
1103,-0.014304000627235768
1104,-0.01414026611493745
1105,-0.014222674757691282
1106,-0.011010482599604854
1107,-0.01161939252752717
1108,-0.015104491491356448
1109,-0.013864531267147748
1110,-0.012714840668057267
1111,-0.009500505896328533
1112,-0.010993143442885638
1113,-0.010038109520857272
1114,-0.015678631552413606
1115,-0.007998563098695961
1116,-0.010970002029216115
1117,-0.011255994658109149
1118,-0.008207070707070704
1119,-0.01115230000662874
1120,-0.012760017760017683
1121,-0.0119086319823707
1122,-0.007172328034258572
1123,-0.01131064696846399
1124,-0.013127355961700343
1125,-0.007085737405003765
1126,-0.006252333447255138
1127,-0.0115340857071384
1128,-0.014312423687423692
1129,-0.008370134788375661
1130,-0.013038669028999195
1131,-0.012051878755564936
1132,-0.0140350557695917
1133,-0.013323271762943019
1134,-0.010638223302778749
1135,-0.02239253359418015
1136,-0.006282410672458522
1137,-0.012210012210012201
1138,-0.01223984242792549
1139,-0.011773337430762622
1140,-0.00434132507245813
1141,-0.010846880149653543
1142,-0.013915808990573209
1143,-0.007085737405003765
1144,-0.015685566460618493
1145,-0.014274330635093646
1146,-0.010784737742983072
1147,-0.017834038947767215
1148,-0.017490686750890817
1149,-0.0110058865389666
