representation,predictor,explainer,control,seed,row_id,dataset,predictive_test_r2,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,rationale_supported_fraction,mean_randomized_nap,randomized_nap_sd,randomization_replicates,randomization_calibrated_nap
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:1541,CHEMBL214_Ki,0.975134853316404,0.5,0.037037037037037,0.4807692307692307,0.4444444444444444,1.0,0.35512820512820514,0.5594314174660968,3,0.12564102564102558
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:1653,CHEMBL214_Ki,0.975134853316404,1.0,0.0303030303030303,1.0,0.3939393939393939,1.0,0.027777777777777776,0.048112522432468816,3,0.9722222222222222
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:1828,CHEMBL214_Ki,0.975134853316404,1.0,0.0434782608695652,1.0,0.7391304347826086,1.0,0.101010101010101,0.1749546270271593,3,0.898989898989899
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:1833,CHEMBL214_Ki,0.975134853316404,1.0,0.0434782608695652,1.0,0.4782608695652174,1.0,0.353030303030303,0.5610706510610706,3,0.646969696969697
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2011,CHEMBL214_Ki,0.975134853316404,1.0,0.0344827586206896,1.0,0.7241379310344828,1.0,0.03741496598639455,0.06480462205189677,3,0.9625850340136054
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2071,CHEMBL214_Ki,0.975134853316404,1.0,0.0357142857142857,1.0,1.0,1.0,0.0033670033670033677,0.005831820900905312,3,0.9966329966329966
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2076,CHEMBL214_Ki,0.975134853316404,1.0,0.0689655172413793,1.0,1.0,1.0,0.048206937095825984,0.0529859342212882,3,0.951793062904174
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2234,CHEMBL214_Ki,0.975134853316404,1.0,0.04,1.0,0.44,1.0,0.6666666666666666,0.5773502691896258,3,0.33333333333333337
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2431,CHEMBL214_Ki,0.975134853316404,1.0,0.0333333333333333,1.0,0.8666666666666667,1.0,0.33620689655172414,0.5748778498182486,3,0.6637931034482758
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2432,CHEMBL214_Ki,0.975134853316404,1.0,0.037037037037037,1.0,1.0,1.0,0.0,0.0,3,1.0
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2438,CHEMBL214_Ki,0.975134853316404,1.0,0.0333333333333333,1.0,0.8,1.0,0.06165099268547545,0.09612807215972352,3,0.9383490073145245
morgan,xgboost,crem_mean,halogen_count,42,CHEMBL214_Ki:2471,CHEMBL214_Ki,0.975134853316404,1.0,0.0625,1.0,0.78125,1.0,0.035555555555555556,0.06158402871356009,3,0.9644444444444444
