representation,predictor,explainer,control,seed,row_id,dataset,predictive_test_r2,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,rationale_supported_fraction,mean_randomized_nap,randomized_nap_sd,randomization_replicates,randomization_calibrated_nap
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL214_Ki:3221,CHEMBL214_Ki,0.9323063847289376,0.1280065681444991,0.1724137931034483,-0.0536587301587301,1.0,1.0,0.14252605933161486,0.13371882094317608,3,-0.19618478949034496
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL214_Ki:3222,CHEMBL214_Ki,0.9323063847289376,0.1747757989137299,0.1724137931034483,0.0028540903540903,1.0,1.0,0.06846172647803084,0.14923971535166705,3,-0.06560763612394054
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:62,CHEMBL234_Ki,0.9323063847289376,0.8714285714285714,0.217391304347826,0.8357142857142857,1.0,1.0,0.07674963562218465,0.12177073321664326,3,0.7589646500921011
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:76,CHEMBL234_Ki,0.9323063847289376,0.8242424242424242,0.217391304347826,0.7754208754208755,1.0,1.0,0.11116899893860681,0.14973784979483323,3,0.6642518764822687
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:81,CHEMBL234_Ki,0.9323063847289376,0.2327380952380952,0.1666666666666666,0.0792857142857143,1.0,1.0,0.1768137254901961,0.2972538793699106,3,-0.0975280112044818
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:105,CHEMBL234_Ki,0.9323063847289376,0.3388278388278388,0.1363636363636363,0.2344322344322344,1.0,1.0,0.1178269748445187,0.23410051780600036,3,0.1166052595877157
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:112,CHEMBL234_Ki,0.9323063847289376,0.2916666666666666,0.1,0.2129629629629629,1.0,1.0,0.07098765432098764,0.12295422399408694,3,0.14197530864197527
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:114,CHEMBL234_Ki,0.9323063847289376,0.3333333333333333,0.1428571428571428,0.2222222222222221,1.0,1.0,0.06756593525599375,0.06043450391333763,3,0.15465628696622835
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:136,CHEMBL234_Ki,0.9323063847289376,0.3928571428571428,0.0952380952380952,0.3289473684210526,1.0,1.0,0.09708931419457734,0.10393686066152949,3,0.23185805422647526
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:183,CHEMBL234_Ki,0.9323063847289376,0.4461538461538462,0.1290322580645161,0.3641025641025641,1.0,1.0,0.053949138235334614,0.007749622100939775,3,0.3101534258672295
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:205,CHEMBL234_Ki,0.9323063847289376,0.1813027552157987,0.15625,0.0296921543298354,1.0,1.0,0.04133880604542818,0.03726526915494192,3,-0.01164665171559278
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:226,CHEMBL234_Ki,0.9323063847289376,0.1461568322981366,0.1739130434782608,-0.0335996240601503,0.9130434782608696,0.75,0.0069471925427604065,0.0663270360660334,3,-0.04054681660291071
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:259,CHEMBL234_Ki,0.9323063847289376,0.0714285714285714,0.0555555555555555,0.0168067226890756,1.0,1.0,0.12941176470588237,0.020377068324339737,3,-0.11260504201680677
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:269,CHEMBL234_Ki,0.9323063847289376,0.2,0.0526315789473684,0.1555555555555555,1.0,1.0,0.07736625514403292,0.07166167753428886,3,0.07818930041152258
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:296,CHEMBL234_Ki,0.9323063847289376,0.1202898550724637,0.1304347826086956,-0.0116666666666666,0.6086956521739131,0.3333333333333333,-0.007777777777777762,0.00673575314054562,3,-0.0038888888888888376
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:333,CHEMBL234_Ki,0.9323063847289376,0.1325757575757575,0.1363636363636363,-0.0043859649122806,0.5909090909090909,0.3333333333333333,0.0074074074074074224,0.019652371401370085,3,-0.011793372319688022
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:338,CHEMBL234_Ki,0.9323063847289376,0.1664699792960662,0.1785714285714285,-0.0147321991178324,1.0,1.0,0.08286100792717048,0.1733923224331085,3,-0.09759320704500288
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:527,CHEMBL234_Ki,0.9323063847289376,0.3782467532467533,0.2352941176470588,0.186938061938062,0.9411764705882352,1.0,0.09564900911054758,0.08614476684643954,3,0.09128905282751443
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:536,CHEMBL234_Ki,0.9323063847289376,0.6173158918739909,0.1891891891891892,0.5280229333112555,1.0,1.0,0.0038699644948028415,0.041237685365328035,3,0.5241529688164527
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:563,CHEMBL234_Ki,0.9323063847289376,0.5427577094911191,0.1891891891891892,0.4360678417057136,1.0,1.0,0.15609299478927913,0.1314379618529806,3,0.2799748469164345
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:570,CHEMBL234_Ki,0.9323063847289376,0.1873585972850678,0.1739130434782608,0.0162761967135032,0.9565217391304348,1.0,0.19560551598293982,0.18537737105310478,3,-0.17932931926943663
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:588,CHEMBL234_Ki,0.9323063847289376,0.1643097643097643,0.1153846153846153,0.0553066900892987,0.9230769230769232,1.0,0.043508566468139304,0.042185749137207955,3,0.011798123621159395
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:608,CHEMBL234_Ki,0.9323063847289376,0.1025132275132275,0.1153846153846153,-0.0145502645502645,0.9230769230769232,1.0,0.033040027605244986,0.032911391179723797,3,-0.04759029215550949
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:680,CHEMBL234_Ki,0.9323063847289376,0.5285714285714286,0.1578947368421052,0.4401785714285715,1.0,1.0,0.08715320173653511,0.083183743012069,3,0.35302536969203635
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:695,CHEMBL234_Ki,0.9323063847289376,0.1269841269841269,0.1052631578947368,0.0242763772175536,1.0,1.0,0.224077964519141,0.2687183760134179,3,-0.1998015873015874
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:731,CHEMBL234_Ki,0.9323063847289376,0.1596153846153846,0.1578947368421052,0.0020432692307692,1.0,1.0,0.028174371924371933,0.03924196694688464,3,-0.026131102693602734
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:733,CHEMBL234_Ki,0.9323063847289376,0.3958333333333333,0.1666666666666666,0.2749999999999999,1.0,1.0,0.10833333333333332,0.15023130314433286,3,0.16666666666666657
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:834,CHEMBL234_Ki,0.9323063847289376,0.6185816498316499,0.2222222222222222,0.5096049783549784,1.0,1.0,-0.013739521156492381,0.04664044747357353,3,0.5233444995114708
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:838,CHEMBL234_Ki,0.9323063847289376,0.5538109957464796,0.1891891891891892,0.4497002280873249,1.0,1.0,0.04516720963288116,0.020698490123583657,3,0.4045330184544437
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1016,CHEMBL234_Ki,0.9323063847289376,0.5833333333333334,0.1,0.5370370370370371,0.7,1.0,0.06321147987814653,0.05611318674582773,3,0.4738255571588906
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1030,CHEMBL234_Ki,0.9323063847289376,0.4433862433862433,0.1875,0.3149369149369149,1.0,1.0,0.039089175959705805,0.039556850181876387,3,0.2758477389772091
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1038,CHEMBL234_Ki,0.9323063847289376,0.4993563579277865,0.21875,0.3591761381475667,1.0,1.0,0.02181201037115017,0.048237938802542756,3,0.33736412777641656
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1103,CHEMBL234_Ki,0.9323063847289376,0.2604604341736694,0.1481481481481481,0.1318448575082206,1.0,1.0,0.175343542327238,0.16195384683024708,3,-0.04349868481901742
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1140,CHEMBL234_Ki,0.9323063847289376,0.4833333333333333,0.1923076923076923,0.3603174603174602,1.0,1.0,0.015161852180485732,0.013423300213814233,3,0.3451556081369745
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1142,CHEMBL234_Ki,0.9323063847289376,0.1954545454545454,0.2,-0.0056818181818181,1.0,1.0,7.339868020981206e-05,0.028133659927639245,3,-0.005755216862027911
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1171,CHEMBL234_Ki,0.9323063847289376,0.2321255541843777,0.1714285714285714,0.073254979188042,1.0,1.0,0.10019124495111022,0.09627032554810577,3,-0.02693626576306822
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1177,CHEMBL234_Ki,0.9323063847289376,0.2429639804639804,0.1764705882352941,0.0807419762776905,0.9411764705882352,1.0,0.08410721118917712,0.023287241576862922,3,-0.003365234911486617
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1189,CHEMBL234_Ki,0.9323063847289376,0.55,0.1,0.5000000000000001,0.4,0.5,0.013888888888888886,0.0,3,0.4861111111111112
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1265,CHEMBL234_Ki,0.9323063847289376,0.324949494949495,0.15625,0.1999401421623644,1.0,1.0,0.07566293826146359,0.1091087414480259,3,0.1242772039009008
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1275,CHEMBL234_Ki,0.9323063847289376,0.3203603485230474,0.1612903225806451,0.1896604155467103,1.0,1.0,0.09451753996404748,0.018088684442562997,3,0.09514287558266281
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1474,CHEMBL234_Ki,0.9323063847289376,0.5116329121763904,0.2051282051282051,0.3856026959638459,1.0,1.0,0.25197265463833424,0.1450314930685623,3,0.13363004132551165
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1475,CHEMBL234_Ki,0.9323063847289376,0.6264568764568764,0.2162162162162162,0.5234104975484285,1.0,1.0,0.12752090735636695,0.1813353639353848,3,0.39588959019206155
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1537,CHEMBL234_Ki,0.9323063847289376,0.215,0.1785714285714285,0.0443478260869565,0.8928571428571429,1.0,0.07599476756025414,0.00749279408355578,3,-0.03164694147329764
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1538,CHEMBL234_Ki,0.9323063847289376,0.2156349206349206,0.1785714285714285,0.0451207729468598,0.8928571428571429,1.0,0.07074008496003382,0.07038633951229542,3,-0.025619312013174023
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1557,CHEMBL234_Ki,0.9323063847289376,0.2813570691434468,0.1666666666666666,0.1376284829721362,0.9,1.0,0.06354970150622324,0.020230120211366463,3,0.07407878146591296
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1558,CHEMBL234_Ki,0.9323063847289376,0.3006211180124223,0.1666666666666666,0.1607453416149067,0.9,1.0,0.05286580086580086,0.04619511979806875,3,0.10787954074910583
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1615,CHEMBL234_Ki,0.9323063847289376,0.119047619047619,0.0952380952380952,0.0263157894736842,0.8095238095238095,0.5,0.03495872033023736,0.052969590109616736,3,-0.008642930856553158
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1679,CHEMBL234_Ki,0.9323063847289376,0.3311616161616161,0.2222222222222222,0.140064935064935,1.0,1.0,0.15947396561159224,0.034837848380068544,3,-0.01940903054665724
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1681,CHEMBL234_Ki,0.9323063847289376,0.2719140021771601,0.2307692307692307,0.0534882028303081,1.0,1.0,0.0581671948591285,0.050546394162711755,3,-0.004678992028820404
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1771,CHEMBL234_Ki,0.9323063847289376,0.2081290849673202,0.1818181818181818,0.0321577705156136,1.0,1.0,0.153042202911054,0.2891043348818243,3,-0.12088443239544039
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1772,CHEMBL234_Ki,0.9323063847289376,0.5798611111111112,0.1818181818181818,0.486496913580247,1.0,1.0,0.07713343484542313,0.08187378251029295,3,0.40936347873482387
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1779,CHEMBL234_Ki,0.9323063847289376,0.1079545454545454,0.0909090909090909,0.01875,0.3636363636363636,0.5,0.0062499999999999995,0.010825317547305483,3,0.0125
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1780,CHEMBL234_Ki,0.9323063847289376,0.1079545454545454,0.0909090909090909,0.01875,0.3636363636363636,0.5,0.019047619047619046,0.016495721976846445,3,-0.00029761904761904656
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1811,CHEMBL234_Ki,0.9323063847289376,0.2489450852804889,0.2258064516129032,0.0298874018206316,1.0,1.0,0.05074114673334234,0.04900041418004206,3,-0.02085374491271074
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1817,CHEMBL234_Ki,0.9323063847289376,0.5983387957072168,0.2413793103448276,0.4705375034322403,1.0,1.0,0.15908219677857968,0.24413155108347995,3,0.3114553066536606
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1857,CHEMBL234_Ki,0.9323063847289376,0.6261664922379209,0.2413793103448276,0.5072194670408957,1.0,1.0,0.14917546158977668,0.26289071360662136,3,0.35804400545111903
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1859,CHEMBL234_Ki,0.9323063847289376,0.5843185550082102,0.2121212121212121,0.4724043198181128,1.0,1.0,0.06115664345249419,0.13080962656275696,3,0.41124767636561865
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1864,CHEMBL234_Ki,0.9323063847289376,0.6774042950513539,0.2,0.5967553688141923,1.0,1.0,0.2560506263922413,0.21537021580482407,3,0.34070474242195103
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1881,CHEMBL234_Ki,0.9323063847289376,0.6691719111887178,0.2058823529411764,0.5834016659413482,1.0,1.0,0.16654034260774545,0.15167774279739535,3,0.4168613233336028
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1883,CHEMBL234_Ki,0.9323063847289376,0.6612354032522099,0.2058823529411764,0.5734075448361161,1.0,1.0,0.16995693900455808,0.1475900633252687,3,0.403450605831558
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1907,CHEMBL234_Ki,0.9323063847289376,0.1441943241943242,0.1666666666666666,-0.0269668109668109,1.0,1.0,0.015787861933052507,0.07251603931732446,3,-0.042754672899863407
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1928,CHEMBL234_Ki,0.9323063847289376,0.5086459882655535,0.1702127659574468,0.4078554217559234,0.9574468085106383,1.0,0.08613503039532666,0.10264254329678614,3,0.3217203913605967
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1935,CHEMBL234_Ki,0.9323063847289376,0.3633497176850171,0.1818181818181818,0.2218718771705765,0.9545454545454546,1.0,0.12863481175171346,0.07363587708906282,3,0.09323706541886304
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:1957,CHEMBL234_Ki,0.9323063847289376,0.6115079365079366,0.2121212121212121,0.5069139194139195,1.0,1.0,0.14309085158739537,0.17163721242357452,3,0.3638230678265241
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2011,CHEMBL234_Ki,0.9323063847289376,0.5900383141762452,0.0857142857142857,0.5516044061302682,1.0,1.0,0.18301943041526372,0.17165589258622369,3,0.3685849757150045
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2034,CHEMBL234_Ki,0.9323063847289376,0.1916666666666666,0.0909090909090909,0.1108333333333333,0.7727272727272727,1.0,0.11157407407407409,0.04958651042835042,3,-0.0007407407407407918
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2069,CHEMBL234_Ki,0.9323063847289376,0.13006993006993,0.0857142857142857,0.048513986013986,0.9428571428571428,1.0,0.16981262558379492,0.17546911068458584,3,-0.12129863956980892
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2080,CHEMBL234_Ki,0.9323063847289376,0.3852941176470588,0.2083333333333333,0.2235294117647059,0.7083333333333334,0.6,-0.005222861074254274,0.015928579780163717,3,0.22875227283896016
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2098,CHEMBL234_Ki,0.9323063847289376,0.3214285714285714,0.0833333333333333,0.2597402597402597,1.0,1.0,0.2866587957497048,0.1897827387626898,3,-0.026918536009445104
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2117,CHEMBL234_Ki,0.9323063847289376,0.1240601503759398,0.08,0.0478914677999346,1.0,1.0,0.04528455801339096,0.030734778812660596,3,0.0026069097865436403
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2222,CHEMBL234_Ki,0.9323063847289376,0.2698113748423346,0.2352941176470588,0.045137951716899,1.0,1.0,0.04064101063105242,0.06574298356153839,3,0.004496941085846584
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2223,CHEMBL234_Ki,0.9323063847289376,0.3323717882214614,0.25,0.1098290509619485,1.0,1.0,0.030848480170084073,0.03684268899767051,3,0.07898057079186444
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2242,CHEMBL234_Ki,0.9323063847289376,0.2227168241767366,0.2,0.0283960302209207,0.9666666666666668,1.0,0.042674775679161635,0.06579780633169835,3,-0.014278745458240934
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2247,CHEMBL234_Ki,0.9323063847289376,0.2463997294824362,0.25,-0.004800360690085,0.9642857142857144,1.0,0.02392561963056826,0.041684494248116925,3,-0.02872598032065326
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2258,CHEMBL234_Ki,0.9323063847289376,0.2666666666666666,0.1538461538461538,0.1333333333333333,0.9230769230769232,1.0,0.06355973389076154,0.04792384976923372,3,0.06977359944257176
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2264,CHEMBL234_Ki,0.9323063847289376,0.4812030075187969,0.12,0.410457963089542,0.92,1.0,0.015164423639655839,0.014575185153954624,3,0.3952935394498862
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2277,CHEMBL234_Ki,0.9323063847289376,0.3364890828126122,0.2,0.1706113535157652,1.0,1.0,-0.014858043351858898,0.027512124054203255,3,0.1854693968676241
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2282,CHEMBL234_Ki,0.9323063847289376,0.5410861929094748,0.2258064516129032,0.4072363325080716,1.0,1.0,0.0958178783027363,0.23280121451232008,3,0.3114184542053353
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2425,CHEMBL234_Ki,0.9323063847289376,0.5380952380952381,0.1034482758620689,0.4847985347985348,0.9310344827586208,1.0,0.28923853923853926,0.38756915392415514,3,0.19555999555999554
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2429,CHEMBL234_Ki,0.9323063847289376,0.6081871345029239,0.1111111111111111,0.5592105263157895,0.925925925925926,1.0,0.09040677674578602,0.08019397729781204,3,0.4688037495700035
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2464,CHEMBL234_Ki,0.9323063847289376,0.2271272849533719,0.1935483870967742,0.0416378333421811,0.935483870967742,1.0,0.10301724476937608,0.11245822982398745,3,-0.06137941142719498
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2482,CHEMBL234_Ki,0.9323063847289376,0.2916472416472416,0.2121212121212121,0.1009368836291913,0.9090909090909092,1.0,0.11384979279067946,0.17521327955043767,3,-0.012912909161488156
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2520,CHEMBL234_Ki,0.9323063847289376,0.14375,0.1111111111111111,0.0367187499999999,0.9722222222222222,1.0,0.09818006748153807,0.17295275975583047,3,-0.06146131748153817
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2566,CHEMBL234_Ki,0.9323063847289376,0.3501140436624307,0.1666666666666666,0.2201368523949169,0.9166666666666666,0.8333333333333334,0.09450204010548839,0.10703026743376408,3,0.12563481228942852
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2608,CHEMBL234_Ki,0.9323063847289376,0.371360844017094,0.2222222222222222,0.1917496565934066,0.9444444444444444,0.875,0.023535099749351595,0.020950000376397687,3,0.168214556844055
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2673,CHEMBL234_Ki,0.9323063847289376,0.3029817735174878,0.2058823529411764,0.122273344429429,1.0,1.0,0.07540764809655581,0.05224860727604225,3,0.046865696332873186
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2830,CHEMBL234_Ki,0.9323063847289376,0.3103882676463321,0.1666666666666666,0.1724659211755985,1.0,1.0,0.19118229370601283,0.1320019851642352,3,-0.018716372530414332
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2865,CHEMBL234_Ki,0.9323063847289376,0.6388687235329704,0.2352941176470588,0.5277514076969614,1.0,1.0,0.14944212142508365,0.21084972675459346,3,0.37830928627187776
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2905,CHEMBL234_Ki,0.9323063847289376,0.3217123212921532,0.2058823529411764,0.1458599601456744,1.0,1.0,-0.017762699160993847,0.01904061421949996,3,0.16362265930666825
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:2981,CHEMBL234_Ki,0.9323063847289376,0.6037213164251207,0.2666666666666666,0.4596199769433464,1.0,1.0,0.12481596645817172,0.2408375211787286,3,0.33480401048517466
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3004,CHEMBL234_Ki,0.9323063847289376,0.236050986050986,0.2352941176470588,0.000989750989751,1.0,1.0,0.037450335501954916,0.09192322329180196,3,-0.036460584512203915
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3030,CHEMBL234_Ki,0.9323063847289376,0.6223164436370081,0.2352941176470588,0.5061061186022414,1.0,1.0,-0.026187245368983505,0.06221938888280319,3,0.532293363971225
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3040,CHEMBL234_Ki,0.9323063847289376,0.5983585858585858,0.2352941176470588,0.4747766122766123,1.0,1.0,0.1403342025763988,0.05184667862952791,3,0.33444240970021344
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3089,CHEMBL234_Ki,0.9323063847289376,0.570807544945476,0.1875,0.4717631322405858,1.0,1.0,0.10396559591961889,0.23051761351227865,3,0.3677975363209669
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3093,CHEMBL234_Ki,0.9323063847289376,0.7687074829931972,0.1944444444444444,0.7128782547501759,1.0,1.0,0.14214333884689304,0.11831278813917305,3,0.5707349159032828
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3095,CHEMBL234_Ki,0.9323063847289376,0.3634181607865818,0.1944444444444444,0.209760475459205,1.0,1.0,0.15820766606152992,0.15598649216494567,3,0.05155280939767509
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3100,CHEMBL234_Ki,0.9323063847289376,0.5094101300997853,0.1842105263157894,0.398631772380382,1.0,1.0,0.1604075499531031,0.14246866178872028,3,0.2382242224272789
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3155,CHEMBL234_Ki,0.9323063847289376,0.5630762987012987,0.2352941176470588,0.4286382367632368,0.9705882352941176,1.0,0.044378540842264946,0.04830343852656585,3,0.38425969592097187
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3196,CHEMBL234_Ki,0.9323063847289376,0.4597690525485556,0.1794871794871795,0.3415935327935522,1.0,1.0,0.07914878893419272,0.1391513301589387,3,0.26244474385935945
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3213,CHEMBL234_Ki,0.9323063847289376,0.2754985754985755,0.1578947368421052,0.1396545584045584,1.0,1.0,0.004724099867517745,0.015569923452138573,3,0.13493045853704067
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3329,CHEMBL234_Ki,0.9323063847289376,0.4205517153097798,0.2121212121212121,0.2645464078931821,1.0,1.0,-0.017185876391591654,0.01734931409219849,3,0.28173228428477376
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3330,CHEMBL234_Ki,0.9323063847289376,0.187961186890215,0.1764705882352941,0.0139528697952611,1.0,1.0,0.17681798301757978,0.18975317923857837,3,-0.16286511322231867
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3334,CHEMBL234_Ki,0.9323063847289376,0.2365994514516682,0.2121212121212121,0.0310685345348096,1.0,1.0,0.050928200064144745,0.06431127086764377,3,-0.019859665529335144
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3338,CHEMBL234_Ki,0.9323063847289376,0.5133441782510105,0.2258064516129032,0.3714028969075552,1.0,1.0,0.047659641266666046,0.010392729330993193,3,0.3237432556408891
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3352,CHEMBL234_Ki,0.9323063847289376,0.3769210233157102,0.2941176470588235,0.1173047830305894,0.9705882352941176,0.9,0.008869261822326942,0.0226041100618208,3,0.10843552120826246
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3353,CHEMBL234_Ki,0.9323063847289376,0.3581842167191629,0.2727272727272727,0.117503297988849,1.0,1.0,0.06502848446517055,0.0951364758516807,3,0.05247481352367844
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3362,CHEMBL234_Ki,0.9323063847289376,0.4158260233918128,0.3157894736842105,0.1462072649572649,0.8947368421052632,0.8333333333333334,-0.01285882327548995,0.022272135238697845,3,0.15906608823275487
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3367,CHEMBL234_Ki,0.9323063847289376,0.2588143338143338,0.2727272727272727,-0.019130291005291,0.9090909090909092,0.8333333333333334,0.14121666791622936,0.09106387035205997,3,-0.16034695892152037
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3372,CHEMBL234_Ki,0.9323063847289376,0.1099206349206349,0.12,-0.0114538239538239,0.96,1.0,0.07226504814224115,0.12283914867574253,3,-0.08371887209606504
morgan,xgboost,crem_lime,heteroatom_count,42,CHEMBL234_Ki:3379,CHEMBL234_Ki,0.9323063847289376,0.3625,0.1666666666666666,0.235,0.7916666666666666,1.0,0.1938809144072302,0.048673482871937755,3,0.04111908559276978
