dataset,row_id,representation,predictor,seed,label_permuted,trained,trained_minus_permuted_r2
CHEMBL231_Ki,CHEMBL231_Ki:558,molformer,mlp,42,0.952895522141158,0.9525261111764726,-0.0003694109646854571
CHEMBL231_Ki,CHEMBL231_Ki:558,molformer,xgboost,11,0.9496081628760948,0.9420897278813134,-0.007518434994781442
CHEMBL231_Ki,CHEMBL231_Ki:558,molformer,xgboost,23,0.964107323964937,0.9360829000177344,-0.028024423947202615
CHEMBL231_Ki,CHEMBL231_Ki:558,molformer,xgboost,42,0.959528664661344,0.9533558917477872,-0.006172772913556779
CHEMBL231_Ki,CHEMBL231_Ki:558,morgan,mlp,11,0.9619260455349896,0.9584306996668516,-0.0034953458681380445
CHEMBL231_Ki,CHEMBL231_Ki:558,morgan,mlp,23,0.9448033225288484,0.9603293522699052,0.01552602974105688
CHEMBL231_Ki,CHEMBL231_Ki:558,morgan,mlp,42,0.973997254797456,0.9568262248447876,-0.017171029952668393
CHEMBL231_Ki,CHEMBL231_Ki:558,morgan,xgboost,11,0.9437791503815498,0.9486306160418354,0.004851465660285603
CHEMBL231_Ki,CHEMBL231_Ki:558,morgan,xgboost,23,0.9630796844543388,0.9620293963495588,-0.0010502881047800283
CHEMBL231_Ki,CHEMBL231_Ki:558,morgan,xgboost,42,0.9641114714187284,0.9557278916413342,-0.008383579777394234
CHEMBL231_Ki,CHEMBL231_Ki:558,unimol,mlp,11,0.9289165759327924,0.9443091763433816,0.015392600410589208
CHEMBL231_Ki,CHEMBL231_Ki:558,unimol,mlp,23,0.9368602105576732,0.952300240321358,0.015440029763684748
CHEMBL231_Ki,CHEMBL231_Ki:558,unimol,mlp,42,0.9652355204246716,0.9557718534072528,-0.009463667017418853
CHEMBL231_Ki,CHEMBL231_Ki:558,unimol,xgboost,11,0.930609703351429,0.923469087815586,-0.007140615535842998
CHEMBL231_Ki,CHEMBL231_Ki:558,unimol,xgboost,23,0.9388850828275788,0.9084977601121332,-0.03038732271544553
CHEMBL231_Ki,CHEMBL231_Ki:558,unimol,xgboost,42,0.9410482651348756,0.921554719716686,-0.019493545418189595
CHEMBL231_Ki,CHEMBL231_Ki:697,molformer,mlp,11,0.950276060250954,0.9836850546104808,0.03340899435952682
CHEMBL231_Ki,CHEMBL231_Ki:697,molformer,mlp,23,0.9471694743128096,0.9827160034076804,0.03554652909487077
CHEMBL231_Ki,CHEMBL231_Ki:697,molformer,mlp,42,0.9734332045575286,0.9804899529357946,0.007056748378265976
CHEMBL231_Ki,CHEMBL231_Ki:697,molformer,xgboost,11,0.9192245423349265,0.9541759629478098,0.034951420612883366
CHEMBL231_Ki,CHEMBL231_Ki:697,molformer,xgboost,23,0.9345797857830908,0.9555776044181185,0.0209978186350277
CHEMBL231_Ki,CHEMBL231_Ki:697,molformer,xgboost,42,0.9266700535206984,0.9645871692051976,0.03791711568449918
CHEMBL231_Ki,CHEMBL231_Ki:697,morgan,mlp,11,0.9451733416999312,0.9334165947742004,-0.01175674692573081
CHEMBL231_Ki,CHEMBL231_Ki:697,morgan,mlp,23,0.9591752682565868,0.9405896688807304,-0.018585599375856465
CHEMBL231_Ki,CHEMBL231_Ki:697,morgan,mlp,42,0.9456319643612596,0.948080939421956,0.0024489750606964122
CHEMBL231_Ki,CHEMBL231_Ki:697,morgan,xgboost,11,0.947964404398648,0.9498540156638552,0.0018896112652071473
CHEMBL231_Ki,CHEMBL231_Ki:697,morgan,xgboost,23,0.9632346728785318,0.9627346804765448,-0.0004999924019870594
CHEMBL231_Ki,CHEMBL231_Ki:697,morgan,xgboost,42,0.9453510445871072,0.9649663042695308,0.019615259682423614
CHEMBL231_Ki,CHEMBL231_Ki:697,unimol,mlp,11,0.9448687810455186,0.9700507962537548,0.025182015208236153
CHEMBL231_Ki,CHEMBL231_Ki:697,unimol,mlp,23,0.9368625300008816,0.962435246133138,0.025572716132256423
CHEMBL231_Ki,CHEMBL231_Ki:697,unimol,mlp,42,0.9392751114508702,0.9587938353741492,0.019518723923279024
CHEMBL231_Ki,CHEMBL231_Ki:697,unimol,xgboost,11,0.9415187725285884,0.9722601487685696,0.03074137623998119
CHEMBL231_Ki,CHEMBL231_Ki:697,unimol,xgboost,23,0.9450298809109188,0.9756462610628598,0.030616380151941014
CHEMBL231_Ki,CHEMBL231_Ki:697,unimol,xgboost,42,0.939026420439106,0.9751964006351684,0.036169980196062435
CHEMBL231_Ki,CHEMBL231_Ki:703,molformer,mlp,11,0.9384962916667006,0.9506839299656832,0.012187638298982617
CHEMBL231_Ki,CHEMBL231_Ki:703,molformer,mlp,23,0.9431846104689148,0.948052394038083,0.0048677835691681715
CHEMBL231_Ki,CHEMBL231_Ki:703,molformer,mlp,42,0.950671333769946,0.9568654800498188,0.006194146279872803
CHEMBL231_Ki,CHEMBL231_Ki:703,molformer,xgboost,11,0.938355174232076,0.9490528806519848,0.010697706419908748
CHEMBL231_Ki,CHEMBL231_Ki:703,molformer,xgboost,23,0.915999539253627,0.9446483461204436,0.02864880686681659
CHEMBL231_Ki,CHEMBL231_Ki:703,molformer,xgboost,42,0.9348363137593884,0.9552549237129292,0.020418609953540834
CHEMBL231_Ki,CHEMBL231_Ki:703,morgan,mlp,11,0.9611580046527626,0.9401305192277376,-0.021027485425024972
CHEMBL231_Ki,CHEMBL231_Ki:703,morgan,mlp,23,0.9611837411320752,0.9377621429921816,-0.02342159813989353
CHEMBL231_Ki,CHEMBL231_Ki:703,morgan,mlp,42,0.9267766631183176,0.9374277076847988,0.010651044566481138
CHEMBL231_Ki,CHEMBL231_Ki:703,morgan,xgboost,11,0.9435076016873049,0.9593929709158066,0.0158853692285017
CHEMBL231_Ki,CHEMBL231_Ki:703,morgan,xgboost,23,0.9480705067163778,0.9557484277631284,0.00767792104675058
CHEMBL231_Ki,CHEMBL231_Ki:703,morgan,xgboost,42,0.97287296907791,0.9588909679623916,-0.013982001115518394
CHEMBL231_Ki,CHEMBL231_Ki:703,unimol,mlp,11,0.950315893373441,0.9485143091676,-0.0018015842058409781
CHEMBL231_Ki,CHEMBL231_Ki:703,unimol,mlp,23,0.9488476691023344,0.9519828977072656,0.003135228604931206
CHEMBL231_Ki,CHEMBL231_Ki:703,unimol,mlp,42,0.9410798498282976,0.948139821826954,0.007059971998656378
CHEMBL231_Ki,CHEMBL231_Ki:703,unimol,xgboost,11,0.9340325963432724,0.9528357476181784,0.01880315127490595
CHEMBL231_Ki,CHEMBL231_Ki:703,unimol,xgboost,23,0.8988662235826596,0.9368945506842078,0.03802832710154824
CHEMBL231_Ki,CHEMBL231_Ki:703,unimol,xgboost,42,0.9183910553392678,0.9185828990069672,0.00019184366769942063
CHEMBL231_Ki,CHEMBL231_Ki:706,molformer,mlp,11,0.94899991645542,0.96113238708236,0.012132470626940006
CHEMBL231_Ki,CHEMBL231_Ki:706,molformer,mlp,23,0.9494939769443288,0.9657189444861694,0.01622496754184055
CHEMBL231_Ki,CHEMBL231_Ki:706,molformer,mlp,42,0.9667673797824704,0.9590812432942234,-0.0076861364882470085
CHEMBL231_Ki,CHEMBL231_Ki:706,molformer,xgboost,11,0.955528659386393,0.9623396134217568,0.006810954035363803
CHEMBL231_Ki,CHEMBL231_Ki:706,molformer,xgboost,23,0.9303710733265476,0.941138264219632,0.010767190893084422
CHEMBL231_Ki,CHEMBL231_Ki:706,molformer,xgboost,42,0.9505136968475628,0.949028869053767,-0.0014848277937957732
CHEMBL231_Ki,CHEMBL231_Ki:706,morgan,mlp,11,0.9653899610040064,0.958104464351731,-0.007285496652275403
CHEMBL231_Ki,CHEMBL231_Ki:706,morgan,mlp,23,0.9701785605599664,0.958788374886513,-0.011390185673453401
CHEMBL231_Ki,CHEMBL231_Ki:706,morgan,mlp,42,0.9662130255810528,0.952230178737768,-0.013982846843284769
CHEMBL231_Ki,CHEMBL231_Ki:706,morgan,xgboost,11,0.9667261780929016,0.9536968705412529,-0.013029307551648772
CHEMBL231_Ki,CHEMBL231_Ki:706,morgan,xgboost,23,0.9615693096953554,0.9566937661880602,-0.0048755435072951325
CHEMBL231_Ki,CHEMBL231_Ki:706,morgan,xgboost,42,0.9657649943201588,0.950788974254685,-0.014976020065473827
CHEMBL231_Ki,CHEMBL231_Ki:706,unimol,mlp,11,0.964556026703522,0.9663696525484176,0.0018136258448955278
CHEMBL231_Ki,CHEMBL231_Ki:706,unimol,mlp,23,0.960603758182645,0.9622246303580267,0.00162087217538176
CHEMBL231_Ki,CHEMBL231_Ki:706,unimol,mlp,42,0.9212806838194556,0.9636024948573932,0.04232181103793764
CHEMBL231_Ki,CHEMBL231_Ki:706,unimol,xgboost,11,0.9486269856438336,0.9558703582130514,0.00724337256921781
CHEMBL231_Ki,CHEMBL231_Ki:706,unimol,xgboost,23,0.9476937496712916,0.959429500042348,0.011735750371056342
CHEMBL231_Ki,CHEMBL231_Ki:706,unimol,xgboost,42,0.9308550876775914,0.9524514249941156,0.021596337316524217
CHEMBL231_Ki,CHEMBL231_Ki:727,molformer,mlp,11,0.9045104382001306,0.9667530740895582,0.06224263588942769
CHEMBL231_Ki,CHEMBL231_Ki:727,molformer,mlp,23,0.9522353095467462,0.9450750421331032,-0.007160267413642951
CHEMBL231_Ki,CHEMBL231_Ki:727,molformer,mlp,42,0.9503285811714912,0.9721485136033838,0.02181993243189262
CHEMBL231_Ki,CHEMBL231_Ki:727,molformer,xgboost,11,0.9516201478701524,0.9541821089103804,0.002561961040227989
CHEMBL231_Ki,CHEMBL231_Ki:727,molformer,xgboost,23,0.9270990487618274,0.9317271953298356,0.004628146568008251
CHEMBL231_Ki,CHEMBL231_Ki:727,molformer,xgboost,42,0.9579407956015376,0.9363220024901004,-0.021618793111437107
CHEMBL231_Ki,CHEMBL231_Ki:727,morgan,mlp,11,0.9609121912553598,0.9319374356348464,-0.028974755620513326
CHEMBL231_Ki,CHEMBL231_Ki:727,morgan,mlp,23,0.9466161901349052,0.9517212363479371,0.005105046213031983
CHEMBL231_Ki,CHEMBL231_Ki:727,morgan,mlp,42,0.9309253356476328,0.9429398207658845,0.01201448511825165
CHEMBL231_Ki,CHEMBL231_Ki:727,morgan,xgboost,11,0.964151435104442,0.948445865805296,-0.015705569299146016
CHEMBL231_Ki,CHEMBL231_Ki:727,morgan,xgboost,23,0.903843105418474,0.9651850427516072,0.0613419373331332
CHEMBL231_Ki,CHEMBL231_Ki:727,morgan,xgboost,42,0.9537343695734702,0.9428890012290484,-0.010845368344421846
CHEMBL231_Ki,CHEMBL231_Ki:727,unimol,mlp,11,0.9309489479514595,0.9548233970689712,0.023874449117511687
CHEMBL231_Ki,CHEMBL231_Ki:727,unimol,mlp,23,0.9250635023827524,0.9398829307168436,0.014819428334091223
CHEMBL231_Ki,CHEMBL231_Ki:727,unimol,mlp,42,0.9415887152954844,0.9690165553283078,0.027427840032823392
CHEMBL231_Ki,CHEMBL231_Ki:727,unimol,xgboost,11,0.9182305703072962,0.9442402534226434,0.026009683115347237
CHEMBL231_Ki,CHEMBL231_Ki:727,unimol,xgboost,23,0.9097717636727172,0.928075365889674,0.018303602216956816
CHEMBL231_Ki,CHEMBL231_Ki:727,unimol,xgboost,42,0.8985427315402048,0.9354141006169628,0.03687136907675803
CHEMBL231_Ki,CHEMBL231_Ki:754,molformer,mlp,11,0.9428709208584268,0.9688106078072962,0.02593968694886939
CHEMBL231_Ki,CHEMBL231_Ki:754,molformer,mlp,23,0.963548484684825,0.9563436406726727,-0.007204844012152267
CHEMBL231_Ki,CHEMBL231_Ki:754,molformer,mlp,42,0.9611838741416452,0.9715676231047532,0.010383748963108008
CHEMBL231_Ki,CHEMBL231_Ki:754,molformer,xgboost,11,0.9640192862664652,0.7653267330227347,-0.19869255324373047
CHEMBL231_Ki,CHEMBL231_Ki:754,molformer,xgboost,23,0.9456343952225011,0.8598040051045024,-0.08583039011799876
CHEMBL231_Ki,CHEMBL231_Ki:754,molformer,xgboost,42,0.9689055332127704,0.9351361258075844,-0.03376940740518597
CHEMBL231_Ki,CHEMBL231_Ki:754,morgan,mlp,11,0.9662840694405423,0.977994711766542,0.01171064232599961
CHEMBL231_Ki,CHEMBL231_Ki:754,morgan,mlp,23,0.9787230317145156,0.975771649532857,-0.0029513821816585795
CHEMBL231_Ki,CHEMBL231_Ki:754,morgan,mlp,42,0.9746212620169722,0.9758143031610024,0.0011930411440301825
CHEMBL231_Ki,CHEMBL231_Ki:754,morgan,xgboost,11,0.9683014687929355,0.979616381113905,0.011314912320969484
CHEMBL231_Ki,CHEMBL231_Ki:754,morgan,xgboost,23,0.9747199129682932,0.9800876254040528,0.0053677124357596195
CHEMBL231_Ki,CHEMBL231_Ki:754,morgan,xgboost,42,0.975033687178403,0.9743908632796866,-0.0006428238987163937
CHEMBL231_Ki,CHEMBL231_Ki:754,unimol,mlp,11,0.910510472275239,0.9828183139104611,0.07230784163522219
CHEMBL231_Ki,CHEMBL231_Ki:754,unimol,mlp,23,0.8900080083082772,0.969820565263808,0.0798125569555308
CHEMBL231_Ki,CHEMBL231_Ki:754,unimol,mlp,42,0.8213532711563337,0.9730574557682764,0.15170418461194268
CHEMBL231_Ki,CHEMBL231_Ki:754,unimol,xgboost,11,0.9700767697161128,0.963761568627432,-0.0063152010886807775
CHEMBL231_Ki,CHEMBL231_Ki:754,unimol,xgboost,23,0.9009387506748344,0.9703195619650232,0.0693808112901888
CHEMBL231_Ki,CHEMBL231_Ki:754,unimol,xgboost,42,0.732930556066941,0.9505157268719656,0.2175851708050246
CHEMBL231_Ki,CHEMBL231_Ki:760,molformer,mlp,11,0.98034203974236,0.978120404544212,-0.0022216351981479976
CHEMBL231_Ki,CHEMBL231_Ki:760,molformer,mlp,23,0.9884859975745792,0.9728783839544932,-0.015607613620086003
CHEMBL231_Ki,CHEMBL231_Ki:760,molformer,mlp,42,0.9805866852833234,0.9753641056226396,-0.005222579660683735
CHEMBL231_Ki,CHEMBL231_Ki:760,molformer,xgboost,11,0.9750366173327208,0.9515111127831928,-0.023525504549528065
CHEMBL231_Ki,CHEMBL231_Ki:760,molformer,xgboost,23,0.9806811472593048,0.9454896469853602,-0.035191500273944576
CHEMBL231_Ki,CHEMBL231_Ki:760,molformer,xgboost,42,0.9735215755005988,0.9579552745521882,-0.015566300948410605
CHEMBL231_Ki,CHEMBL231_Ki:760,morgan,mlp,11,0.974450745296932,0.9642833876771773,-0.010167357619754736
CHEMBL231_Ki,CHEMBL231_Ki:760,morgan,mlp,23,0.9702316251595304,0.9618025901462488,-0.008429035013281627
CHEMBL231_Ki,CHEMBL231_Ki:760,morgan,mlp,42,0.9663586060964884,0.962633056289092,-0.0037255498073963667
CHEMBL231_Ki,CHEMBL231_Ki:760,morgan,xgboost,11,0.9780715463288592,0.9696946352761028,-0.008376911052756397
CHEMBL231_Ki,CHEMBL231_Ki:760,morgan,xgboost,23,0.965315507928244,0.969381140428921,0.00406563250067693
CHEMBL231_Ki,CHEMBL231_Ki:760,morgan,xgboost,42,0.9830449857516274,0.9744974216764628,-0.008547564075164549
CHEMBL231_Ki,CHEMBL231_Ki:760,unimol,mlp,11,0.971659377381362,0.9821682640286904,0.010508886647328408
CHEMBL231_Ki,CHEMBL231_Ki:760,unimol,mlp,23,0.9765941152360436,0.9819861352466036,0.00539202001056005
CHEMBL231_Ki,CHEMBL231_Ki:760,unimol,mlp,42,0.9681969447640968,0.9754724915157952,0.007275546751698392
CHEMBL231_Ki,CHEMBL231_Ki:760,unimol,xgboost,11,0.970501982910562,0.9745148953680212,0.004012912457459161
CHEMBL231_Ki,CHEMBL231_Ki:760,unimol,xgboost,23,0.960585071962468,0.9818107736117752,0.02122570164930715
CHEMBL231_Ki,CHEMBL231_Ki:760,unimol,xgboost,42,0.961177581770534,0.9834848887912688,0.0223073070207348
CHEMBL231_Ki,CHEMBL231_Ki:86,molformer,mlp,11,0.9570696974576524,0.9423514906142432,-0.014718206843409187
CHEMBL231_Ki,CHEMBL231_Ki:86,molformer,mlp,23,0.969167738491655,0.9452537838354506,-0.023913954656204495
CHEMBL231_Ki,CHEMBL231_Ki:86,molformer,mlp,42,0.957976433752854,0.9313559965358924,-0.026620437216961612
CHEMBL231_Ki,CHEMBL231_Ki:86,molformer,xgboost,11,0.9512890707177952,0.9445577441359476,-0.006731326581847608
CHEMBL231_Ki,CHEMBL231_Ki:86,molformer,xgboost,23,0.947990251604996,0.9528741491110028,0.004883897506006818
CHEMBL231_Ki,CHEMBL231_Ki:86,molformer,xgboost,42,0.9574170523872376,0.951458851757236,-0.005958200630001631
CHEMBL231_Ki,CHEMBL231_Ki:86,morgan,mlp,11,0.9363558461319992,0.9674977861855756,0.0311419400535764
CHEMBL231_Ki,CHEMBL231_Ki:86,morgan,mlp,23,0.954599395562761,0.9667988540819128,0.012199458519151829
CHEMBL231_Ki,CHEMBL231_Ki:86,morgan,mlp,42,0.951646074064386,0.9680199655345184,0.016373891470132462
CHEMBL231_Ki,CHEMBL231_Ki:86,morgan,xgboost,11,0.9113102992660786,0.9655817870355125,0.0542714877694338
CHEMBL231_Ki,CHEMBL231_Ki:86,morgan,xgboost,23,0.9643638639993876,0.9644210882038072,5.7224204419670244e-05
CHEMBL231_Ki,CHEMBL231_Ki:86,morgan,xgboost,42,0.9734442340410911,0.9662289420591492,-0.007215291981941929
CHEMBL231_Ki,CHEMBL231_Ki:86,unimol,mlp,11,0.9351451989089554,0.9366570961467556,0.0015118972378002082
CHEMBL231_Ki,CHEMBL231_Ki:86,unimol,mlp,23,0.9234893617049108,0.9330968451196936,0.009607483414782791
CHEMBL231_Ki,CHEMBL231_Ki:86,unimol,mlp,42,0.9248632890589118,0.931404655975102,0.006541366916190228
CHEMBL231_Ki,CHEMBL231_Ki:86,unimol,xgboost,11,0.9417376503733343,0.9573946997827772,0.015657049409442902
CHEMBL231_Ki,CHEMBL231_Ki:86,unimol,xgboost,23,0.9157544029868784,0.9553863615498652,0.039631958562986846
CHEMBL231_Ki,CHEMBL231_Ki:86,unimol,xgboost,42,0.9630762382985882,0.958855158855438,-0.0042210794431502
CHEMBL231_Ki,CHEMBL231_Ki:895,molformer,mlp,11,0.9627382599081702,0.9658160530107046,0.0030777931025344207
CHEMBL231_Ki,CHEMBL231_Ki:895,molformer,mlp,23,0.9606914991897274,0.9503087055048772,-0.010382793684850178
CHEMBL231_Ki,CHEMBL231_Ki:895,molformer,mlp,42,0.9459343036691624,0.9529253153998648,0.006991011730702379
CHEMBL231_Ki,CHEMBL231_Ki:895,molformer,xgboost,11,0.9481626902835274,0.926423171082,-0.02173951920152739
CHEMBL231_Ki,CHEMBL231_Ki:895,molformer,xgboost,23,0.9164161001048248,0.9496008961601236,0.03318479605529878
CHEMBL231_Ki,CHEMBL231_Ki:895,molformer,xgboost,42,0.941891446681112,0.923601849165154,-0.018289597515958045
CHEMBL231_Ki,CHEMBL231_Ki:895,morgan,mlp,11,0.9677023988410616,0.9616397605356302,-0.0060626383054314115
CHEMBL231_Ki,CHEMBL231_Ki:895,morgan,mlp,23,0.9720816949408652,0.9579692502516672,-0.014112444689197923
CHEMBL231_Ki,CHEMBL231_Ki:895,morgan,mlp,42,0.9634824702114896,0.9666005468797392,0.003118076668249592
CHEMBL231_Ki,CHEMBL231_Ki:895,morgan,xgboost,11,0.9505144788568682,0.934873997661404,-0.01564048119546424
CHEMBL231_Ki,CHEMBL231_Ki:895,morgan,xgboost,23,0.9470113387936486,0.9493949518220648,0.002383613028416165
CHEMBL231_Ki,CHEMBL231_Ki:895,morgan,xgboost,42,0.9544954551369412,0.9495593092717732,-0.004936145865167996
CHEMBL231_Ki,CHEMBL231_Ki:895,unimol,mlp,11,0.8340566065802081,0.951053042860292,0.11699643628008394
CHEMBL231_Ki,CHEMBL231_Ki:895,unimol,mlp,23,0.8896960145435141,0.9327633320269352,0.043067317483421075
CHEMBL231_Ki,CHEMBL231_Ki:895,unimol,mlp,42,0.9361079677373798,0.950479804028306,0.014371836290926199
CHEMBL231_Ki,CHEMBL231_Ki:895,unimol,xgboost,11,0.9305873607355586,0.9477683233966078,0.01718096266104918
CHEMBL231_Ki,CHEMBL231_Ki:895,unimol,xgboost,23,0.9577311657593922,0.9487794549052226,-0.00895171085416957
CHEMBL231_Ki,CHEMBL231_Ki:895,unimol,xgboost,42,0.8896334886139592,0.940158238142298,0.05052474952833885
CHEMBL231_Ki,CHEMBL231_Ki:899,molformer,mlp,11,0.9723616206535166,0.9725224679190624,0.00016084726554577156
CHEMBL231_Ki,CHEMBL231_Ki:899,molformer,mlp,23,0.9768480664155904,0.9740316859812752,-0.002816380434315202
CHEMBL231_Ki,CHEMBL231_Ki:899,molformer,mlp,42,0.9642548577966972,0.9756577551416212,0.011402897344924057
CHEMBL231_Ki,CHEMBL231_Ki:899,molformer,xgboost,11,0.9434489120741654,0.9525896536143006,0.009140741540135222
CHEMBL231_Ki,CHEMBL231_Ki:899,molformer,xgboost,23,0.9690915164017446,0.9635580303595688,-0.00553348604217585
CHEMBL231_Ki,CHEMBL231_Ki:899,molformer,xgboost,42,0.9668857410592608,0.9574960891727392,-0.009389651886521633
CHEMBL231_Ki,CHEMBL231_Ki:899,morgan,mlp,11,0.9547653092123086,0.957803654961252,0.0030383457489433496
CHEMBL231_Ki,CHEMBL231_Ki:899,morgan,mlp,23,0.963974211333161,0.9565220899976556,-0.007452121335505324
CHEMBL231_Ki,CHEMBL231_Ki:899,morgan,mlp,42,0.9681252062832711,0.9581505306754624,-0.009974675607808736
CHEMBL231_Ki,CHEMBL231_Ki:899,morgan,xgboost,11,0.9572744769851298,0.9655172596696938,0.00824278268456402
CHEMBL231_Ki,CHEMBL231_Ki:899,morgan,xgboost,23,0.9738081547431848,0.9569547677999516,-0.01685338694323324
CHEMBL231_Ki,CHEMBL231_Ki:899,morgan,xgboost,42,0.9871097283531494,0.9580848538019232,-0.029024874551226154
CHEMBL231_Ki,CHEMBL231_Ki:899,unimol,mlp,11,0.9528784794597358,0.9312028186757516,-0.021675660783984196
CHEMBL231_Ki,CHEMBL231_Ki:899,unimol,mlp,23,0.9136367800912504,0.935764237417718,0.022127457326467592
CHEMBL231_Ki,CHEMBL231_Ki:899,unimol,mlp,42,0.9537052715826324,0.9453206605306252,-0.008384611052007163
CHEMBL231_Ki,CHEMBL231_Ki:899,unimol,xgboost,11,0.9552517906276078,0.9580995042478208,0.002847713620212966
CHEMBL231_Ki,CHEMBL231_Ki:899,unimol,xgboost,23,0.9326641012116712,0.9465153845884224,0.013851283376751233
CHEMBL231_Ki,CHEMBL231_Ki:899,unimol,xgboost,42,0.9183531277347275,0.9476245603016412,0.02927143256691367
CHEMBL231_Ki,CHEMBL231_Ki:96,molformer,mlp,11,0.9494526343043554,0.9433063966933578,-0.00614623761099764
CHEMBL231_Ki,CHEMBL231_Ki:96,molformer,mlp,23,0.9337351652911164,0.947319187770667,0.013584022479550595
CHEMBL231_Ki,CHEMBL231_Ki:96,molformer,mlp,42,0.9304092653731652,0.9442778219713914,0.013868556598226278
CHEMBL231_Ki,CHEMBL231_Ki:96,molformer,xgboost,11,0.9351019480378948,0.9429183647161068,0.00781641667821198
CHEMBL231_Ki,CHEMBL231_Ki:96,molformer,xgboost,23,0.8822434541221919,0.9051452821867876,0.02290182806459573
CHEMBL231_Ki,CHEMBL231_Ki:96,molformer,xgboost,42,0.9340520337305078,0.9064760318004084,-0.02757600193009946
CHEMBL231_Ki,CHEMBL231_Ki:96,morgan,mlp,11,0.9515983268379044,0.9532908960509736,0.0016925692130692616
CHEMBL231_Ki,CHEMBL231_Ki:96,morgan,mlp,23,0.9393165699723288,0.945049439108842,0.005732869136513163
CHEMBL231_Ki,CHEMBL231_Ki:96,morgan,mlp,42,0.963688651003204,0.9515508289947624,-0.012137822008441601
CHEMBL231_Ki,CHEMBL231_Ki:96,morgan,xgboost,11,0.971922059021047,0.964813685468829,-0.00710837355221805
CHEMBL231_Ki,CHEMBL231_Ki:96,morgan,xgboost,23,0.9640787161725848,0.957600335661315,-0.00647838051126981
CHEMBL231_Ki,CHEMBL231_Ki:96,morgan,xgboost,42,0.9512722932758516,0.9680035968488644,0.01673130357301278
CHEMBL231_Ki,CHEMBL231_Ki:96,unimol,mlp,11,0.86628148933402,0.8600477993570506,-0.006233689976969492
CHEMBL231_Ki,CHEMBL231_Ki:96,unimol,mlp,23,0.8710941033749773,0.8560163088579166,-0.015077794517060705
CHEMBL231_Ki,CHEMBL231_Ki:96,unimol,mlp,42,0.924180138466707,0.9067276279851892,-0.017452510481517747
CHEMBL231_Ki,CHEMBL231_Ki:96,unimol,xgboost,11,0.8563192506845823,0.7893584801840167,-0.06696077050056559
CHEMBL231_Ki,CHEMBL231_Ki:96,unimol,xgboost,23,0.8356231746889103,0.8914160944141096,0.055792919725199286
CHEMBL231_Ki,CHEMBL231_Ki:96,unimol,xgboost,42,0.929251531562682,0.869617182458485,-0.05963434910419707
CHEMBL231_Ki,CHEMBL231_Ki:97,molformer,mlp,11,0.9427285811992232,0.948135538804823,0.005406957605599838
CHEMBL231_Ki,CHEMBL231_Ki:97,molformer,mlp,23,0.9615068379400368,0.9503353065235054,-0.011171531416531377
CHEMBL231_Ki,CHEMBL231_Ki:97,molformer,mlp,42,0.966761039985042,0.9482785598700714,-0.018482480114970667
CHEMBL231_Ki,CHEMBL231_Ki:97,molformer,xgboost,11,0.9290641429735778,0.9204928735329122,-0.008571269440665552
CHEMBL231_Ki,CHEMBL231_Ki:97,molformer,xgboost,23,0.8938940542641244,0.9135436965045656,0.01964964224044119
CHEMBL231_Ki,CHEMBL231_Ki:97,molformer,xgboost,42,0.9121187407688142,0.9329563039591928,0.02083756319037866
CHEMBL231_Ki,CHEMBL231_Ki:97,morgan,mlp,11,0.9520045003581732,0.9476141319829338,-0.0043903683752394285
CHEMBL231_Ki,CHEMBL231_Ki:97,morgan,mlp,23,0.9376251743880756,0.9534583821674788,0.015833207779403224
CHEMBL231_Ki,CHEMBL231_Ki:97,morgan,mlp,42,0.9475133667009484,0.9352231561339456,-0.012290210567002857
CHEMBL231_Ki,CHEMBL231_Ki:97,morgan,xgboost,11,0.981380966883012,0.9654810500398648,-0.015899916843147177
CHEMBL231_Ki,CHEMBL231_Ki:97,morgan,xgboost,23,0.973312428038082,0.9668338675578132,-0.006478560480268847
CHEMBL231_Ki,CHEMBL231_Ki:97,morgan,xgboost,42,0.973569913533624,0.9722525572781088,-0.0013173562555152118
CHEMBL231_Ki,CHEMBL231_Ki:97,unimol,mlp,11,0.8631416854372878,0.8888430594224969,0.02570137398520911
CHEMBL231_Ki,CHEMBL231_Ki:97,unimol,mlp,23,0.9202868044495524,0.9081067214273258,-0.012180083022226507
CHEMBL231_Ki,CHEMBL231_Ki:97,unimol,mlp,42,0.935580874998123,0.8632517048828805,-0.07232917011524254
CHEMBL231_Ki,CHEMBL231_Ki:97,unimol,xgboost,11,0.9046564205445904,0.8675351093583596,-0.03712131118623074
CHEMBL231_Ki,CHEMBL231_Ki:97,unimol,xgboost,23,0.8985629682806114,0.892759953883155,-0.005803014397456452
CHEMBL231_Ki,CHEMBL231_Ki:97,unimol,xgboost,42,0.9036427663670475,0.8395705270151765,-0.06407223935187101
CHEMBL231_Ki,CHEMBL231_Ki:99,molformer,mlp,11,0.936616935201928,0.9400886851164972,0.003471749914569222
CHEMBL231_Ki,CHEMBL231_Ki:99,molformer,mlp,23,0.9411001353962531,0.9459755985503328,0.004875463154079607
CHEMBL231_Ki,CHEMBL231_Ki:99,molformer,mlp,42,0.9548771647035188,0.9444827266303452,-0.01039443807317364
CHEMBL231_Ki,CHEMBL231_Ki:99,molformer,xgboost,11,0.8575603051853324,0.9309254269354944,0.07336512175016197
CHEMBL231_Ki,CHEMBL231_Ki:99,molformer,xgboost,23,0.9460724128163412,0.9349197948359615,-0.011152617980379698
