dataset,component_id,representation,predictor,explainer,seed,label_permuted,trained,matched_seed_delta
CHEMBL219_Ki,53,morgan,mlp,crem_mean,42,-0.0341973354438727,-0.0305227354099533,0.0036746000339193986
CHEMBL219_Ki,53,morgan,xgboost,crem_lime,11,0.1180366229605952,-0.0653130711822293,-0.18334969414282448
CHEMBL219_Ki,53,morgan,xgboost,crem_lime,23,-0.0998201981071196,-0.0686452653038971,0.031174932803222505
CHEMBL219_Ki,53,morgan,xgboost,crem_lime,42,-0.0415186637690571,-0.057770216185707,-0.016251552416649898
CHEMBL219_Ki,53,morgan,xgboost,crem_mean,11,-0.0264500537056927,-0.0375044754744002,-0.011054421768707502
CHEMBL219_Ki,53,morgan,xgboost,crem_mean,23,0.0,-0.0383824010153259,-0.0383824010153259
CHEMBL219_Ki,53,morgan,xgboost,crem_mean,42,-0.0391335481561044,-0.03796992481203,0.0011636233440743965
CHEMBL219_Ki,53,unimol,mlp,crem_lime,11,0.0475593746270438,0.1206828305026386,0.0731234558755948
CHEMBL219_Ki,53,unimol,mlp,crem_lime,23,-0.0522983981541681,-0.0521141183067274,0.00018427984744069648
CHEMBL219_Ki,53,unimol,mlp,crem_lime,42,0.087387432658505,0.0246704613740624,-0.0627169712844426
CHEMBL219_Ki,53,unimol,mlp,crem_mean,11,-0.0352548036758562,-0.0352462183125798,8.58536327640047e-06
CHEMBL219_Ki,53,unimol,mlp,crem_mean,23,-0.0390559732664995,-0.0420426065162906,-0.0029866332497911
CHEMBL219_Ki,53,unimol,mlp,crem_mean,42,-0.0321518080916576,-0.0406850459482037,-0.008533237856546097
CHEMBL219_Ki,53,unimol,xgboost,crem_lime,11,-0.06981963018269,-0.034205073049311,0.03561455713337899
CHEMBL219_Ki,53,unimol,xgboost,crem_lime,23,-0.0324203793831811,-0.0126865013250996,0.019733878058081498
CHEMBL219_Ki,53,unimol,xgboost,crem_lime,42,0.0465527630941164,0.2209366372069642,0.17438387411284778
CHEMBL219_Ki,53,unimol,xgboost,crem_mean,11,-0.0363408521303257,-0.0376367053998632,-0.001295853269537496
CHEMBL219_Ki,53,unimol,xgboost,crem_mean,23,-0.041640833718479,-0.0368063014679555,0.0048345322505235
CHEMBL219_Ki,53,unimol,xgboost,crem_mean,42,-0.0356003645477329,-0.0236305048335123,0.011969859714220602
CHEMBL219_Ki,56,molformer,mlp,crem_lime,11,-0.1468233426997411,0.2171231404676877,0.3639464831674288
CHEMBL219_Ki,56,molformer,mlp,crem_lime,23,0.3714935536671666,0.3812218233973511,0.009728269730184536
CHEMBL219_Ki,56,molformer,mlp,crem_lime,42,0.404462150667066,0.1021632233107529,-0.3022989273563131
CHEMBL219_Ki,56,molformer,mlp,crem_mean,11,-0.0442553032822215,0.1034189449596531,0.1476742482418746
CHEMBL219_Ki,56,molformer,mlp,crem_mean,23,0.2641165192652607,0.3262504086302714,0.062133889365010686
CHEMBL219_Ki,56,molformer,mlp,crem_mean,42,0.1166955033394727,-0.028427982131169,-0.14512348547064172
CHEMBL219_Ki,56,molformer,xgboost,crem_lime,11,0.3548778797294951,-0.0539481565367651,-0.4088260362662602
CHEMBL219_Ki,56,molformer,xgboost,crem_lime,23,0.0701186823545671,0.087687381974897,0.017568699620329906
CHEMBL219_Ki,56,molformer,xgboost,crem_lime,42,0.3419927102023589,-0.0939480894566341,-0.435940799658993
CHEMBL219_Ki,56,molformer,xgboost,crem_mean,11,0.2459545603138281,0.1777203503511402,-0.06823420996268789
CHEMBL219_Ki,56,molformer,xgboost,crem_mean,23,0.3362573099415205,0.1689277541680287,-0.1673295557734918
CHEMBL219_Ki,56,molformer,xgboost,crem_mean,42,0.1402822942176188,-0.033066519311867,-0.1733488135294858
CHEMBL219_Ki,56,morgan,mlp,crem_lime,11,-0.0374759318706151,0.0120774346680349,0.04955336653865
CHEMBL219_Ki,56,morgan,mlp,crem_lime,23,0.3544321987181703,0.0607063711270796,-0.29372582759109067
CHEMBL219_Ki,56,morgan,mlp,crem_lime,42,0.1372644413702457,-0.0557764551797075,-0.1930408965499532
CHEMBL219_Ki,56,morgan,mlp,crem_mean,11,0.1108463378124946,0.360700344210911,0.24985400639841643
CHEMBL219_Ki,56,morgan,mlp,crem_mean,23,0.2388716356107661,0.1270419130831029,-0.11182972252766321
CHEMBL219_Ki,56,morgan,mlp,crem_mean,42,0.19038084341288,0.0790765047261185,-0.1113043386867615
CHEMBL219_Ki,56,morgan,xgboost,crem_lime,11,0.0879601170874972,-0.0259028553674415,-0.11386297245493869
CHEMBL219_Ki,56,morgan,xgboost,crem_lime,23,-0.0537801323125465,-0.006143658748191,0.0476364735643555
CHEMBL219_Ki,56,morgan,xgboost,crem_lime,42,0.1797202950943027,-0.01400838912157,-0.1937286842158727
CHEMBL219_Ki,56,morgan,xgboost,crem_mean,11,0.1680491990846682,0.238841105762908,0.07079190667823981
CHEMBL219_Ki,56,morgan,xgboost,crem_mean,23,0.204233409610984,0.3503971698361345,0.1461637602251505
CHEMBL219_Ki,56,morgan,xgboost,crem_mean,42,0.0932259434192678,0.263631342223625,0.17040539880435718
CHEMBL219_Ki,56,unimol,mlp,crem_lime,11,-0.0317727432335376,-0.0903030000434907,-0.05853025680995311
CHEMBL219_Ki,56,unimol,mlp,crem_lime,23,-0.1323746726092762,-0.1064419877822654,0.02593268482701082
CHEMBL219_Ki,56,unimol,mlp,crem_lime,42,-0.0745122424443618,0.4829630757288132,0.557475318173175
CHEMBL219_Ki,56,unimol,mlp,crem_mean,11,0.0183270676691729,0.0669477728834763,0.048620705214303395
CHEMBL219_Ki,56,unimol,mlp,crem_mean,23,-0.0240579033624744,0.0452443409690716,0.069302244331546
CHEMBL219_Ki,56,unimol,mlp,crem_mean,42,-0.0022258118060986,0.4554704448869208,0.4576962566930194
CHEMBL219_Ki,56,unimol,xgboost,crem_lime,11,0.0604923961191771,-0.1582759898480523,-0.21876838596722942
CHEMBL219_Ki,56,unimol,xgboost,crem_lime,23,0.1311187946464064,-0.0803069499679537,-0.21142574461436012
CHEMBL219_Ki,56,unimol,xgboost,crem_lime,42,-0.022323588776497,0.4123393571423404,0.43466294591883736
CHEMBL219_Ki,56,unimol,xgboost,crem_mean,11,0.0864116813773564,-0.0233027021765288,-0.1097143835538852
CHEMBL219_Ki,56,unimol,xgboost,crem_mean,23,-0.0199442219679634,0.0665202007576486,0.086464422725612
CHEMBL219_Ki,56,unimol,xgboost,crem_mean,42,0.0901116427432216,0.3822648531563984,0.2921532104131768
CHEMBL219_Ki,58,molformer,mlp,crem_lime,11,0.164756224896385,-0.067597403719403,-0.232353628615788
CHEMBL219_Ki,58,molformer,mlp,crem_lime,23,0.0483026443253716,-0.0721716139405263,-0.12047425826589792
CHEMBL219_Ki,58,molformer,mlp,crem_lime,42,-0.0015173275556918,-0.0601707225595546,-0.0586533950038628
CHEMBL219_Ki,58,molformer,mlp,crem_mean,11,0.0025645477517135,-0.0544890927636688,-0.057053640515382295
CHEMBL219_Ki,58,molformer,mlp,crem_mean,23,0.1739496011901238,-0.0506876924880464,-0.2246372936781702
CHEMBL219_Ki,58,molformer,mlp,crem_mean,42,-0.0174471536659252,-0.0188499514575975,-0.001402797791672298
CHEMBL219_Ki,58,molformer,xgboost,crem_lime,11,0.0859496491270967,0.1382393667932213,0.0522897176661246
CHEMBL219_Ki,58,molformer,xgboost,crem_lime,23,0.334998505933578,0.1814375901777214,-0.1535609157558566
CHEMBL219_Ki,58,molformer,xgboost,crem_lime,42,0.0270630261080176,0.1443464651792208,0.11728343907120321
CHEMBL219_Ki,58,molformer,xgboost,crem_mean,11,0.0733233968044339,0.0195161456190868,-0.05380725118534709
CHEMBL219_Ki,58,molformer,xgboost,crem_mean,23,0.2703432930705657,0.0110550777848595,-0.2592882152857062
CHEMBL219_Ki,58,molformer,xgboost,crem_mean,42,-0.0299699374553567,0.0025788207008302,0.0325487581561869
CHEMBL219_Ki,58,morgan,mlp,crem_lime,11,0.6137275767710549,-0.0683677381359888,-0.6820953149070438
CHEMBL219_Ki,58,morgan,mlp,crem_lime,23,0.2549583720475328,-0.0391178532783845,-0.2940762253259173
CHEMBL219_Ki,58,morgan,mlp,crem_lime,42,0.6097865421291996,-0.0648215818255133,-0.6746081239547129
CHEMBL219_Ki,58,morgan,mlp,crem_mean,11,0.2470153685323964,-0.0478806947319824,-0.2948960632643788
CHEMBL219_Ki,58,morgan,mlp,crem_mean,23,0.3734265734265735,-0.0437184025346044,-0.4171449759611779
CHEMBL219_Ki,58,morgan,mlp,crem_mean,42,0.563843727916126,-0.0619772669431478,-0.6258209948592738
CHEMBL219_Ki,58,morgan,xgboost,crem_lime,11,0.3563789764157411,-0.0767821147685624,-0.4331610911843035
CHEMBL219_Ki,58,morgan,xgboost,crem_lime,23,0.2812732443286156,-0.0765948251068767,-0.3578680694354923
CHEMBL219_Ki,58,morgan,xgboost,crem_lime,42,-0.0644496800873604,-0.0766246475463982,-0.012174967459037789
CHEMBL219_Ki,58,morgan,xgboost,crem_mean,11,0.0873685400441253,-0.0571792876303466,-0.14454782767447188
CHEMBL219_Ki,58,morgan,xgboost,crem_mean,23,0.0961538461538461,-0.0598168521201775,-0.1559706982740236
CHEMBL219_Ki,58,morgan,xgboost,crem_mean,42,0.0019563736844675,-0.057185063623877,-0.0591414373083445
CHEMBL219_Ki,58,unimol,mlp,crem_lime,11,0.0312778668506643,0.1047762865272531,0.0734984196765888
CHEMBL219_Ki,58,unimol,mlp,crem_lime,23,0.3517333682411424,0.0732899585609376,-0.27844340968020476
CHEMBL219_Ki,58,unimol,mlp,crem_lime,42,0.1863028143185486,0.2397171010807374,0.05341428676218882
CHEMBL219_Ki,58,unimol,mlp,crem_mean,11,0.2446354171774929,0.0073738198738198,-0.2372615973036731
CHEMBL219_Ki,58,unimol,mlp,crem_mean,23,0.211606329788148,-0.0230223916949923,-0.2346287214831403
CHEMBL219_Ki,58,unimol,mlp,crem_mean,42,0.1300504705109968,0.5989365718691232,0.46888610135812636
CHEMBL219_Ki,58,unimol,xgboost,crem_lime,11,-0.0081287900190822,0.1674325731273622,0.1755613631464444
CHEMBL219_Ki,58,unimol,xgboost,crem_lime,23,0.1326176514872687,7.331112283945661e-05,-0.13254434036442925
CHEMBL219_Ki,58,unimol,xgboost,crem_lime,42,0.5030931787510735,0.1511281720308089,-0.35196500672026465
CHEMBL219_Ki,58,unimol,xgboost,crem_mean,11,0.0675055869708777,-0.0104338819185078,-0.07793946888938551
CHEMBL219_Ki,58,unimol,xgboost,crem_mean,23,0.0695409069940553,-0.0107654717440279,-0.08030637873808319
CHEMBL219_Ki,58,unimol,xgboost,crem_mean,42,0.2957042957042957,0.6798320183020023,0.38412772259770667
CHEMBL219_Ki,64,molformer,mlp,crem_lime,11,0.2741064751513281,0.5581232601338035,0.28401678498247546
CHEMBL219_Ki,64,molformer,mlp,crem_lime,23,0.0625119585898227,0.5510463379909115,0.4885343794010888
CHEMBL219_Ki,64,molformer,mlp,crem_lime,42,0.5369710295284842,0.3876782094076522,-0.149292820120832
CHEMBL219_Ki,64,molformer,mlp,crem_mean,11,-0.0071563713204579,0.0297439449917898,0.0369003163122477
CHEMBL219_Ki,64,molformer,mlp,crem_mean,23,-0.04998778998779,-0.0410044419993071,0.008983347988482902
CHEMBL219_Ki,64,molformer,mlp,crem_mean,42,0.2691666666666668,-0.0432539682539682,-0.312420634920635
CHEMBL219_Ki,64,molformer,xgboost,crem_lime,11,0.2618267738620583,0.3828720771073969,0.12104530324533858
CHEMBL219_Ki,64,molformer,xgboost,crem_lime,23,0.2992374295085636,0.1255118150063744,-0.17372561450218918
CHEMBL219_Ki,64,molformer,xgboost,crem_lime,42,-0.188439490310093,0.3542107671562594,0.5426502574663523
CHEMBL219_Ki,64,molformer,xgboost,crem_mean,11,0.0479242979242979,-0.0223087098087097,-0.0702330077330076
CHEMBL219_Ki,64,molformer,xgboost,crem_mean,23,0.0346428571428571,-0.0547071702244115,-0.0893500273672686
CHEMBL219_Ki,64,molformer,xgboost,crem_mean,42,-0.0796685493133,0.0425420168067228,0.1222105661200228
CHEMBL219_Ki,64,morgan,mlp,crem_lime,11,-0.1227097625854085,-0.0426370732885062,0.0800726892969023
CHEMBL219_Ki,64,morgan,mlp,crem_lime,23,-0.1976735928932713,-0.0716960724814687,0.1259775204118026
CHEMBL219_Ki,64,morgan,mlp,crem_lime,42,-0.0983264038730825,-0.1201825747239501,-0.021856170850867593
CHEMBL219_Ki,64,morgan,mlp,crem_mean,11,-0.064675972014822,-0.0515047044458808,0.0131712675689412
CHEMBL219_Ki,64,morgan,mlp,crem_mean,23,0.0080753507365006,0.0999685443283004,0.09189319359179979
CHEMBL219_Ki,64,morgan,mlp,crem_mean,42,0.18244708994709,-0.0740160586651814,-0.2564631486122714
CHEMBL219_Ki,64,morgan,xgboost,crem_lime,11,-4.549674279974436e-05,0.1677303566827349,0.16777585342553464
CHEMBL219_Ki,64,morgan,xgboost,crem_lime,23,-0.132066238893046,0.1432406736422681,0.27530691253531414
CHEMBL219_Ki,64,morgan,xgboost,crem_lime,42,-0.1037401710432045,-0.1209247684873525,-0.017184597444147992
CHEMBL219_Ki,64,morgan,xgboost,crem_mean,11,-0.073663306786129,0.0375992063492064,0.11126251313533539
CHEMBL219_Ki,64,morgan,xgboost,crem_mean,23,0.0,0.0496031746031746,0.0496031746031746
CHEMBL219_Ki,64,morgan,xgboost,crem_mean,42,-0.0807391388641388,-0.085657596371882,-0.004918457507743196
CHEMBL219_Ki,64,unimol,mlp,crem_lime,11,-0.1859621139917926,-0.2080435491511124,-0.02208143515931979
CHEMBL219_Ki,64,unimol,mlp,crem_lime,23,0.2230488555643589,-0.1848597665070494,-0.4079086220714083
CHEMBL219_Ki,64,unimol,mlp,crem_lime,42,-0.0708831675219827,-0.1981477880794938,-0.1272646205575111
CHEMBL219_Ki,64,unimol,mlp,crem_mean,11,-0.0357854897192371,-0.0621480536659107,-0.026362563946673606
CHEMBL219_Ki,64,unimol,mlp,crem_mean,23,0.1521825396825397,-0.0712238072486519,-0.2234063469311916
CHEMBL219_Ki,64,unimol,mlp,crem_mean,42,-0.0016374477830834,-0.0465891912320482,-0.044951743448964805
CHEMBL219_Ki,64,unimol,xgboost,crem_lime,11,-0.1910741514077353,-0.1933729598875457,-0.002298808479810399
CHEMBL219_Ki,64,unimol,xgboost,crem_lime,23,0.1916809301695004,-0.2011073089058289,-0.39278823907532934
CHEMBL219_Ki,64,unimol,xgboost,crem_lime,42,-0.1639513849333275,-0.1938049790913469,-0.029853594158019386
CHEMBL219_Ki,64,unimol,xgboost,crem_mean,11,-0.0533095484570639,-0.1055582257057412,-0.052248677248677294
CHEMBL219_Ki,64,unimol,xgboost,crem_mean,23,0.238375256016385,-0.1154506872307023,-0.3538259432470873
CHEMBL219_Ki,64,unimol,xgboost,crem_mean,42,-0.0085450802184673,-0.102677332310591,-0.0941322520921237
CHEMBL219_Ki,71,molformer,mlp,crem_lime,11,0.3357703864117323,-0.0254629433829804,-0.3612333297947127
CHEMBL219_Ki,71,molformer,mlp,crem_lime,23,-0.0247484123642629,-0.0506412610441115,-0.0258928486798486
CHEMBL219_Ki,71,molformer,mlp,crem_lime,42,0.6741839502136987,-0.0649305500677679,-0.7391145002814666
CHEMBL219_Ki,71,molformer,mlp,crem_mean,11,0.2122051719238419,-0.0369603558009355,-0.2491655277247774
CHEMBL219_Ki,71,molformer,mlp,crem_mean,23,-0.0415615671893782,-0.0334844004976329,0.008077166691745304
CHEMBL219_Ki,71,molformer,mlp,crem_mean,42,0.1165392578436056,-0.0419339284073583,-0.1584731862509639
CHEMBL219_Ki,71,molformer,xgboost,crem_lime,11,-0.0364202756778398,-0.0252168916367614,0.011203384041078401
CHEMBL219_Ki,71,molformer,xgboost,crem_lime,23,0.0693628518361638,-0.0393826406554609,-0.10874549249162468
CHEMBL219_Ki,71,molformer,xgboost,crem_lime,42,0.1216142449984049,-0.0510087228761622,-0.1726229678745671
CHEMBL219_Ki,71,molformer,xgboost,crem_mean,11,-0.0264651754421575,-0.0263815402704291,8.363517172839743e-05
CHEMBL219_Ki,71,molformer,xgboost,crem_mean,23,-0.0139244103438476,-0.018192623265087,-0.004268212921239399
CHEMBL219_Ki,71,molformer,xgboost,crem_mean,42,0.1001811594202898,-0.0360980775044576,-0.1362792369247474
CHEMBL219_Ki,71,morgan,mlp,crem_lime,11,0.0261171362104862,-0.0222762314979925,-0.0483933677084787
CHEMBL219_Ki,71,morgan,mlp,crem_lime,23,-0.0563936398728303,-0.0656516317670244,-0.0092579918941941
CHEMBL219_Ki,71,morgan,mlp,crem_lime,42,-0.0364844119217279,-0.0709651976535378,-0.034480785731809904
CHEMBL219_Ki,71,morgan,mlp,crem_mean,11,0.0235535074244751,-0.0336818198043834,-0.057235327228858504
CHEMBL219_Ki,71,morgan,mlp,crem_mean,23,-0.0111531190926275,-0.0404794426533556,-0.029326323560728104
CHEMBL219_Ki,71,morgan,mlp,crem_mean,42,-0.0361125684015709,-0.0341505602438732,0.0019620081576976964
CHEMBL219_Ki,71,morgan,xgboost,crem_lime,11,0.521398058686706,-0.0756839661090195,-0.5970820247957255
CHEMBL219_Ki,71,morgan,xgboost,crem_lime,23,0.6312513640412193,-0.0680434585220352,-0.6992948225632545
CHEMBL219_Ki,71,morgan,xgboost,crem_lime,42,0.4363671260237857,-0.0745511211128225,-0.5109182471366082
CHEMBL219_Ki,71,morgan,xgboost,crem_mean,11,0.1924315619967793,-0.0400360678138455,-0.2324676298106248
CHEMBL219_Ki,71,morgan,xgboost,crem_mean,23,0.1557971014492753,-0.0376606568510616,-0.1934577583003369
CHEMBL219_Ki,71,morgan,xgboost,crem_mean,42,0.1135265700483091,-0.0374105330081642,-0.1509371030564733
CHEMBL219_Ki,71,unimol,mlp,crem_lime,11,0.0780589978762631,0.0175457479063504,-0.0605132499699127
CHEMBL219_Ki,71,unimol,mlp,crem_lime,23,-0.007163662925224,0.043883062778027,0.051046725703251
CHEMBL219_Ki,71,unimol,mlp,crem_lime,42,0.0179139535624815,-0.0595752359037382,-0.0774891894662197
CHEMBL219_Ki,71,unimol,mlp,crem_mean,11,0.0228141423793597,-0.0259057971014492,-0.048719939480808896
CHEMBL219_Ki,71,unimol,mlp,crem_mean,23,-0.0424794599586798,-0.0318297409357142,0.010649719022965597
CHEMBL219_Ki,71,unimol,mlp,crem_mean,42,0.0295360897982381,-0.0336794137945033,-0.0632155035927414
CHEMBL219_Ki,71,unimol,xgboost,crem_lime,11,0.0238048396616171,-0.056624948834509,-0.0804297884961261
CHEMBL219_Ki,71,unimol,xgboost,crem_lime,23,-0.0281588723165388,-0.0653394794559764,-0.037180607139437605
CHEMBL219_Ki,71,unimol,xgboost,crem_lime,42,0.0696641328853917,0.0020383937050603,-0.06762573918033139
CHEMBL219_Ki,71,unimol,xgboost,crem_mean,11,-0.0319287135143912,-0.0362681409467798,-0.004339427432388597
CHEMBL219_Ki,71,unimol,xgboost,crem_mean,23,-0.0272430815909076,-0.0432694599361265,-0.0160263783452189
CHEMBL219_Ki,71,unimol,xgboost,crem_mean,42,0.1292445564657284,-0.0370645805844872,-0.1663091370502156
CHEMBL219_Ki,76,molformer,mlp,crem_lime,11,-0.0253967727674624,0.4131848581228375,0.4385816308902999
CHEMBL219_Ki,76,molformer,mlp,crem_lime,23,0.0630396730291485,0.044966167426578,-0.01807350560257049
CHEMBL219_Ki,76,molformer,mlp,crem_lime,42,0.1547397292582844,0.0243483739733389,-0.1303913552849455
CHEMBL219_Ki,76,molformer,mlp,crem_mean,11,0.0304895104895105,-0.0087587412587411,-0.0392482517482516
CHEMBL219_Ki,76,molformer,mlp,crem_mean,23,0.0413636363636362,0.0027272727272728,-0.0386363636363634
CHEMBL219_Ki,76,molformer,mlp,crem_mean,42,0.1159090909090907,0.0246503496503496,-0.0912587412587411
CHEMBL219_Ki,76,molformer,xgboost,crem_lime,11,0.0203009803108617,0.506961482096424,0.4866605017855623
CHEMBL219_Ki,76,molformer,xgboost,crem_lime,23,-0.0579152069128516,0.746657754010695,0.8045729609235466
CHEMBL219_Ki,76,molformer,xgboost,crem_lime,42,0.641956653640477,-0.1277560469598889,-0.7697127006003659
CHEMBL219_Ki,76,molformer,xgboost,crem_mean,11,0.1021710108073742,0.1011363636363636,-0.001034647171010608
CHEMBL219_Ki,76,molformer,xgboost,crem_mean,23,0.0283216783216781,0.099055944055944,0.0707342657342659
CHEMBL219_Ki,76,molformer,xgboost,crem_mean,42,0.1439685314685314,0.0343388429752066,-0.1096296884933248
CHEMBL219_Ki,76,morgan,mlp,crem_lime,11,0.2081654001313441,0.2058808292329845,-0.0022845708983595947
CHEMBL219_Ki,76,morgan,mlp,crem_lime,23,0.6266016202696828,0.2283780991735535,-0.3982235210961293
CHEMBL219_Ki,76,morgan,mlp,crem_lime,42,0.4059004932018127,0.0091448465479725,-0.3967556466538402
CHEMBL219_Ki,76,morgan,mlp,crem_mean,11,0.1398776223776223,0.1157438016528926,-0.024133820724729707
CHEMBL219_Ki,76,morgan,mlp,crem_mean,23,0.1380165289256197,0.095289256198347,-0.0427272727272727
CHEMBL219_Ki,76,morgan,mlp,crem_mean,42,0.1296503496503495,0.1180801017164651,-0.011570247933884392
CHEMBL219_Ki,76,morgan,xgboost,crem_lime,11,0.5523038026566731,0.6334245897000564,0.08112078704338332
CHEMBL219_Ki,76,morgan,xgboost,crem_lime,23,0.3281623444476106,0.7246856382078375,0.3965232937602269
CHEMBL219_Ki,76,morgan,xgboost,crem_lime,42,0.0710665346005902,0.7041880305523353,0.633121495951745
CHEMBL219_Ki,76,morgan,xgboost,crem_mean,11,0.0528528289891925,0.1498760330578512,0.09702320406865869
CHEMBL219_Ki,76,morgan,xgboost,crem_mean,23,0.1397727272727271,0.1232867132867133,-0.016486013986013806
CHEMBL219_Ki,76,morgan,xgboost,crem_mean,42,0.0631214240305149,0.1642164653528288,0.1010950413223139
CHEMBL219_Ki,76,unimol,mlp,crem_lime,11,-0.0827511708062506,-0.0806018208844297,0.002149349921820906
CHEMBL219_Ki,76,unimol,mlp,crem_lime,23,0.2613707890237133,-0.1800193306298212,-0.4413901196535345
CHEMBL219_Ki,76,unimol,mlp,crem_lime,42,-0.2639366710917135,-0.0270898853071205,0.23684678578459298
CHEMBL219_Ki,76,unimol,mlp,crem_mean,11,0.1135966306420851,-0.015267005721551,-0.1288636363636361
CHEMBL219_Ki,76,unimol,mlp,crem_mean,23,0.0843335452426361,0.0255922865013774,-0.0587412587412587
CHEMBL219_Ki,76,unimol,mlp,crem_mean,42,-0.0522377622377622,0.0255721551176096,0.0778099173553718
CHEMBL219_Ki,76,unimol,xgboost,crem_lime,11,0.1183754963655939,-0.1953960288672373,-0.3137715252328312
CHEMBL219_Ki,76,unimol,xgboost,crem_lime,23,0.007871586314871,0.2554709635050189,0.2475993771901479
CHEMBL219_Ki,76,unimol,xgboost,crem_lime,42,-0.1443265675711848,-0.0978712713000579,0.046455296271126906
CHEMBL219_Ki,76,unimol,xgboost,crem_mean,11,0.122107438016529,0.0495804195804195,-0.07252701843610951
CHEMBL219_Ki,76,unimol,xgboost,crem_mean,23,0.0670367132867133,0.113884297520661,0.04684758423394769
CHEMBL219_Ki,76,unimol,xgboost,crem_mean,42,0.0,0.0931301652892562,0.0931301652892562
CHEMBL219_Ki,77,molformer,mlp,crem_lime,11,0.2364103611679564,0.4520991828684135,0.21568882170045708
CHEMBL219_Ki,77,molformer,mlp,crem_lime,23,0.4785928357356926,0.3024158381301239,-0.1761769976055687
CHEMBL219_Ki,77,molformer,mlp,crem_lime,42,0.431021359592788,0.3733647305075875,-0.05765662908520047
CHEMBL219_Ki,77,molformer,mlp,crem_mean,11,0.0164835164835165,0.0164835164835165,0.0
CHEMBL219_Ki,77,molformer,mlp,crem_mean,23,0.0164835164835165,-0.0018315018315018,-0.018315018315018302
CHEMBL219_Ki,77,molformer,mlp,crem_mean,42,0.0164835164835165,-0.0018315018315018,-0.018315018315018302
CHEMBL219_Ki,77,molformer,xgboost,crem_lime,11,0.2114478927665741,0.4406820285941163,0.2292341358275422
CHEMBL219_Ki,77,molformer,xgboost,crem_lime,23,0.2192971863301533,0.4406820285941163,0.22138484226396302
CHEMBL219_Ki,77,molformer,xgboost,crem_lime,42,0.4406820285941163,0.4406820285941163,0.0
CHEMBL219_Ki,77,molformer,xgboost,crem_mean,11,0.0164835164835165,0.0164835164835165,0.0
CHEMBL219_Ki,77,molformer,xgboost,crem_mean,23,0.0164835164835165,0.0714285714285715,0.05494505494505499
CHEMBL219_Ki,77,molformer,xgboost,crem_mean,42,0.0714285714285715,0.0714285714285715,0.0
CHEMBL219_Ki,77,morgan,mlp,crem_lime,11,0.3348830656522964,0.1819080868854624,-0.15297497876683402
CHEMBL219_Ki,77,morgan,mlp,crem_lime,23,0.4424385138670851,0.2321646607360892,-0.2102738531309959
CHEMBL219_Ki,77,morgan,mlp,crem_lime,42,0.3024158381301237,0.4543908472479899,0.1519750091178662
CHEMBL219_Ki,77,morgan,mlp,crem_mean,11,0.0714285714285715,0.0714285714285715,0.0
CHEMBL219_Ki,77,morgan,mlp,crem_mean,23,0.0714285714285715,0.0714285714285715,0.0
CHEMBL219_Ki,77,morgan,mlp,crem_mean,42,0.0164835164835165,0.0714285714285715,0.05494505494505499
CHEMBL219_Ki,77,morgan,xgboost,crem_lime,11,0.2400733648309601,0.4646781789638932,0.2246048141329331
CHEMBL219_Ki,77,morgan,xgboost,crem_lime,23,0.3234659113779992,0.2042081311635286,-0.11925778021447059
CHEMBL219_Ki,77,morgan,xgboost,crem_lime,42,0.1900317727385396,0.2485264502071223,0.058494677468582695
CHEMBL219_Ki,77,morgan,xgboost,crem_mean,11,-0.0018315018315018,0.0714285714285715,0.07326007326007329
CHEMBL219_Ki,77,morgan,xgboost,crem_mean,23,0.0164835164835165,0.0714285714285715,0.05494505494505499
CHEMBL219_Ki,77,morgan,xgboost,crem_mean,42,0.0164835164835165,0.0714285714285715,0.05494505494505499
CHEMBL219_Ki,77,unimol,mlp,crem_lime,11,0.3172496002166333,0.4602778174206744,0.14302821720404113
CHEMBL219_Ki,77,unimol,mlp,crem_lime,23,0.2019539750632187,0.3487702773417059,0.14681630227848722
CHEMBL219_Ki,77,unimol,mlp,crem_lime,42,0.2364103611679564,0.4412611198325483,0.20485075866459188
CHEMBL219_Ki,77,unimol,mlp,crem_mean,11,0.0714285714285715,0.0714285714285715,0.0
CHEMBL219_Ki,77,unimol,mlp,crem_mean,23,-0.0018315018315018,0.0714285714285715,0.07326007326007329
CHEMBL219_Ki,77,unimol,mlp,crem_mean,42,-0.0018315018315018,0.0714285714285715,0.07326007326007329
CHEMBL219_Ki,77,unimol,xgboost,crem_lime,11,0.3430617002045573,0.3952119309262165,0.052150230721659196
CHEMBL219_Ki,77,unimol,xgboost,crem_lime,23,0.4785928357356926,0.4406820285941163,-0.0379108071415763
CHEMBL219_Ki,77,unimol,xgboost,crem_lime,42,0.114116652578191,0.4406820285941163,0.32656537601592533
CHEMBL219_Ki,77,unimol,xgboost,crem_mean,11,0.0714285714285715,0.0714285714285715,0.0
CHEMBL219_Ki,77,unimol,xgboost,crem_mean,23,0.0164835164835165,0.0714285714285715,0.05494505494505499
CHEMBL219_Ki,77,unimol,xgboost,crem_mean,42,0.0,0.0714285714285715,0.0714285714285715
CHEMBL219_Ki,85,molformer,mlp,crem_lime,11,0.5783979793675085,-0.100503139957707,-0.6789011193252155
CHEMBL219_Ki,85,molformer,mlp,crem_lime,23,0.454841659457477,-0.0807885138996171,-0.5356301733570941
CHEMBL219_Ki,85,molformer,mlp,crem_lime,42,0.3501660677734085,-0.0846481964958653,-0.4348142642692738
