draw,estimate
0,-0.0235759606297963
1,-0.011984134202295715
2,-0.024666156713274365
3,-0.031905133536635
4,-0.016091282458815893
5,-0.020383293875007487
6,-0.012302470737656496
7,-0.025081373031048074
8,-0.014640979453326717
9,-0.024461870826061716
10,-0.02367771432553427
11,-0.017664965297971784
12,-0.022333742570997975
13,-0.01855595366651208
14,-0.017911671892194135
15,-0.020275718185775136
16,-0.022143814235650927
17,-0.020542523127109556
18,-0.02450301452519138
19,-0.010424882911841737
20,-0.00995398350725335
21,-0.015798952454577703
22,-0.030550819388538694
23,-0.018567038451674456
24,-0.02539682539682503
25,-0.025603483466156964
26,-0.014679245402929617
27,-0.019116797866959228
28,-0.015374051866013448
29,-0.020617218367049966
30,-0.018679608709543896
31,-0.02598353295064163
32,-0.025772677812497334
33,-0.01908885585789158
34,-0.02620034589172121
35,-0.020631883104014433
36,-0.0212626296375297
37,-0.023311421093800508
38,-0.017737490686670406
39,-0.023991670520618968
40,-0.01520555003799498
41,-0.014367717497596052
42,-0.020024863373503145
43,-0.02188669908052915
44,-0.01859819660331757
45,-0.017156689060025522
46,-0.011099829342539266
47,-0.015467522954858245
48,-0.015591225458573471
49,-0.020650843723531983
50,-0.009174572455531022
51,-0.014419750506589451
52,-0.019649012036207333
53,-0.018714588638285755
54,-0.0139969516135552
55,-0.020158926171128657
56,-0.020618482590159717
57,-0.011228808228504923
58,-0.020198979501338067
59,-0.01915975993089092
60,-0.020016654483236203
61,-0.015505466385442743
62,-0.017440872026701963
63,-0.01932833655417438
64,-0.02011666370208545
65,-0.0235981361413757
66,-0.021852698058584766
67,-0.02102176745921555
68,-0.016280020404881065
69,-0.022304119431648624
70,-0.02458991104749815
71,-0.008860028860028835
72,-0.0138391175686075
73,-0.010581443685011557
74,-0.012525300753985114
75,-0.0192719854136655
76,-0.015092983739874805
77,-0.01242804814233378
78,-0.019965945337774835
79,-0.020195578231292477
80,-0.007146374415907451
81,-0.02260117603384028
82,-0.012932705151490049
83,-0.016049828635410334
84,-0.021579018137383804
85,-0.0170717592592592
86,-0.02108524021236932
87,-0.01636946374112805
88,-0.014878819932939928
89,-0.021201524902998467
90,-0.01566333649940546
91,-0.02494929838679833
92,-0.021543707006369338
93,-0.018611219465686668
94,-0.015236473780356724
95,-0.015837897153829987
96,-0.018474149448883592
97,-0.01440812881726862
98,-0.019003894000624074
99,-0.02163499603482321
100,-0.0179988662131519
101,-0.02437681567826993
102,-0.015551510639233034
103,-0.017433665421262557
104,-0.013006323719202822
