dataset,component_id,representation,predictor,explainer,label_permuted,trained,delta_sanity
CHEMBL219_Ki,85,morgan,xgboost,crem_lime,0.5572523716567032,-0.03653359457455427,-0.5937859662312575
CHEMBL219_Ki,85,morgan,xgboost,crem_mean,0.3331436373302402,0.09474953065099272,-0.23839410667924749
CHEMBL219_Ki,85,unimol,mlp,crem_lime,0.5906568270535627,0.43104675768153783,-0.15961006937202488
CHEMBL219_Ki,85,unimol,mlp,crem_mean,0.3813297242425888,0.2647414914616391,-0.11658823278094971
CHEMBL219_Ki,85,unimol,xgboost,crem_lime,0.10254868859443163,0.3895320877483838,0.2869833991539522
CHEMBL219_Ki,85,unimol,xgboost,crem_mean,0.35302628529775343,0.21182501728060285,-0.14120126801715058
CHEMBL219_Ki,86,molformer,mlp,crem_lime,0.026031085307879735,0.03952820105085607,0.013497115742976334
CHEMBL219_Ki,86,molformer,mlp,crem_mean,0.0511893988703303,0.1163058146906761,0.0651164158203458
CHEMBL219_Ki,86,molformer,xgboost,crem_lime,0.15147203659445882,-0.06869156620340516,-0.22016360279786398
CHEMBL219_Ki,86,molformer,xgboost,crem_mean,0.11591663371916587,0.10872660847680372,-0.007190025242362147
CHEMBL219_Ki,86,morgan,mlp,crem_lime,0.28212972756818766,0.557234302275993,0.27510457470780536
CHEMBL219_Ki,86,morgan,mlp,crem_mean,0.14487199229322992,0.23113631475816235,0.08626432246493243
CHEMBL219_Ki,86,morgan,xgboost,crem_lime,0.14312997372251965,-0.057048106154069765,-0.20017807987658942
CHEMBL219_Ki,86,morgan,xgboost,crem_mean,0.05571615440633273,0.15298698051023987,0.09727082610390714
CHEMBL219_Ki,86,unimol,mlp,crem_lime,0.1077052414627254,0.027868974012260867,-0.07983626745046454
CHEMBL219_Ki,86,unimol,mlp,crem_mean,0.07700809934822588,0.03691232554645027,-0.040095773801775605
CHEMBL219_Ki,86,unimol,xgboost,crem_lime,0.14976427778695908,0.0669471837271164,-0.08281709405984268
CHEMBL219_Ki,86,unimol,xgboost,crem_mean,0.14429397009325765,0.0772125860493287,-0.06708138404392895
CHEMBL219_Ki,87,molformer,mlp,crem_lime,0.20718353052487856,0.02446103704733212,-0.18272249347754643
CHEMBL219_Ki,87,molformer,mlp,crem_mean,0.23685937972702667,0.2310008647914327,-0.0058585149355939725
CHEMBL219_Ki,87,molformer,xgboost,crem_lime,0.23413968757970163,0.5051414907294737,0.27100180314977207
CHEMBL219_Ki,87,molformer,xgboost,crem_mean,0.39245912505563824,0.43084048455481644,0.0383813594991782
CHEMBL219_Ki,87,morgan,mlp,crem_lime,-0.09924496059982141,-0.028646555017120306,0.0705984055827011
CHEMBL219_Ki,87,morgan,mlp,crem_mean,0.0723775698988547,0.17168549051294898,0.09930792061409428
CHEMBL219_Ki,87,morgan,xgboost,crem_lime,0.36972093007055945,0.3872418111381042,0.017520881067544736
CHEMBL219_Ki,87,morgan,xgboost,crem_mean,0.1620386446253027,0.3926605468031113,0.2306219021778086
CHEMBL219_Ki,87,unimol,mlp,crem_lime,0.05571338176521656,0.507898069495269,0.4521846877300524
CHEMBL219_Ki,87,unimol,mlp,crem_mean,0.24388698132962774,0.20548242788438867,-0.038404553445239076
CHEMBL219_Ki,87,unimol,xgboost,crem_lime,0.43105818775462473,0.3279022213151815,-0.10315596643944325
CHEMBL219_Ki,87,unimol,xgboost,crem_mean,0.3504747884446342,0.258358935161987,-0.09211585328264721
CHEMBL219_Ki,94,molformer,mlp,crem_lime,0.22231780445124769,0.1929868337678465,-0.02933097068340118
CHEMBL219_Ki,94,molformer,mlp,crem_mean,0.16060775100537533,0.1377751578606566,-0.02283259314471872
CHEMBL219_Ki,94,molformer,xgboost,crem_lime,0.09971917905123096,0.15743094753359743,0.05771176848236648
CHEMBL219_Ki,94,molformer,xgboost,crem_mean,0.060830902708520596,0.3051395407949735,0.24430863808645292
CHEMBL219_Ki,94,morgan,mlp,crem_lime,-0.1340914923188107,0.10610151367421494,0.24019300599302565
CHEMBL219_Ki,94,morgan,mlp,crem_mean,0.02639293591533623,0.17010564289724442,0.1437127069819082
CHEMBL219_Ki,94,morgan,xgboost,crem_lime,0.24387050429894055,-0.12396603269062607,-0.36783653698956664
CHEMBL219_Ki,94,morgan,xgboost,crem_mean,0.37701767616628296,0.23154127164048532,-0.14547640452579763
CHEMBL219_Ki,94,unimol,mlp,crem_lime,0.4233074121024862,0.16518105445996298,-0.25812635764252323
CHEMBL219_Ki,94,unimol,mlp,crem_mean,0.2631425377168411,0.1030489160173859,-0.16009362169945518
CHEMBL219_Ki,94,unimol,xgboost,crem_lime,0.15652827815872206,0.14704558682629112,-0.009482691332430931
CHEMBL219_Ki,94,unimol,xgboost,crem_mean,0.22141267100632422,0.13842459498419246,-0.08298807602213176
CHEMBL219_Ki,95,molformer,mlp,crem_lime,0.33151461851797254,0.30208517048794825,-0.029429448030024286
CHEMBL219_Ki,95,molformer,mlp,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,95,molformer,xgboost,crem_lime,0.09553601852384268,-0.01846042887485537,-0.11399644739869805
CHEMBL219_Ki,95,molformer,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,95,morgan,mlp,crem_lime,-0.014063838066754632,0.27184364371478137,0.285907481781536
CHEMBL219_Ki,95,morgan,mlp,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,95,morgan,xgboost,crem_lime,0.027883355084669336,0.31835893497183815,0.2904755798871688
CHEMBL219_Ki,95,morgan,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,95,unimol,mlp,crem_lime,0.09509072336620827,0.22606086176488474,0.13097013839867647
CHEMBL219_Ki,95,unimol,mlp,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,95,unimol,xgboost,crem_lime,0.3453371830611974,0.03669576087437497,-0.3086414221868224
CHEMBL219_Ki,95,unimol,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,96,molformer,mlp,crem_lime,0.08662428301193587,0.0793781947763894,-0.007246088235546469
CHEMBL219_Ki,96,molformer,mlp,crem_mean,0.030567095451783766,0.12312148635678037,0.0925543909049966
CHEMBL219_Ki,96,molformer,xgboost,crem_lime,0.3120870923098432,0.016460933453612967,-0.2956261588562302
CHEMBL219_Ki,96,molformer,xgboost,crem_mean,-0.013884518391159768,0.06561857959099239,0.07950309798215216
CHEMBL219_Ki,96,morgan,mlp,crem_lime,0.19462668551086684,0.04834495844553307,-0.14628172706533377
CHEMBL219_Ki,96,morgan,mlp,crem_mean,-0.0019051355033328995,0.0182961935808235,0.020201329084156398
CHEMBL219_Ki,96,morgan,xgboost,crem_lime,0.13441004711917473,0.2652841311066935,0.1308740839875188
CHEMBL219_Ki,96,morgan,xgboost,crem_mean,-0.012808909315325934,0.0664529914529914,0.07926190076831734
CHEMBL219_Ki,96,unimol,mlp,crem_lime,0.05631096364909873,0.057928959560329174,0.0016179959112304423
CHEMBL219_Ki,96,unimol,mlp,crem_mean,-0.0022511495586468324,0.018024422341310364,0.020275571899957195
CHEMBL219_Ki,96,unimol,xgboost,crem_lime,0.14491547746165864,0.03568015969506976,-0.10923531776658887
CHEMBL219_Ki,96,unimol,xgboost,crem_mean,0.025858535318376966,0.06900866480413066,0.0431501294857537
CHEMBL219_Ki,99,molformer,mlp,crem_lime,0.016516784300344468,0.21897729841417202,0.20246051411382754
CHEMBL219_Ki,99,molformer,mlp,crem_mean,-0.06519892184470037,-0.07769776188292236,-0.012498840038221992
CHEMBL219_Ki,99,molformer,xgboost,crem_lime,0.18008908337232368,0.03256574057616451,-0.14752334279615917
CHEMBL219_Ki,99,molformer,xgboost,crem_mean,-0.09149149210720457,-0.022813102222986336,0.06867838988421823
CHEMBL219_Ki,99,morgan,mlp,crem_lime,0.1644966176395149,0.29024525444566013,0.12574863680614523
CHEMBL219_Ki,99,morgan,mlp,crem_mean,-0.1304742000473495,-0.16437910729461044,-0.033904907247260946
CHEMBL219_Ki,99,morgan,xgboost,crem_lime,0.08453531315444791,-0.016236124237595465,-0.10077143739204338
CHEMBL219_Ki,99,morgan,xgboost,crem_mean,-0.04384355046471733,-0.014497902729063164,0.029345647735654165
CHEMBL219_Ki,99,unimol,mlp,crem_lime,-0.045309398179461696,0.07334503389729706,0.11865443207675876
CHEMBL219_Ki,99,unimol,mlp,crem_mean,0.02451850060456323,-0.031428915728997094,-0.055947416333560325
CHEMBL219_Ki,99,unimol,xgboost,crem_lime,-0.02831940305568523,0.21648464565685266,0.2448040487125379
CHEMBL219_Ki,99,unimol,xgboost,crem_mean,-0.023709376648349236,-0.0828071016021909,-0.05909772495384166
CHEMBL219_Ki,109,molformer,mlp,crem_lime,0.05091548062940613,-0.04754942733578913,-0.09846490796519526
CHEMBL219_Ki,109,molformer,mlp,crem_mean,0.06291151752689964,-0.015561176320320036,-0.07847269384721967
CHEMBL219_Ki,109,molformer,xgboost,crem_lime,-0.010980596422993366,-0.04073019345370887,-0.029749597030715502
CHEMBL219_Ki,109,molformer,xgboost,crem_mean,-0.007636517959424866,0.012749214977703366,0.020385732937128233
CHEMBL219_Ki,109,morgan,mlp,crem_lime,0.3018547584704121,0.006669723785039566,-0.29518503468537255
CHEMBL219_Ki,109,morgan,mlp,crem_mean,0.20116559386711885,0.0982511664555315,-0.10291442741158735
CHEMBL219_Ki,109,morgan,xgboost,crem_lime,0.19512767320703336,-0.0372076524195558,-0.23233532562658915
CHEMBL219_Ki,109,morgan,xgboost,crem_mean,0.34318512941701346,-0.022008572040309034,-0.3651937014573225
CHEMBL219_Ki,109,unimol,mlp,crem_lime,-0.004316235763583,-0.031462023427661835,-0.027145787664078835
CHEMBL219_Ki,109,unimol,mlp,crem_mean,0.07117659769643157,0.0615075436133693,-0.009669054083062276
CHEMBL219_Ki,109,unimol,xgboost,crem_lime,-0.0201687058300165,-0.04105209563541423,-0.020883389805397733
CHEMBL219_Ki,109,unimol,xgboost,crem_mean,0.09844122783937596,0.04017358494653734,-0.058267642892838624
CHEMBL219_Ki,115,molformer,mlp,crem_lime,0.3588484259039955,-0.10698981817068899,-0.4658382440746845
CHEMBL219_Ki,115,molformer,mlp,crem_mean,0.025288600288600267,-0.05146086212262674,-0.076749462411227
CHEMBL219_Ki,115,molformer,xgboost,crem_lime,-0.02388246014232083,-0.08959210018738584,-0.06570964004506501
CHEMBL219_Ki,115,molformer,xgboost,crem_mean,-0.0448030137981118,-0.0455026455026454,-0.0006996317045335973
CHEMBL219_Ki,115,morgan,mlp,crem_lime,0.16320138507916518,0.0012790191994897042,-0.16192236587967548
CHEMBL219_Ki,115,morgan,mlp,crem_mean,0.0182591555140575,-0.04060295414462076,-0.05886210965867826
CHEMBL219_Ki,115,morgan,xgboost,crem_lime,0.26805292860219426,0.4042315792074181,0.13617865060522383
CHEMBL219_Ki,115,morgan,xgboost,crem_mean,0.0101310726310726,0.0674603174603174,0.0573292448292448
CHEMBL219_Ki,115,unimol,mlp,crem_lime,-0.23007744296998545,-0.21035959020108974,0.019717852768895705
CHEMBL219_Ki,115,unimol,mlp,crem_mean,-0.040529300945967565,-0.05443154113497247,-0.013902240189004905
CHEMBL219_Ki,115,unimol,xgboost,crem_lime,-0.07367321309060046,-0.20446716926359523,-0.13079395617299477
CHEMBL219_Ki,115,unimol,xgboost,crem_mean,-0.026816189438738435,-0.0529927248677248,-0.026176535428986365
CHEMBL219_Ki,120,molformer,mlp,crem_lime,0.25669702241597664,0.34277669482347844,0.0860796724075018
CHEMBL219_Ki,120,molformer,mlp,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,120,molformer,xgboost,crem_lime,0.035422535585934195,0.2164833677260578,0.1810608321401236
CHEMBL219_Ki,120,molformer,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,120,morgan,mlp,crem_lime,0.22935742543585666,0.1867737888377722,-0.04258363659808445
CHEMBL219_Ki,120,morgan,mlp,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,120,morgan,xgboost,crem_lime,0.13772808368611597,0.21257213126666166,0.07484404758054569
CHEMBL219_Ki,120,morgan,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,120,unimol,mlp,crem_lime,0.24636854481883716,0.3530972492960798,0.10672870447724261
CHEMBL219_Ki,120,unimol,mlp,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,120,unimol,xgboost,crem_lime,0.006053532524120765,0.28461418755536405,0.2785606550312433
CHEMBL219_Ki,120,unimol,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL219_Ki,121,molformer,mlp,crem_lime,0.3245034221552702,0.23152156485489814,-0.09298185730037209
CHEMBL219_Ki,121,molformer,mlp,crem_mean,0.12321471798595977,0.2727272727272727,0.14951255474131292
CHEMBL219_Ki,121,molformer,xgboost,crem_lime,0.0960676462306511,0.19633952959724277,0.10027188336659167
CHEMBL219_Ki,121,molformer,xgboost,crem_mean,0.15621212332813636,0.20282137827072458,0.04660925494258822
CHEMBL219_Ki,121,morgan,mlp,crem_lime,0.36185842920177363,0.1287568560960373,-0.23310157310573634
CHEMBL219_Ki,121,morgan,mlp,crem_mean,0.41890583393851366,0.17083455155350571,-0.24807128238500795
CHEMBL219_Ki,121,morgan,xgboost,crem_lime,0.40879028379028376,0.7250146972369195,0.3162244134466357
CHEMBL219_Ki,121,morgan,xgboost,crem_mean,0.30086580086580084,0.4143819143819143,0.11351611351611346
CHEMBL219_Ki,121,unimol,mlp,crem_lime,0.3520131871151149,0.5158390991724325,0.1638259120573176
CHEMBL219_Ki,121,unimol,mlp,crem_mean,0.3956834136572698,0.2598817304699657,-0.13580168318730407
CHEMBL219_Ki,121,unimol,xgboost,crem_lime,0.33585063223095085,0.4907407407407407,0.15489010850978985
CHEMBL219_Ki,121,unimol,xgboost,crem_mean,0.07385145416191168,0.6525205761316872,0.5786691219697756
CHEMBL219_Ki,126,molformer,mlp,crem_lime,0.3140628129371096,0.5087732175232175,0.1947104045861079
CHEMBL219_Ki,126,molformer,mlp,crem_mean,0.0094112736804772,-0.004241137283937567,-0.013652410964414767
CHEMBL219_Ki,126,molformer,xgboost,crem_lime,0.684629850825503,0.838047138047138,0.15341728722163506
CHEMBL219_Ki,126,molformer,xgboost,crem_mean,0.08488927138039147,0.038382937205982764,-0.046506334174408706
CHEMBL219_Ki,126,morgan,mlp,crem_lime,0.25458859330287603,0.025849683286543867,-0.22873891001633218
CHEMBL219_Ki,126,morgan,mlp,crem_mean,0.062127267596375095,-0.037086623374616934,-0.09921389097099204
CHEMBL219_Ki,126,morgan,xgboost,crem_lime,0.12661203748068425,0.18507002366762335,0.05845798618693909
CHEMBL219_Ki,126,morgan,xgboost,crem_mean,0.08512632612683017,0.11284554373096034,0.027719217604130167
CHEMBL219_Ki,126,unimol,mlp,crem_lime,0.7805266203703703,0.7229658882783884,-0.05756073209198198
CHEMBL219_Ki,126,unimol,mlp,crem_mean,0.3400958138259802,0.04021102966523254,-0.29988478416074765
CHEMBL219_Ki,126,unimol,xgboost,crem_lime,0.341945641164391,0.6239434523809523,0.28199781121656126
CHEMBL219_Ki,126,unimol,xgboost,crem_mean,0.2896121703221886,0.002182288694469601,-0.287429881627719
CHEMBL219_Ki,127,molformer,mlp,crem_lime,0.120253460855848,0.05451043691381843,-0.06574302394202956
CHEMBL219_Ki,127,molformer,mlp,crem_mean,0.001315107691127133,0.13419125592403988,0.13287614823291274
CHEMBL219_Ki,127,molformer,xgboost,crem_lime,0.10240471122671979,-0.025013046663803936,-0.12741775789052373
CHEMBL219_Ki,127,molformer,xgboost,crem_mean,0.05418923715273569,0.11713545475544995,0.06294621760271427
CHEMBL219_Ki,127,morgan,mlp,crem_lime,0.006373052159549667,0.049663286983266906,0.04329023482371724
CHEMBL219_Ki,127,morgan,mlp,crem_mean,-0.021229517857467933,0.013900396604465098,0.03512991446193303
CHEMBL219_Ki,127,morgan,xgboost,crem_lime,0.0306361510250745,0.33474763790349016,0.30411148687841566
CHEMBL219_Ki,127,morgan,xgboost,crem_mean,0.053760076818387466,0.09447007826747046,0.040710001449082996
CHEMBL219_Ki,127,unimol,mlp,crem_lime,-0.017441178564219433,0.012555311007020934,0.02999648957124037
CHEMBL219_Ki,127,unimol,mlp,crem_mean,-0.03873215602281873,0.06628342774562283,0.10501558376844156
CHEMBL219_Ki,127,unimol,xgboost,crem_lime,0.1983222318380761,-0.002306356347372034,-0.20062858818544813
CHEMBL219_Ki,127,unimol,xgboost,crem_mean,0.12400655759452694,-0.009739927117262731,-0.13374648471178968
CHEMBL228_Ki,0,molformer,mlp,crem_lime,0.20280312089285943,-0.07713564388488493,-0.2799387647777444
CHEMBL228_Ki,0,molformer,mlp,crem_mean,0.04688954473268193,-0.26437276441404406,-0.311262309146726
CHEMBL228_Ki,0,molformer,xgboost,crem_lime,-0.023630794281375902,-0.24569268956390478,-0.22206189528252887
CHEMBL228_Ki,0,molformer,xgboost,crem_mean,0.009377198690924037,-0.23590059216478207,-0.2452777908557061
CHEMBL228_Ki,0,morgan,mlp,crem_lime,0.3919709822670681,-0.19343081524399708,-0.5854017975110652
CHEMBL228_Ki,0,morgan,mlp,crem_mean,-0.028887457380749392,-0.10871765012115873,-0.07983019274040934
CHEMBL228_Ki,0,morgan,xgboost,crem_lime,-0.06489985988372621,-0.5865875087986064,-0.5216876489148803
CHEMBL228_Ki,0,morgan,xgboost,crem_mean,-0.0023104056437388,-0.36325973877057455,-0.36094933312683575
CHEMBL228_Ki,0,unimol,mlp,crem_lime,-0.275162653821857,-0.19383142146653173,0.08133123235532527
CHEMBL228_Ki,0,unimol,mlp,crem_mean,-0.24134658064482603,-0.28358222024888663,-0.0422356396040606
CHEMBL228_Ki,0,unimol,xgboost,crem_lime,0.09827197464957498,-0.19073783189637214,-0.2890098065459471
CHEMBL228_Ki,0,unimol,xgboost,crem_mean,-0.15121335149198908,-0.23651740053700823,-0.08530404904501915
CHEMBL228_Ki,4,molformer,mlp,crem_lime,0.015205386197234065,-0.05357903079710143,-0.0687844169943355
CHEMBL228_Ki,4,molformer,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,4,molformer,xgboost,crem_lime,-0.05891799147627963,-0.07100439139011759,-0.012086399913837961
CHEMBL228_Ki,4,molformer,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,4,morgan,mlp,crem_lime,-0.047048801404619804,-0.06472050669740882,-0.017671705292789018
CHEMBL228_Ki,4,morgan,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,4,morgan,xgboost,crem_lime,0.1217037008562727,-0.06516622171370452,-0.18686992256997723
CHEMBL228_Ki,4,morgan,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,4,unimol,mlp,crem_lime,-0.0705842025922655,-0.07927778074821297,-0.00869357815594747
CHEMBL228_Ki,4,unimol,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,4,unimol,xgboost,crem_lime,-0.05648030589047213,-0.0311055273993438,0.02537477849112833
CHEMBL228_Ki,4,unimol,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,5,molformer,mlp,crem_lime,0.1051563983088264,0.6288062755775042,0.5236498772686778
CHEMBL228_Ki,5,molformer,mlp,crem_mean,0.2881292891588085,0.40523445388520524,0.11710516472639676
CHEMBL228_Ki,5,molformer,xgboost,crem_lime,0.27567913109330555,0.2904907567507975,0.014811625657491945
CHEMBL228_Ki,5,molformer,xgboost,crem_mean,0.39496698282930165,0.3423784338624863,-0.05258854896681536
CHEMBL228_Ki,5,morgan,mlp,crem_lime,0.4183342048077637,-0.007563932189711131,-0.4258981369974748
CHEMBL228_Ki,5,morgan,mlp,crem_mean,0.3799355014062578,0.40462977942192274,0.024694278015664928
CHEMBL228_Ki,5,morgan,xgboost,crem_lime,0.25631125572712393,-0.03547408362315137,-0.2917853393502753
CHEMBL228_Ki,5,morgan,xgboost,crem_mean,0.15141166420271815,0.22507277344233867,0.07366110923962052
CHEMBL228_Ki,5,unimol,mlp,crem_lime,0.17531388981297072,0.058413136956836365,-0.11690075285613435
CHEMBL228_Ki,5,unimol,mlp,crem_mean,0.3237433483102342,0.24157484426581646,-0.08216850404441775
CHEMBL228_Ki,5,unimol,xgboost,crem_lime,0.17170623867411694,0.13564630483501047,-0.03605993383910647
CHEMBL228_Ki,5,unimol,xgboost,crem_mean,0.24280575352586217,0.2638001578539773,0.02099440432811514
CHEMBL228_Ki,9,molformer,mlp,crem_lime,0.18828937645468324,-0.0863218695227853,-0.27461124597746855
CHEMBL228_Ki,9,molformer,mlp,crem_mean,0.30469621416003845,0.0587646892292266,-0.24593152493081186
CHEMBL228_Ki,9,molformer,xgboost,crem_lime,0.09675779820901693,-0.1014520293590951,-0.19820982756811203
CHEMBL228_Ki,9,molformer,xgboost,crem_mean,0.1740447062015689,0.12486190906945405,-0.04918279713211485
CHEMBL228_Ki,9,morgan,mlp,crem_lime,0.24594535061732825,-0.07618557663526183,-0.32213092725259007
CHEMBL228_Ki,9,morgan,mlp,crem_mean,0.1790261126859567,0.1350297787364453,-0.043996333949511385
CHEMBL228_Ki,9,morgan,xgboost,crem_lime,0.5466556189722179,0.06128103460262663,-0.4853745843695913
CHEMBL228_Ki,9,morgan,xgboost,crem_mean,0.1185827817406764,0.2583191341870965,0.13973635244642013
CHEMBL228_Ki,9,unimol,mlp,crem_lime,-0.0279423623045903,-0.09631343490060855,-0.06837107259601825
CHEMBL228_Ki,9,unimol,mlp,crem_mean,0.1324142895077309,0.059069298433765266,-0.07334499107396564
CHEMBL228_Ki,9,unimol,xgboost,crem_lime,-0.04948947620939383,-0.061042953246167764,-0.01155347703677393
CHEMBL228_Ki,9,unimol,xgboost,crem_mean,0.17503956408706925,0.15813466395058126,-0.016904900136487988
CHEMBL228_Ki,12,molformer,mlp,crem_lime,-0.0483918182473585,-0.0010513514713337661,0.04734046677602473
CHEMBL228_Ki,12,molformer,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,12,molformer,xgboost,crem_lime,-0.02649975011684777,-0.009640786563863466,0.016858963552984302
CHEMBL228_Ki,12,molformer,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,12,morgan,mlp,crem_lime,-0.0383581590382036,-0.04816234314399437,-0.009804184105790766
CHEMBL228_Ki,12,morgan,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,12,morgan,xgboost,crem_lime,-0.01409770707261957,-0.028587596538432902,-0.014489889465813333
CHEMBL228_Ki,12,morgan,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,12,unimol,mlp,crem_lime,-0.04396709073819044,-0.0432966010860197,0.0006704896521707374
CHEMBL228_Ki,12,unimol,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,12,unimol,xgboost,crem_lime,-0.04811223882591557,-0.04811937613987804,-7.137313962471414e-06
CHEMBL228_Ki,12,unimol,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,15,molformer,mlp,crem_lime,0.18257865353066993,-0.046770671211643876,-0.22934932474231381
CHEMBL228_Ki,15,molformer,mlp,crem_mean,0.25137721492562054,0.031896162572235265,-0.21948105235338528
CHEMBL228_Ki,15,molformer,xgboost,crem_lime,0.6634079336665545,-0.05823575948224027,-0.7216436931487947
CHEMBL228_Ki,15,molformer,xgboost,crem_mean,0.414099638993125,0.030688341626976732,-0.38341129736614826
CHEMBL228_Ki,15,morgan,mlp,crem_lime,0.06856538326756095,-0.0160008394297959,-0.08456622269735685
CHEMBL228_Ki,15,morgan,mlp,crem_mean,0.15063537621933476,0.026217426368731034,-0.12441794985060373
CHEMBL228_Ki,15,morgan,xgboost,crem_lime,0.15313771004583102,0.38493370708510183,0.2317959970392708
CHEMBL228_Ki,15,morgan,xgboost,crem_mean,0.13228902676271095,0.2035486330483319,0.07125960628562095
CHEMBL228_Ki,15,unimol,mlp,crem_lime,0.26146392932851087,0.0695647086329075,-0.1918992206956034
CHEMBL228_Ki,15,unimol,mlp,crem_mean,0.3882442506702219,0.12580710514309915,-0.2624371455271227
CHEMBL228_Ki,15,unimol,xgboost,crem_lime,-0.0286282801614746,0.085023181636456,0.1136514617979306
CHEMBL228_Ki,15,unimol,xgboost,crem_mean,0.06638952819129747,0.22531346006511618,0.1589239318738187
CHEMBL228_Ki,17,molformer,mlp,crem_lime,0.5753517389749273,0.2106161917357363,-0.364735547239191
CHEMBL228_Ki,17,molformer,mlp,crem_mean,0.306520979020979,0.2961482471776589,-0.010372731843320104
CHEMBL228_Ki,17,molformer,xgboost,crem_lime,0.22064958433379486,0.12678663845521926,-0.0938629458785756
CHEMBL228_Ki,17,molformer,xgboost,crem_mean,0.13363107144571673,0.17350570453511624,0.03987463308939951
CHEMBL228_Ki,17,morgan,mlp,crem_lime,0.09485316701664792,0.624021164021164,0.5291679970045161
CHEMBL228_Ki,17,morgan,mlp,crem_mean,0.09320461673402843,0.2429750750338985,0.14977045829987007
CHEMBL228_Ki,17,morgan,xgboost,crem_lime,0.37738502704177757,0.1510901843254784,-0.22629484271629915
CHEMBL228_Ki,17,morgan,xgboost,crem_mean,0.16241360978203082,0.14081611857927642,-0.021597491202754393
CHEMBL228_Ki,17,unimol,mlp,crem_lime,0.2708541722187603,0.4309413169325283,0.160087144713768
CHEMBL228_Ki,17,unimol,mlp,crem_mean,0.14661088366970712,0.3779466230936819,0.23133573942397476
CHEMBL228_Ki,17,unimol,xgboost,crem_lime,0.6019991474850809,0.15457843524653767,-0.4474207122385432
CHEMBL228_Ki,17,unimol,xgboost,crem_mean,0.2255433890728008,0.11972243135286614,-0.10582095771993466
CHEMBL228_Ki,23,molformer,mlp,crem_lime,0.4742164896968859,0.11915735278264217,-0.35505913691424373
CHEMBL228_Ki,23,molformer,mlp,crem_mean,0.3936639697750808,0.1871561962400885,-0.20650777353499228
CHEMBL228_Ki,23,molformer,xgboost,crem_lime,0.16977316169916123,0.05590934267368206,-0.11386381902547918
CHEMBL228_Ki,23,molformer,xgboost,crem_mean,0.25480045747902885,0.08696585514297679,-0.16783460233605207
CHEMBL228_Ki,23,morgan,mlp,crem_lime,0.2843751192777458,0.1482855906483113,-0.1360895286294345
CHEMBL228_Ki,23,morgan,mlp,crem_mean,0.2848608203965346,0.18486351188148573,-0.09999730851504887
CHEMBL228_Ki,23,morgan,xgboost,crem_lime,0.285953671201165,0.19951321717512807,-0.08644045402603692
CHEMBL228_Ki,23,morgan,xgboost,crem_mean,0.20346592340639957,0.13230831156374176,-0.07115761184265781
CHEMBL228_Ki,23,unimol,mlp,crem_lime,0.371898972755403,0.5853453116116514,0.21344633885624836
CHEMBL228_Ki,23,unimol,mlp,crem_mean,0.29070355455448615,0.41832795548073315,0.127624400926247
CHEMBL228_Ki,23,unimol,xgboost,crem_lime,0.07477258488201617,0.16058945506651165,0.08581687018449548
CHEMBL228_Ki,23,unimol,xgboost,crem_mean,0.27313180538326737,0.2739670031873579,0.0008351978040905261
CHEMBL228_Ki,24,molformer,mlp,crem_lime,0.0,0.0,0.0
CHEMBL228_Ki,24,molformer,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,24,molformer,xgboost,crem_lime,0.0,0.0,0.0
CHEMBL228_Ki,24,molformer,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,24,morgan,mlp,crem_lime,0.0,0.0,0.0
CHEMBL228_Ki,24,morgan,mlp,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,24,morgan,xgboost,crem_lime,0.0,0.0,0.0
CHEMBL228_Ki,24,morgan,xgboost,crem_mean,0.0,0.0,0.0
CHEMBL228_Ki,24,unimol,mlp,crem_lime,0.0,0.0,0.0
CHEMBL228_Ki,24,unimol,mlp,crem_mean,0.0,0.0,0.0
