dataset,representation,predictor,explainer,median_delta,ci_low,ci_high,components,equivalent
CHEMBL238_Ki,morgan,mlp,crem_lime,-0.16772437728078746,-0.2110402213855629,-0.04262495358763241,19,False
CHEMBL238_Ki,morgan,mlp,crem_mean,-0.011834123763447932,-0.1125221260753105,0.008511237045158437,19,False
CHEMBL238_Ki,morgan,xgboost,crem_lime,-0.05409950846693366,-0.24704821829460238,0.013622043187321076,19,False
CHEMBL238_Ki,morgan,xgboost,crem_mean,-0.008521127205708065,-0.04071515583611701,0.06634323123684824,19,False
CHEMBL238_Ki,unimol,mlp,crem_lime,0.024558657070207567,-0.001367071793357863,0.13618146020692928,19,False
CHEMBL238_Ki,unimol,mlp,crem_mean,0.033993539794851334,-0.021195190899591796,0.08314992733746054,19,False
CHEMBL238_Ki,unimol,xgboost,crem_lime,0.0,-0.12686247929308617,0.08342930814898031,19,False
CHEMBL238_Ki,unimol,xgboost,crem_mean,-0.03593338715248076,-0.09796232019243392,0.04018503440063492,19,False
CHEMBL239_EC50,molformer,mlp,crem_lime,-0.016527543973557296,-0.05245461545801797,0.13094996308183443,33,False
CHEMBL239_EC50,molformer,mlp,crem_mean,0.0122113124356411,-0.028450768149307804,0.043733204730362824,33,True
CHEMBL239_EC50,molformer,xgboost,crem_lime,-0.05856804603446853,-0.12579784180526843,0.001365826005887194,33,False
CHEMBL239_EC50,molformer,xgboost,crem_mean,-0.027385672668445736,-0.054499141437749005,0.01750087303076369,33,False
CHEMBL239_EC50,morgan,mlp,crem_lime,-0.021700070042728233,-0.059366046333747716,0.058517850639618764,33,False
CHEMBL239_EC50,morgan,mlp,crem_mean,-0.013218530058352633,-0.04175976489522036,0.012182867909338403,33,True
CHEMBL239_EC50,morgan,xgboost,crem_lime,0.0035499658284305,-0.10321798138909141,0.0729385895536043,33,False
CHEMBL239_EC50,morgan,xgboost,crem_mean,-0.01952664775241897,-0.039307864993315275,-0.005674299193231168,33,True
CHEMBL239_EC50,unimol,mlp,crem_lime,0.0004146752834510159,-0.045597936305201606,0.06483796747653027,33,False
CHEMBL239_EC50,unimol,mlp,crem_mean,-0.0006980778616807737,-0.053772835009649834,0.011723771782735405,33,False
CHEMBL239_EC50,unimol,xgboost,crem_lime,-0.004974259070160275,-0.052728774092823394,0.05325386223175774,33,False
CHEMBL239_EC50,unimol,xgboost,crem_mean,0.003451970032432434,-0.017153969594297963,0.13180936890823244,33,False
CHEMBL244_Ki,molformer,mlp,crem_lime,-0.0562525796021673,-0.10942973381077017,0.006560556393158362,52,False
CHEMBL244_Ki,molformer,mlp,crem_mean,-0.009737034164289553,-0.045433276295596604,0.007573421265558537,52,True
CHEMBL244_Ki,molformer,xgboost,crem_lime,0.019033983997894653,-0.018790855283197586,0.06398231072203038,52,False
CHEMBL244_Ki,molformer,xgboost,crem_mean,-0.006252991553901764,-0.04955205829337644,0.007429914959732966,52,True
CHEMBL244_Ki,morgan,mlp,crem_lime,-0.09691756054357886,-0.12586852097858264,-0.02432176722608887,52,False
CHEMBL244_Ki,morgan,mlp,crem_mean,-0.04342973386221865,-0.07598288989169247,-0.004519320492684671,52,False
CHEMBL244_Ki,morgan,xgboost,crem_lime,-0.03324247091786353,-0.06749315717109486,0.005126919945905006,52,False
CHEMBL244_Ki,morgan,xgboost,crem_mean,-0.02980169260409859,-0.07454345069856366,0.0024838965803281165,52,False
CHEMBL244_Ki,unimol,mlp,crem_lime,-0.002704586559658273,-0.049905640605809036,0.03434982605596916,52,True
CHEMBL244_Ki,unimol,mlp,crem_mean,-0.019740497634373185,-0.041422819545626544,-0.002072458249526234,52,True
CHEMBL244_Ki,unimol,xgboost,crem_lime,-0.009050285496247744,-0.045970780450260464,0.04365279814099608,52,True
CHEMBL244_Ki,unimol,xgboost,crem_mean,0.018924112183704635,-0.027305672956745096,0.04965643173700059,52,True
CHEMBL262_Ki,molformer,mlp,crem_lime,-0.052471207575420245,-0.24697894851318267,0.14817919028348775,13,False
CHEMBL262_Ki,molformer,mlp,crem_mean,-0.04686656307182674,-0.13060995644611942,-0.009134968748007533,13,False
CHEMBL262_Ki,molformer,xgboost,crem_lime,0.004858221612329905,-0.13087251134918343,0.0783066067086787,13,False
CHEMBL262_Ki,molformer,xgboost,crem_mean,-0.01709329685491988,-0.08075010483138892,0.009718620797558211,13,False
CHEMBL262_Ki,morgan,mlp,crem_lime,-0.08784689014307182,-0.14734024946777313,0.054723911260608674,13,False
CHEMBL262_Ki,morgan,mlp,crem_mean,-0.014824023413203196,-0.06667331322411936,0.05938549525513524,13,False
CHEMBL262_Ki,morgan,xgboost,crem_lime,-0.15589576206525482,-0.29523782390449055,-0.05051602699605939,13,False
CHEMBL262_Ki,morgan,xgboost,crem_mean,-0.0374074074074075,-0.11298725472234611,0.054038103395235376,13,False
CHEMBL262_Ki,unimol,mlp,crem_lime,-0.025078016495845235,-0.06406355573839542,0.1929986045903888,13,False
