row_id,dataset,component_split,local_weighted_r2,local_samples,variable_bits,supported_atom_fraction,representation,predictor,seed,variant
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.9588285219569466,27,237,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.9409663199064235,35,281,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.8875386515791679,19,178,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9131733899454542,26,237,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.8517319594198663,13,127,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.930683947282456,25,217,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9727617311250852,35,283,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.9712543330025315,34,279,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.9646207443087307,29,274,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.9682209223969962,36,288,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.9775729116960489,44,326,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.9728679919819853,33,274,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:144,CHEMBL1862_Ki,test,0.9661825986578385,28,236,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:145,CHEMBL1862_Ki,calibration,0.9787565128754854,40,304,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:163,CHEMBL1862_Ki,test,0.9546237265537758,35,285,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:164,CHEMBL1862_Ki,calibration,0.9168359376353803,28,241,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:431,CHEMBL1862_Ki,test,0.9536943349730853,29,238,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:454,CHEMBL1862_Ki,calibration,0.9411113097565359,25,230,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:455,CHEMBL1862_Ki,calibration,0.9426603095535881,29,243,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:456,CHEMBL1862_Ki,test,0.9623264452045369,33,259,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:477,CHEMBL1862_Ki,test,0.9636977518927677,21,188,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:533,CHEMBL1862_Ki,test,0.979776845948295,31,261,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:576,CHEMBL1862_Ki,test,0.9252087447401739,20,179,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:616,CHEMBL1862_Ki,calibration,0.9727578394799515,33,289,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:664,CHEMBL1862_Ki,calibration,0.9859655036032444,29,286,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:693,CHEMBL1862_Ki,calibration,0.9782987921472239,26,220,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:709,CHEMBL1862_Ki,test,0.9672769941780299,29,262,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:711,CHEMBL1862_Ki,test,0.9721047454401068,33,303,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:727,CHEMBL1862_Ki,test,0.9312315045735439,23,200,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:729,CHEMBL1862_Ki,calibration,0.9660654288965953,29,242,1.0,morgan,xgboost,11,trained
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.8694742752640721,27,237,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.8997443893396855,35,281,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.0,19,178,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9331922369651954,26,237,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.9041198528945679,13,127,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.0,25,217,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9552224311299528,35,283,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.9490898628887356,34,279,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.0,29,274,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.0,36,288,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.0,44,326,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.0,33,274,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:144,CHEMBL1862_Ki,test,0.0,28,236,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:145,CHEMBL1862_Ki,calibration,0.9568380538911283,40,304,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:163,CHEMBL1862_Ki,test,0.981361776996108,35,285,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:164,CHEMBL1862_Ki,calibration,0.9129817366861537,28,241,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:431,CHEMBL1862_Ki,test,0.9174649093926847,29,238,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:454,CHEMBL1862_Ki,calibration,0.8610136401204054,25,230,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:455,CHEMBL1862_Ki,calibration,0.935689861774837,29,243,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:456,CHEMBL1862_Ki,test,0.9149452174806985,33,259,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:477,CHEMBL1862_Ki,test,0.0,21,188,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:533,CHEMBL1862_Ki,test,0.971946468352408,31,261,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:576,CHEMBL1862_Ki,test,0.0,20,179,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:616,CHEMBL1862_Ki,calibration,0.95693261912695,33,289,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:664,CHEMBL1862_Ki,calibration,0.9305099266637021,29,286,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:693,CHEMBL1862_Ki,calibration,0.9548919550037025,26,220,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:709,CHEMBL1862_Ki,test,0.8777237300835201,29,262,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:711,CHEMBL1862_Ki,test,0.95696789581034,33,303,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:727,CHEMBL1862_Ki,test,0.934811668609073,23,200,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:729,CHEMBL1862_Ki,calibration,0.9389626802208557,29,242,1.0,morgan,xgboost,11,label_permuted
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.9686337293977314,27,237,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.9554197696555238,35,281,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.8673346847706929,19,178,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9275572714533028,26,237,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.8593744321672401,13,127,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.9371645230718432,25,217,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9718595115193537,35,283,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.9700260378315778,34,279,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.9657275963531863,29,274,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.9756908980621815,36,288,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.9736013241393764,44,326,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.9690602834990938,33,274,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:144,CHEMBL1862_Ki,test,0.9734940768788212,28,236,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:145,CHEMBL1862_Ki,calibration,0.9807443967637773,40,304,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:163,CHEMBL1862_Ki,test,0.9579586984258425,35,285,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:164,CHEMBL1862_Ki,calibration,0.9168741045307092,28,241,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:431,CHEMBL1862_Ki,test,0.9495180777595743,29,238,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:454,CHEMBL1862_Ki,calibration,0.9394761643575704,25,230,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:455,CHEMBL1862_Ki,calibration,0.9353218449714795,29,243,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:456,CHEMBL1862_Ki,test,0.9657135901440602,33,259,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:477,CHEMBL1862_Ki,test,0.960156619499709,21,188,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:533,CHEMBL1862_Ki,test,0.9806343441455367,31,261,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:576,CHEMBL1862_Ki,test,0.9451357324542604,20,179,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:616,CHEMBL1862_Ki,calibration,0.9786871487848917,33,289,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:664,CHEMBL1862_Ki,calibration,0.9851713286682136,29,286,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:693,CHEMBL1862_Ki,calibration,0.976470264219236,26,220,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:709,CHEMBL1862_Ki,test,0.9640852219653195,29,262,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:711,CHEMBL1862_Ki,test,0.970374595058598,33,303,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:727,CHEMBL1862_Ki,test,0.93418327722633,23,200,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:729,CHEMBL1862_Ki,calibration,0.9544312593882928,29,242,1.0,morgan,xgboost,23,trained
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.9413399612929938,27,237,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.9165830859367063,35,281,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.812172169495623,19,178,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9458749136097889,26,237,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.9452045364386256,13,127,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.9289045924477429,25,217,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9605637919736784,35,283,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.9412113162005217,34,279,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.931036598069048,29,274,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.960421600172683,36,288,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.9704608119421345,44,326,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.9671028923404302,33,274,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:144,CHEMBL1862_Ki,test,0.9599946092973586,28,236,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:145,CHEMBL1862_Ki,calibration,0.9794933088963639,40,304,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:163,CHEMBL1862_Ki,test,0.9757880805857894,35,285,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:164,CHEMBL1862_Ki,calibration,0.9110685148676365,28,241,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:431,CHEMBL1862_Ki,test,0.9494106593120519,29,238,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:454,CHEMBL1862_Ki,calibration,0.9322573101650496,25,230,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:455,CHEMBL1862_Ki,calibration,0.9620774074620022,29,243,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:456,CHEMBL1862_Ki,test,0.9797588360968518,33,259,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:477,CHEMBL1862_Ki,test,0.8935692536253981,21,188,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:533,CHEMBL1862_Ki,test,0.9651983671113666,31,261,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:576,CHEMBL1862_Ki,test,0.9781406077606625,20,179,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:616,CHEMBL1862_Ki,calibration,0.956469259050588,33,289,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:664,CHEMBL1862_Ki,calibration,0.9129764309402189,29,286,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:693,CHEMBL1862_Ki,calibration,0.9369376121653172,26,220,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:709,CHEMBL1862_Ki,test,0.9657315031164162,29,262,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:711,CHEMBL1862_Ki,test,0.9714916570818429,33,303,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:727,CHEMBL1862_Ki,test,0.9374220068715248,23,200,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:729,CHEMBL1862_Ki,calibration,0.9025422917805415,29,242,1.0,morgan,xgboost,23,label_permuted
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.9602227188285882,27,237,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.948094849175201,35,281,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.8918133109923423,19,178,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9211144668569894,26,237,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.8731550182859991,13,127,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.9379746115616161,25,217,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9708274508237293,35,283,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.9692095431853904,34,279,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.9644877185479293,29,274,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.9800342216050401,36,288,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.971482879637705,44,326,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.9647712113795628,33,274,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:144,CHEMBL1862_Ki,test,0.965074825331003,28,236,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:145,CHEMBL1862_Ki,calibration,0.970917828140354,40,304,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:163,CHEMBL1862_Ki,test,0.9589102554089965,35,285,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:164,CHEMBL1862_Ki,calibration,0.9185262733920232,28,241,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:431,CHEMBL1862_Ki,test,0.9446459008545217,29,238,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:454,CHEMBL1862_Ki,calibration,0.9476294252183473,25,230,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:455,CHEMBL1862_Ki,calibration,0.9356131431237281,29,243,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:456,CHEMBL1862_Ki,test,0.9621636701213602,33,259,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:477,CHEMBL1862_Ki,test,0.9629912708589753,21,188,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:533,CHEMBL1862_Ki,test,0.9788428168998667,31,261,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:576,CHEMBL1862_Ki,test,0.9484013209496388,20,179,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:616,CHEMBL1862_Ki,calibration,0.9783000011273139,33,289,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:664,CHEMBL1862_Ki,calibration,0.9868304036099778,29,286,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:693,CHEMBL1862_Ki,calibration,0.9757087353228697,26,220,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:709,CHEMBL1862_Ki,test,0.9630914211558035,29,262,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:711,CHEMBL1862_Ki,test,0.9679519971348253,33,303,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:727,CHEMBL1862_Ki,test,0.9393345546416654,23,200,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:729,CHEMBL1862_Ki,calibration,0.9579216016637121,29,242,1.0,morgan,xgboost,42,trained
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.9504058087303955,27,237,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.9347678502118113,35,281,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.977138847194728,19,178,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9641123935401332,26,237,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.0,13,127,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.9758489465066201,25,217,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9597594626222259,35,283,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.9698287764664918,34,279,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.0,29,274,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.9500415908952329,36,288,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.9780045585422323,44,326,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.9529491246869359,33,274,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:144,CHEMBL1862_Ki,test,0.0,28,236,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:145,CHEMBL1862_Ki,calibration,0.9544931719298925,40,304,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:163,CHEMBL1862_Ki,test,0.9346597272396505,35,285,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:164,CHEMBL1862_Ki,calibration,0.9342108724160495,28,241,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:431,CHEMBL1862_Ki,test,0.8644744129902877,29,238,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:454,CHEMBL1862_Ki,calibration,0.8749391678117702,25,230,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:455,CHEMBL1862_Ki,calibration,0.789856531086865,29,243,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:456,CHEMBL1862_Ki,test,0.9448407466157576,33,259,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:477,CHEMBL1862_Ki,test,0.8402900262569595,21,188,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:533,CHEMBL1862_Ki,test,0.9805469654569543,31,261,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:576,CHEMBL1862_Ki,test,0.9082650517800397,20,179,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:616,CHEMBL1862_Ki,calibration,0.891756871393328,33,289,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:664,CHEMBL1862_Ki,calibration,0.8750337659496354,29,286,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:693,CHEMBL1862_Ki,calibration,0.9318580472382856,26,220,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:709,CHEMBL1862_Ki,test,0.9310950939771317,29,262,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:711,CHEMBL1862_Ki,test,0.9258179334661147,33,303,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:727,CHEMBL1862_Ki,test,0.9188504554334168,23,200,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:729,CHEMBL1862_Ki,calibration,0.8743308168145842,29,242,1.0,morgan,xgboost,42,label_permuted
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.9168932012882249,27,237,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.943769837401322,35,281,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.8831890771262203,19,178,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9176498455952539,26,237,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.9008716244164017,13,127,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.9177757047204212,25,217,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9612062790445388,35,283,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.924271455758154,34,279,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.9467605418174764,29,274,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.9613227959025518,36,288,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.9836108592932729,44,326,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.970674568114937,33,274,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:144,CHEMBL1862_Ki,test,0.9562043832652007,28,236,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:145,CHEMBL1862_Ki,calibration,0.9640002098321776,40,304,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:163,CHEMBL1862_Ki,test,0.9677328682998928,35,285,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:164,CHEMBL1862_Ki,calibration,0.942373135102664,28,241,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:431,CHEMBL1862_Ki,test,0.9359019630906975,29,238,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:454,CHEMBL1862_Ki,calibration,0.9104098880799221,25,230,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:455,CHEMBL1862_Ki,calibration,0.947821278397625,29,243,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:456,CHEMBL1862_Ki,test,0.9473015623892542,33,259,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:477,CHEMBL1862_Ki,test,0.9088362638467896,21,188,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:533,CHEMBL1862_Ki,test,0.9639128075920725,31,261,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:576,CHEMBL1862_Ki,test,0.9074494588116793,20,179,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:616,CHEMBL1862_Ki,calibration,0.9576423051758348,33,289,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:664,CHEMBL1862_Ki,calibration,0.9552313926983081,29,286,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:693,CHEMBL1862_Ki,calibration,0.9123177245384076,26,220,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:709,CHEMBL1862_Ki,test,0.9397934725033977,29,262,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:711,CHEMBL1862_Ki,test,0.9478302849046439,33,303,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:727,CHEMBL1862_Ki,test,0.9208646387334348,23,200,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:729,CHEMBL1862_Ki,calibration,0.9494354610929691,29,242,1.0,morgan,mlp,11,trained
CHEMBL1862_Ki:53,CHEMBL1862_Ki,calibration,0.9016482653939097,27,237,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:60,CHEMBL1862_Ki,test,0.9550965910703177,35,281,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:101,CHEMBL1862_Ki,calibration,0.9081496768371193,19,178,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:102,CHEMBL1862_Ki,calibration,0.9168408287417807,26,237,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:109,CHEMBL1862_Ki,test,0.8894631371526376,13,127,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:114,CHEMBL1862_Ki,test,0.8906135046498781,25,217,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:115,CHEMBL1862_Ki,test,0.9541667621001995,35,283,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:126,CHEMBL1862_Ki,test,0.9290487703399902,34,279,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:135,CHEMBL1862_Ki,test,0.9270164480148974,29,274,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:139,CHEMBL1862_Ki,calibration,0.9525834753094512,36,288,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:141,CHEMBL1862_Ki,calibration,0.9622415309164319,44,326,1.0,morgan,mlp,11,label_permuted
CHEMBL1862_Ki:143,CHEMBL1862_Ki,calibration,0.9431149581042616,33,274,1.0,morgan,mlp,11,label_permuted
