row_id,dataset,component_split,local_weighted_r2,local_samples,variable_bits,supported_atom_fraction,representation,predictor,seed,variant
CHEMBL2034_Ki:256,CHEMBL2034_Ki,test,0.9633067195742936,57,374,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:259,CHEMBL2034_Ki,calibration,0.9545738094356262,40,283,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:268,CHEMBL2034_Ki,calibration,0.9076913845640348,25,193,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:279,CHEMBL2034_Ki,calibration,0.9432629889371774,21,158,0.75,molformer,xgboost,11,trained
CHEMBL2034_Ki:282,CHEMBL2034_Ki,calibration,0.9516048206637745,21,158,0.75,molformer,xgboost,11,trained
CHEMBL2034_Ki:300,CHEMBL2034_Ki,test,0.8552562051550642,11,113,0.76,molformer,xgboost,11,trained
CHEMBL2034_Ki:301,CHEMBL2034_Ki,test,0.9146734391620065,10,83,0.76,molformer,xgboost,11,trained
CHEMBL2034_Ki:369,CHEMBL2034_Ki,calibration,0.9441644882055922,49,329,0.8421052631578947,molformer,xgboost,11,trained
CHEMBL2034_Ki:371,CHEMBL2034_Ki,calibration,0.9524807903066371,45,338,0.8378378378378378,molformer,xgboost,11,trained
CHEMBL2034_Ki:400,CHEMBL2034_Ki,calibration,0.9668854505413971,42,277,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:401,CHEMBL2034_Ki,calibration,0.9596865498503058,39,249,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:423,CHEMBL2034_Ki,calibration,0.936069067344488,17,128,0.72,molformer,xgboost,11,trained
CHEMBL2034_Ki:446,CHEMBL2034_Ki,calibration,0.9552960225256032,29,225,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:488,CHEMBL2034_Ki,test,0.9554753313295693,36,295,0.9696969696969697,molformer,xgboost,11,trained
CHEMBL2034_Ki:490,CHEMBL2034_Ki,test,0.9497116026400119,31,273,0.96875,molformer,xgboost,11,trained
CHEMBL2034_Ki:493,CHEMBL2034_Ki,calibration,0.9158648376187435,20,165,0.92,molformer,xgboost,11,trained
CHEMBL2034_Ki:512,CHEMBL2034_Ki,test,0.9399806602443979,10,96,0.9629629629629629,molformer,xgboost,11,trained
CHEMBL2034_Ki:517,CHEMBL2034_Ki,test,0.9346445929796583,11,108,0.9629629629629629,molformer,xgboost,11,trained
CHEMBL2034_Ki:569,CHEMBL2034_Ki,test,0.9677910220004998,45,388,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:588,CHEMBL2034_Ki,test,0.9418172841422209,38,340,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:596,CHEMBL2034_Ki,test,0.9373034521985255,45,340,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:601,CHEMBL2034_Ki,test,0.9529579308508437,51,398,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:617,CHEMBL2034_Ki,calibration,0.9332863207596788,15,101,0.5,molformer,xgboost,11,trained
CHEMBL2034_Ki:621,CHEMBL2034_Ki,calibration,0.9554794756881292,17,106,0.5185185185185185,molformer,xgboost,11,trained
CHEMBL2034_Ki:626,CHEMBL2034_Ki,test,0.9370926182785102,24,175,0.88,molformer,xgboost,11,trained
CHEMBL2034_Ki:628,CHEMBL2034_Ki,test,0.9307328732259103,28,204,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:641,CHEMBL2034_Ki,calibration,0.9148657703266015,20,172,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:643,CHEMBL2034_Ki,calibration,0.9096231790441903,19,144,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:683,CHEMBL2034_Ki,calibration,0.9745829376552158,49,376,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:692,CHEMBL2034_Ki,calibration,0.9229567045944244,43,340,1.0,molformer,xgboost,11,trained
CHEMBL2034_Ki:726,CHEMBL2034_Ki,test,0.9393677436000893,21,179,0.8571428571428571,molformer,xgboost,11,trained
CHEMBL2034_Ki:737,CHEMBL2034_Ki,test,0.9537963157889398,24,198,0.8571428571428571,molformer,xgboost,11,trained
CHEMBL2034_Ki:743,CHEMBL2034_Ki,calibration,0.9502715364408146,25,223,0.8709677419354839,molformer,xgboost,11,trained
CHEMBL2034_Ki:744,CHEMBL2034_Ki,calibration,0.9494995243595905,39,280,0.8787878787878788,molformer,xgboost,11,trained
CHEMBL2034_Ki:14,CHEMBL2034_Ki,test,0.9398636825990182,27,197,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:40,CHEMBL2034_Ki,calibration,0.9383181341479574,29,214,0.9615384615384616,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:49,CHEMBL2034_Ki,test,0.9691855031054661,19,134,0.7666666666666667,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:50,CHEMBL2034_Ki,calibration,0.8895677792013167,11,110,0.9565217391304348,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:52,CHEMBL2034_Ki,calibration,0.9098550728870366,13,132,0.9565217391304348,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:69,CHEMBL2034_Ki,test,0.9446005605548812,36,252,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:104,CHEMBL2034_Ki,test,0.9416074495711109,19,141,0.7586206896551724,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:109,CHEMBL2034_Ki,test,0.930141756116442,20,160,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:114,CHEMBL2034_Ki,test,0.8683534282465466,17,129,0.8888888888888888,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:165,CHEMBL2034_Ki,test,0.9569533629579549,36,250,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:172,CHEMBL2034_Ki,test,0.9608951305457482,33,234,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:211,CHEMBL2034_Ki,calibration,0.9054585338972573,18,175,0.9666666666666667,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:221,CHEMBL2034_Ki,calibration,0.9499249419417447,26,239,0.9666666666666667,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:251,CHEMBL2034_Ki,test,0.984220781166409,50,348,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:256,CHEMBL2034_Ki,test,0.0,57,374,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:259,CHEMBL2034_Ki,calibration,0.0,40,283,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:268,CHEMBL2034_Ki,calibration,0.0,25,193,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:279,CHEMBL2034_Ki,calibration,0.9536433676976449,21,158,0.75,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:282,CHEMBL2034_Ki,calibration,0.9393643000087522,21,158,0.75,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:300,CHEMBL2034_Ki,test,0.0,11,113,0.76,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:301,CHEMBL2034_Ki,test,0.0,10,83,0.76,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:369,CHEMBL2034_Ki,calibration,0.9804378722807835,49,329,0.8421052631578947,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:371,CHEMBL2034_Ki,calibration,0.0,45,338,0.8378378378378378,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:400,CHEMBL2034_Ki,calibration,0.0,42,277,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:401,CHEMBL2034_Ki,calibration,0.0,39,249,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:423,CHEMBL2034_Ki,calibration,0.9276068221676069,17,128,0.72,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:446,CHEMBL2034_Ki,calibration,0.9368299499073381,29,225,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:488,CHEMBL2034_Ki,test,0.9574375670452521,36,295,0.9696969696969697,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:490,CHEMBL2034_Ki,test,0.8746251459139665,31,273,0.96875,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:493,CHEMBL2034_Ki,calibration,0.8895325735490933,20,165,0.92,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:512,CHEMBL2034_Ki,test,0.8999169483250248,10,96,0.9629629629629629,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:517,CHEMBL2034_Ki,test,0.8595171210036021,11,108,0.9629629629629629,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:569,CHEMBL2034_Ki,test,0.9485289431805516,45,388,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:588,CHEMBL2034_Ki,test,0.9456519306677954,38,340,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:596,CHEMBL2034_Ki,test,0.0,45,340,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:601,CHEMBL2034_Ki,test,0.9639063559871383,51,398,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:617,CHEMBL2034_Ki,calibration,0.9144508805549587,15,101,0.5,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:621,CHEMBL2034_Ki,calibration,0.9570504567648261,17,106,0.5185185185185185,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:626,CHEMBL2034_Ki,test,0.9466173209326932,24,175,0.88,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:628,CHEMBL2034_Ki,test,0.9273120358322671,28,204,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:641,CHEMBL2034_Ki,calibration,0.8780599412901714,20,172,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:643,CHEMBL2034_Ki,calibration,0.8952332123233081,19,144,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:683,CHEMBL2034_Ki,calibration,0.0,49,376,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:692,CHEMBL2034_Ki,calibration,0.0,43,340,1.0,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:726,CHEMBL2034_Ki,test,0.9645949807794407,21,179,0.8571428571428571,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:737,CHEMBL2034_Ki,test,0.9438938806528417,24,198,0.8571428571428571,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:743,CHEMBL2034_Ki,calibration,0.9518163272635747,25,223,0.8709677419354839,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:744,CHEMBL2034_Ki,calibration,0.9625791149878437,39,280,0.8787878787878788,molformer,xgboost,11,label_permuted
CHEMBL2034_Ki:14,CHEMBL2034_Ki,test,0.9470718274757136,27,197,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:40,CHEMBL2034_Ki,calibration,0.938452312332882,29,214,0.9615384615384616,molformer,xgboost,23,trained
CHEMBL2034_Ki:49,CHEMBL2034_Ki,test,0.9599945293847401,19,134,0.7666666666666667,molformer,xgboost,23,trained
CHEMBL2034_Ki:50,CHEMBL2034_Ki,calibration,0.8572039709768351,11,110,0.9565217391304348,molformer,xgboost,23,trained
CHEMBL2034_Ki:52,CHEMBL2034_Ki,calibration,0.9158800048834266,13,132,0.9565217391304348,molformer,xgboost,23,trained
CHEMBL2034_Ki:69,CHEMBL2034_Ki,test,0.9623623331616037,36,252,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:104,CHEMBL2034_Ki,test,0.94499444594171,19,141,0.7586206896551724,molformer,xgboost,23,trained
CHEMBL2034_Ki:109,CHEMBL2034_Ki,test,0.9359444482424967,20,160,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:114,CHEMBL2034_Ki,test,0.9264676990255201,17,129,0.8888888888888888,molformer,xgboost,23,trained
CHEMBL2034_Ki:165,CHEMBL2034_Ki,test,0.9702435031796175,36,250,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:172,CHEMBL2034_Ki,test,0.9587420283212468,33,234,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:211,CHEMBL2034_Ki,calibration,0.9419029552433069,18,175,0.9666666666666667,molformer,xgboost,23,trained
CHEMBL2034_Ki:221,CHEMBL2034_Ki,calibration,0.9384730559103321,26,239,0.9666666666666667,molformer,xgboost,23,trained
CHEMBL2034_Ki:251,CHEMBL2034_Ki,test,0.9680889027627438,50,348,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:256,CHEMBL2034_Ki,test,0.9698135795659464,57,374,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:259,CHEMBL2034_Ki,calibration,0.9629487717979337,40,283,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:268,CHEMBL2034_Ki,calibration,0.8858873997604492,25,193,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:279,CHEMBL2034_Ki,calibration,0.9444939824675822,21,158,0.75,molformer,xgboost,23,trained
CHEMBL2034_Ki:282,CHEMBL2034_Ki,calibration,0.9504347519655673,21,158,0.75,molformer,xgboost,23,trained
CHEMBL2034_Ki:300,CHEMBL2034_Ki,test,0.8738154122699079,11,113,0.76,molformer,xgboost,23,trained
CHEMBL2034_Ki:301,CHEMBL2034_Ki,test,0.9082296780053882,10,83,0.76,molformer,xgboost,23,trained
CHEMBL2034_Ki:369,CHEMBL2034_Ki,calibration,0.9597424063329292,49,329,0.8421052631578947,molformer,xgboost,23,trained
CHEMBL2034_Ki:371,CHEMBL2034_Ki,calibration,0.9623748088789816,45,338,0.8378378378378378,molformer,xgboost,23,trained
CHEMBL2034_Ki:400,CHEMBL2034_Ki,calibration,0.9668543806852882,42,277,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:401,CHEMBL2034_Ki,calibration,0.9606872210776225,39,249,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:423,CHEMBL2034_Ki,calibration,0.9151956217528536,17,128,0.72,molformer,xgboost,23,trained
CHEMBL2034_Ki:446,CHEMBL2034_Ki,calibration,0.9462040870505696,29,225,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:488,CHEMBL2034_Ki,test,0.9410285673931771,36,295,0.9696969696969697,molformer,xgboost,23,trained
CHEMBL2034_Ki:490,CHEMBL2034_Ki,test,0.9624094308600756,31,273,0.96875,molformer,xgboost,23,trained
CHEMBL2034_Ki:493,CHEMBL2034_Ki,calibration,0.9372745855443203,20,165,0.92,molformer,xgboost,23,trained
CHEMBL2034_Ki:512,CHEMBL2034_Ki,test,0.914664441619123,10,96,0.9629629629629629,molformer,xgboost,23,trained
CHEMBL2034_Ki:517,CHEMBL2034_Ki,test,0.907259006137749,11,108,0.9629629629629629,molformer,xgboost,23,trained
CHEMBL2034_Ki:569,CHEMBL2034_Ki,test,0.9664678861465228,45,388,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:588,CHEMBL2034_Ki,test,0.9402691703676263,38,340,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:596,CHEMBL2034_Ki,test,0.9588901643173328,45,340,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:601,CHEMBL2034_Ki,test,0.9650176984905439,51,398,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:617,CHEMBL2034_Ki,calibration,0.9274971369857937,15,101,0.5,molformer,xgboost,23,trained
CHEMBL2034_Ki:621,CHEMBL2034_Ki,calibration,0.918907303817058,17,106,0.5185185185185185,molformer,xgboost,23,trained
CHEMBL2034_Ki:626,CHEMBL2034_Ki,test,0.9333963560613084,24,175,0.88,molformer,xgboost,23,trained
CHEMBL2034_Ki:628,CHEMBL2034_Ki,test,0.9374017321191912,28,204,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:641,CHEMBL2034_Ki,calibration,0.8940758621276748,20,172,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:643,CHEMBL2034_Ki,calibration,0.9080374454861937,19,144,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:683,CHEMBL2034_Ki,calibration,0.9728538210220468,49,376,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:692,CHEMBL2034_Ki,calibration,0.9502078063958719,43,340,1.0,molformer,xgboost,23,trained
CHEMBL2034_Ki:726,CHEMBL2034_Ki,test,0.9472767729640377,21,179,0.8571428571428571,molformer,xgboost,23,trained
CHEMBL2034_Ki:737,CHEMBL2034_Ki,test,0.9599406908731699,24,198,0.8571428571428571,molformer,xgboost,23,trained
CHEMBL2034_Ki:743,CHEMBL2034_Ki,calibration,0.9683797925167295,25,223,0.8709677419354839,molformer,xgboost,23,trained
CHEMBL2034_Ki:744,CHEMBL2034_Ki,calibration,0.9688484239595199,39,280,0.8787878787878788,molformer,xgboost,23,trained
CHEMBL2034_Ki:14,CHEMBL2034_Ki,test,0.9520934396084396,27,197,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:40,CHEMBL2034_Ki,calibration,0.9471556912605523,29,214,0.9615384615384616,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:49,CHEMBL2034_Ki,test,0.958861474867705,19,134,0.7666666666666667,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:50,CHEMBL2034_Ki,calibration,0.8834447279938282,11,110,0.9565217391304348,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:52,CHEMBL2034_Ki,calibration,0.9178172540274644,13,132,0.9565217391304348,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:69,CHEMBL2034_Ki,test,0.9610808761191569,36,252,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:104,CHEMBL2034_Ki,test,0.9732378867482873,19,141,0.7586206896551724,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:109,CHEMBL2034_Ki,test,0.969155857593866,20,160,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:114,CHEMBL2034_Ki,test,0.9162144050067963,17,129,0.8888888888888888,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:165,CHEMBL2034_Ki,test,0.9604190593746986,36,250,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:172,CHEMBL2034_Ki,test,0.9469480141460576,33,234,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:211,CHEMBL2034_Ki,calibration,0.9403142815235128,18,175,0.9666666666666667,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:221,CHEMBL2034_Ki,calibration,0.9470696859980062,26,239,0.9666666666666667,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:251,CHEMBL2034_Ki,test,0.9771666978898794,50,348,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:256,CHEMBL2034_Ki,test,0.9614199378403465,57,374,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:259,CHEMBL2034_Ki,calibration,0.9171998707593965,40,283,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:268,CHEMBL2034_Ki,calibration,0.9653536301366868,25,193,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:279,CHEMBL2034_Ki,calibration,0.9390313829077022,21,158,0.75,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:282,CHEMBL2034_Ki,calibration,0.9283923713766824,21,158,0.75,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:300,CHEMBL2034_Ki,test,0.9182919278316605,11,113,0.76,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:301,CHEMBL2034_Ki,test,0.8355413337626265,10,83,0.76,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:369,CHEMBL2034_Ki,calibration,0.9538815740608465,49,329,0.8421052631578947,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:371,CHEMBL2034_Ki,calibration,0.9705924189894145,45,338,0.8378378378378378,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:400,CHEMBL2034_Ki,calibration,0.9649131486487418,42,277,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:401,CHEMBL2034_Ki,calibration,0.9717417853334387,39,249,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:423,CHEMBL2034_Ki,calibration,0.9323243879562794,17,128,0.72,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:446,CHEMBL2034_Ki,calibration,0.9360774891269326,29,225,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:488,CHEMBL2034_Ki,test,0.9655319414849448,36,295,0.9696969696969697,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:490,CHEMBL2034_Ki,test,0.9431688079149547,31,273,0.96875,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:493,CHEMBL2034_Ki,calibration,0.9032911733573638,20,165,0.92,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:512,CHEMBL2034_Ki,test,0.915704226185783,10,96,0.9629629629629629,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:517,CHEMBL2034_Ki,test,0.8387563102734215,11,108,0.9629629629629629,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:569,CHEMBL2034_Ki,test,0.9653022655208724,45,388,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:588,CHEMBL2034_Ki,test,0.8857760312383365,38,340,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:596,CHEMBL2034_Ki,test,0.9464687701954465,45,340,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:601,CHEMBL2034_Ki,test,0.9534872555410655,51,398,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:617,CHEMBL2034_Ki,calibration,0.9441501030558613,15,101,0.5,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:621,CHEMBL2034_Ki,calibration,0.9306414990971852,17,106,0.5185185185185185,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:626,CHEMBL2034_Ki,test,0.9304238426042007,24,175,0.88,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:628,CHEMBL2034_Ki,test,0.8417826163320263,28,204,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:641,CHEMBL2034_Ki,calibration,0.9190320643623464,20,172,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:643,CHEMBL2034_Ki,calibration,0.9026989753606856,19,144,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:683,CHEMBL2034_Ki,calibration,0.9731673646329057,49,376,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:692,CHEMBL2034_Ki,calibration,0.953826175470804,43,340,1.0,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:726,CHEMBL2034_Ki,test,0.9455888597220804,21,179,0.8571428571428571,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:737,CHEMBL2034_Ki,test,0.9609376214135613,24,198,0.8571428571428571,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:743,CHEMBL2034_Ki,calibration,0.9609466399173948,25,223,0.8709677419354839,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:744,CHEMBL2034_Ki,calibration,0.9614952937227932,39,280,0.8787878787878788,molformer,xgboost,23,label_permuted
CHEMBL2034_Ki:14,CHEMBL2034_Ki,test,0.9600417585396915,27,197,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:40,CHEMBL2034_Ki,calibration,0.953489260429146,29,214,0.9615384615384616,molformer,xgboost,42,trained
CHEMBL2034_Ki:49,CHEMBL2034_Ki,test,0.9611466734980252,19,134,0.7666666666666667,molformer,xgboost,42,trained
CHEMBL2034_Ki:50,CHEMBL2034_Ki,calibration,0.8350240549192003,11,110,0.9565217391304348,molformer,xgboost,42,trained
CHEMBL2034_Ki:52,CHEMBL2034_Ki,calibration,0.914712768834806,13,132,0.9565217391304348,molformer,xgboost,42,trained
CHEMBL2034_Ki:69,CHEMBL2034_Ki,test,0.9532190326488128,36,252,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:104,CHEMBL2034_Ki,test,0.9420446905209989,19,141,0.7586206896551724,molformer,xgboost,42,trained
CHEMBL2034_Ki:109,CHEMBL2034_Ki,test,0.9584077133960817,20,160,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:114,CHEMBL2034_Ki,test,0.962714709253912,17,129,0.8888888888888888,molformer,xgboost,42,trained
CHEMBL2034_Ki:165,CHEMBL2034_Ki,test,0.9738287395813832,36,250,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:172,CHEMBL2034_Ki,test,0.9507154978907173,33,234,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:211,CHEMBL2034_Ki,calibration,0.9359920117233779,18,175,0.9666666666666667,molformer,xgboost,42,trained
CHEMBL2034_Ki:221,CHEMBL2034_Ki,calibration,0.9083861947898803,26,239,0.9666666666666667,molformer,xgboost,42,trained
CHEMBL2034_Ki:251,CHEMBL2034_Ki,test,0.9729511250479975,50,348,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:256,CHEMBL2034_Ki,test,0.9667708527839882,57,374,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:259,CHEMBL2034_Ki,calibration,0.9709570396852226,40,283,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:268,CHEMBL2034_Ki,calibration,0.9196852657905178,25,193,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:279,CHEMBL2034_Ki,calibration,0.9573239565430757,21,158,0.75,molformer,xgboost,42,trained
CHEMBL2034_Ki:282,CHEMBL2034_Ki,calibration,0.9572239929760451,21,158,0.75,molformer,xgboost,42,trained
CHEMBL2034_Ki:300,CHEMBL2034_Ki,test,0.8439463437444761,11,113,0.76,molformer,xgboost,42,trained
CHEMBL2034_Ki:301,CHEMBL2034_Ki,test,0.9069622131246732,10,83,0.76,molformer,xgboost,42,trained
CHEMBL2034_Ki:369,CHEMBL2034_Ki,calibration,0.9743870786359113,49,329,0.8421052631578947,molformer,xgboost,42,trained
CHEMBL2034_Ki:371,CHEMBL2034_Ki,calibration,0.961965174526791,45,338,0.8378378378378378,molformer,xgboost,42,trained
CHEMBL2034_Ki:400,CHEMBL2034_Ki,calibration,0.9665033911378078,42,277,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:401,CHEMBL2034_Ki,calibration,0.9335793664312491,39,249,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:423,CHEMBL2034_Ki,calibration,0.906095789269148,17,128,0.72,molformer,xgboost,42,trained
CHEMBL2034_Ki:446,CHEMBL2034_Ki,calibration,0.9461957990902752,29,225,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:488,CHEMBL2034_Ki,test,0.9215639750655902,36,295,0.9696969696969697,molformer,xgboost,42,trained
CHEMBL2034_Ki:490,CHEMBL2034_Ki,test,0.9435831275394037,31,273,0.96875,molformer,xgboost,42,trained
CHEMBL2034_Ki:493,CHEMBL2034_Ki,calibration,0.9499245842366707,20,165,0.92,molformer,xgboost,42,trained
CHEMBL2034_Ki:512,CHEMBL2034_Ki,test,0.9246348968937484,10,96,0.9629629629629629,molformer,xgboost,42,trained
CHEMBL2034_Ki:517,CHEMBL2034_Ki,test,0.87397891158286,11,108,0.9629629629629629,molformer,xgboost,42,trained
CHEMBL2034_Ki:569,CHEMBL2034_Ki,test,0.9725598621695122,45,388,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:588,CHEMBL2034_Ki,test,0.9339536530019296,38,340,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:596,CHEMBL2034_Ki,test,0.9675061776113674,45,340,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:601,CHEMBL2034_Ki,test,0.9439564342779961,51,398,1.0,molformer,xgboost,42,trained
CHEMBL2034_Ki:617,CHEMBL2034_Ki,calibration,0.9470749374463003,15,101,0.5,molformer,xgboost,42,trained
