dataset,representation,predictor,seed,variant,parent_prediction_range,mutant_prediction_range,local_domain_prediction_range,finite_local_domain,parent_rows,mutant_rows
CHEMBL1862_Ki,morgan,xgboost,11,trained,3.043111801147461,3.5319138169288635,3.5319138169288635,True,30,846
CHEMBL1862_Ki,morgan,xgboost,11,label_permuted,0.18019354343414307,0.29950499534606934,0.29950499534606934,True,30,846
CHEMBL1862_Ki,morgan,xgboost,23,trained,2.869813919067383,3.648686408996582,3.648686408996582,True,30,846
CHEMBL1862_Ki,morgan,xgboost,23,label_permuted,1.0460344552993774,2.058251440525055,2.058251440525055,True,30,846
CHEMBL1862_Ki,morgan,xgboost,42,trained,2.894066095352173,3.581032544374466,3.581032544374466,True,30,846
CHEMBL1862_Ki,morgan,xgboost,42,label_permuted,0.14938974380493164,0.41263628005981445,0.41263628005981445,True,30,846
CHEMBL1862_Ki,morgan,mlp,11,trained,3.443404197692871,3.897814631462097,3.897814631462097,True,30,846
CHEMBL1862_Ki,morgan,mlp,11,label_permuted,0.26515960693359375,0.7005261182785034,0.7005261182785034,True,30,846
CHEMBL1862_Ki,morgan,mlp,23,trained,3.1240134239196777,3.415382742881775,3.415382742881775,True,30,846
CHEMBL1862_Ki,morgan,mlp,23,label_permuted,0.7680233716964722,1.1716264486312866,1.1716264486312866,True,30,846
CHEMBL1862_Ki,morgan,mlp,42,trained,3.724600315093994,4.622205138206482,4.622205138206482,True,30,846
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,0.5578114986419678,0.8800628185272217,0.8800628185272217,True,30,846
CHEMBL1871_Ki,morgan,xgboost,11,trained,2.6989493370056152,2.902264416217804,2.902264416217804,True,38,1139
CHEMBL1871_Ki,morgan,xgboost,11,label_permuted,0.2182750701904297,0.4980051517486572,0.4980051517486572,True,38,1139
CHEMBL1871_Ki,morgan,xgboost,23,trained,2.6402883529663086,3.1656526029109955,3.1656526029109955,True,38,1139
CHEMBL1871_Ki,morgan,xgboost,23,label_permuted,1.2926820516586304,1.5011405944824219,1.5011405944824219,True,38,1139
CHEMBL1871_Ki,morgan,xgboost,42,trained,2.8584747314453125,3.9253443628549576,3.9253443628549576,True,38,1139
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.05670452117919922,0.06905949115753174,0.06905949115753174,True,38,1139
CHEMBL1871_Ki,morgan,mlp,11,trained,2.7768421173095703,2.954115867614746,3.0143035650253296,True,38,1139
CHEMBL1871_Ki,morgan,mlp,11,label_permuted,0.6698682308197021,0.9268031120300293,0.9268031120300293,True,38,1139
CHEMBL1871_Ki,morgan,mlp,23,trained,3.047311544418335,3.097375750541687,3.1871039867401123,True,38,1139
CHEMBL1871_Ki,morgan,mlp,23,label_permuted,1.759072184562683,2.2040785551071167,2.2040785551071167,True,38,1139
CHEMBL1871_Ki,morgan,mlp,42,trained,2.637575149536133,3.2173672914505005,3.2173672914505005,True,38,1139
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.49627768993377686,0.737586259841919,0.737586259841919,True,38,1139
CHEMBL2034_Ki,morgan,xgboost,11,trained,1.7739543914794922,1.9833532571792603,1.9833532571792603,True,48,1320
CHEMBL2034_Ki,morgan,xgboost,11,label_permuted,0.11823844909667969,0.23427653312683105,0.23427653312683105,True,48,1320
CHEMBL2034_Ki,morgan,xgboost,23,trained,2.09093976020813,2.234014093875885,2.234014093875885,True,48,1320
CHEMBL2034_Ki,morgan,xgboost,23,label_permuted,0.05266690254211426,0.11442351341247559,0.11442351341247559,True,48,1320
CHEMBL2034_Ki,morgan,xgboost,42,trained,1.6026248931884766,1.8176755607128143,1.8176755607128143,True,48,1320
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,1.3952956199645996,2.374987944960594,2.374987944960594,True,48,1320
CHEMBL2034_Ki,morgan,mlp,11,trained,2.823883295059204,3.3803833723068237,3.3803833723068237,True,48,1320
CHEMBL2034_Ki,morgan,mlp,11,label_permuted,0.7461135387420654,0.9452086091041565,0.9452086091041565,True,48,1320
CHEMBL2034_Ki,morgan,mlp,23,trained,3.466651201248169,3.676706910133362,3.676706910133362,True,48,1320
CHEMBL2034_Ki,morgan,mlp,23,label_permuted,0.5150748491287231,0.8499077558517456,0.8499077558517456,True,48,1320
CHEMBL2034_Ki,morgan,mlp,42,trained,2.9559884071350098,3.224384307861328,3.224384307861328,True,48,1320
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.8901844620704651,1.296472191810608,1.296472191810608,True,48,1320
CHEMBL204_Ki,morgan,xgboost,11,trained,5.422311305999756,6.0218281745910645,6.122761428356171,True,186,9498
CHEMBL204_Ki,morgan,xgboost,11,label_permuted,0.36094045639038086,0.4336247444152832,0.4336247444152832,True,186,9498
CHEMBL204_Ki,morgan,xgboost,23,trained,5.403003215789795,6.496870696544647,6.496870696544647,True,186,9498
CHEMBL204_Ki,morgan,xgboost,23,label_permuted,0.1876544952392578,0.1876544952392578,0.1876544952392578,True,186,9498
CHEMBL204_Ki,morgan,xgboost,42,trained,5.660508632659912,6.221067309379578,6.221067309379578,True,186,9498
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.14164376258850098,0.20667362213134766,0.20667362213134766,True,186,9498
CHEMBL204_Ki,morgan,mlp,11,trained,5.530788421630859,6.190771102905273,6.190771102905273,True,186,9498
CHEMBL204_Ki,morgan,mlp,11,label_permuted,1.524533987045288,1.998718023300171,1.998718023300171,True,186,9498
CHEMBL204_Ki,morgan,mlp,23,trained,5.6307373046875,6.633254528045654,6.633254528045654,True,186,9498
CHEMBL204_Ki,morgan,mlp,23,label_permuted,1.4903644323349,1.989644169807434,1.989644169807434,True,186,9498
CHEMBL204_Ki,morgan,mlp,42,trained,6.030595779418945,6.532642841339111,6.653404951095581,True,186,9498
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.3917272090911865,1.7849032878875732,1.7849032878875732,True,186,9498
CHEMBL2047_EC50,morgan,xgboost,11,trained,2.7963614463806152,3.2755003571510315,3.2755003571510315,True,36,1834
CHEMBL2047_EC50,morgan,xgboost,11,label_permuted,0.10747742652893066,0.11837053298950195,0.11837053298950195,True,36,1834
CHEMBL2047_EC50,morgan,xgboost,23,trained,2.6315035820007324,3.1291919350624084,3.1291919350624084,True,36,1834
CHEMBL2047_EC50,morgan,xgboost,23,label_permuted,0.22911763191223145,0.3689911365509033,0.3689911365509033,True,36,1834
CHEMBL2047_EC50,morgan,xgboost,42,trained,2.902578830718994,3.297543704509735,3.297543704509735,True,36,1834
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,1.2884806394577026,1.5805355310440063,1.5805355310440063,True,36,1834
CHEMBL2047_EC50,morgan,mlp,11,trained,2.9140548706054688,3.4037692546844482,3.4037692546844482,True,36,1834
CHEMBL2047_EC50,morgan,mlp,11,label_permuted,0.5385370254516602,0.7355616092681885,0.7355616092681885,True,36,1834
CHEMBL2047_EC50,morgan,mlp,23,trained,2.7349491119384766,3.086763858795166,3.086763858795166,True,36,1834
CHEMBL2047_EC50,morgan,mlp,23,label_permuted,0.4686777591705322,0.7169678211212158,0.7169678211212158,True,36,1834
CHEMBL2047_EC50,morgan,mlp,42,trained,2.6544408798217773,3.280603528022766,3.280603528022766,True,36,1834
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.563554048538208,0.8956036567687988,0.8956036567687988,True,36,1834
CHEMBL214_Ki,morgan,xgboost,11,trained,5.1635565757751465,5.226924180984497,5.568671762943268,True,230,7062
CHEMBL214_Ki,morgan,xgboost,11,label_permuted,0.44403576850891113,0.44403576850891113,0.44403576850891113,True,230,7062
CHEMBL214_Ki,morgan,xgboost,23,trained,4.890791416168213,5.160377502441406,5.325370132923126,True,230,7062
CHEMBL214_Ki,morgan,xgboost,23,label_permuted,0.44304168224334717,0.5436415672302246,0.5436415672302246,True,230,7062
CHEMBL214_Ki,morgan,xgboost,42,trained,5.137415409088135,5.353056192398071,5.5858353972435,True,230,7062
CHEMBL214_Ki,morgan,xgboost,42,label_permuted,0.09050726890563965,0.14567828178405762,0.14567828178405762,True,230,7062
CHEMBL214_Ki,morgan,mlp,11,trained,4.884919166564941,5.302507519721985,5.302507519721985,True,230,7062
