dataset,representation,predictor,seed,variant,parent_prediction_range,mutant_prediction_range,local_domain_prediction_range,finite_local_domain,parent_rows,mutant_rows
CHEMBL214_Ki,morgan,mlp,11,label_permuted,0.9390209913253784,1.2666911482810974,1.2666911482810974,True,230,7062
CHEMBL214_Ki,morgan,mlp,23,trained,5.3190484046936035,5.524939179420471,5.64475691318512,True,230,7062
CHEMBL214_Ki,morgan,mlp,23,label_permuted,0.9926654100418091,1.8356990814208984,1.8356990814208984,True,230,7062
CHEMBL214_Ki,morgan,mlp,42,trained,5.209171295166016,5.302858471870422,5.439277529716492,True,230,7062
CHEMBL214_Ki,morgan,mlp,42,label_permuted,1.3654463291168213,2.1143161058425903,2.1143161058425903,True,230,7062
CHEMBL2147_Ki,morgan,xgboost,11,trained,5.08999490737915,5.104722499847412,5.115041732788086,True,54,1537
CHEMBL2147_Ki,morgan,xgboost,11,label_permuted,1.3847614526748657,2.0755651146173477,2.0755651146173477,True,54,1537
CHEMBL2147_Ki,morgan,xgboost,23,trained,5.118869304656982,5.212065577507019,5.212065577507019,True,54,1537
CHEMBL2147_Ki,morgan,xgboost,23,label_permuted,1.407301664352417,1.8031661808490753,1.8031661808490753,True,54,1537
CHEMBL2147_Ki,morgan,xgboost,42,trained,4.874791145324707,5.0409568548202515,5.0409568548202515,True,54,1537
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.34475135803222656,0.463534951210022,0.463534951210022,True,54,1537
CHEMBL2147_Ki,morgan,mlp,11,trained,5.46345329284668,5.947543978691101,5.947543978691101,True,54,1537
CHEMBL2147_Ki,morgan,mlp,11,label_permuted,1.176707148551941,2.1097662448883057,2.1097662448883057,True,54,1537
CHEMBL2147_Ki,morgan,mlp,23,trained,5.7714128494262695,6.457379341125488,6.457379341125488,True,54,1537
CHEMBL2147_Ki,morgan,mlp,23,label_permuted,1.7338180541992188,2.4259287118911743,2.4259287118911743,True,54,1537
CHEMBL2147_Ki,morgan,mlp,42,trained,5.8818440437316895,6.415875434875488,6.415875434875488,True,54,1537
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,3.8105807304382324,7.847618103027344,7.847618103027344,True,54,1537
CHEMBL218_EC50,morgan,xgboost,11,trained,3.6862709522247314,3.9630654007196426,3.9630654007196426,True,76,2684
CHEMBL218_EC50,morgan,xgboost,11,label_permuted,0.0630028247833252,0.1330738067626953,0.1330738067626953,True,76,2684
CHEMBL218_EC50,morgan,xgboost,23,trained,2.6525514125823975,2.763428270816803,2.763428270816803,True,76,2684
CHEMBL218_EC50,morgan,xgboost,23,label_permuted,0.5875680446624756,1.0459495782852173,1.0459495782852173,True,76,2684
CHEMBL218_EC50,morgan,xgboost,42,trained,2.8926479816436768,3.391269363462925,3.391269363462925,True,76,2684
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.2406301498413086,0.3790445327758789,0.3790445327758789,True,76,2684
CHEMBL218_EC50,morgan,mlp,11,trained,1.6050043106079102,1.959560751914978,1.959560751914978,True,76,2684
CHEMBL218_EC50,morgan,mlp,11,label_permuted,0.8372368812561035,0.9995121955871582,0.9995121955871582,True,76,2684
CHEMBL218_EC50,morgan,mlp,23,trained,1.8709641695022583,2.0443557500839233,2.0443557500839233,True,76,2684
CHEMBL218_EC50,morgan,mlp,23,label_permuted,0.9253971576690674,1.254956841468811,1.254956841468811,True,76,2684
CHEMBL218_EC50,morgan,mlp,42,trained,2.09071946144104,2.394517421722412,2.394517421722412,True,76,2684
CHEMBL218_EC50,morgan,mlp,42,label_permuted,0.772293210029602,1.3132245540618896,1.3132245540618896,True,76,2684
CHEMBL219_Ki,morgan,xgboost,11,trained,3.7620041370391846,4.286176949739456,4.370669186115265,True,134,3521
CHEMBL219_Ki,morgan,xgboost,11,label_permuted,1.1642849445343018,2.0523372292518616,2.0523372292518616,True,134,3521
CHEMBL219_Ki,morgan,xgboost,23,trained,3.585930347442627,4.244821101427078,4.244821101427078,True,134,3521
CHEMBL219_Ki,morgan,xgboost,23,label_permuted,0.1699674129486084,0.3074432611465454,0.3074432611465454,True,134,3521
CHEMBL219_Ki,morgan,xgboost,42,trained,3.883347988128662,4.436211496591568,4.439560800790787,True,134,3521
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.41401994228363037,0.736652135848999,0.736652135848999,True,134,3521
CHEMBL219_Ki,morgan,mlp,11,trained,3.1655209064483643,3.8403706550598145,3.8403706550598145,True,134,3521
CHEMBL219_Ki,morgan,mlp,11,label_permuted,1.5717403888702393,2.1450659036636353,2.1450659036636353,True,134,3521
CHEMBL219_Ki,morgan,mlp,23,trained,3.110856771469116,3.9553635120391846,3.9553635120391846,True,134,3521
CHEMBL219_Ki,morgan,mlp,23,label_permuted,1.0769257545471191,1.41530841588974,1.41530841588974,True,134,3521
CHEMBL219_Ki,morgan,mlp,42,trained,3.089252471923828,4.1963889598846436,4.1963889598846436,True,134,3521
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.1597293615341187,1.7734160423278809,1.7734160423278809,True,134,3521
CHEMBL228_Ki,morgan,xgboost,11,trained,3.9674060344696045,4.9521679282188416,4.9521679282188416,True,122,3150
CHEMBL228_Ki,morgan,xgboost,11,label_permuted,0.49262452125549316,0.6335505247116089,0.6335505247116089,True,122,3150
CHEMBL228_Ki,morgan,xgboost,23,trained,3.8381779193878174,4.883392751216888,4.883392751216888,True,122,3150
CHEMBL228_Ki,morgan,xgboost,23,label_permuted,0.11607861518859863,0.2021958827972412,0.2021958827972412,True,122,3150
CHEMBL228_Ki,morgan,xgboost,42,trained,4.00583028793335,5.020926237106323,5.020926237106323,True,122,3150
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.18751156330108643,0.3008495569229126,0.3008495569229126,True,122,3150
CHEMBL228_Ki,morgan,mlp,11,trained,3.990757942199707,4.5041656494140625,4.5041656494140625,True,122,3150
CHEMBL228_Ki,morgan,mlp,11,label_permuted,1.3927741050720215,1.724603295326233,1.724603295326233,True,122,3150
CHEMBL228_Ki,morgan,mlp,23,trained,3.7797365188598633,4.984891891479492,4.984891891479492,True,122,3150
CHEMBL228_Ki,morgan,mlp,23,label_permuted,2.302353858947754,2.787245273590088,2.787245273590088,True,122,3150
CHEMBL228_Ki,morgan,mlp,42,trained,4.2548017501831055,5.143709182739258,5.143709182739258,True,122,3150
CHEMBL228_Ki,morgan,mlp,42,label_permuted,0.9477131366729736,1.4264943599700928,1.4264943599700928,True,122,3150
CHEMBL231_Ki,morgan,xgboost,11,trained,4.074402809143066,4.45164167881012,4.45164167881012,True,56,1883
CHEMBL231_Ki,morgan,xgboost,11,label_permuted,2.112856388092041,2.6604037284851074,2.6604037284851074,True,56,1883
CHEMBL231_Ki,morgan,xgboost,23,trained,3.964500665664673,4.276413396000862,4.316484168171883,True,56,1883
CHEMBL231_Ki,morgan,xgboost,23,label_permuted,1.6387882232666016,3.4858906269073486,3.4858906269073486,True,56,1883
CHEMBL231_Ki,morgan,xgboost,42,trained,4.176576137542725,4.522801965475082,4.522801965475082,True,56,1883
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,1.5629712343215942,2.588025152683258,2.588025152683258,True,56,1883
CHEMBL231_Ki,morgan,mlp,11,trained,4.428216457366943,5.099678993225098,5.099678993225098,True,56,1883
CHEMBL231_Ki,morgan,mlp,11,label_permuted,1.6048160791397095,2.1320220232009888,2.1320220232009888,True,56,1883
CHEMBL231_Ki,morgan,mlp,23,trained,4.0392303466796875,4.969012022018433,4.969012022018433,True,56,1883
CHEMBL231_Ki,morgan,mlp,23,label_permuted,1.2848315238952637,1.9808807373046875,1.9808807373046875,True,56,1883
CHEMBL231_Ki,morgan,mlp,42,trained,4.167234897613525,5.035175085067749,5.035175085067749,True,56,1883
CHEMBL231_Ki,morgan,mlp,42,label_permuted,0.8222247362136841,1.4772007465362549,1.4772007465362549,True,56,1883
CHEMBL233_Ki,morgan,xgboost,11,trained,4.374959945678711,5.567003846168518,5.567003846168518,True,182,5789
CHEMBL233_Ki,morgan,xgboost,11,label_permuted,0.2734485864639282,0.44124484062194824,0.44124484062194824,True,182,5789
CHEMBL233_Ki,morgan,xgboost,23,trained,4.692967891693115,5.120839476585388,5.120839476585388,True,182,5789
CHEMBL233_Ki,morgan,xgboost,23,label_permuted,0.8347433805465698,1.4763437509536743,1.4763437509536743,True,182,5789
CHEMBL233_Ki,morgan,xgboost,42,trained,5.022451877593994,5.770529866218567,5.770529866218567,True,182,5789
CHEMBL233_Ki,morgan,xgboost,42,label_permuted,1.0235506296157837,1.6084316968917847,1.6084316968917847,True,182,5789
CHEMBL233_Ki,morgan,mlp,11,trained,4.994384765625,5.316811203956604,5.316811203956604,True,182,5789
CHEMBL233_Ki,morgan,mlp,11,label_permuted,1.280315637588501,1.6134992837905884,1.6134992837905884,True,182,5789
CHEMBL233_Ki,morgan,mlp,23,trained,5.080384731292725,5.666728138923645,5.666728138923645,True,182,5789
CHEMBL233_Ki,morgan,mlp,23,label_permuted,1.0678651332855225,1.7029518485069275,1.7029518485069275,True,182,5789
CHEMBL233_Ki,morgan,mlp,42,trained,5.169431686401367,5.434052109718323,5.434052109718323,True,182,5789
CHEMBL233_Ki,morgan,mlp,42,label_permuted,1.300249695777893,1.637232780456543,1.637232780456543,True,182,5789
CHEMBL234_Ki,morgan,xgboost,11,trained,5.465793609619141,6.475361466407776,6.475361466407776,True,226,7589
CHEMBL234_Ki,morgan,xgboost,11,label_permuted,1.095913290977478,2.0397890210151672,2.0397890210151672,True,226,7589
CHEMBL234_Ki,morgan,xgboost,23,trained,5.507421493530273,6.1233309507369995,6.1233309507369995,True,226,7589
CHEMBL234_Ki,morgan,xgboost,23,label_permuted,0.0,0.15266728401184082,0.15266728401184082,True,226,7589
CHEMBL234_Ki,morgan,xgboost,42,trained,5.318659782409668,6.119366407394409,6.119366407394409,True,226,7589
CHEMBL234_Ki,morgan,xgboost,42,label_permuted,0.1108245849609375,0.1332772970199585,0.1332772970199585,True,226,7589
CHEMBL234_Ki,morgan,mlp,11,trained,6.044865608215332,6.6688231229782104,6.6688231229782104,True,226,7589
CHEMBL234_Ki,morgan,mlp,11,label_permuted,1.2978720664978027,1.76643967628479,1.76643967628479,True,226,7589
CHEMBL234_Ki,morgan,mlp,23,trained,6.045372009277344,6.628674626350403,6.7114235162734985,True,226,7589
CHEMBL234_Ki,morgan,mlp,23,label_permuted,1.204620361328125,1.56638765335083,1.56638765335083,True,226,7589
CHEMBL234_Ki,morgan,mlp,42,trained,6.375697612762451,6.608235001564026,6.721639275550842,True,226,7589
CHEMBL234_Ki,morgan,mlp,42,label_permuted,1.0242904424667358,1.5229710340499878,1.5229710340499878,True,226,7589
CHEMBL235_EC50,morgan,xgboost,11,trained,3.066816806793213,4.912173807621002,4.912173807621002,True,150,7720
CHEMBL235_EC50,morgan,xgboost,11,label_permuted,0.16536688804626465,0.31665730476379395,0.31665730476379395,True,150,7720
CHEMBL235_EC50,morgan,xgboost,23,trained,3.633963108062744,5.376953125,5.376953125,True,150,7720
CHEMBL235_EC50,morgan,xgboost,23,label_permuted,0.06596803665161133,0.10835695266723633,0.10835695266723633,True,150,7720
CHEMBL235_EC50,morgan,xgboost,42,trained,3.3738112449645996,5.1574177742004395,5.1574177742004395,True,150,7720
CHEMBL235_EC50,morgan,xgboost,42,label_permuted,0.15375995635986328,0.23736786842346191,0.23736786842346191,True,150,7720
CHEMBL235_EC50,morgan,mlp,11,trained,3.4945013523101807,4.090271234512329,4.090271234512329,True,150,7720
CHEMBL235_EC50,morgan,mlp,11,label_permuted,1.1346476078033447,1.3373140096664429,1.3373140096664429,True,150,7720
CHEMBL235_EC50,morgan,mlp,23,trained,3.822035551071167,4.435484170913696,4.435484170913696,True,150,7720
CHEMBL235_EC50,morgan,mlp,23,label_permuted,1.0034666061401367,1.6868865489959717,1.6868865489959717,True,150,7720
CHEMBL235_EC50,morgan,mlp,42,trained,4.081186294555664,4.729691505432129,4.729691505432129,True,150,7720
CHEMBL235_EC50,morgan,mlp,42,label_permuted,1.4489765167236328,1.655036449432373,1.655036449432373,True,150,7720
CHEMBL236_Ki,morgan,xgboost,11,trained,4.856759548187256,5.43059378862381,5.43059378862381,True,138,4965
CHEMBL236_Ki,morgan,xgboost,11,label_permuted,0.17241621017456055,0.17686808109283447,0.17686808109283447,True,138,4965
CHEMBL236_Ki,morgan,xgboost,23,trained,4.935511112213135,5.7861552238464355,5.7861552238464355,True,138,4965
CHEMBL236_Ki,morgan,xgboost,23,label_permuted,0.46717381477355957,0.7207832336425781,0.7207832336425781,True,138,4965
CHEMBL236_Ki,morgan,xgboost,42,trained,4.932029724121094,6.031980514526367,6.031980514526367,True,138,4965
CHEMBL236_Ki,morgan,xgboost,42,label_permuted,1.0292587280273438,1.862347960472107,1.862347960472107,True,138,4965
CHEMBL236_Ki,morgan,mlp,11,trained,5.826142311096191,6.380204677581787,6.380204677581787,True,138,4965
CHEMBL236_Ki,morgan,mlp,11,label_permuted,1.1760516166687012,1.7213767766952515,1.7213767766952515,True,138,4965
CHEMBL236_Ki,morgan,mlp,23,trained,5.382455825805664,5.798021078109741,5.798021078109741,True,138,4965
CHEMBL236_Ki,morgan,mlp,23,label_permuted,1.0421521663665771,1.7209370136260986,1.7209370136260986,True,138,4965
CHEMBL236_Ki,morgan,mlp,42,trained,5.570041656494141,5.8407652378082275,5.8407652378082275,True,138,4965
CHEMBL236_Ki,morgan,mlp,42,label_permuted,1.2959398031234741,2.0744887590408325,2.0744887590408325,True,138,4965
CHEMBL237_EC50,morgan,xgboost,11,trained,3.3501224517822266,3.3783502876758575,3.3783502876758575,True,70,2405
CHEMBL237_EC50,morgan,xgboost,11,label_permuted,0.9983112812042236,1.4407408237457275,1.4407408237457275,True,70,2405
CHEMBL237_EC50,morgan,xgboost,23,trained,2.1511855125427246,2.156509041786194,2.156509041786194,True,70,2405
CHEMBL237_EC50,morgan,xgboost,23,label_permuted,0.43685054779052734,0.830785870552063,0.830785870552063,True,70,2405
CHEMBL237_EC50,morgan,xgboost,42,trained,2.687969207763672,2.6879692375659943,2.6879692375659943,True,70,2405
CHEMBL237_EC50,morgan,xgboost,42,label_permuted,0.9025087356567383,1.1249758005142212,1.1249758005142212,True,70,2405
CHEMBL237_EC50,morgan,mlp,11,trained,5.612056732177734,6.403924942016602,6.403924942016602,True,70,2405
CHEMBL237_EC50,morgan,mlp,11,label_permuted,1.0236167907714844,1.3003387451171875,1.3003387451171875,True,70,2405
CHEMBL237_EC50,morgan,mlp,23,trained,5.008185386657715,5.943200588226318,5.943200588226318,True,70,2405
CHEMBL237_EC50,morgan,mlp,23,label_permuted,1.3521960973739624,1.6424821019172668,1.6424821019172668,True,70,2405
CHEMBL237_EC50,morgan,mlp,42,trained,5.180542945861816,5.608296871185303,5.608296871185303,True,70,2405
CHEMBL237_EC50,morgan,mlp,42,label_permuted,1.2470173835754395,1.6571492552757263,1.6571492552757263,True,70,2405
CHEMBL237_Ki,morgan,xgboost,11,trained,3.7560479640960693,5.124802112579346,5.124802112579346,True,152,4970
CHEMBL237_Ki,morgan,xgboost,11,label_permuted,0.22416353225708008,0.2978740930557251,0.2978740930557251,True,152,4970
CHEMBL237_Ki,morgan,xgboost,23,trained,4.207745552062988,5.5264517068862915,5.5264517068862915,True,152,4970
CHEMBL237_Ki,morgan,xgboost,23,label_permuted,0.4314311742782593,1.123412013053894,1.123412013053894,True,152,4970
CHEMBL237_Ki,morgan,xgboost,42,trained,3.8698339462280273,4.963174819946289,4.963174819946289,True,152,4970
CHEMBL237_Ki,morgan,xgboost,42,label_permuted,0.1148751974105835,0.15644896030426025,0.15644896030426025,True,152,4970
CHEMBL237_Ki,morgan,mlp,11,trained,5.1174798011779785,5.904352068901062,5.904352068901062,True,152,4970
CHEMBL237_Ki,morgan,mlp,11,label_permuted,1.4491422176361084,2.161296010017395,2.161296010017395,True,152,4970
CHEMBL237_Ki,morgan,mlp,23,trained,4.592286586761475,5.722175478935242,5.722175478935242,True,152,4970
CHEMBL237_Ki,morgan,mlp,23,label_permuted,0.8453093767166138,1.5515713095664978,1.5515713095664978,True,152,4970
CHEMBL237_Ki,morgan,mlp,42,trained,4.476579666137695,5.634491801261902,5.634491801261902,True,152,4970
CHEMBL237_Ki,morgan,mlp,42,label_permuted,1.0749539136886597,1.8311110734939575,1.8311110734939575,True,152,4970
CHEMBL238_Ki,morgan,xgboost,11,trained,3.2948920726776123,4.126905485987663,4.126905485987663,True,74,1866
CHEMBL238_Ki,morgan,xgboost,11,label_permuted,0.1251835823059082,0.13852524757385254,0.13852524757385254,True,74,1866
CHEMBL238_Ki,morgan,xgboost,23,trained,3.366992473602295,4.41896915435791,4.41896915435791,True,74,1866
CHEMBL238_Ki,morgan,xgboost,23,label_permuted,0.1017148494720459,0.14941692352294922,0.14941692352294922,True,74,1866
CHEMBL238_Ki,morgan,xgboost,42,trained,3.499436855316162,4.542442083358765,4.542442083358765,True,74,1866
CHEMBL238_Ki,morgan,xgboost,42,label_permuted,0.30532312393188477,0.42235612869262695,0.42235612869262695,True,74,1866
CHEMBL238_Ki,morgan,mlp,11,trained,3.8131351470947266,4.346294641494751,4.346294641494751,True,74,1866
CHEMBL238_Ki,morgan,mlp,11,label_permuted,0.7701210975646973,0.9827611446380615,0.9827611446380615,True,74,1866
CHEMBL238_Ki,morgan,mlp,23,trained,3.7986714839935303,4.565306663513184,4.565306663513184,True,74,1866
CHEMBL238_Ki,morgan,mlp,23,label_permuted,0.6206530332565308,1.0547292232513428,1.0547292232513428,True,74,1866
CHEMBL238_Ki,morgan,mlp,42,trained,3.782222270965576,4.358142375946045,4.358142375946045,True,74,1866
CHEMBL238_Ki,morgan,mlp,42,label_permuted,0.7561160326004028,1.4381966590881348,1.4381966590881348,True,74,1866
CHEMBL239_EC50,morgan,xgboost,11,trained,4.339288711547852,5.708987653255463,5.708987653255463,True,130,6745
CHEMBL239_EC50,morgan,xgboost,11,label_permuted,0.6376142501831055,1.3972715139389038,1.3972715139389038,True,130,6745
CHEMBL239_EC50,morgan,xgboost,23,trained,4.52457857131958,5.74722284078598,5.74722284078598,True,130,6745
CHEMBL239_EC50,morgan,xgboost,23,label_permuted,0.09628605842590332,0.09718155860900879,0.09718155860900879,True,130,6745
CHEMBL239_EC50,morgan,xgboost,42,trained,4.682511329650879,6.0385894775390625,6.0385894775390625,True,130,6745
CHEMBL239_EC50,morgan,xgboost,42,label_permuted,0.3422389030456543,0.7738018035888672,0.7738018035888672,True,130,6745
CHEMBL239_EC50,morgan,mlp,11,trained,4.73033332824707,5.077122211456299,5.077122211456299,True,130,6745
CHEMBL239_EC50,morgan,mlp,11,label_permuted,0.8485360145568848,1.2280635833740234,1.2280635833740234,True,130,6745
CHEMBL239_EC50,morgan,mlp,23,trained,4.633258819580078,5.283717393875122,5.373028755187988,True,130,6745
CHEMBL239_EC50,morgan,mlp,23,label_permuted,0.9584853649139404,1.3243207931518555,1.3243207931518555,True,130,6745
CHEMBL239_EC50,morgan,mlp,42,trained,4.976289749145508,4.94831919670105,5.086418867111206,True,130,6745
CHEMBL239_EC50,morgan,mlp,42,label_permuted,1.0731093883514404,1.5737274885177612,1.5737274885177612,True,130,6745
CHEMBL244_Ki,morgan,xgboost,11,trained,5.747951984405518,6.732234954833984,6.732234954833984,True,206,8930
CHEMBL244_Ki,morgan,xgboost,11,label_permuted,1.7259185314178467,2.4874711334705353,2.4874711334705353,True,206,8930
CHEMBL244_Ki,morgan,xgboost,23,trained,5.7107086181640625,6.820963621139526,6.820963621139526,True,206,8930
