dataset,component_id,representation,predictor,mapping_combinations_evaluated,chosen_mapping_nap,minimum_mapping_nap,maximum_mapping_nap,mapping_nap_range
CHEMBL244_Ki,121,morgan,mlp,6,0.0052568156189886,0.0052568156189886,0.0052568156189886,0.0
CHEMBL244_Ki,121,molformer,xgboost,6,0.0033755774302791,0.0033755774302791,0.0033755774302791,0.0
CHEMBL244_Ki,121,molformer,mlp,6,0.0277273451186494,0.0277273451186494,0.0277273451186494,0.0
CHEMBL244_Ki,121,unimol,xgboost,6,0.0079431800743276,0.0079431800743276,0.0079431800743276,0.0
CHEMBL244_Ki,121,unimol,mlp,6,0.0169837056943594,0.0169837056943594,0.0169837056943594,0.0
CHEMBL244_Ki,168,morgan,xgboost,2,0.0016817718117144,-0.0015608482634272,0.0016817718117144,0.0032426200751417
CHEMBL244_Ki,168,morgan,mlp,2,-0.009925287371323,-0.0137322639030884,-0.009925287371323,0.0038069765317653
CHEMBL244_Ki,168,molformer,xgboost,2,0.0576709061655048,0.056098084523479,0.0576709061655048,0.0015728216420258
CHEMBL244_Ki,168,molformer,mlp,2,0.3593159188809214,0.3367915905221268,0.3593159188809214,0.0225243283587945
CHEMBL244_Ki,168,unimol,xgboost,2,0.0511732992133688,0.0511732992133688,0.0516536742902288,0.00048037507686
CHEMBL244_Ki,168,unimol,mlp,2,0.134965408577224,0.134965408577224,0.1453224608809041,0.01035705230368
CHEMBL244_Ki,172,morgan,xgboost,2,0.0178359096313912,0.0102516309412861,0.0178359096313912,0.007584278690105
CHEMBL244_Ki,172,morgan,mlp,2,0.0251436781609195,0.0251436781609195,0.0269865067466266,0.0018428285857071
CHEMBL244_Ki,172,molformer,xgboost,2,0.0135841170323928,0.0019518542615484,0.0135841170323928,0.0116322627708444
CHEMBL244_Ki,172,molformer,mlp,2,0.0362976406533575,0.0362976406533575,0.4913793103448275,0.45508166969147
CHEMBL244_Ki,172,unimol,xgboost,2,0.0048725637181409,0.0048725637181409,0.0251436781609195,0.0202711144427786
CHEMBL244_Ki,172,unimol,mlp,2,0.0019518542615484,0.0019518542615484,0.0095281306715063,0.0075762764099578
CHEMBL244_Ki,202,morgan,xgboost,2,0.0404995331465919,0.0404995331465919,0.0404995331465919,0.0
CHEMBL244_Ki,202,morgan,mlp,2,0.0140873015873015,0.0140873015873015,0.0140873015873015,0.0
CHEMBL244_Ki,202,molformer,xgboost,2,0.0398886827458255,0.0398886827458255,0.0398886827458255,0.0
CHEMBL244_Ki,202,molformer,mlp,2,0.0443064182194616,0.0443064182194616,0.0443064182194616,0.0
CHEMBL244_Ki,202,unimol,xgboost,2,0.057574491785018,0.057574491785018,0.057574491785018,0.0
CHEMBL244_Ki,202,unimol,mlp,2,0.0292277167277167,0.0292277167277167,0.0292277167277167,0.0
CHEMBL264_Ki,21,morgan,xgboost,4,0.0007541903644187,0.0007541903644187,0.0097384191771946,0.0089842288127759
CHEMBL264_Ki,21,morgan,mlp,4,0.0226985496971471,0.0082229565925218,0.0625112214973966,0.0542882649048747
CHEMBL264_Ki,21,molformer,xgboost,4,0.0263430851063829,0.0263430851063829,0.3449765512265512,0.3186334661201682
CHEMBL264_Ki,21,molformer,mlp,4,-0.011061886061886,-0.011061886061886,-0.0058493752110773,0.0052125108508087
CHEMBL264_Ki,21,unimol,xgboost,4,0.0235648352908414,-0.0093612799729821,0.0260036580421642,0.0353649380151463
CHEMBL264_Ki,21,unimol,mlp,4,0.0156703816278284,-0.001408597088234,0.0202686202686202,0.0216772173568542
CHEMBL264_Ki,36,morgan,xgboost,2,-0.0663955342902711,-0.0663955342902711,-0.0663955342902711,0.0
CHEMBL264_Ki,36,morgan,mlp,2,-0.0120813397129187,-0.0120813397129187,-0.0120813397129187,0.0
CHEMBL264_Ki,36,molformer,xgboost,2,-0.0605994152046783,-0.0605994152046783,-0.0605994152046783,0.0
CHEMBL264_Ki,36,molformer,mlp,2,-0.0682784446496358,-0.0682784446496358,-0.0682784446496358,0.0
CHEMBL264_Ki,36,unimol,xgboost,2,-0.0624556076425882,-0.0624556076425882,-0.0624556076425882,0.0
CHEMBL264_Ki,36,unimol,mlp,2,-0.0042105263157894,-0.0042105263157894,-0.0042105263157894,0.0
CHEMBL264_Ki,49,morgan,xgboost,2,0.0161171919924268,-0.0061510903204983,0.0161171919924268,0.0222682823129251
CHEMBL264_Ki,49,morgan,mlp,2,0.0138534580498865,3.543083900217625e-05,0.0138534580498865,0.0138180272108844
CHEMBL264_Ki,49,molformer,xgboost,2,0.0126072588126159,-0.0012107683982684,0.0126072588126159,0.0138180272108844
CHEMBL264_Ki,49,molformer,mlp,2,0.0155321282553425,-0.0178324486360201,0.0155321282553425,0.0333645768913626
CHEMBL264_Ki,49,unimol,xgboost,2,0.2679870559334845,0.1648675673973291,0.2679870559334845,0.1031194885361553
CHEMBL264_Ki,49,unimol,mlp,2,0.2799504810665523,0.1321246709639565,0.2799504810665523,0.1478258101025958
CHEMBL264_Ki,59,morgan,xgboost,4,0.033641581632653,0.0040066564260112,0.033641581632653,0.0296349252066417
CHEMBL264_Ki,59,morgan,mlp,4,0.0145572263993316,0.0007973812321638,0.0145572263993316,0.0137598451671678
CHEMBL264_Ki,59,molformer,xgboost,4,0.0093984962406015,0.0093984962406015,0.0416828416149068,0.0322843453743053
CHEMBL264_Ki,59,molformer,mlp,4,0.0357993197278911,0.0082464225078826,0.0357993197278911,0.0275528972200085
CHEMBL264_Ki,59,unimol,xgboost,4,0.023538961038961,0.023538961038961,0.0394982993197278,0.0159593382807668
CHEMBL264_Ki,59,unimol,mlp,4,0.050595238095238,0.0158316798941798,0.050595238095238,0.0347635582010582
CHEMBL264_Ki,115,morgan,xgboost,2,0.01817055393586,0.01817055393586,0.01817055393586,0.0
CHEMBL264_Ki,115,morgan,mlp,2,0.1194707337470495,0.1194707337470495,0.1194707337470495,0.0
CHEMBL264_Ki,115,molformer,xgboost,2,-0.0153404400120989,-0.0153404400120989,-0.0153404400120989,0.0
CHEMBL264_Ki,115,molformer,mlp,2,0.0615077410274454,0.0615077410274454,0.0615077410274454,0.0
CHEMBL264_Ki,115,unimol,xgboost,2,0.6408203597644593,0.6408203597644593,0.6408203597644593,0.0
CHEMBL264_Ki,115,unimol,mlp,2,0.5899210164835167,0.5899210164835167,0.5899210164835167,0.0
CHEMBL264_Ki,158,morgan,xgboost,2,-0.0822736068044656,-0.0822736068044656,-0.0822736068044656,0.0
CHEMBL264_Ki,158,morgan,mlp,2,0.5916036340540445,0.5916036340540445,0.5916036340540445,0.0
CHEMBL264_Ki,158,molformer,xgboost,2,-0.0537368723226151,-0.0537368723226151,-0.0537368723226151,0.0
CHEMBL264_Ki,158,molformer,mlp,2,-0.0420916013902464,-0.0420916013902464,-0.0420916013902464,0.0
CHEMBL264_Ki,158,unimol,xgboost,2,0.0179474184419899,0.0179474184419899,0.0179474184419899,0.0
CHEMBL264_Ki,158,unimol,mlp,2,-0.0700141886072945,-0.0700141886072945,-0.0700141886072945,0.0
CHEMBL264_Ki,163,morgan,xgboost,2,0.1193226600985222,0.1193226600985222,0.1697280844155843,0.0504054243170621
CHEMBL264_Ki,163,morgan,mlp,2,0.1023252895394097,0.1023252895394097,0.1307986096975125,0.0284733201581027
CHEMBL264_Ki,163,molformer,xgboost,2,0.1482255667038275,0.1482255667038275,0.1760147461234417,0.0277891794196142
CHEMBL264_Ki,163,molformer,mlp,2,0.0997954329397161,0.0997954329397161,0.1381460279486594,0.0383505950089433
CHEMBL264_Ki,163,unimol,xgboost,2,0.131579509671615,0.131579509671615,0.1349660573344783,0.0033865476628633
CHEMBL264_Ki,163,unimol,mlp,2,0.1404838477909649,0.1404838477909649,0.1738077114273286,0.0333238636363636
CHEMBL264_Ki,176,morgan,xgboost,2,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.0
CHEMBL264_Ki,176,morgan,mlp,2,0.1041666666666666,0.1041666666666666,0.1041666666666666,0.0
CHEMBL264_Ki,176,molformer,xgboost,2,0.1041666666666666,0.1041666666666666,0.1041666666666666,0.0
CHEMBL264_Ki,176,molformer,mlp,2,0.0601851851851851,0.0601851851851851,0.0601851851851851,0.0
CHEMBL264_Ki,176,unimol,xgboost,2,0.0777777777777777,0.0777777777777777,0.0777777777777777,0.0
CHEMBL264_Ki,176,unimol,mlp,2,0.0601851851851851,0.0601851851851851,0.0601851851851851,0.0
CHEMBL264_Ki,183,morgan,xgboost,2,0.2282638888888888,0.2282638888888888,0.2282638888888888,0.0
CHEMBL264_Ki,183,morgan,mlp,2,0.0337361712361712,0.0337361712361712,0.0337361712361712,0.0
CHEMBL264_Ki,183,molformer,xgboost,2,0.0090369189633895,0.0090369189633895,0.0090369189633895,0.0
CHEMBL264_Ki,183,molformer,mlp,2,0.001041366041366,0.001041366041366,0.001041366041366,0.0
CHEMBL264_Ki,183,unimol,xgboost,2,-0.0153173439463762,-0.0153173439463762,-0.0153173439463762,0.0
CHEMBL264_Ki,183,unimol,mlp,2,-0.013715909090909,-0.013715909090909,-0.013715909090909,0.0
CHEMBL2835_Ki,8,morgan,xgboost,4,0.1741176470588235,0.1741176470588235,0.1741176470588235,0.0
CHEMBL2835_Ki,8,morgan,mlp,4,0.64,0.64,0.64,0.0
CHEMBL2835_Ki,8,molformer,xgboost,4,0.2799999999999999,0.2799999999999999,0.2799999999999999,0.0
CHEMBL2835_Ki,8,molformer,mlp,4,0.2799999999999999,0.2799999999999999,0.2799999999999999,0.0
CHEMBL2835_Ki,8,unimol,xgboost,4,0.64,0.64,0.64,0.0
CHEMBL2835_Ki,8,unimol,mlp,4,0.08,0.08,0.08,0.0
CHEMBL287_Ki,22,morgan,xgboost,2,0.3723584108199492,0.1054945054945055,0.3723584108199492,0.2668639053254437
CHEMBL287_Ki,22,morgan,mlp,2,0.3723584108199492,0.1244897959183673,0.3723584108199492,0.2478686149015819
CHEMBL287_Ki,22,molformer,xgboost,2,0.323541842772612,0.1054945054945055,0.323541842772612,0.2180473372781065
CHEMBL287_Ki,22,molformer,mlp,2,0.3723584108199492,0.1054945054945055,0.3723584108199492,0.2668639053254437
CHEMBL287_Ki,22,unimol,xgboost,2,0.2611263736263736,0.2611263736263736,1.0,0.7388736263736264
CHEMBL287_Ki,22,unimol,mlp,2,0.9773351648351648,0.1054945054945055,0.9773351648351648,0.8718406593406594
CHEMBL287_Ki,84,morgan,xgboost,2,0.0147278708133971,0.0109762396694214,0.0147278708133971,0.0037516311439756
CHEMBL287_Ki,84,morgan,mlp,2,0.0536107038123167,0.00569403714565,0.0536107038123167,0.0479166666666666
CHEMBL287_Ki,84,molformer,xgboost,2,0.0615800865800865,0.0615800865800865,0.0644522144522144,0.0028721278721278
CHEMBL287_Ki,84,molformer,mlp,2,0.0694305694305694,0.0572240259740259,0.0694305694305694,0.0122065434565434
CHEMBL287_Ki,84,unimol,xgboost,2,0.5005050505050506,0.2391414141414141,0.5005050505050506,0.2613636363636364
CHEMBL287_Ki,84,unimol,mlp,2,0.0209235209235209,0.0209235209235209,0.0665584415584415,0.0456349206349206
CHEMBL287_Ki,89,morgan,xgboost,2,0.0729323308270676,0.0729323308270676,0.0729323308270676,0.0
CHEMBL287_Ki,89,morgan,mlp,2,0.1697266369993642,0.1697266369993642,0.1697266369993642,0.0
CHEMBL287_Ki,89,molformer,xgboost,2,0.0774050401009648,0.0774050401009648,0.0774050401009648,0.0
CHEMBL287_Ki,89,molformer,mlp,2,0.0753246753246753,0.0753246753246753,0.0753246753246753,0.0
CHEMBL287_Ki,89,unimol,xgboost,2,0.1037738731856379,0.1037738731856379,0.1037738731856379,0.0
CHEMBL287_Ki,89,unimol,mlp,2,0.0916883116883117,0.0916883116883117,0.0916883116883117,0.0
CHEMBL287_Ki,93,morgan,xgboost,2,0.0713183421516754,0.0713183421516754,0.0713183421516754,0.0
CHEMBL287_Ki,93,morgan,mlp,2,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.0
CHEMBL287_Ki,93,molformer,xgboost,2,0.0652901785714285,0.0652901785714285,0.0652901785714285,0.0
CHEMBL287_Ki,93,molformer,mlp,2,0.078027950310559,0.078027950310559,0.078027950310559,0.0
CHEMBL287_Ki,93,unimol,xgboost,2,0.0652901785714285,0.0652901785714285,0.0652901785714285,0.0
CHEMBL287_Ki,93,unimol,mlp,2,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.0
CHEMBL2971_Ki,11,morgan,xgboost,2,0.085813492063492,0.085813492063492,0.085813492063492,0.0
CHEMBL2971_Ki,11,morgan,mlp,2,0.085813492063492,0.085813492063492,0.085813492063492,0.0
CHEMBL2971_Ki,11,molformer,xgboost,2,0.1136039886039885,0.1136039886039885,0.1136039886039885,0.0
CHEMBL2971_Ki,11,molformer,mlp,2,0.1078042328042328,0.1078042328042328,0.1078042328042328,0.0
CHEMBL2971_Ki,11,unimol,xgboost,2,0.1136039886039885,0.1136039886039885,0.1136039886039885,0.0
CHEMBL2971_Ki,11,unimol,mlp,2,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0
CHEMBL2971_Ki,32,morgan,xgboost,2,0.136194041665643,0.136194041665643,0.2182672355460749,0.0820731938804318
CHEMBL2971_Ki,32,morgan,mlp,2,0.1666700695622338,0.1666700695622338,0.2130277964773872,0.0463577269151533
CHEMBL2971_Ki,32,molformer,xgboost,2,0.1254647668449347,0.1107259210862787,0.1254647668449347,0.014738845758656
CHEMBL2971_Ki,32,molformer,mlp,2,0.0388430470316144,0.0388430470316144,0.070675802495666,0.0318327554640515
CHEMBL2971_Ki,32,unimol,xgboost,2,0.1185984365103914,0.1185984365103914,0.1530973761498454,0.0344989396394539
CHEMBL2971_Ki,32,unimol,mlp,2,0.1455772489597949,0.1455772489597949,0.2531757375509192,0.1075984885911243
CHEMBL3979_EC50,16,morgan,xgboost,2,0.0030600400970771,0.0030600400970771,0.0142785883526624,0.0112185482555852
CHEMBL3979_EC50,16,morgan,mlp,2,0.0639428472761806,0.055331088664422,0.0639428472761806,0.0086117586117586
CHEMBL3979_EC50,16,molformer,xgboost,2,0.0133618233618233,0.0133618233618233,0.02127849002849,0.0079166666666666
CHEMBL3979_EC50,16,molformer,mlp,2,0.0110830527497194,0.0110830527497194,0.012682379349046,0.0015993265993266
CHEMBL3979_EC50,16,unimol,xgboost,2,0.0968198468198468,0.0493902233032667,0.0968198468198468,0.04742962351658
CHEMBL3979_EC50,16,unimol,mlp,2,0.1985596707818929,0.1889637111859334,0.1985596707818929,0.0095959595959595
CHEMBL4005_Ki,38,morgan,xgboost,2,-0.0118303571428571,-0.0118303571428571,-0.0118303571428571,0.0
CHEMBL4005_Ki,38,morgan,mlp,2,0.0015624999999999,0.0015624999999999,0.0015624999999999,0.0
CHEMBL4005_Ki,38,molformer,xgboost,2,-0.0102326766304347,-0.0102326766304347,-0.0102326766304347,0.0
CHEMBL4005_Ki,38,molformer,mlp,2,-0.0071022727272727,-0.0071022727272727,-0.0071022727272727,0.0
CHEMBL4005_Ki,38,unimol,xgboost,2,-0.0126826298701298,-0.0126826298701298,-0.0126826298701298,0.0
CHEMBL4005_Ki,38,unimol,mlp,2,-0.0133883568548387,-0.0133883568548387,-0.0133883568548387,0.0
CHEMBL4005_Ki,62,morgan,xgboost,3,0.2458985717051454,0.2458985717051454,0.3136175590217866,0.0677189873166411
CHEMBL4005_Ki,62,morgan,mlp,3,0.3112861363282978,0.3050426399703374,0.4339617715829379,0.1289191316126005
CHEMBL4005_Ki,62,molformer,xgboost,3,0.438351961252939,0.438351961252939,0.5847294666419091,0.14637750538897
CHEMBL4005_Ki,62,molformer,mlp,3,0.4496571136338643,0.4496571136338643,0.5968982710717978,0.1472411574379334
CHEMBL4005_Ki,62,unimol,xgboost,3,0.2096554696099393,0.2015604387843383,0.2386298457091401,0.0370694069248018
CHEMBL4005_Ki,62,unimol,mlp,3,0.5001702733879475,0.5001702733879475,0.628057068379649,0.1278867949917015
CHEMBL4792_Ki,77,morgan,xgboost,2,0.0413245471385006,0.0413245471385006,0.053481590545544,0.0121570434070434
CHEMBL4792_Ki,77,morgan,mlp,2,0.2644097222222222,0.2644097222222222,0.2725506294471811,0.0081409072249589
CHEMBL4792_Ki,77,molformer,xgboost,2,0.1053925498369942,0.0957965902410346,0.1053925498369942,0.0095959595959595
CHEMBL4792_Ki,77,molformer,mlp,2,0.3685515873015873,0.3666666666666667,0.3685515873015873,0.0018849206349206
CHEMBL4792_Ki,77,unimol,xgboost,2,0.0714170692431562,0.0714170692431562,0.0762781803542673,0.0048611111111111
CHEMBL4792_Ki,77,unimol,mlp,2,0.2998947811447812,0.2868233618233618,0.2998947811447812,0.0130714193214193
