dataset,representation,predictor,permutations,spearman_defined_permutations,spearman_mean,spearman_sd,direction_accuracy_mean,direction_accuracy_sd,delta_mae_mean,delta_mae_sd,delta_rmse_mean,delta_rmse_sd,median_absolute_predicted_delta_mean,median_absolute_predicted_delta_sd
CHEMBL2034_Ki,morgan,mlp,10,10,-0.013986013986013993,0.354955862686057,0.5666666666666667,0.1956312984628779,1.565970994768174,0.05107067891979087,1.687584096565691,0.05723557213470478,0.0803423941135406,0.019428292611181647
CHEMBL2034_Ki,morgan,xgboost,10,9,-0.026692999950594352,0.2454302226779029,0.19166666666666668,0.2043130616492588,1.5687736553327554,0.019641802499060744,1.6924838404233529,0.01918957362339399,0.019247594475746144,0.03159281403293519
CHEMBL2034_Ki,unimol,mlp,10,10,0.056643356643356645,0.1945360755680847,0.575,0.13292762348894888,1.5074566681320978,0.10216208274880716,1.6652211991555899,0.06564869120010644,0.215227460861206,0.22106869045002023
CHEMBL2034_Ki,unimol,xgboost,10,10,0.18557749764857906,0.1907922451582339,0.5916666666666667,0.16873713942763824,1.5389036012069695,0.030706042183666026,1.6712326265338107,0.027312147306672818,0.09313373267650599,0.0622067161188438
CHEMBL2047_EC50,molformer,mlp,10,10,0.14424242424242423,0.21901822471397564,0.53,0.12516655570345725,1.7988894420186579,0.06715011965587342,1.89749562867534,0.05762789335954151,0.08859881162643429,0.04994886025204327
CHEMBL2047_EC50,molformer,xgboost,10,10,0.001533682346790963,0.22649424568982765,0.47000000000000003,0.17029386365926397,1.8234546273271142,0.0706296834868482,1.9319791516770521,0.071866562634153,0.10677106380462642,0.10445931832966962
CHEMBL2047_EC50,morgan,mlp,10,10,0.3527272727272727,0.19175537931802125,0.6,0.09428090415820634,1.8069291954557003,0.02461624115132671,1.8849211313511938,0.02780582682869637,0.07496386766433713,0.04637029905236542
CHEMBL2047_EC50,morgan,xgboost,10,9,-0.06751342622335765,0.23610962229971616,0.15,0.1649915822768611,1.8293009369889794,0.07424444502223386,1.9245537334381235,0.05207278888994642,0.031104540824890132,0.06302318045963562
CHEMBL2047_EC50,unimol,mlp,10,10,0.05696969696969697,0.28003235634465307,0.55,0.097182531580755,1.8025697045842706,0.0465639742671512,1.9145096741716592,0.03837041566042322,0.1359355449676513,0.10028860012677263
CHEMBL2047_EC50,unimol,xgboost,10,10,0.012251668428564167,0.19657673098906633,0.47000000000000003,0.13374935098492585,1.8330622892896233,0.026022655515422335,1.9293691821442587,0.030904671048640687,0.08802130222320553,0.09859532202684687
CHEMBL204_Ki,molformer,mlp,10,10,0.12165818686401482,0.1751061341225788,0.5787234042553192,0.0929050944329805,2.2208034998288917,0.012676405012244171,2.412189116459779,0.013568329771895428,0.07023079395294184,0.01726951726969519
CHEMBL204_Ki,molformer,xgboost,10,10,0.0049967840236603165,0.11140537220289967,0.36808510638297876,0.11393965224585222,2.2411261044648203,0.013193265779791609,2.429296228739571,0.020672494599076684,0.05784548521041866,0.06496263599121539
CHEMBL204_Ki,morgan,mlp,10,10,0.046727567067530076,0.14180211580714872,0.5085106382978724,0.0515832526126757,2.2305828394771994,0.019168372219515985,2.4188780208863228,0.01743579791265635,0.09485473632812497,0.014836291955793805
CHEMBL204_Ki,morgan,xgboost,10,9,-0.036049285428215644,0.10424382879586086,0.11914893617021276,0.12495157756337724,2.238970319360759,0.003421423528419522,2.4214281106772337,0.0036837114654175757,0.0063185691833496,0.018553768555964797
CHEMBL204_Ki,unimol,mlp,10,10,0.07208603145235894,0.12493651193735884,0.5319148936170213,0.04135426875776811,2.229178300409505,0.028714725353005226,2.4198319147489125,0.039539020903136365,0.15207936763763424,0.0361065895504463
CHEMBL204_Ki,unimol,xgboost,10,10,-0.002122550494927382,0.1322219245056591,0.4659574468085107,0.09051935057950061,2.245241448319603,0.026758795536358276,2.431840772091082,0.03645609012946914,0.08248956203460689,0.08851162947900292
CHEMBL2147_Ki,molformer,mlp,10,10,0.14285714285714285,0.2775309722173798,0.46428571428571425,0.1438457853999354,1.2688344987707816,0.06385601980577219,1.3098373801433303,0.06158430826160306,0.10384950041770931,0.03848872053633896
CHEMBL2147_Ki,molformer,xgboost,10,10,0.14983138243497138,0.32434573388290394,0.4,0.19977311393717176,1.2961965469709802,0.07849885417545721,1.3310102156253927,0.06649619978426065,0.07185806930065151,0.07653667120753949
CHEMBL2147_Ki,morgan,mlp,10,10,-0.05978021978021979,0.24343033700139904,0.42142857142857143,0.12799695291157728,1.3519466487925713,0.09902171738035982,1.420397153668142,0.08320033003484194,0.23616240918636316,0.20256601900102986
CHEMBL2147_Ki,morgan,xgboost,10,8,0.20005408488255996,0.2066837757197762,0.21428571428571427,0.1813279310919978,1.2897319136253762,0.028461962873764846,1.3228262751962125,0.015179884416948857,0.022937005758285518,0.06356380801089893
CHEMBL2147_Ki,unimol,mlp,10,10,-0.1279120879120879,0.15420436232935483,0.4428571428571429,0.1204677203873668,1.3558602135428697,0.0717856552323802,1.4103380552421918,0.07505066135500191,0.20949617922306057,0.07585333206540495
CHEMBL2147_Ki,unimol,xgboost,10,10,0.060916489607879556,0.2013990196743002,0.4928571428571429,0.12348859504657082,1.2863940560724392,0.04680223495462392,1.3357770257462234,0.035438103195232766,0.15774939954280848,0.13440267062667827
CHEMBL218_EC50,molformer,mlp,10,10,-0.056842105263157895,0.29415129464196965,0.58,0.13984117975602023,1.972282004950016,0.02777191792254745,2.109389828799075,0.02828612159974012,0.05470179319381711,0.015111049281877943
CHEMBL218_EC50,molformer,xgboost,10,10,-0.06321665528369164,0.17830359406851884,0.31,0.14102797200870787,1.9753032743906669,0.01534473740572451,2.1069836436091314,0.012042581095421246,0.032115972042083704,0.03369477653496955
CHEMBL218_EC50,morgan,mlp,10,10,-0.08781954887218044,0.16498493878211135,0.505,0.12349089035228468,1.964992907044857,0.0416899636220663,2.109040616276669,0.03293997515883229,0.09595006704330442,0.041240191976784746
CHEMBL218_EC50,morgan,xgboost,10,10,-0.011600754973772798,0.2489377246062904,0.155,0.10658851303546321,1.9723089528059652,0.012012850368986916,2.105510594806612,0.010614789713446716,0.0057724118232726895,0.012311401112800336
CHEMBL218_EC50,unimol,mlp,10,10,-0.11082706766917294,0.2133467240035836,0.475,0.08579691784155834,1.989752819535702,0.03196342434845175,2.128918096291317,0.02958850218688047,0.08183107376098628,0.02664804896314945
CHEMBL218_EC50,unimol,xgboost,10,10,-0.12600321007336082,0.1968454843283649,0.35500000000000004,0.20743138088962765,1.977219972608059,0.009345272348380352,2.107481621513098,0.009048641884724777,0.036202239990234336,0.034633630611654524
CHEMBL219_Ki,molformer,mlp,10,10,0.04773109243697479,0.12943765176131963,0.5147058823529412,0.08231791972424837,1.7656289949957826,0.013182944842214646,1.870178735021191,0.01101691110714809,0.061544924974441494,0.018529158693454145
CHEMBL219_Ki,molformer,xgboost,10,10,0.08981764638265449,0.16523235731677613,0.47058823529411764,0.1285772259667059,1.7585105980965032,0.021069124695036075,1.8595809818002915,0.019306900576223487,0.057997792959213215,0.04045788548845074
CHEMBL219_Ki,morgan,mlp,10,10,0.052498090145148966,0.1765877782171278,0.5323529411764706,0.06855738720410624,1.7621905972797092,0.02721884047743612,1.8721222569179905,0.027328927018174038,0.08851830363273616,0.016993110497862746
CHEMBL219_Ki,morgan,xgboost,10,10,-0.007956692262861132,0.16096011971977414,0.2735294117647059,0.10472313877040458,1.7800859027870324,0.016377199535344323,1.879036296718955,0.014489111320586055,0.017430835962295495,0.015425257571155582
CHEMBL219_Ki,unimol,mlp,10,10,0.01686783804430863,0.16242567774340758,0.5323529411764706,0.0642138152698542,1.763615679121795,0.023051362250491144,1.875582587703196,0.029688168830307837,0.11185003519058223,0.03183083759715627
CHEMBL219_Ki,unimol,xgboost,10,10,-0.0829857836742825,0.2071522034796839,0.3823529411764706,0.14673166222642905,1.7671507250681409,0.016202378604578748,1.871035683758906,0.011175839776697684,0.036980956792831365,0.028910069884299214
CHEMBL228_Ki,molformer,mlp,10,10,-0.06399193548387097,0.24209978366791712,0.4838709677419355,0.09736973266814428,1.9869636691135217,0.024762808228476655,2.141558106906262,0.029449563772353457,0.0633197665214538,0.01588533926161748
CHEMBL228_Ki,molformer,xgboost,10,10,-0.08364560303531787,0.2499142168201224,0.33870967741935487,0.13365379456619414,1.9865107349560578,0.02001764149951752,2.141258615446154,0.019576214014550217,0.04284374713897702,0.03802165493827802
CHEMBL228_Ki,morgan,mlp,10,10,-0.00955645161290323,0.08210265600959171,0.5193548387096774,0.06876678260352466,1.9800790436555737,0.020250117531702524,2.142671388405022,0.01675091529095872,0.1040853381156921,0.017491918639722274
CHEMBL228_Ki,morgan,xgboost,10,9,0.11677673949665827,0.16554079266103705,0.1774193548387097,0.1632497467816019,1.9761561899165425,0.008855312574481203,2.1255158908452936,0.010464006510616346,0.005615067481994619,0.012089589404845651
CHEMBL228_Ki,unimol,mlp,10,10,0.2012903225806452,0.10452233764027645,0.6096774193548387,0.07363825233661914,1.956961002824715,0.023614652003226464,2.1072988217818542,0.024355436707449486,0.0984828948974609,0.02449456356376703
CHEMBL228_Ki,unimol,xgboost,10,10,0.03424108059480499,0.17678684787963117,0.4741935483870968,0.11485763607076631,1.9765748152559275,0.010572155913625599,2.1283098581339175,0.014443878327139826,0.05360586643218991,0.03849822082210217
CHEMBL231_Ki,molformer,mlp,10,10,0.13428571428571426,0.35410293544234966,0.5,0.11863420280034787,1.7620102186969355,0.029137573466676017,1.933530304926041,0.03045822517470151,0.05934578180313106,0.04428647397367469
CHEMBL231_Ki,molformer,xgboost,10,10,0.052128154351208836,0.3533553689285375,0.42666666666666664,0.2017209905406261,1.7643696494868828,0.026855975245816524,1.9444110504666525,0.023858946852871016,0.06127994060516355,0.05320280925360809
CHEMBL231_Ki,morgan,mlp,10,10,0.2614285714285714,0.23103704879051798,0.6066666666666667,0.1194638227174721,1.769596455491725,0.06468347860516402,1.949868315636995,0.06543571861539053,0.1619350910186767,0.17196597864532964
CHEMBL231_Ki,morgan,xgboost,10,10,-0.08563969439120708,0.27721416808289684,0.21333333333333332,0.20560059566614008,1.7643383864533337,0.04192238977268983,1.9477790326623694,0.026277381159134146,0.02916237115859984,0.04970146247158021
CHEMBL231_Ki,unimol,mlp,10,10,-0.00785714285714285,0.2857430541072198,0.5133333333333333,0.13716710544009744,1.740614062720032,0.15361567954172162,1.937547037073929,0.13210178226774058,0.21241569519042963,0.14421376488892226
CHEMBL231_Ki,unimol,xgboost,10,10,-0.08272200978968287,0.23511139829189698,0.4066666666666666,0.14555131461166945,1.7712612720302179,0.022291111936561248,1.953978368053604,0.02939047421273134,0.0658058881759643,0.07102472782415083
CHEMBL233_Ki,molformer,mlp,10,10,-0.09954979956830096,0.09335251463593393,0.42391304347826086,0.06969342051330196,1.8798876068826622,0.01007881303885307,2.025542519113675,0.007875113712582753,0.05013741850852962,0.009496510693484346
CHEMBL233_Ki,molformer,xgboost,10,10,0.0631935313705941,0.1750751144680438,0.3739130434782608,0.16486104464417242,1.8643439345698014,0.005062375941134341,2.012997442678931,0.005452389504790931,0.024452525377273535,0.03344383763305155
CHEMBL233_Ki,morgan,mlp,10,10,-0.00896700585877275,0.10516443291811546,0.5152173913043478,0.07464119873517734,1.8634690009693755,0.020363058136800873,2.0176912180314206,0.016573398135113576,0.08835011720657344,0.014108606873431639
CHEMBL233_Ki,morgan,xgboost,10,10,0.02206371061579828,0.1773127994127865,0.16956521739130434,0.14914163138768619,1.8629822573896355,0.015171020725833055,2.0115324296898853,0.012363410556066753,0.010195446014404275,0.014758926143484265
CHEMBL233_Ki,unimol,mlp,10,10,-0.030539623805118717,0.17532628973301104,0.5065217391304347,0.08391416985051645,1.8672641622943744,0.024733072693294365,2.0325475275534997,0.028687027563745734,0.11712042689323421,0.03445476982391971
CHEMBL233_Ki,unimol,xgboost,10,10,-0.038270844806252965,0.09665447532384842,0.42391304347826086,0.10209422321453168,1.8675310153988414,0.008916046917857134,2.0159335103042997,0.006147077546998833,0.03334221839904779,0.022272843432826015
CHEMBL236_Ki,molformer,mlp,10,10,0.020033191085822653,0.19402736615788072,0.5162162162162163,0.0769202674095011,1.8462002917169549,0.016205491554674288,1.9992418039569262,0.01861724865090841,0.0512693643569946,0.014922977786259473
CHEMBL236_Ki,molformer,xgboost,10,10,0.023465431930523268,0.10337254135726592,0.4,0.1511796537902921,1.8511068155890211,0.018797639452363617,2.0035034806358363,0.015610340527509415,0.04591090679168697,0.04365462517073376
CHEMBL236_Ki,morgan,mlp,10,10,-0.04234234234234233,0.23140521290504143,0.47837837837837843,0.07324496080784809,1.8526719333605821,0.029640362451533314,2.0093026285852504,0.03243804998498885,0.07421870231628414,0.018490363614263327
CHEMBL236_Ki,morgan,xgboost,10,9,0.0035211915341432135,0.1649476192793143,0.17027027027027028,0.14190261649731833,1.8487791591652976,0.006534563891633589,2.000033734931116,0.008660397304443396,0.006456065177917469,0.01666264261744496
CHEMBL236_Ki,unimol,mlp,10,10,0.06842105263157894,0.20140016491332843,0.527027027027027,0.09807000476160918,1.8379377917917021,0.043926477814447154,2.0045370228821326,0.05278820701775579,0.12193783521652217,0.0518117336473616
CHEMBL236_Ki,unimol,xgboost,10,10,0.07119575117038085,0.17599078164743467,0.48108108108108105,0.08138082731990062,1.8426112734236255,0.027232988441018284,2.001918022342408,0.03135866520001602,0.11333912611007683,0.07144624840204032
CHEMBL237_EC50,molformer,mlp,10,10,0.03921568627450981,0.2798307138098572,0.538888888888889,0.07878536068956542,1.8106328854299556,0.03337397429703008,1.9978655355466155,0.030745000489924425,0.07160889804363246,0.052204660630756974
CHEMBL237_EC50,molformer,xgboost,10,10,-0.015315283686638764,0.2269703468029782,0.3055555555555555,0.1661514670826515,1.8214969670776167,0.021299044091236962,2.0089111704213685,0.018452163802883635,0.020560777187347383,0.021321101878541224
CHEMBL237_EC50,morgan,mlp,10,10,-0.02559339525283797,0.25262320371214275,0.5166666666666667,0.1435633143949208,1.8207145736618475,0.03630621107117298,2.003126135891904,0.032058291760133154,0.0792287945747375,0.022948790385886823
CHEMBL237_EC50,morgan,xgboost,10,10,-0.03400225733691019,0.30255820072009143,0.11666666666666665,0.1094004110203106,1.8263919660783778,0.009365014101954214,2.0120248203337345,0.017946910950080244,0.008225715160369865,0.017947807139219427
CHEMBL237_EC50,unimol,mlp,10,10,0.15913312693498452,0.1347071437756933,0.5111111111111112,0.13557781642757868,1.8119008676214652,0.04582432020301582,2.007906578970286,0.04066528418493699,0.09811049699783321,0.025212867951303983
CHEMBL237_EC50,unimol,xgboost,10,10,0.033338551723445284,0.23717593100691708,0.36666666666666664,0.11770554505237557,1.821075349649155,0.014119191944197819,2.00689517169495,0.0154258965977832,0.027369606494903526,0.020628329134212725
CHEMBL237_Ki,molformer,mlp,10,10,0.05212007504690432,0.2163815860037595,0.5375,0.11858541225631422,1.7313352591588926,0.01945336295417825,1.8562831417066767,0.01765548461693474,0.05253684222698207,0.013494251987257443
CHEMBL237_Ki,molformer,xgboost,10,10,-0.09640133430040512,0.18021456632252872,0.2925,0.19077692033716587,1.7341170106127692,0.00599788480729306,1.86127363033747,0.0069762166501477025,0.02280310392379758,0.028901453079652247
CHEMBL237_Ki,morgan,mlp,10,10,0.04410881801125704,0.1273517088714578,0.525,0.06871842709362766,1.7302181138887835,0.03274695239730462,1.858972773318941,0.028089239908198473,0.093995189666748,0.02540735239267641
CHEMBL237_Ki,morgan,xgboost,10,10,-0.08578114297866718,0.18566395578857162,0.11500000000000002,0.09143911149563469,1.7381104753210976,0.007046482710416647,1.8634512370013332,0.010571545512479586,0.004260885715484615,0.010257704035779086
CHEMBL237_Ki,unimol,mlp,10,10,0.015328330206378974,0.22428968560487386,0.5025000000000001,0.08535058419379579,1.7183462704017594,0.03360384585799478,1.8659823734334016,0.04179891813170794,0.14492371082305905,0.06792093518028779
CHEMBL237_Ki,unimol,xgboost,10,10,-0.058406646016458785,0.16612897984258745,0.41500000000000004,0.059160797830996134,1.7405323872759773,0.029280805067172327,1.8722245480706885,0.03404282547998411,0.04126095771789546,0.04616351608227332
CHEMBL238_Ki,molformer,mlp,10,10,-0.25929824561403503,0.19796820280673003,0.41578947368421054,0.09752240076973541,1.523015992356621,0.01869004061682139,1.5752524034180277,0.01412205696430087,0.05887031555175777,0.03491565478072414
CHEMBL238_Ki,molformer,xgboost,10,10,-0.013254766897913984,0.2690331064693807,0.4052631578947368,0.08612587865707773,1.5089171184652925,0.022230276879338116,1.5588372917295628,0.018286282973376203,0.06563107967376705,0.05616464675565511
CHEMBL238_Ki,morgan,mlp,10,10,0.0649122807017544,0.19198751142084308,0.5421052631578946,0.07039439525522413,1.490962496020939,0.046934921730628715,1.548040569450572,0.03801276308577404,0.10617947578430172,0.06351427907594245
CHEMBL238_Ki,morgan,xgboost,10,8,0.0025733982983392398,0.19719310821358826,0.16842105263157894,0.15050954799668223,1.5203611487752708,0.024643653709938398,1.5667827958527465,0.029389655143024315,0.01131098270416258,0.023971782708622602
CHEMBL238_Ki,unimol,mlp,10,10,-0.018947368421052636,0.20918480967888145,0.47894736842105257,0.16354415700240588,1.5367051261227396,0.04945746724332456,1.5962499076432997,0.04675651549345134,0.14463632106781005,0.07149707710784013
CHEMBL238_Ki,unimol,xgboost,10,10,-0.017511507403917003,0.21677894695681113,0.4631578947368421,0.10757691029302381,1.5087374481063336,0.025493929076219633,1.559363204866013,0.0211172061341558,0.08800532817840571,0.07141700907611688
CHEMBL239_EC50,molformer,mlp,10,10,0.0758355614973262,0.1943402571701744,0.5212121212121212,0.06514955756200849,1.8794303741239582,0.014676044264668784,1.9915513801143063,0.018485529186030667,0.051447653770446744,0.01303692021637857
CHEMBL239_EC50,molformer,xgboost,10,10,-0.0015902935625827675,0.18391679504683853,0.30303030303030304,0.139232815677679,1.8832252392986852,0.010763025627654509,1.9964108920213204,0.007306742072655028,0.027926707267761208,0.054219744925843597
CHEMBL239_EC50,morgan,mlp,10,10,-0.05889037433155081,0.13516306146725937,0.4575757575757575,0.059672951465623944,1.9108866405127067,0.019216552473482484,2.022524306837316,0.018693534549394004,0.08626372814178465,0.025887419927254348
CHEMBL239_EC50,morgan,xgboost,10,8,-0.10858463965133859,0.1342118602180001,0.07575757575757576,0.10618078808903351,1.8839721501597293,0.006696062851234236,1.9981606111283778,0.006493362149549819,0.00233683586120605,0.007389723839372227
CHEMBL239_EC50,unimol,mlp,10,10,0.05364304812834224,0.20630219240743644,0.509090909090909,0.1113862525421432,1.8803372999756067,0.03701112943938708,1.9915401486260087,0.03783538662974585,0.10689940452575682,0.016280077284863425
CHEMBL239_EC50,unimol,xgboost,10,10,-0.04739106883675275,0.26156256968364944,0.41818181818181815,0.0842693075337948,1.8787615590746998,0.020930645637581905,1.9969471202340086,0.01414476443153351,0.04715659618377681,0.0385698248138167
CHEMBL244_Ki,molformer,mlp,10,10,0.03319388713395373,0.14852869179149214,0.48461538461538456,0.07892689216216095,1.8140336473064256,0.016152068896940607,1.9371709207837668,0.019803555791820537,0.07433947920799251,0.017392937995866865
CHEMBL244_Ki,molformer,xgboost,10,10,0.040403096104113544,0.1639271552473185,0.36153846153846153,0.17456624181400335,1.8052317613255995,0.023457979763636668,1.930249105975078,0.01895727706780184,0.031019520759582492,0.031050117216839986
CHEMBL244_Ki,morgan,mlp,10,10,-0.006701955092632117,0.10715275986655998,0.4653846153846154,0.051121543685581756,1.8268678591465046,0.03090454855492142,1.9590082452707005,0.03196878132478611,0.10529278516769405,0.014494563065781578
CHEMBL244_Ki,morgan,xgboost,10,10,0.05886800304933424,0.13700638706767385,0.18461538461538463,0.11687077102644435,1.8100099706542507,0.019779631628813174,1.9360933958716309,0.019856649567398,0.01304076313972472,0.02664014129571253
CHEMBL244_Ki,unimol,mlp,10,10,0.049620080252710655,0.1135462578241433,0.5288461538461539,0.05067752660526251,1.790976272489751,0.017594713779749027,1.9272163297305638,0.02150245076300184,0.15067348480224604,0.01982707881315753
CHEMBL244_Ki,unimol,xgboost,10,10,-0.008056812768718547,0.15281344590665383,0.40961538461538466,0.1473104259861051,1.81296603389731,0.008923712484051665,1.9357262038880028,0.008941569862593873,0.02842637896537777,0.01709026239165295
CHEMBL262_Ki,molformer,mlp,10,10,-0.043406593406593405,0.2679437729733314,0.4615384615384615,0.12561485860426552,1.9255520688336383,0.03462604419418474,2.0724185346080093,0.03676996319362324,0.07578220367431636,0.05227870071961551
CHEMBL262_Ki,molformer,xgboost,10,10,-0.05380669103466621,0.35024161677407756,0.38461538461538464,0.15806189751202504,1.956629265798489,0.061356459702148904,2.109513086177619,0.05950464041181539,0.07089309692382809,0.06670140263497779
CHEMBL262_Ki,morgan,mlp,10,10,-0.0664835164835165,0.30005847265676233,0.48461538461538456,0.18859667229162352,1.9696898804944047,0.12774110975412922,2.146991458129161,0.16127172318659944,0.1466563463211059,0.13216692143314943
CHEMBL262_Ki,morgan,xgboost,10,9,-0.1078789907913375,0.20824219789856527,0.19230769230769232,0.12162606385262997,1.9352681972196222,0.055882533463308855,2.087679780946771,0.04392529918358683,0.03791067600250242,0.06331533176143024
CHEMBL262_Ki,unimol,mlp,10,10,-0.18076923076923077,0.1318795782577952,0.45384615384615384,0.09209376921060496,1.9352455153597987,0.027975589687767748,2.1050260467424238,0.03149510000030079,0.10652160644531246,0.05604779938965516
CHEMBL262_Ki,unimol,xgboost,10,10,-0.08101350103937352,0.3257788533654677,0.46153846153846156,0.13567955441356871,1.9090409678445166,0.053724461786685586,2.080595282438846,0.03034024345775414,0.0764337539672851,0.059519853239093375
CHEMBL264_Ki,molformer,mlp,10,10,0.03993987049028677,0.15787795422857287,0.5148936170212766,0.12559400636129733,1.756863153043772,0.019612703855213798,1.8458829841699047,0.018041698323943346,0.07120127677917477,0.0276406234311858
CHEMBL264_Ki,molformer,xgboost,10,10,-0.10667878295263548,0.09666965384862831,0.3127659574468085,0.09829797468090014,1.7683622098345098,0.004512702275051044,1.8565117890407037,0.00518170845051532,0.017187809944152803,0.015889389698775118
CHEMBL264_Ki,morgan,mlp,10,10,-0.0239477335800185,0.1646387669649477,0.5170212765957447,0.07641823402582115,1.7671239265097605,0.019703914277938505,1.8652041386033171,0.021947805855427646,0.10790542364120478,0.02174087181064014
CHEMBL264_Ki,morgan,xgboost,10,10,-0.011806939880124396,0.19862892186281947,0.16170212765957445,0.1495091982190225,1.7657464247430283,0.01053544425363181,1.8547042178436706,0.011742378890537133,0.006294775009155271,0.013532207062913968
CHEMBL264_Ki,unimol,mlp,10,10,-0.06911424606845515,0.13407688787616473,0.47234042553191485,0.06561721138281065,1.766784459795916,0.024125849593789953,1.864524041881071,0.01961735478432848,0.11474044322967525,0.0409298181647163
CHEMBL264_Ki,unimol,xgboost,10,10,0.028015305223540864,0.163525721572123,0.44680851063829785,0.10802515043778593,1.7605467970696558,0.010071377899449134,1.849017700454564,0.007957110274184703,0.03538813591003413,0.025129854910124146
CHEMBL2835_Ki,molformer,mlp,10,10,0.24,0.5521674464226308,0.6599999999999999,0.18973665961010275,1.6688746081793941,0.1376175336434904,1.753290055305947,0.172485587272003,0.13260967284440991,0.1913090076905094
CHEMBL2835_Ki,molformer,xgboost,10,10,0.33071067811865473,0.5381351001150996,0.5800000000000001,0.2573367875415838,1.611355211460084,0.059143922519556906,1.6779383464327036,0.05410161636216648,0.07524263858795162,0.060185357078129206
CHEMBL2835_Ki,morgan,mlp,10,10,0.04999999999999998,0.4527692569068708,0.45999999999999996,0.18973665961010278,1.6399103629822434,0.14206935502746637,1.7389240275381421,0.12554597250747157,0.17413241565227505,0.11346945306843091
CHEMBL2835_Ki,morgan,xgboost,10,8,0.07352457514062632,0.468927818813929,0.26,0.18973665961010278,1.5841792953247726,0.09668587217085914,1.6775308442768175,0.06125978335172636,0.01574302911758421,0.028459150089074174
CHEMBL2835_Ki,unimol,mlp,10,10,-0.38,0.36757463338907254,0.44000000000000006,0.22705848487901867,1.678914588415116,0.057325106952501544,1.7778109958610862,0.04663677475888563,0.19811088591814038,0.14342459306748492
CHEMBL2835_Ki,unimol,xgboost,10,10,0.018418670787556733,0.4347853068877736,0.32,0.19321835661585918,1.639708151542634,0.03701335336980465,1.7157467052279016,0.03890107329407869,0.05642850548028944,0.06461570993341051
