dataset,representation,predictor,permutations,spearman_defined_permutations,spearman_mean,spearman_sd,direction_accuracy_mean,direction_accuracy_sd,delta_mae_mean,delta_mae_sd,delta_rmse_mean,delta_rmse_sd,median_absolute_predicted_delta_mean,median_absolute_predicted_delta_sd
CHEMBL287_Ki,molformer,mlp,10,10,-0.07548717948717948,0.14835994503230826,0.4461538461538462,0.11778137515749591,1.658888087098194,0.02519053496911203,1.75775999226726,0.024741007765626842,0.07418364882469172,0.03141839896093626
CHEMBL287_Ki,molformer,xgboost,10,10,0.048234021868482184,0.20815962849337108,0.4,0.15298906554026973,1.648341864998303,0.01852155903681191,1.7451388799131926,0.025814819371839992,0.03685010075569147,0.04034312106730468
CHEMBL287_Ki,morgan,mlp,10,10,-0.043829059829059824,0.16184653740389165,0.45,0.09429833614581175,1.6483795844222573,0.031644665978653785,1.750109535983316,0.029810169133942455,0.08198618888854975,0.031175732533383967
CHEMBL287_Ki,morgan,xgboost,10,7,0.022238316364916803,0.2731231973333358,0.09230769230769231,0.10288411614225067,1.6419608691194967,0.006277119967888073,1.736765700079836,0.004480425594676049,0.0016561031341552652,0.00396309847718842
CHEMBL287_Ki,unimol,mlp,10,10,0.02947008547008546,0.25727382530392856,0.46923076923076923,0.05378506913693084,1.6529654525424509,0.025417752427195215,1.7497236244620034,0.027979655599126525,0.11612849235534664,0.04827566403443242
CHEMBL287_Ki,unimol,xgboost,10,10,0.022348521173727633,0.14819399936231606,0.43076923076923074,0.10383823964777737,1.6495227164578061,0.016857281222061316,1.7459767147657839,0.020921228267116558,0.04787746667861935,0.03936392784616323
CHEMBL2971_Ki,molformer,mlp,10,10,-0.05,0.2896516383957536,0.40909090909090906,0.130338261621858,1.503925951119421,0.041049612019373224,1.5399758948457127,0.04035689996357682,0.08484128117561338,0.031631073932836
CHEMBL2971_Ki,molformer,xgboost,10,10,0.0781552036894368,0.28639820149159134,0.41818181818181815,0.20641680443547153,1.496851125789207,0.08007445170549307,1.5432391741364517,0.06408239144802473,0.12416561841964717,0.12915920598100333
CHEMBL2971_Ki,morgan,mlp,10,10,-0.14090909090909093,0.281418745928815,0.5181818181818182,0.15481260332660368,1.5981756266565867,0.2539587206403532,1.6869254989293054,0.3265083711986208,0.28653964400291443,0.2842249506570083
CHEMBL2971_Ki,morgan,xgboost,10,10,-0.002443252964740653,0.22650208128981916,0.18181818181818182,0.12121212121212123,1.5380352097711545,0.05288535002167954,1.5674074531391833,0.05712932031279162,0.02451552152633664,0.04305344867715902
CHEMBL2971_Ki,unimol,mlp,10,10,-0.19272727272727275,0.21716091117113948,0.4545454545454545,0.16597653257732306,1.5760042057999963,0.13698079448660733,1.7133518686866853,0.23513704476635336,0.3645377516746521,0.30873221643176896
CHEMBL2971_Ki,unimol,xgboost,10,10,-0.0422968357044745,0.22186577738858232,0.43636363636363634,0.19069251784911848,1.4846926728665593,0.07940628338063895,1.5396396503589833,0.037151337994164646,0.13084545135498044,0.13614069190276526
CHEMBL3979_EC50,molformer,mlp,10,10,-0.008333333333333331,0.22612041323875898,0.4,0.16121415522427032,1.4423383210812415,0.0202029153602195,1.483349646495785,0.01977877144687075,0.06322343349456783,0.01839200246091499
CHEMBL3979_EC50,molformer,xgboost,10,10,0.12106640213238389,0.25196227053325837,0.32941176470588235,0.10811018629090369,1.4290192249367335,0.01496455263082239,1.4680996952193355,0.01618151682598317,0.02705059051513669,0.020513211641359445
CHEMBL3979_EC50,morgan,mlp,10,10,-0.3215686274509804,0.2727138378781726,0.3764705882352941,0.14462030521243743,1.484251087846387,0.047093033771276625,1.5380899711967144,0.04858042214091534,0.13292061090469356,0.035883075223268966
CHEMBL3979_EC50,morgan,xgboost,10,9,0.09285797434343257,0.1966337619020562,0.18235294117647058,0.1651022308629089,1.4241248238913269,0.01890570083267181,1.4657845083181336,0.017813032884876432,0.008457517623901359,0.017850311015352182
CHEMBL3979_EC50,unimol,mlp,10,10,-0.07352941176470588,0.17649328103912165,0.5,0.06353667351380257,1.4447960688211454,0.029463584206989822,1.4939767465321698,0.025042053947902237,0.119035267829895,0.04201378359905797
CHEMBL3979_EC50,unimol,xgboost,10,10,0.08294672906319137,0.32941708012745463,0.5058823529411764,0.14725477141583207,1.4198776893180074,0.025434776488545387,1.469080318258746,0.022143258337843898,0.08479285240173337,0.06461396469649255
CHEMBL4005_Ki,molformer,mlp,10,10,0.1590686274509804,0.25034538169722,0.6058823529411764,0.15451677101839642,1.7334920091263384,0.051739226304453836,1.8926546725427666,0.04942969424353832,0.07062985897064203,0.04125625520342496
CHEMBL4005_Ki,molformer,xgboost,10,10,-0.023607153722004233,0.28110301916874114,0.4470588235294118,0.17138645790911497,1.7325727876970745,0.031263980748817366,1.9038101007054062,0.0338941667739557,0.0676476120948791,0.053039384474119634
CHEMBL4005_Ki,morgan,mlp,10,10,-0.08455882352941178,0.24692199867371686,0.5588235294117647,0.12166346711755742,1.71748606076511,0.054321271635509975,1.8983643511471218,0.0600245766252095,0.14111806154251094,0.04562497554380517
CHEMBL4005_Ki,morgan,xgboost,10,10,-0.14870912284227938,0.3112612789562818,0.3235294117647059,0.1965680162329747,1.7536188445146343,0.0434713706402508,1.9215638798757262,0.05013418096742583,0.054579508304595924,0.055666829544437926
CHEMBL4005_Ki,unimol,mlp,10,10,0.16838235294117648,0.21960276726354644,0.5117647058823529,0.107575425288982,1.7395672026300908,0.11194435531828355,1.9048311292685973,0.1319679669250865,0.17116999626159662,0.17548058756232626
CHEMBL4005_Ki,unimol,xgboost,10,10,-0.002667543001586095,0.1839781379363178,0.4647058823529412,0.13989065868028996,1.7330246866225192,0.03717008356620398,1.9030230596919637,0.02777975420091036,0.11400967836380001,0.08081073596003517
CHEMBL4203_Ki,molformer,mlp,10,10,-0.26857142857142857,0.45935970422804906,0.4166666666666667,0.21154925294066412,1.7074093568180622,0.12201165053631816,1.805399068651284,0.21358135180745766,0.15090385675430293,0.1573397823645416
CHEMBL4203_Ki,molformer,xgboost,10,10,-0.07318044544642151,0.4548839972762707,0.45,0.24907235301622102,1.6312807567769905,0.05088317175395773,1.6950944929565295,0.05405263110741484,0.06130775213241574,0.041798186529078636
CHEMBL4203_Ki,morgan,mlp,10,10,-0.33142857142857146,0.41648567497612377,0.3,0.17213259316477408,1.6852732944344104,0.08033494593624124,1.7755562911972373,0.08665535197081455,0.18450229763984677,0.11315780091257029
CHEMBL4203_Ki,morgan,xgboost,10,9,0.13967087092872915,0.4706686137260738,0.45,0.28382310609877337,1.5984441943818948,0.0715517783876635,1.6666014567873226,0.07810068842559255,0.06185514926910397,0.07109754649627435
CHEMBL4203_Ki,unimol,mlp,10,10,0.011428571428571432,0.3048214227596916,0.5166666666666666,0.12297746456210362,1.6406612781539185,0.17232984331510404,1.7512528535580703,0.16499787350676698,0.3728264570236206,0.2780529851082546
CHEMBL4203_Ki,unimol,xgboost,10,10,-0.16285714285714287,0.31931048162168024,0.5166666666666666,0.12297746456210364,1.655267759944461,0.06311389673107849,1.7232105313157564,0.06154004976928726,0.14340294599533077,0.09213213339264974
CHEMBL4616_EC50,molformer,mlp,10,10,-0.26166666666666666,0.21816433946075073,0.4444444444444445,0.10475656017578483,1.9368489028045937,0.028819681039500757,1.9873168400710655,0.02829666320753921,0.04395842552185053,0.016499540364922825
CHEMBL4616_EC50,molformer,xgboost,10,10,-0.012997990572452512,0.32500050436396044,0.3,0.19633123378812697,1.9346822004546127,0.011580125445275083,1.9817142834945929,0.014006093758199863,0.016393029689788792,0.015122744720624403
CHEMBL4616_EC50,morgan,mlp,10,10,0.2833333333333333,0.3011295607303923,0.6222222222222222,0.09369711585684085,1.9033913123305706,0.013116979674012208,1.956794140628936,0.014137585185999392,0.06632474064826961,0.036015747025479286
CHEMBL4616_EC50,morgan,xgboost,10,9,0.06434306149603462,0.3732327714684679,0.14444444444444443,0.1288335343031562,1.931731171842688,0.02159736850748825,1.978702442403654,0.018635703772202545,0.0022166013717651303,0.007009508999431455
CHEMBL4616_EC50,unimol,mlp,10,10,0.24833333333333335,0.149783794801658,0.4444444444444445,0.10475656017578484,1.955066535972496,0.015069926752982351,2.0023593283974024,0.01726733587214473,0.1088492095470428,0.031221366073191543
CHEMBL4616_EC50,unimol,xgboost,10,10,0.1543458194226733,0.41551032967477575,0.5111111111111111,0.22345337968886453,1.9033328196435573,0.05650136470647085,1.9552719556795903,0.04678513960343539,0.06642177104949946,0.05481984964768581
CHEMBL4792_Ki,molformer,mlp,10,10,-0.020259740259740262,0.24763055099971457,0.5333333333333333,0.11835778972893489,1.7543067058551454,0.023309646690464456,1.844871276423359,0.02374493844287195,0.06110843420028681,0.02183093998891931
CHEMBL4792_Ki,molformer,xgboost,10,10,-0.06303407498855261,0.31117925727448575,0.3476190476190476,0.19186005229703898,1.7534162187064974,0.02979686988859639,1.8482293370738252,0.0318346505231759,0.034520936012268036,0.04300161394759436
CHEMBL4792_Ki,morgan,mlp,10,10,0.10207792207792207,0.17470651539758475,0.5380952380952381,0.11008597386920446,1.7446277233021177,0.0332448793880383,1.8416137006811233,0.03508774632488979,0.09241105318069454,0.022679017997925672
CHEMBL4792_Ki,morgan,xgboost,10,9,-0.03235862033527771,0.28724578521373934,0.16666666666666666,0.17424205079444563,1.756479336596628,0.01791627976061409,1.8460490281256685,0.016443127858364333,0.00872433185577392,0.02145104475026382
CHEMBL4792_Ki,unimol,mlp,10,10,-0.060129870129870124,0.18695189999583278,0.48571428571428565,0.10951230673435138,1.7403919010559292,0.04238541298520378,1.8498833925056402,0.036898015518485205,0.11624722480773922,0.04732016960281436
CHEMBL4792_Ki,unimol,xgboost,10,10,0.07428414903330571,0.2920925136566139,0.4428571428571429,0.17249813316694804,1.7539907081410575,0.01717819294614144,1.8437722928650886,0.016997579926602193,0.03659944534301754,0.029458174808918124
