dataset,representation,predictor,explainer,trained_seed_mean_nap,random_permutation_mean_nap,trained_minus_random_nap,test_pairs,permutations_used,permutation_ids,full_10_trained_minus_random_nap,difference_from_10,absolute_difference_from_10
CHEMBL233_Ki,unimol,mlp,crem_mean,0.17308407316047444,0.1427184089023064,0.016023778662323577,46,1,42,0.005978887558655124,0.010044891103668453,0.010044891103668453
CHEMBL233_Ki,unimol,xgboost,crem_lime,0.1300417463761665,0.02792924893990425,0.05734701406648121,46,1,42,0.004345672574579979,0.053001341491901235,0.053001341491901235
CHEMBL233_Ki,unimol,xgboost,crem_mean,0.11944252206752204,0.10412395455426826,0.025334503459503416,46,1,42,-0.005229850210716029,0.030564353670219445,0.030564353670219445
CHEMBL236_Ki,molformer,mlp,crem_lime,0.04127568086265943,0.0963455149501661,-0.015742362251841627,37,1,42,-0.03733538880722609,0.021593026555384462,0.021593026555384462
CHEMBL236_Ki,molformer,mlp,crem_mean,0.06607956518820937,0.1014957264957265,-0.023807726050250833,37,1,42,-0.025877429602512603,0.00206970355226177,0.00206970355226177
CHEMBL236_Ki,molformer,xgboost,crem_lime,0.05048362521580233,0.0138716490775338,0.013129897048071635,37,1,42,-0.018158206640929098,0.03128810368900073,0.03128810368900073
CHEMBL236_Ki,molformer,xgboost,crem_mean,0.0985093145879495,0.0615935420552963,0.003118173794265537,37,1,42,-0.0004497482371250139,0.003567922031390551,0.003567922031390551
CHEMBL236_Ki,morgan,mlp,crem_lime,0.0352018743709627,0.1151969862845194,-0.0910367590116487,37,1,42,-0.07947861115716803,-0.011558147854480672,0.011558147854480672
CHEMBL236_Ki,morgan,mlp,crem_mean,0.04840686274509797,0.1449746588693957,-0.024741519804287064,37,1,42,-0.04846564383329088,0.02372412402900382,0.02372412402900382
CHEMBL236_Ki,morgan,xgboost,crem_lime,0.0,0.0765169927856692,-0.04460794842405883,37,1,42,-0.12152931848468475,0.07692137006062591,0.07692137006062591
CHEMBL236_Ki,morgan,xgboost,crem_mean,0.057686108763031735,0.1727941176470588,-0.06996001714094316,37,1,42,0.0,-0.06996001714094316,0.06996001714094316
CHEMBL236_Ki,unimol,mlp,crem_lime,0.056532095319784266,0.0796362458392238,-0.051840099574664296,37,1,42,-0.06498016651456592,0.013140066939901628,0.013140066939901628
CHEMBL236_Ki,unimol,mlp,crem_mean,0.08652912223834393,0.0825315536771893,-0.0020649680321092323,37,1,42,-0.002199427633369791,0.00013445960126055867,0.00013445960126055867
CHEMBL236_Ki,unimol,xgboost,crem_lime,0.06819816734929211,0.056594423951235,0.0009985510403444989,37,1,42,-0.027808423129771,0.028806974170115497,0.028806974170115497
CHEMBL236_Ki,unimol,xgboost,crem_mean,0.09912633235710154,0.0992603980686884,0.005260243632336702,37,1,42,0.0,0.005260243632336702,0.005260243632336702
CHEMBL237_EC50,molformer,mlp,crem_lime,0.21450018033732937,0.04498555887872385,0.09602591347360127,18,1,42,-0.018852590809848746,0.11487850428345002,0.11487850428345002
CHEMBL237_EC50,molformer,mlp,crem_mean,0.25768707978529404,0.19124209389904256,0.010879629629629683,18,1,42,-0.03220019812804308,0.043079827757672766,0.043079827757672766
CHEMBL237_EC50,molformer,xgboost,crem_lime,0.11167790505699896,0.117291645357395,0.039682612425434985,18,1,42,-0.034262239448869275,0.07394485187430426,0.07394485187430426
CHEMBL237_EC50,molformer,xgboost,crem_mean,0.18929024679024675,0.2257756948933419,-0.03477698164412289,18,1,42,-0.03684491753622443,0.0020679358921015384,0.0020679358921015384
CHEMBL237_EC50,morgan,mlp,crem_lime,0.12994306248494178,0.1150964904103073,0.008468538574183587,18,1,42,-0.02946364091308617,0.037932179487269756,0.037932179487269756
CHEMBL237_EC50,morgan,mlp,crem_mean,0.34387966702107037,0.23112937189959976,0.04468324979764933,18,1,42,-0.018350190957059757,0.06303344075470908,0.06303344075470908
CHEMBL237_EC50,morgan,xgboost,crem_lime,0.09397369194347405,0.01852431662083455,0.0011505531484047385,18,1,42,-0.13725869240065913,0.13840924554906386,0.13840924554906386
CHEMBL237_EC50,morgan,xgboost,crem_mean,0.2052821245049441,0.16905884667916748,0.04729570913263374,18,1,42,-0.01770225272217038,0.06499796185480412,0.06499796185480412
CHEMBL237_EC50,unimol,mlp,crem_lime,0.17774461923709545,0.1503087831755075,0.028678078481890704,18,1,42,-0.003542734356561254,0.032220812838451955,0.032220812838451955
CHEMBL237_EC50,unimol,mlp,crem_mean,0.41239872666791466,0.19526303088803088,0.0694461235748151,18,1,42,0.045539744842278206,0.02390637873253689,0.02390637873253689
