dataset,representation,predictor,explainer,permutations,mean_of_permutation_medians,sd_of_permutation_medians,median_of_permutation_medians,q25_of_permutation_medians,q75_of_permutation_medians,minimum_permutation_median,maximum_permutation_median
CHEMBL219_Ki,unimol,mlp,crem_mean,10,0.026015157905434717,0.01934041463137386,0.028888302828253776,0.012919331769596736,0.03126738142725855,-0.0009157509157509,0.0631676367715033
CHEMBL219_Ki,unimol,xgboost,crem_lime,10,0.050108887788225046,0.018266588813132947,0.04728019204025423,0.040693576032614115,0.05666517951018563,0.0261372652298517,0.08008097749789389
CHEMBL219_Ki,unimol,xgboost,crem_mean,10,0.03351131009600329,0.01984894003406346,0.03974394558762668,0.020267425006555373,0.04979669907883516,0.0,0.056905409817449404
CHEMBL228_Ki,molformer,mlp,crem_lime,10,0.036972829644381276,0.02837113308348921,0.0294426625617807,0.016246726954339902,0.05266019503739475,0.0072700063011972,0.0979440269523599
CHEMBL228_Ki,molformer,mlp,crem_mean,10,0.10761926798028738,0.04591585882768399,0.10440025596812269,0.07942378514236795,0.12450682168403537,0.0322060135383323,0.19140625
CHEMBL228_Ki,molformer,xgboost,crem_lime,10,0.09107184818466683,0.05628717490030952,0.07951079619424356,0.058747009569378,0.0854557252251474,0.0278571428571428,0.2233285233285232
CHEMBL228_Ki,molformer,xgboost,crem_mean,10,0.12590278269858074,0.04636473311810121,0.1187884249603803,0.09864829125784111,0.16185903496340204,0.0510886172650878,0.1999999999999999
CHEMBL228_Ki,morgan,mlp,crem_lime,10,0.12902805183260854,0.04673773835956957,0.1429979502237389,0.1039522658483413,0.16367610812641836,0.0541025078206183,0.1883302808302809
CHEMBL228_Ki,morgan,mlp,crem_mean,10,0.14044345509692807,0.03663340933444801,0.1230775190676738,0.1099957844235735,0.17716218664588226,0.102961942088905,0.1978248163946565
CHEMBL228_Ki,morgan,xgboost,crem_lime,10,0.07592126838478866,0.02763011458617111,0.0792406433451418,0.0561080672323591,0.0941703035296455,0.0328947368421052,0.115395646020646
CHEMBL228_Ki,morgan,xgboost,crem_mean,10,0.040686488177392385,0.04303305019507583,0.03677712169917535,0.0,0.06717687074829926,0.0,0.1270288970288969
CHEMBL228_Ki,unimol,mlp,crem_lime,10,0.06097826403136014,0.01732528010686987,0.06428026106233459,0.0473226469539463,0.07480741891657985,0.032528701341018,0.0813588953419461
CHEMBL228_Ki,unimol,mlp,crem_mean,10,0.12342215541872023,0.038877973971243235,0.10290810765639136,0.09883688638955243,0.1496174502858994,0.0806949572865375,0.2016171328671328
CHEMBL228_Ki,unimol,xgboost,crem_lime,10,0.06138820653886986,0.026529218908150774,0.061056361725814454,0.05354765760341168,0.07780666991677053,0.0162727662008971,0.1031512443113344
CHEMBL228_Ki,unimol,xgboost,crem_mean,10,0.1363823535867571,0.02981289086724825,0.1338979917698166,0.11787951060095257,0.14537368761506683,0.0933996088657105,0.1974922889154436
