dataset,representation,predictor,explainer,permutation_id,permutation_seed,median_normalized_ap_lift,mean_normalized_ap_lift,test_pairs
CHEMBL2147_Ki,molformer,xgboost,crem_lime,45,20266947,0.0946412950423899,0.15234753623186242,13
CHEMBL2147_Ki,molformer,xgboost,crem_lime,46,20266948,0.0038300416207393,0.09208377109230494,13
CHEMBL2147_Ki,molformer,xgboost,crem_lime,47,20266949,0.0040933574775194,0.145360543593209,13
CHEMBL2147_Ki,molformer,xgboost,crem_lime,48,20266950,0.067131560862732,0.1656860107950819,13
CHEMBL2147_Ki,molformer,xgboost,crem_lime,49,20266951,0.1185479084383527,0.19202391925110682,13
CHEMBL2147_Ki,molformer,xgboost,crem_lime,50,20266952,0.1499364272091544,0.1811550971163863,13
CHEMBL2147_Ki,molformer,xgboost,crem_lime,51,20266953,0.0550644386161378,0.11554743348837593,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,42,20266944,0.1320331326349589,0.16102080782689115,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,43,20266945,0.1144191316256093,0.13510094305892262,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,44,20266946,0.080394849710445,0.12471346453930814,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,45,20266947,0.0,0.0745680160669735,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,46,20266948,0.1086721855142908,0.17119220636859206,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,47,20266949,0.0174387991980584,0.07287378507308438,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,48,20266950,0.0450941376867303,0.07860235131296128,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,49,20266951,0.1014705882352941,0.13734340520611182,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,50,20266952,0.0548747276688453,0.0730441164659918,13
CHEMBL2147_Ki,molformer,xgboost,crem_mean,51,20266953,0.051252091100116,0.07994057869603734,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,42,20266944,0.1528321278533511,0.2725861899017914,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,43,20266945,0.1284946865382435,0.3086358302241041,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,44,20266946,0.0429012274746895,0.1339839409227871,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,45,20266947,0.0178763092181242,0.0603096446446144,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,46,20266948,0.3047257425828231,0.30100101753983305,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,47,20266949,0.3183982683982683,0.2912820975754894,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,48,20266950,0.0945223978919631,0.20012266262774853,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,49,20266951,0.0809578733454165,0.26695134373729873,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,50,20266952,0.0604033484734098,0.1786386068572756,13
CHEMBL2147_Ki,morgan,mlp,crem_lime,51,20266953,0.1846518381507124,0.22268370724853584,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,42,20266944,0.2320214147264148,0.27199191494068475,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,43,20266945,0.1643032812598029,0.19195710535454463,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,44,20266946,0.1208861388209214,0.19824010893321228,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,45,20266947,0.0623737373737373,0.08680367174326978,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,46,20266948,0.2136879661747035,0.2760869559699344,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,47,20266949,0.1778927934810288,0.1918681816535335,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,48,20266950,0.0863289760348584,0.15928435657891138,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,49,20266951,0.150735294117647,0.16528864352315106,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,50,20266952,0.0770435310876487,0.15210624685900279,13
CHEMBL2147_Ki,morgan,mlp,crem_mean,51,20266953,0.109222454714151,0.15747326993691027,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,42,20266944,0.3668616171104721,0.2799200956194795,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,43,20266945,0.0818031799097473,0.17806353093477323,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,44,20266946,0.0177248677248677,0.07455918027631471,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,45,20266947,0.0605715969950423,0.17989410819746754,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,46,20266948,0.0848754725561467,0.16043385951759243,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,47,20266949,0.0191053273161116,0.1364647518508965,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,48,20266950,0.0816683686418978,0.17754051017252975,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,49,20266951,0.1177832244008714,0.22218990936551036,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,50,20266952,0.0,0.09890608583216176,13
CHEMBL2147_Ki,morgan,xgboost,crem_lime,51,20266953,0.0,0.1885900864010301,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,42,20266944,0.0878623188405797,0.1994501865185894,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,43,20266945,0.0214285714285714,0.1591315995013862,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,44,20266946,0.0140931372549019,0.0488904240225813,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,45,20266947,0.0936917892156862,0.20867723834389046,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,46,20266948,0.1004407713498623,0.12745758551059264,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,47,20266949,0.0,0.06306778121984273,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,48,20266950,0.0543749999999999,0.15836866526025467,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,49,20266951,0.0563725490196078,0.16214595334738657,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,50,20266952,0.0,0.031623942728384494,13
CHEMBL2147_Ki,morgan,xgboost,crem_mean,51,20266953,0.0,0.05838691223306607,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,42,20266944,0.0856902385385142,0.1500819865287725,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,43,20266945,0.0812200421224426,0.2239535829125813,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,44,20266946,0.0486938393929915,0.15115289105499963,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,45,20266947,0.0392469952020371,0.09120734781574083,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,46,20266948,0.0697965410649167,0.09310998724885995,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,47,20266949,0.0656917723173789,0.20951190586125282,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,48,20266950,0.23674400596432,0.21813641081766616,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,49,20266951,0.0213419750166537,0.20357085625983287,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,50,20266952,0.0560828113560247,0.1454198201841489,13
CHEMBL2147_Ki,unimol,mlp,crem_lime,51,20266953,0.0598979694332262,0.12048664458003966,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,42,20266944,0.1669278150731837,0.20273941871404144,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,43,20266945,0.1975391907460873,0.19891060139367917,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,44,20266946,0.1200899197648582,0.170748221185997,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,45,20266947,0.0392680840664711,0.1300447939662619,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,46,20266948,0.0708158263305322,0.17860227514326216,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,47,20266949,0.0741465487079521,0.12285857401890452,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,48,20266950,0.1862409789946021,0.2130631023290935,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,49,20266951,0.2356974921630093,0.23966098796982693,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,50,20266952,0.184542298691725,0.22781773508031325,13
CHEMBL2147_Ki,unimol,mlp,crem_mean,51,20266953,0.0835655253837072,0.1600164785913374,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,42,20266944,0.0524620431002137,0.1687615685379681,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,43,20266945,0.289520091440012,0.2237021290191478,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,44,20266946,0.0339396287643282,0.1472154496167048,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,45,20266947,0.1634567091454272,0.31411989338167895,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,46,20266948,0.0120477593871556,0.06410390873163739,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,47,20266949,0.0377152903760442,0.10987560296695296,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,48,20266950,0.0112616942201717,0.058891998463524914,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,49,20266951,0.0357640049507844,0.08821728398077038,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,50,20266952,0.1618926002723704,0.20823438338210828,13
CHEMBL2147_Ki,unimol,xgboost,crem_lime,51,20266953,0.0970880040115082,0.16668291653596187,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,42,20266944,0.1981467066489144,0.1717914072155247,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,43,20266945,0.1482393378226711,0.18991129469516566,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,44,20266946,0.1125294612794613,0.17259623853428943,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,45,20266947,0.2067307692307692,0.25980926802903986,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,46,20266948,0.1102941176470588,0.13549830217424963,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,47,20266949,0.1366601787773933,0.17960319497280205,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,48,20266950,0.0828340595497458,0.11900706402508275,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,49,20266951,0.1423914770924014,0.1130572904281128,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,50,20266952,0.2184151723367409,0.2043556772902645,13
CHEMBL2147_Ki,unimol,xgboost,crem_mean,51,20266953,0.015978192096245,0.08628247394392614,13
CHEMBL218_EC50,molformer,mlp,crem_lime,42,20267944,0.13512859564197754,0.1697477707668751,20
CHEMBL218_EC50,molformer,mlp,crem_lime,43,20267945,0.21610144103909915,0.24731445209103745,20
CHEMBL218_EC50,molformer,mlp,crem_lime,44,20267946,0.0946534362010985,0.17842673130724224,20
CHEMBL218_EC50,molformer,mlp,crem_lime,45,20267947,0.0899837830913664,0.1079203462238355,20
CHEMBL218_EC50,molformer,mlp,crem_lime,46,20267948,0.0708324135306202,0.1346775708263331,20
CHEMBL218_EC50,molformer,mlp,crem_lime,47,20267949,0.09115841313474185,0.13534961602081896,20
CHEMBL218_EC50,molformer,mlp,crem_lime,48,20267950,0.10592178891234245,0.16201682896557495,20
CHEMBL218_EC50,molformer,mlp,crem_lime,49,20267951,0.2377477190475889,0.22355428088529616,20
CHEMBL218_EC50,molformer,mlp,crem_lime,50,20267952,0.0388480692731381,0.11197665389293501,20
CHEMBL218_EC50,molformer,mlp,crem_lime,51,20267953,0.1827557854571008,0.13935742087356195,20
CHEMBL218_EC50,molformer,mlp,crem_mean,42,20267944,0.10896390532744646,0.1671971596709792,20
CHEMBL218_EC50,molformer,mlp,crem_mean,43,20267945,0.17583404843020223,0.20485304593251982,20
CHEMBL218_EC50,molformer,mlp,crem_mean,44,20267946,0.0883253225027879,0.13307561805256043,20
CHEMBL218_EC50,molformer,mlp,crem_mean,45,20267947,0.05362014327946635,0.1552544545068687,20
CHEMBL218_EC50,molformer,mlp,crem_mean,46,20267948,0.1577478062947763,0.22913376692253765,20
CHEMBL218_EC50,molformer,mlp,crem_mean,47,20267949,0.09301831405887095,0.1289806951689959,20
CHEMBL218_EC50,molformer,mlp,crem_mean,48,20267950,0.0937252564274622,0.1572004895701446,20
CHEMBL218_EC50,molformer,mlp,crem_mean,49,20267951,0.11871871390065455,0.1762182570153939,20
CHEMBL218_EC50,molformer,mlp,crem_mean,50,20267952,0.1414449595220244,0.17413434913553397,20
CHEMBL218_EC50,molformer,mlp,crem_mean,51,20267953,0.0516393715505592,0.10254910691879102,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,42,20267944,0.16143545526355724,0.23641465885968435,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,43,20267945,0.13735703047307904,0.1562007146315958,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,44,20267946,0.08058304467234505,0.11787080682805744,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,45,20267947,0.11569172081909354,0.21192488017006803,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,46,20267948,0.1759822862180745,0.2366568138426834,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,47,20267949,0.059590058968559595,0.1123148270754009,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,48,20267950,0.15626093277447345,0.1796384445800894,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,49,20267951,0.06436150965869525,0.16350219379416833,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,50,20267952,0.1763944903439075,0.2214647422767177,20
CHEMBL218_EC50,molformer,xgboost,crem_lime,51,20267953,0.16885047693187955,0.20192556175833065,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,42,20267944,0.0703230505301253,0.138258481663814,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,43,20267945,0.0227391382563796,0.06044565598408112,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,44,20267946,0.10990099414311741,0.10008993986455668,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,45,20267947,0.08098151143294299,0.16456281461961994,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,46,20267948,0.2070630859992244,0.1915853614156049,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,47,20267949,0.03454864284202805,0.1119216137722833,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,48,20267950,0.0836575462576606,0.16025356969761054,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,49,20267951,0.18506076774876273,0.18066962377847032,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,50,20267952,0.11482712960825675,0.1660404024422517,20
CHEMBL218_EC50,molformer,xgboost,crem_mean,51,20267953,0.07851039956212365,0.16518328757232376,20
CHEMBL218_EC50,morgan,mlp,crem_lime,42,20267944,0.0696149327150111,0.15658764234381875,20
CHEMBL218_EC50,morgan,mlp,crem_lime,43,20267945,0.02546586734641905,0.06665484965067814,20
CHEMBL218_EC50,morgan,mlp,crem_lime,44,20267946,0.1704961974051601,0.17442012430155804,20
CHEMBL218_EC50,morgan,mlp,crem_lime,45,20267947,0.06881529982834685,0.19522515146372912,20
CHEMBL218_EC50,morgan,mlp,crem_lime,46,20267948,0.0308122408724964,0.06163589360975695,20
CHEMBL218_EC50,morgan,mlp,crem_lime,47,20267949,0.0720073208721474,0.10335913523256664,20
CHEMBL218_EC50,morgan,mlp,crem_lime,48,20267950,0.0665919771758906,0.16174202997700418,20
CHEMBL218_EC50,morgan,mlp,crem_lime,49,20267951,0.03503700305395045,0.11976310956173282,20
CHEMBL218_EC50,morgan,mlp,crem_lime,50,20267952,0.08125274880768105,0.1555450844589147,20
CHEMBL218_EC50,morgan,mlp,crem_lime,51,20267953,0.02109316881542755,0.1002729619780307,20
CHEMBL218_EC50,morgan,mlp,crem_mean,42,20267944,0.09012931265250135,0.16770336659950486,20
CHEMBL218_EC50,morgan,mlp,crem_mean,43,20267945,0.20775616174157924,0.201848417341545,20
CHEMBL218_EC50,morgan,mlp,crem_mean,44,20267946,0.154664216138777,0.19032821313515902,20
CHEMBL218_EC50,morgan,mlp,crem_mean,45,20267947,0.10997434735072614,0.19268083424244592,20
CHEMBL218_EC50,morgan,mlp,crem_mean,46,20267948,0.0705494976721391,0.14122839432955248,20
CHEMBL218_EC50,morgan,mlp,crem_mean,47,20267949,0.0898581292479641,0.156425772563618,20
CHEMBL218_EC50,morgan,mlp,crem_mean,48,20267950,0.0369641364756757,0.13238059684544162,20
CHEMBL218_EC50,morgan,mlp,crem_mean,49,20267951,0.1743716235624129,0.1825130768455287,20
CHEMBL218_EC50,morgan,mlp,crem_mean,50,20267952,0.16012210154543474,0.18119736597164487,20
CHEMBL218_EC50,morgan,mlp,crem_mean,51,20267953,0.10353875684064359,0.15985423198218657,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,42,20267944,0.10881557221502071,0.1750721931163321,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,43,20267945,0.03611249044043015,0.09824008335540863,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,44,20267946,0.10080945862369155,0.13165526365057328,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,45,20267947,0.061508389072173555,0.1158415200206246,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,46,20267948,0.15304896716820143,0.19862741297639544,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,47,20267949,0.03283000540756735,0.10986660123376049,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,48,20267950,0.06446680814501095,0.18148302832119642,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,49,20267951,0.007369079736529099,0.1801076895411762,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,50,20267952,-0.007097041398160801,0.049519589186038285,20
CHEMBL218_EC50,morgan,xgboost,crem_lime,51,20267953,0.02997972995418345,0.07566136694053963,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,42,20267944,0.0626120071684588,0.14836905602673126,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,43,20267945,0.01636904761904755,0.10621139139859707,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,44,20267946,0.1472311865353786,0.20277969314442043,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,45,20267947,0.0966274814803893,0.11356567708727912,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,46,20267948,0.1670082587142576,0.2017960902764857,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,47,20267949,0.0,0.05280152939917815,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,48,20267950,0.00591216216216215,0.049446411584810696,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,49,20267951,0.0354412015702337,0.1380947780929796,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,50,20267952,0.07042291830475715,0.13258130606747995,20
CHEMBL218_EC50,morgan,xgboost,crem_mean,51,20267953,0.0083337218337218,0.09424749622114563,20
CHEMBL218_EC50,unimol,mlp,crem_lime,42,20267944,0.11403965321915525,0.14457375168774764,20
CHEMBL218_EC50,unimol,mlp,crem_lime,43,20267945,0.04580800428167855,0.06070510151464077,20
CHEMBL218_EC50,unimol,mlp,crem_lime,44,20267946,0.07062136891401165,0.1294643160893253,20
CHEMBL218_EC50,unimol,mlp,crem_lime,45,20267947,0.11917542491746094,0.1595326880918378,20
CHEMBL218_EC50,unimol,mlp,crem_lime,46,20267948,0.06729308355461369,0.09695887486278729,20
CHEMBL218_EC50,unimol,mlp,crem_lime,47,20267949,0.05991332507464475,0.1278599229664679,20
CHEMBL218_EC50,unimol,mlp,crem_lime,48,20267950,0.05365837293181805,0.12280567186650866,20
CHEMBL218_EC50,unimol,mlp,crem_lime,49,20267951,0.045696055415471046,0.10579626127095651,20
CHEMBL218_EC50,unimol,mlp,crem_lime,50,20267952,0.0132597737787534,0.06600889054282791,20
CHEMBL218_EC50,unimol,mlp,crem_lime,51,20267953,-0.00210977644075595,0.056917164365531125,20
CHEMBL218_EC50,unimol,mlp,crem_mean,42,20267944,0.09612468158420695,0.13730735948875067,20
CHEMBL218_EC50,unimol,mlp,crem_mean,43,20267945,0.11366274201244739,0.1376028354505579,20
CHEMBL218_EC50,unimol,mlp,crem_mean,44,20267946,0.0756049630401044,0.08859176492571398,20
CHEMBL218_EC50,unimol,mlp,crem_mean,45,20267947,0.04394972009894165,0.13394808268503688,20
CHEMBL218_EC50,unimol,mlp,crem_mean,46,20267948,0.121466301294577,0.1719896376840893,20
CHEMBL218_EC50,unimol,mlp,crem_mean,47,20267949,0.12695172172953506,0.1655461023856808,20
CHEMBL218_EC50,unimol,mlp,crem_mean,48,20267950,0.13599877261512283,0.1642228120409953,20
CHEMBL218_EC50,unimol,mlp,crem_mean,49,20267951,0.08552924513321515,0.1600976908487484,20
CHEMBL218_EC50,unimol,mlp,crem_mean,50,20267952,0.07325078616352194,0.09504732314910767,20
CHEMBL218_EC50,unimol,mlp,crem_mean,51,20267953,0.0546646224270805,0.13303814540869618,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,42,20267944,0.09836196230613245,0.14373210764694613,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,43,20267945,0.0595032899403333,0.09116015914795038,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,44,20267946,0.1041257707434178,0.15735702012188882,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,45,20267947,0.06358396777542336,0.1111718930736818,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,46,20267948,0.1117767596384571,0.1594346557408329,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,47,20267949,0.0212292928412416,0.10880122337340278,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,48,20267950,0.08518077604913099,0.11365067583024371,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,49,20267951,0.0729066384261024,0.1171957941090179,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,50,20267952,0.19829087282612268,0.2541480128588228,20
CHEMBL218_EC50,unimol,xgboost,crem_lime,51,20267953,0.0200126646072257,0.07547281070639536,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,42,20267944,0.0496523634623511,0.13238038280325248,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,43,20267945,0.0530569362801015,0.0856658184265287,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,44,20267946,0.0229630249998553,0.08670346843356065,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,45,20267947,0.11679202405599914,0.16228970303192064,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,46,20267948,0.1453943183194653,0.17806959339523348,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,47,20267949,0.1213728244016101,0.15510224910925033,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,48,20267950,0.08531930343207514,0.13930635439636269,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,49,20267951,0.07146267681593765,0.11240219142912937,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,50,20267952,0.1160728987324732,0.17221028734396068,20
CHEMBL218_EC50,unimol,xgboost,crem_mean,51,20267953,0.097499034668592,0.12160649671857815,20
CHEMBL219_Ki,molformer,mlp,crem_lime,42,20268944,0.08245172636232155,0.12429180983593584,34
CHEMBL219_Ki,molformer,mlp,crem_lime,43,20268945,0.0424887871679814,0.12714445782560868,34
CHEMBL219_Ki,molformer,mlp,crem_lime,44,20268946,0.0535521965415474,0.09188831120411343,34
CHEMBL219_Ki,molformer,mlp,crem_lime,45,20268947,0.09169608045293104,0.1666577105291366,34
CHEMBL219_Ki,molformer,mlp,crem_lime,46,20268948,0.007854815838376,0.07877586755283644,34
CHEMBL219_Ki,molformer,mlp,crem_lime,47,20268949,0.01269572573420365,0.08311772664482364,34
CHEMBL219_Ki,molformer,mlp,crem_lime,48,20268950,0.06768730294746289,0.10277049108438781,34
CHEMBL219_Ki,molformer,mlp,crem_lime,49,20268951,0.049570458379727345,0.10533811592586584,34
CHEMBL219_Ki,molformer,mlp,crem_lime,50,20268952,0.18207812391559514,0.17487291594768528,34
CHEMBL219_Ki,molformer,mlp,crem_lime,51,20268953,0.14420837148937124,0.130313762055816,34
CHEMBL219_Ki,molformer,mlp,crem_mean,42,20268944,0.0294313974896278,0.048190417478624126,34
CHEMBL219_Ki,molformer,mlp,crem_mean,43,20268945,0.0282053284518286,0.06074921073019307,34
CHEMBL219_Ki,molformer,mlp,crem_mean,44,20268946,0.0248690564407915,0.048942378934616275,34
CHEMBL219_Ki,molformer,mlp,crem_mean,45,20268947,0.0383147999732852,0.0898241997683834,34
CHEMBL219_Ki,molformer,mlp,crem_mean,46,20268948,0.0012896825396825,0.05122054488085954,34
CHEMBL219_Ki,molformer,mlp,crem_mean,47,20268949,0.01734010244054885,0.04774279847317453,34
CHEMBL219_Ki,molformer,mlp,crem_mean,48,20268950,0.037924491049491,0.06417337865105853,34
CHEMBL219_Ki,molformer,mlp,crem_mean,49,20268951,0.03019166771646925,0.06597297806573742,34
CHEMBL219_Ki,molformer,mlp,crem_mean,50,20268952,0.037658882895778095,0.07060633950941375,34
CHEMBL219_Ki,molformer,mlp,crem_mean,51,20268953,0.07273511256354395,0.08562159148920441,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,42,20268944,0.09168727089108075,0.16270128069345924,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,43,20268945,0.03447324674955195,0.06114540272638174,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,44,20268946,0.06525778752924274,0.1259946399320453,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,45,20268947,0.06386005267388495,0.11499461146047327,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,46,20268948,0.08955465246040335,0.13558604109111888,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,47,20268949,0.08374368382264885,0.11208954353005704,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,48,20268950,0.12906854962435083,0.13478187203969422,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,49,20268951,0.031252135206121696,0.05371298718466482,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,50,20268952,0.12041427909886876,0.1266574897344081,34
CHEMBL219_Ki,molformer,xgboost,crem_lime,51,20268953,0.0536375611501664,0.15685848646723546,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,42,20268944,0.0381102320819139,0.0692772954138253,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,43,20268945,0.01151294381297295,0.03164504126817774,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,44,20268946,0.01703082074175815,0.07282026764605744,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,45,20268947,0.031668232527686496,0.08073691612971663,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,46,20268948,0.06007638902602609,0.08573935327276506,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,47,20268949,0.013520650425412301,0.05894154564613267,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,48,20268950,0.027385066176245,0.06674713171700658,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,49,20268951,0.0,0.03411082081780126,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,50,20268952,0.0,0.06469563806254965,34
CHEMBL219_Ki,molformer,xgboost,crem_mean,51,20268953,0.05626978308429915,0.11096871380118316,34
CHEMBL219_Ki,morgan,mlp,crem_lime,42,20268944,0.05011697079537865,0.0777199621788701,34
CHEMBL219_Ki,morgan,mlp,crem_lime,43,20268945,0.2225180103542938,0.2232753116013867,34
CHEMBL219_Ki,morgan,mlp,crem_lime,44,20268946,0.18037748899647124,0.20176891437738026,34
CHEMBL219_Ki,morgan,mlp,crem_lime,45,20268947,0.13764732344742353,0.20733169133595228,34
CHEMBL219_Ki,morgan,mlp,crem_lime,46,20268948,0.08338196182534499,0.17653749329319832,34
CHEMBL219_Ki,morgan,mlp,crem_lime,47,20268949,0.08292973548993955,0.15052214345001086,34
CHEMBL219_Ki,morgan,mlp,crem_lime,48,20268950,0.2084076761224991,0.21276932467592846,34
