scenario,rationale,explainer,dataset,component_id,representation,predictor,trained_nap,trained_ap,trained_prevalence,permuted_nap,permuted_ap,permuted_prevalence,delta_nap_rescore,delta_nap_reference,rescore_minus_reference_delta_nap
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,74,morgan,mlp,-0.026336699895265363,0.29845339500829965,0.31645569620253167,0.2254553728195521,0.4705644320538711,0.31645569620253167,-0.25179207271481746,-0.2517920727148174,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,74,morgan,xgboost,-0.14609335007555438,0.21659441893569706,0.31645569620253167,0.14986334042896607,0.4188939289008123,0.31645569620253167,-0.29595669050452045,-0.29595669050452045,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,74,unimol,mlp,0.045988685169335464,0.347890999989166,0.31645569620253167,0.09158662147453706,0.3790592096155064,0.31645569620253167,-0.04559793630520159,-0.045597936305201606,1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,74,unimol,xgboost,0.11617392969526259,0.395865724095496,0.31645569620253167,-0.006666387335939341,0.31189892511214273,0.31645569620253167,0.12284031703120193,0.1228403170312019,2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,75,molformer,mlp,0.0008835319103293486,0.18990556641378056,0.18918918918918917,0.049975085590004215,0.2297095288567602,0.18918918918918917,-0.04909155367967487,-0.049091553679674875,6.938893903907228e-18
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,75,molformer,xgboost,0.014081729394321105,0.2006068076170171,0.18918918918918917,0.14710820269245165,0.30846611029117704,0.18918918918918917,-0.13302647329813055,-0.13302647329813058,2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,75,morgan,mlp,0.44260038030815546,0.5480543624120179,0.18918918918918917,0.202111453031711,0.3530633402959819,0.18918918918918917,0.24048892727644447,0.24048892727644453,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,75,morgan,xgboost,0.26386175795957195,0.4031311551023556,0.18918918918918917,0.008289695919606427,0.19591056425914036,0.18918918918918917,0.2555720620399655,0.2555720620399655,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,75,unimol,mlp,0.11202884165159628,0.2800233851229159,0.18918918918918917,-0.03473633132444152,0.1610245962234258,0.18918918918918917,0.1467651729760378,0.14676517297603772,8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,75,unimol,xgboost,-0.014346258802092728,0.17755708745776266,0.18918918918918917,0.03838251529073067,0.22031014753302489,0.18918918918918917,-0.052728774092823394,-0.052728774092823394,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,85,molformer,mlp,0.20407760227418062,0.3177808019492977,0.14285714285714285,0.36826261318951553,0.4585108113052991,0.14285714285714285,-0.1641850109153349,-0.16418501091533488,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,85,molformer,xgboost,-0.010427437796412822,0.13391933903164613,0.14285714285714285,0.3163025727110624,0.4139736337523392,0.14285714285714285,-0.3267300105074752,-0.32673001050747513,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,85,morgan,mlp,0.11009741287519066,0.23722635389302058,0.14285714285714285,0.1356548126980335,0.25913269659831445,0.14285714285714285,-0.025557399822842844,-0.0255573998228429,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,85,morgan,xgboost,0.07864984162909634,0.21027129282493973,0.14285714285714285,0.016135203770091703,0.15668731751722145,0.14285714285714285,0.06251463785900464,0.06251463785900463,1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,85,unimol,mlp,0.7838428204168943,0.8147224175001954,0.14285714285714285,0.538612670732672,0.6045251463422903,0.14285714285714285,0.2452301496842223,0.2452301496842223,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,85,unimol,xgboost,0.7993423706931333,0.8280077463083999,0.14285714285714285,0.2567326722325932,0.36291371905650854,0.14285714285714285,0.5426096984605401,0.5426096984605402,-1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,91,molformer,mlp,0.33193969729752926,0.4861074594596379,0.23076923076923075,0.1470556655144034,0.343888973472618,0.23076923076923075,0.18488403178312585,0.18488403178312587,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,91,molformer,xgboost,0.0765072429439148,0.2896209561107037,0.23076923076923075,0.23095566623803512,0.4084274355677193,0.23076923076923075,-0.15444842329412034,-0.15444842329412029,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,91,morgan,mlp,0.0320024443883129,0.2553864956833176,0.23076923076923075,-0.02651540625130593,0.2103727644220724,0.23076923076923075,0.058517850639618826,0.058517850639618764,6.245004513516506e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,91,morgan,xgboost,0.11764243255929095,0.32126340966099304,0.23076923076923075,-0.014655663222989368,0.2194956436746236,0.23076923076923075,0.13229809578228033,0.13229809578228027,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,91,unimol,mlp,0.3172440169211666,0.47480308993935894,0.23076923076923075,0.004430714996577641,0.2341774730742905,0.23076923076923075,0.31281330192458895,0.31281330192458895,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,91,unimol,xgboost,0.40794196853510306,0.5445707450270023,0.23076923076923075,-0.031956488424840834,0.2061873165962763,0.23076923076923075,0.4398984569599439,0.43989845695994384,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,102,molformer,mlp,0.03326924177147078,0.19863108199477186,0.17105263157894737,0.3763299660597273,0.48301036660214236,0.17105263157894737,-0.3430607242882565,-0.3430607242882565,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,102,molformer,xgboost,0.2053597328996816,0.34128504174578866,0.17105263157894737,0.3276098519161959,0.4426239561936887,0.17105263157894737,-0.12225011901651431,-0.12225011901651425,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,102,morgan,mlp,-0.04122100140691485,0.1368825909390048,0.17105263157894737,-0.03653025313118517,0.14077097437809652,0.17105263157894737,-0.004690748275729677,-0.00469074827572967,-6.938893903907228e-18
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,102,morgan,xgboost,-0.013769778217451706,0.15963821016184923,0.17105263157894737,0.2054910278040618,0.3413938783112617,0.17105263157894737,-0.21926080602151352,-0.21926080602151352,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,102,unimol,mlp,-0.0023283934628383998,0.16912251594527872,0.17105263157894737,0.009384781642701663,0.17883212162487114,0.17105263157894737,-0.011713175105540062,-0.011713175105540066,3.469446951953614e-18
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,102,unimol,xgboost,0.02803063768179108,0.19428855492043207,0.17105263157894737,0.11658910634495974,0.267698864470164,0.17105263157894737,-0.08855846866316866,-0.08855846866316867,1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,107,molformer,mlp,-0.050372684321038357,0.2997515437859744,0.3333333333333333,0.0346469838867634,0.35643132259117555,0.3333333333333333,-0.08501966820780175,-0.08501966820780173,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,107,molformer,xgboost,-0.08860268187542202,0.2742648787497186,0.3333333333333333,0.05241964356790027,0.3682797623786002,0.3333333333333333,-0.14102232544332227,-0.14102232544332227,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,107,morgan,mlp,-0.10338336037286078,0.26441109308475946,0.3333333333333333,-0.05379516579700188,0.29746988946866537,0.3333333333333333,-0.0495881945758589,-0.04958819457585887,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,107,morgan,xgboost,-0.16710732358003724,0.2219284509466418,0.3333333333333333,0.0009566328107813715,0.3339710885405209,0.3333333333333333,-0.16806395639081861,-0.16806395639081864,2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,107,unimol,mlp,-0.09493093282773167,0.27004604478151223,0.3333333333333333,-0.032572605159125904,0.31161826322724934,0.3333333333333333,-0.062358327668605766,-0.062358327668605766,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,107,unimol,xgboost,-0.14954050136551597,0.23363966575632267,0.3333333333333333,-5.88534255042313e-05,0.3332940977163305,0.3333333333333333,-0.14948164794001173,-0.14948164794001167,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,114,molformer,mlp,0.22101990820647052,0.4636530515519961,0.3114754098360656,0.27347452366448843,0.4997693441624347,0.3114754098360656,-0.05245461545801791,-0.05245461545801797,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,114,molformer,xgboost,-0.1453467260489797,0.21140061485152217,0.3114754098360656,0.1141123323183907,0.39004455667823623,0.3114754098360656,-0.2594590583673704,-0.2594590583673704,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,114,morgan,mlp,0.12998828385425168,0.4009755397029274,0.3114754098360656,0.0536404947119471,0.3484082094737997,0.3114754098360656,0.07634778914230458,0.07634778914230458,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,114,morgan,xgboost,-0.1330636158188527,0.21985783828865882,0.3114754098360656,0.17674501889916425,0.4331687015371295,0.3114754098360656,-0.30980863471801695,-0.30980863471801684,-1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,114,unimol,mlp,-0.06089054467755725,0.26955077251709175,0.3114754098360656,0.1917755304967439,0.4435175783748073,0.3114754098360656,-0.2526660751743012,-0.2526660751743011,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,114,unimol,xgboost,-0.0018721052580775628,0.310186419330504,0.3114754098360656,0.027929858093388365,0.3307058039331527,0.3114754098360656,-0.029801963351465927,-0.02980196335146593,3.469446951953614e-18
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,115,molformer,mlp,0.46013057712895544,0.5328053071308269,0.1346153846153846,-0.022741718076232074,0.11493505166479916,0.1346153846153846,0.48287229520518754,0.4828722952051874,1.6653345369377348e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,115,molformer,xgboost,0.45650758690858945,0.5296700271324332,0.1346153846153846,0.22767288458473867,0.3316399962752546,0.1346153846153846,0.22883470232385078,0.22883470232385078,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,115,morgan,mlp,-0.0067167395173288605,0.12880282157154233,0.1346153846153846,0.19764855269167145,0.30565740136779257,0.1346153846153846,-0.20436529220900032,-0.20436529220900024,-8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,115,morgan,xgboost,0.028759579119934042,0.15950348193071215,0.1346153846153846,-0.02962773826278751,0.1089759957341262,0.1346153846153846,0.05838731738272156,0.05838731738272146,9.71445146547012e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,115,unimol,mlp,0.20973490918204896,0.3161167483306193,0.1346153846153846,0.1879539355993202,0.2972678288840271,0.1346153846153846,0.021780973582728763,0.021780973582728735,2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,115,unimol,xgboost,0.1690128239767367,0.2808764822875606,0.1346153846153846,0.030198253793819598,0.1607484888600362,0.1346153846153846,0.1388145701829171,0.13881457018291715,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,118,molformer,mlp,-0.016901660624145737,0.15478303532538537,0.16883116883116886,0.06430220127500137,0.22227715430649467,0.16883116883116886,-0.0812038618991471,-0.08120386189914713,2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,118,molformer,xgboost,-0.03593334786906784,0.1389644900828527,0.16883116883116886,-0.03729917387495502,0.13782925807795945,0.16883116883116886,0.0013658260058871802,0.001365826005887194,-1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,118,morgan,mlp,0.20637396582989295,0.34036277679367727,0.16883116883116886,0.2232119585575533,0.35435799152835595,0.16883116883116886,-0.016837992727660345,-0.016837992727660428,8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,118,morgan,xgboost,0.09518365189102829,0.24794485351981574,0.16883116883116886,0.037791229697272104,0.2002420610470833,0.16883116883116886,0.05739242219375618,0.05739242219375617,1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,118,unimol,mlp,0.37340304442091415,0.47919214081738315,0.16883116883116886,0.0106512894415476,0.17768418862674085,0.16883116883116886,0.36275175497936657,0.36275175497936646,1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,118,unimol,xgboost,0.03091300167663577,0.19452509230265833,0.16883116883116886,-0.015876461490270496,0.15563514889120375,0.16883116883116886,0.04678946316690627,0.04678946316690634,-6.938893903907228e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,124,molformer,mlp,0.3286881184253405,0.6358986405018796,0.45762711864406774,-0.050961422912264354,0.42998702486114476,0.45762711864406774,0.37964954133760487,0.3796495413376048,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,124,molformer,xgboost,0.016702929423103627,0.4666863346023613,0.45762711864406774,0.05852247202506605,0.4893681204203748,0.45762711864406774,-0.041819542601962426,-0.04181954260196244,1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,124,morgan,mlp,0.09476032074284374,0.5090225468435763,0.45762711864406774,0.03111706911669339,0.47450417308024045,0.45762711864406774,0.06364325162615035,0.06364325162615031,4.163336342344337e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,124,morgan,xgboost,-0.1795767565922163,0.3602295557465946,0.45762711864406774,0.04714012986684718,0.48319464670744255,0.45762711864406774,-0.2267168864590635,-0.2267168864590634,-8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,124,unimol,mlp,0.3160045458731049,0.6290194147108366,0.45762711864406774,0.017422646662567574,0.46707668971529087,0.45762711864406774,0.2985818992105373,0.29858189921053735,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,124,unimol,xgboost,0.06342667800702573,0.4920280287495733,0.45762711864406774,0.05710421618050387,0.4885988969114597,0.45762711864406774,0.006322461826521859,0.006322461826521866,-6.938893903907228e-18
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,126,molformer,mlp,-0.057383905639830694,0.19254319932958383,0.23636363636363636,0.020747385489906678,0.25220709437411054,0.23636363636363636,-0.07813129112973738,-0.07813129112973732,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,126,molformer,xgboost,0.05047085423650602,0.2749050159624227,0.23636363636363636,-0.061985179214698795,0.18902949950877546,0.23636363636363636,0.1124560334512048,0.11245603345120472,8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,126,morgan,mlp,-0.08984595012694634,0.16775400172124097,0.23636363636363636,-0.030479903793198596,0.21308807346701197,0.23636363636363636,-0.05936604633374774,-0.059366046333747716,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,126,morgan,xgboost,-0.009035041590981998,0.22946415005779555,0.23636363636363636,0.0808498623297134,0.29810353123359934,0.23636363636363636,-0.0898849039206954,-0.08988490392069531,-8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,126,unimol,mlp,-0.030007527136997173,0.21344879745902035,0.23636363636363636,-0.06420338616651898,0.1873355960182946,0.23636363636363636,0.03419585902952181,0.03419585902952181,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,126,unimol,xgboost,0.3452768965531505,0.5000296300951331,0.23636363636363636,-0.03179514470074091,0.21208370768307058,0.23636363636363636,0.37707204125389143,0.3770720412538914,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,127,molformer,mlp,-0.005153988945250547,0.06794811934167676,0.07272727272727272,0.043029555126894076,0.11262740566311995,0.07272727272727272,-0.048183544072144625,-0.04818354407214453,-9.71445146547012e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,127,molformer,xgboost,0.026268686065407682,0.0970855088970144,0.07272727272727272,-0.019644362780050557,0.054511590876680394,0.07272727272727272,0.04591304884545824,0.04591304884545817,7.632783294297951e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,127,morgan,mlp,0.01886777450251085,0.09022284544778279,0.07272727272727272,-0.009282221819358475,0.06412012158568577,0.07272727272727272,0.028149996321869326,0.028149996321869267,5.898059818321144e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,127,morgan,xgboost,0.15550843647609316,0.2169260047323773,0.07272727272727272,0.0420010103673177,0.11167366415878549,0.07272727272727272,0.11350742610877546,0.11350742610877546,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,127,unimol,mlp,0.03363643428588609,0.1039174208832762,0.07272727272727272,-0.012667357814246785,0.06098117729951661,0.07272727272727272,0.04630379210013288,0.04630379210013283,4.85722573273506e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL239_EC50,127,unimol,xgboost,0.02980800274620086,0.10036742072829534,0.07272727272727272,0.04443782886888189,0.11393325949659956,0.07272727272727272,-0.014629826122681027,-0.014629826122681069,4.163336342344337e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,2,molformer,mlp,0.39410803406766076,0.7075004302395603,0.5172413793103449,0.45025945334883355,0.7346080119615058,0.5172413793103449,-0.05615141928117279,-0.0561514192811729,1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,2,molformer,xgboost,0.6343885011877543,0.8234978971251228,0.5172413793103449,0.49658588071145854,0.7569724941365662,0.5172413793103449,0.1378026204762957,0.1378026204762957,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,2,morgan,mlp,0.6866544538576019,0.8487297363450491,0.5172413793103449,0.4972153361190423,0.757276369160917,0.5172413793103449,0.18943911773855965,0.18943911773855965,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,2,morgan,xgboost,0.5473626432974646,0.7814854140056725,0.5172413793103449,0.33035811689874894,0.6767246081580168,0.5172413793103449,0.2170045263987157,0.2170045263987157,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,2,unimol,mlp,0.48930384396073645,0.7534570281189762,0.5172413793103449,0.4013072784982668,0.7109759275508875,0.5172413793103449,0.08799656546246964,0.08604498913301312,0.001951576329456528
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,2,unimol,xgboost,0.7885830839502336,0.8979366612173543,0.5172413793103449,0.35563923652448737,0.6889292865980284,0.5172413793103449,0.4329438474257462,0.4329438474257462,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,3,molformer,mlp,0.008477211807370606,0.18985333159870524,0.1829268292682927,0.23376942611971774,0.37393355548806206,0.1829268292682927,-0.22529221431234714,-0.22529221431234714,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,3,molformer,xgboost,0.15673787926604138,0.31099314525396066,0.1829268292682927,0.3629585992272817,0.4794905627832668,0.1829268292682927,-0.2062207199612403,-0.2062207199612403,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,3,morgan,mlp,0.04865513425910991,0.22268163408976052,0.1829268292682927,0.327366092210716,0.4504088802209509,0.1829268292682927,-0.2787109579516061,-0.27871095795160605,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,3,morgan,xgboost,0.08087713193882677,0.2490093639012365,0.1829268292682927,0.3342437820000333,0.45602845602441744,0.1829268292682927,-0.2533666500612065,-0.2533666500612065,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,3,unimol,mlp,0.380592605715566,0.4938988363773527,0.1829268292682927,0.2424040576513448,0.38098868125170854,0.1829268292682927,0.13818854806422123,0.13818854806422126,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,3,unimol,xgboost,0.5807642733548128,0.6574537355460056,0.1829268292682927,0.11012389209149588,0.2729061069528076,0.1829268292682927,0.470640381263317,0.4706403812633169,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,6,molformer,mlp,-0.02255547007422991,0.22285784274358525,0.24,0.05923924130759065,0.28502182339376886,0.24,-0.08179471138182057,-0.08179471138182057,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,6,molformer,xgboost,0.13885420314904148,0.3455291943932715,0.24,0.10696007610524168,0.3212896578399837,0.24,0.031894127043799805,0.03189412704379972,8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,6,morgan,mlp,-0.09988664459598434,0.16408615010705188,0.24,0.07422623404408979,0.2964119378735082,0.24,-0.17411287864007413,-0.17411287864007408,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,6,morgan,xgboost,-0.12547838535995523,0.14463642712643401,0.24,0.044884527707512854,0.27411224105770976,0.24,-0.1703629130674681,-0.17036291306746798,-1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,6,unimol,mlp,-0.09041359819668894,0.17128566537051637,0.24,0.05316781661417547,0.28040754062677337,0.24,-0.1435814148108644,-0.14358141481086437,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,6,unimol,xgboost,-0.0332175487517133,0.2147546629486979,0.24,-0.06168931998608277,0.19311611681057708,0.24,0.028471771234369468,0.028471771234369468,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,25,molformer,mlp,0.3423456166157484,0.5834855571899741,0.36666666666666664,0.3317100448344147,0.576749695061796,0.36666666666666664,0.01063557178133373,0.01090217324629722,-0.0002666014649634896
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,25,molformer,xgboost,0.3398755291950426,0.5819211684901936,0.36666666666666664,-0.05213136059252385,0.3336501382914015,0.36666666666666664,0.3920068897875665,0.39777583986809495,-0.005768950080528468
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,25,morgan,mlp,0.07626728294887429,0.41496927920095367,0.36666666666666664,0.2550255579597281,0.5281828533744944,0.36666666666666664,-0.17875827501085378,-0.18230329958514407,0.0035450245742902897
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,25,morgan,xgboost,0.3143980411093852,0.565785426035944,0.36666666666666664,-0.005186019669104443,0.36338218754290047,0.36666666666666664,0.3195840607784896,0.31852341543472273,0.001060645343766875
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,25,unimol,mlp,0.2364048017189233,0.516389707755318,0.36666666666666664,0.23704859538654807,0.5167974437448137,0.36666666666666664,-0.0006437936676247646,-0.0001058326033478163,-0.0005379610642769483
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,25,unimol,xgboost,0.28391768781164556,0.5464812022807087,0.36666666666666664,0.19310309282834096,0.4889652921246159,0.36666666666666664,0.0908145949833046,0.0905910368650095,0.00022355811829510852
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,32,molformer,mlp,0.16187760114871252,0.5343764450826181,0.4444444444444444,-0.1859601063872823,0.3411332742292876,0.4444444444444444,0.34783770753599486,0.3483866585849458,-0.0005489510489509186
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,32,molformer,xgboost,-0.043309253392603685,0.42038374811522017,0.4444444444444444,-0.06157277055750596,0.4102373496902745,0.4444444444444444,0.018263517164902272,0.0484266100635201,-0.03016309289861783
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,32,morgan,mlp,0.47278339392146657,0.7071018855119258,0.4444444444444444,0.17403134327931932,0.5411285240440663,0.4444444444444444,0.29875205064214727,0.29246633635643293,0.006285714285714339
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,32,morgan,xgboost,0.44769450504927555,0.6931636139162641,0.4444444444444444,0.04215993086227687,0.46786662825682046,0.4444444444444444,0.4055345741869987,0.41116727481969917,-0.005632700632700494
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,32,unimol,mlp,0.08960733815524748,0.4942262989751374,0.4444444444444444,0.0094031411881368,0.4496684117711871,0.4444444444444444,0.08020419696711067,0.08020419696711073,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,32,unimol,xgboost,-0.05798228664715636,0.41223206297380194,0.4444444444444444,-0.007191599313296965,0.4404491114926128,0.4444444444444444,-0.05079068733385939,-0.049435100952200675,-0.0013555863816587174
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,35,molformer,mlp,0.2477922930917957,0.37478839945292114,0.16883116883116886,-0.003868642118799099,0.16561567408307606,0.16883116883116886,0.2516609352105948,0.25166093521059474,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,35,molformer,xgboost,0.170889884117184,0.31086951407142566,0.16883116883116886,0.01802365325002335,0.18381186763638305,0.16883116883116886,0.15286623086716067,0.15286623086716059,8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,35,morgan,mlp,0.030621859555327854,0.19428310404598678,0.16883116883116886,0.40012583457827544,0.5014032910780472,0.16883116883116886,-0.3695039750229476,-0.3695039750229476,0.0
