source,dataset,component_id,rationale,representation,predictor,seed,variant,baseline,atoms,positive_atoms,prevalence,score_unique_values,score_zero_fraction,observed_ap,observed_nap,null_mean_ap,null_sd_ap,null_mean_nap,null_sd_nap,null_adjusted_nap,null_z,empirical_upper_p,precision_at_changed_count,recall_at_changed_count,changed_atom_enrichment_at_changed_count,cutoff_tie_atoms
generator,CHEMBL1862_Ki,10,strict_unmatched,,,,generator_only,selected_mean_nearest_train_tanimoto,56,2,0.03571428571428571,15,0.39285714285714285,0.0803030303030303,0.04624017957351291,0.08129106975145874,0.10059831589550035,0.047264813075586845,0.10432417944718557,-0.001024633502073935,-0.009821630110138166,0.313373253493014,0.0,0.0,0.0,6
generator,CHEMBL1862_Ki,19,boundary_extended,,,,generator_only,support_any,49,13,0.2653061224489796,2,0.5306122448979592,0.39567265033103544,0.17744332961724268,0.2721665415330012,0.03367842741073505,0.009337792642140451,0.04584008175350049,0.16810553697510222,3.6672172156906147,0.015968063872255488,0.4347826086956522,0.4347826086956522,1.6387959866220736,23
generator,CHEMBL1862_Ki,19,boundary_extended,,,,generator_only,selected_mean_nearest_train_tanimoto,49,13,0.2653061224489796,13,0.5306122448979592,0.6397669999173758,0.5096828609986505,0.3028207539687913,0.059752215857509984,0.0510615817908548,0.08132940491716639,0.45862127920779566,5.639058587418649,0.003992015968063872,0.46153846153846156,0.46153846153846156,1.7396449704142012,1
generator,CHEMBL1862_Ki,19,strict_unmatched,,,,generator_only,support_any,49,3,0.061224489795918366,2,0.5306122448979592,0.13043478260869565,0.07372400756143667,0.07015912451937296,0.019616738440707264,0.009517328292375548,0.02089609094770991,0.06420667926906112,3.072664616062929,0.0718562874251497,0.13043478260869565,0.13043478260869565,2.130434782608696,23
generator,CHEMBL1862_Ki,19,strict_unmatched,,,,generator_only,selected_mean_nearest_train_tanimoto,49,3,0.061224489795918366,13,0.5306122448979592,0.26666666666666666,0.2188405797101449,0.10094778531918121,0.05749284337438043,0.042313945231301706,0.061242376637926976,0.1765266344788432,2.8824262572710397,0.017964071856287425,0.0,0.0,0.0,3
generator,CHEMBL1862_Ki,22,boundary_extended,,,,generator_only,support_any,58,22,0.3793103448275862,2,0.3448275862068966,0.5789473684210527,0.32163742690058483,0.3832409668371556,0.030040749677864124,0.006332668793195131,0.048398985592114425,0.3153047581073897,6.514697658431127,0.001996007984031936,0.5789473684210527,0.5789473684210527,1.5263157894736843,38
generator,CHEMBL1862_Ki,22,boundary_extended,,,,generator_only,selected_mean_nearest_train_tanimoto,58,22,0.3793103448275862,17,0.3448275862068966,0.9015952691009899,0.8414590446627059,0.40410864194466933,0.05759716968519934,0.039952812021967266,0.0927954400483767,0.8015062326407387,8.637345027114398,0.001996007984031936,0.8636363636363636,0.8636363636363636,2.2768595041322315,2
generator,CHEMBL1862_Ki,22,strict_unmatched,,,,generator_only,support_any,58,16,0.27586206896551724,2,0.3448275862068966,0.42105263157894735,0.20050125313283204,0.2817568058076225,0.02980384841443938,0.008140350877192979,0.0411576954294639,0.19236090225563907,4.67375299438977,0.001996007984031936,0.42105263157894735,0.42105263157894735,1.526315789473684,38
generator,CHEMBL1862_Ki,22,strict_unmatched,,,,generator_only,selected_mean_nearest_train_tanimoto,58,16,0.27586206896551724,17,0.3448275862068966,0.9071428571428571,0.8717687074829932,0.3024768819692403,0.056183858076852236,0.03675378938609365,0.07758723258231975,0.8350149180968995,10.762272223216003,0.001996007984031936,0.75,0.75,2.71875,6
generator,CHEMBL1862_Ki,25,boundary_extended,,,,generator_only,support_any,52,46,0.8846153846153846,2,0.38461538461538464,0.8438545150501672,-0.3532608695652174,0.8832133152173914,0.021642598339073286,-0.012151268115941595,0.18756918560530175,-0.3411096014492758,-1.8185801700235893,1.0,0.8695652173913043,0.8695652173913043,0.9829867674858224,20
generator,CHEMBL1862_Ki,25,boundary_extended,,,,generator_only,selected_mean_nearest_train_tanimoto,52,46,0.8846153846153846,13,0.38461538461538464,0.8319535478546699,-0.45640258525952704,0.8873675351636374,0.03355689600925993,0.023851971418191148,0.29082643208025255,-0.4802545566777182,-1.6513442510796048,0.9401197604790419,0.8695652173913043,0.8695652173913043,0.9829867674858224,20
generator,CHEMBL1862_Ki,25,strict_unmatched,,,,generator_only,support_any,52,10,0.19230769230769232,2,0.38461538461538464,0.21081730769230766,0.02291666666666662,0.20018076923076922,0.028410307864595023,0.009747619047619024,0.03517466687997479,0.013169047619047596,0.3743901161589916,0.4251497005988024,0.21875,0.21875,1.1375,32
generator,CHEMBL1862_Ki,25,strict_unmatched,,,,generator_only,selected_mean_nearest_train_tanimoto,52,10,0.19230769230769232,13,0.38461538461538464,0.2169829095635547,0.030550268983448668,0.22382158985182657,0.056806474611486135,0.0390172064832138,0.07033182570945903,-0.008466937499765133,-0.12038557814128237,0.4471057884231537,0.11666666666666667,0.11666666666666667,0.6066666666666667,6
generator,CHEMBL1862_Ki,27,boundary_extended,,,,generator_only,support_any,60,14,0.23333333333333334,2,0.3333333333333333,0.29047619047619044,0.07453416149068319,0.23844285714285715,0.027111877791081283,0.006664596273291929,0.035363318857932105,0.06786956521739126,1.9192080214543523,0.08782435129740519,0.3,0.3,1.2857142857142856,40
generator,CHEMBL1862_Ki,27,boundary_extended,,,,generator_only,selected_mean_nearest_train_tanimoto,60,14,0.23333333333333334,16,0.3333333333333333,0.8904761904761904,0.8571428571428571,0.25983722903759754,0.052057290278076866,0.0345702987446924,0.06790081340618721,0.8225725583981647,12.114325545372786,0.001996007984031936,0.8571428571428571,0.8571428571428571,3.6734693877551017,1
generator,CHEMBL1862_Ki,27,strict_unmatched,,,,generator_only,support_any,60,10,0.16666666666666666,2,0.3333333333333333,0.25,0.1,0.17060166666666668,0.023051498296270498,0.004722000000000012,0.027661797955524595,0.09527799999999999,3.4443892675808923,0.013972055888223553,0.25,0.25,1.5,40
generator,CHEMBL1862_Ki,27,strict_unmatched,,,,generator_only,selected_mean_nearest_train_tanimoto,60,10,0.16666666666666666,16,0.3333333333333333,0.8272727272727274,0.7927272727272728,0.1918519865598927,0.046258722581195524,0.03022238387187123,0.055510467097434624,0.7625048888554016,13.736236222206823,0.001996007984031936,0.82,0.82,4.92,5
generator,CHEMBL1871_Ki,1,boundary_extended,,,,generator_only,support_any,54,12,0.2222222222222222,2,0.6666666666666666,0.2777777777777778,0.07142857142857145,0.23185185185185184,0.03184978477392664,0.012380952380952387,0.040949723280762816,0.059047619047619064,1.4419540430779467,0.14570858283433133,0.3333333333333333,0.3333333333333333,1.5,18
generator,CHEMBL1871_Ki,1,boundary_extended,,,,generator_only,selected_mean_nearest_train_tanimoto,54,12,0.2222222222222222,17,0.6666666666666666,0.6111111111111112,0.5000000000000001,0.26633209916445205,0.058817420945347955,0.056712698925724135,0.0756223983583045,0.443287301074276,5.861851920828378,0.001996007984031936,0.5,0.5,2.25,2
generator,CHEMBL1871_Ki,1,strict_unmatched,,,,generator_only,support_any,54,6,0.1111111111111111,2,0.6666666666666666,0.3333333333333333,0.25,0.12109259259259261,0.027382068513270446,0.01122916666666667,0.030804827077429257,0.23877083333333332,7.751085007981787,0.001996007984031936,0.3333333333333333,0.3333333333333333,3.0,18
generator,CHEMBL1871_Ki,1,strict_unmatched,,,,generator_only,selected_mean_nearest_train_tanimoto,54,6,0.1111111111111111,17,0.6666666666666666,1.0,1.0,0.16450214393449686,0.07940062780453883,0.06006491192630898,0.08932570628010618,0.939935088073691,10.522559823106878,0.001996007984031936,1.0,1.0,9.0,1
generator,CHEMBL1871_Ki,6,boundary_extended,,,,generator_only,support_any,46,12,0.2608695652173913,2,0.6521739130434783,0.24252717391304346,-0.024816176470588255,0.271429347826087,0.0333308362700448,0.014286764705882369,0.045094660835942976,-0.039102941176470625,-0.867130175759153,0.9041916167664671,0.1875,0.1875,0.71875,16
generator,CHEMBL1871_Ki,6,boundary_extended,,,,generator_only,selected_mean_nearest_train_tanimoto,46,12,0.2608695652173913,17,0.6521739130434783,0.2817632850241546,0.02826797385620917,0.30946743805711197,0.07331878534172277,0.06575006325373971,0.09919600369762493,-0.03748208939753053,-0.3778588652803558,0.5189620758483033,0.16666666666666666,0.16666666666666666,0.6388888888888888,1
generator,CHEMBL1871_Ki,6,strict_unmatched,,,,generator_only,support_any,46,2,0.043478260869565216,2,0.6521739130434783,0.125,0.08522727272727272,0.05757065217391304,0.025552618985017126,0.014732954545454546,0.026714101666154264,0.07049431818181817,2.6388429250882037,0.12375249500998003,0.125,0.125,2.875,16
generator,CHEMBL1871_Ki,6,strict_unmatched,,,,generator_only,selected_mean_nearest_train_tanimoto,46,2,0.043478260869565216,17,0.6521739130434783,0.19166666666666665,0.1549242424242424,0.11266741253915168,0.13395752799164523,0.0723341131091131,0.14004650653672004,0.08259012931512931,0.5897335917727748,0.12974051896207583,0.0,0.0,0.0,1
generator,CHEMBL1871_Ki,9,boundary_extended,,,,generator_only,support_any,41,9,0.21951219512195122,2,0.7317073170731707,0.23725055432372505,0.022727272727272717,0.2347031288494703,0.04055541636924503,0.01946338383838384,0.051961627223095185,0.0032638888888888787,0.06281344644723116,0.4291417165668663,0.2727272727272727,0.2727272727272727,1.2424242424242424,11
generator,CHEMBL1871_Ki,9,boundary_extended,,,,generator_only,selected_mean_nearest_train_tanimoto,41,9,0.21951219512195122,12,0.7317073170731707,0.41618273325590394,0.2519841269841269,0.275463826417485,0.07345839304979326,0.07168802759740259,0.09411856609504762,0.18029609938672433,1.9156273503428485,0.059880239520958084,0.3333333333333333,0.3333333333333333,1.5185185185185184,1
generator,CHEMBL1871_Ki,9,strict_unmatched,,,,generator_only,support_any,41,3,0.07317073170731707,2,0.7317073170731707,0.2727272727272727,0.21531100478468895,0.08962305986696231,0.03170492796704776,0.0177511961722488,0.03420794859602522,0.19755980861244016,5.775260333365782,0.011976047904191617,0.2727272727272727,0.2727272727272727,3.727272727272727,11
