draw,unadjusted_boundary_extended,null_adjusted_boundary_extended,null_adjusted_strict_unmatched,null_adjusted_boundary_prevalence_le_0_8
1254,-0.011388932646281,-0.005546487747145641,-0.007311051395328276,-0.011419691525812362
1255,0.0,-0.009651760101360762,-0.011191753798622563,-0.01222048612232155
1256,-0.0052849109620655,-0.011391462117866492,-0.009926291885312695,-0.006640120152075822
1257,-0.009425809568794,-0.015256442032110573,-0.021472411186696898,-0.013097546931679546
1258,-0.0061304335067686,-0.010355102303223545,-0.012438905620374648,-0.006425022606755183
1259,-0.008521127205708,-0.0050126596128244084,-0.014576751032023116,-0.009497400482197335
1260,-0.0046073914823914,-0.01298381109071738,-0.010060441805203225,-0.01044681685157876
1261,-0.0039528276114929,-0.008647990475847134,-0.012571449954328316,-0.010041460039079103
1262,-0.0013362337900044,-0.00909795772632111,-0.010745763152350572,-0.008108606311731766
1263,-0.0046073914823914,-0.004305569189003079,-0.011615615004673174,-0.009497400482197335
1264,-0.00729159144221885,-0.010524946348776196,-0.010978464314895256,-0.003405861583278824
1265,-0.00435613760583565,-0.010602787788341197,-0.010052215287066069,-0.011291873101282882
1266,-0.007693424346356999,-0.008703327898469101,-0.013058565780740132,-0.007166317139874503
1267,-0.0083588360390515,-0.006815920802463377,-0.004459514196066262,-0.008402729393850103
1268,-0.0080066516679024,-0.005997809725735256,-0.010300900560138864,-0.012648982509970826
1269,-0.00729159144221885,-0.003781545598158048,-0.009926051902242376,-0.005719750036645738
1270,-0.0107244607244607,-0.010924806039638527,-0.017806093980450147,-0.014647596454086653
1271,-0.0075039430428525495,-0.01394641872204179,-0.007893168671762107,-0.0110576556014262
1272,-0.017168772270813,-0.00645102438849959,-0.01684969277740285,-0.010364110367297452
1273,-0.00584135271635265,-0.008864084803434757,-0.013138590632813862,-0.002846008212812629
1274,0.0,-0.011843101651469703,-0.012495189247985435,-0.010311260603637032
1275,-0.0063051832545995,-0.012404336118250123,-0.015882239050335843,-0.014134271281655543
1276,-0.0157780991539963,-0.003924509091389625,-0.010995752115274681,-0.007050677624738265
1277,-0.0040773765646609,-0.010220600122981097,-0.014492061902546916,-0.006130302677268826
1278,-0.0037798448218686,-0.006352813801172516,-0.005968883666917183,-0.006137217416076299
1279,-0.00773764679007035,-0.00961699798912146,-0.011611088632411545,-0.01278704870455678
1280,-0.00740038079250195,-0.008647990475847134,-0.0137437529456204,-0.014614808484339745
1281,-0.00871025580993335,-0.013909218963906463,-0.010701873295239517,-0.010531483131530125
1282,-0.0105941730437372,-0.01294083134750475,-0.011125151597801763,-0.005054244799056945
1283,-0.010706593481035549,-0.00645102438849959,-0.01569734968314511,-0.00961699798912146
1284,-0.0068303677012791,-0.009570889198705329,-0.009390498792033481,-0.0047854445993526645
1285,-0.0120898724496495,-0.005710235690235661,-0.014549604501157505,-0.006503232413782851
1286,-0.00517034109529295,-0.008204144663977151,-0.010645360604307964,-0.0119111667763825
1287,-0.0041949860131678,-0.017370459223051003,-0.020512723607961685,-0.009497400482197335
1288,-0.0106150850969576,-0.004830745600046113,-0.010052215287066069,-0.008774814842877305
1289,-0.0023025084734484497,-0.005546400392830941,-0.010319120481390446,-0.01051828703703703
1290,-0.0059494009514008,-0.006609381719695204,-0.012495189247985435,-0.009756007994335392
1291,-0.004449580620014,-0.006455264550264562,-0.007534442427441598,-0.00793263169663315
1292,-0.0120898724496495,-0.004243351665261352,-0.0073606733314431,-0.008682252999125211
1293,-0.006261463404320523,-0.008368710271111142,-0.015326001593828763,-0.01635416421551595
1294,-0.01119481880063435,-0.003510451100193133,-0.01455488091829489,-0.015469517039655385
1295,-0.0062523334472551,-0.005200303067994301,-0.005866106846307978,-0.008727240154750876
1296,-0.0074505733434452005,-0.006543026900271611,-0.013058565780740132,-0.012636458399057356
1297,-0.0042535331339657,-0.007464111409650628,-0.012065357382887436,-0.011843101651469703
1298,-0.0090706883167345,-0.011254716315453446,-0.01137418887564866,-0.0037277375463627034
1299,-0.0074105927868749494,-0.00815608080478621,-0.008782251602564156,-0.01388695059682396
1300,-0.0040773765646609,-0.007366385702745767,-0.010645360604307964,-0.007136820273790909
1301,-0.00463305795421925,-0.008864084803434757,-0.009556222033735164,-0.012648982509970826
1302,-0.0056742991932311,-0.013817892156862747,-0.007692303694849241,-0.011238379660827514
1303,-0.0082580883143771,-0.008011768324268326,-0.012421678931570555,-0.004886347857321213
1304,-0.0060353248018778,-0.012923753570340977,-0.012495420844757927,-0.01414009350149958
1305,-0.00275528041670175,-0.01298381109071738,-0.012608763702184778,-0.013093400391314791
1306,-0.0015676273844018,-0.011031964823071169,-0.010105461471317204,-0.008703327898469101
1307,-0.013605781469011199,-0.01218266703187966,-0.010250038422996885,-0.010531483131530125
1308,-0.0080616169390889,-0.004737426747706865,-0.009069149831649831,-0.01170076558577083
1309,-0.0052287048131923,-0.008317338515946767,-0.011528189989771325,-0.011265452237294792
1310,-0.0052287048131923,-0.008864084803434757,-0.014383453806590861,-0.012358375420875348
1311,-0.0118988019028016,-0.012063770538146754,-0.01031105490336452,-0.014076148545533882
1312,-0.011687635004734749,-0.0038967181387069144,-0.01897939285082255,-0.01414009350149958
1313,-0.008276037687802398,-0.008647990475847134,-0.011458286092214658,-0.006737608861857817
1314,-0.0098678934287302,-0.007047406312123038,-0.012421678931570555,-0.010882896049395352
1315,-0.01027381241445245,-0.00989199731863925,-0.01081781072504822,-0.009776685217785953
1316,-0.0062824106724584505,-0.00881542048637636,-0.01052106439240727,-0.007361338836245287
1317,-0.0036780526858889,-0.010882896049395352,-0.011790382966571821,-0.009143578775019697
1318,-0.00081635947043765,-0.006815920802463377,-0.007327380131896988,-0.009315755735198581
1319,-0.0035283975283976,-0.012078839971048165,-0.008305311355311353,-0.010439595512261557
1320,-0.0076951951951952,-0.003805554374527592,-0.012772523389516168,-0.006754412300425328
1321,-0.006524270088978,-0.0110576556014262,-0.008695330981740662,-0.010041460039079103
1322,-0.0088006674500482,-0.01422625965717492,-0.012524237498199663,-0.00996719591585488
1323,-0.0017390584179799,-0.016251516384826102,-0.008609370408040495,-0.006100354463143481
1324,-0.00563201480753505,-0.0038967181387069144,-0.010250038422996885,-0.013097546931679546
1325,-0.0037950708774898002,-0.007980653416461125,-0.01360745677041033,-0.012648982509970826
1326,-0.0041712527027819,-0.01218266703187966,-0.012265085700524297,-0.010602787788341197
1327,-0.0096801346801345,-0.006045482916089442,-0.007998371289269526,-0.010594633538150561
1328,-0.00412904415718855,-0.008727240154750876,-0.010503489885634876,-0.008808364080796188
1329,-0.01003810952085725,-0.007185567973036014,-0.004886653821687684,-0.00775139881953254
1330,-0.0016516802710362499,-0.011054515489823728,-0.005520481130907369,-0.003924860317511021
1331,-0.0066980247222447,-0.006727581438454047,-0.012065357382887436,-0.009756007994335392
1332,-0.00523271980315315,-0.008313885360289933,-0.013635504503419887,-0.012404336118250123
1333,-0.00948000372284115,-0.006727581438454047,-0.015326001593828763,-0.008815934809000732
1334,-0.0066980247222447,-0.004238618336045611,-0.014783773843086552,-0.01129252481376207
1335,-0.0037950708774898002,-0.012410005935152159,-0.01052106439240727,-0.008682252999125211
1336,-0.011687635004734749,-0.0049260284680743595,-0.008695330981740662,-0.0049732627618637865
1337,-0.00734410719809345,-0.00899579572713928,-0.005790852761104477,-0.00399800031321388
1338,-0.0122702589807853,-0.01294083134750475,-0.018215925069705013,-0.00815608080478621
1339,-0.010352639758651,-0.017588394168536824,-0.008695330981740662,-0.002138152622031977
1340,-0.0023019547325102,-0.009934238920387936,-0.011920927354616568,-0.009213871503509045
1341,-0.008843665420096,-0.007700777632161053,-0.010800156886114007,-0.004127250696145085
1342,-0.00563201480753505,-0.0027246705607719074,-0.011317617211033474,-0.012604565969533592
1343,-0.008521127205708,-0.012636458399057356,-0.008782251602564156,-0.010355102303223545
1344,-0.0103022151338956,-0.009936372446450445,-0.015529840623754216,-0.0038967181387069144
1345,0.0,-0.007700777632161053,-0.010701873295239517,-0.008313885360289933
1346,-0.0008200540456289,-0.006456776031094444,-0.010838531522997633,-0.004243351665261352
1347,-0.00440835663777265,-0.013898084780365211,-0.008433365082629762,-0.010455026455026467
1348,-0.0084949751341739,-0.009475570802136592,-0.018467177222985492,-0.006640120152075822
1349,-0.0035515053559521,-0.01001342101795271,-0.007928716861720989,-0.013909218963906463
1350,-0.0029757164694958,-0.011265452237294792,-0.012495420844757927,-0.014850505272857214
1351,-0.01161939252752715,-0.00680192793244329,-0.013058565780740132,-0.009982760396255279
1352,-0.01027381241445245,-0.015469517039655385,-0.007068624388838013,-0.004127250696145085
1353,-0.0051676692610194,-0.013233667225378208,-0.012198038046855316,-0.01414319655583389
1354,-0.0118812515560907,-0.014039872676901176,-0.010892108076819012,-0.012427317147766369
1355,-0.0089567792840897,-0.005719750036645738,-0.005156384390643649,-0.011291873101282882
1356,-0.0076267466424740004,-0.008864084803434757,-0.012882818379663971,-0.011880114488131505
1357,-0.0080066516679024,-0.011265452237294792,-0.00821653570706455,-0.0025899383374717315
1358,-0.0095830571592493,-0.007967872079545857,-0.012170857411212915,-0.009218635160959755
1359,-0.00772738288623365,-0.007047406312123038,-0.009042116264993322,-0.009414815296211514
1360,-0.0112163862521193,-0.0052772814111144845,-0.012855528312466755,-0.012648982509970826
1361,-0.0023683975605445,-0.0049260284680743595,-0.01032639204545454,-0.006452554752578251
1362,-0.01078501606663655,-0.010524946348776196,-0.010198257006151762,-0.0053321147008649344
1363,-0.012195395683514399,-0.01945115089236921,-0.013732202252743478,-0.011279003528573209
1364,-0.00523271980315315,-0.010311260603637032,-0.0062294915274441025,-0.010048766087066202
1365,-0.00638733016983685,-0.01278704870455678,-0.013807408749263683,-0.005546400392830941
1366,-0.00509682087809635,-0.006452554752578251,-0.01052106439240727,-0.007700777632161053
1367,-0.004210892232762799,-0.012865026124146832,-0.01603470828810927,-0.0029356957942001383
1368,0.0,-0.000706643568622739,-0.006986135005227026,-0.008157280408164186
1369,-0.0039579706632636,-0.005997809725735256,-0.010701873295239517,-0.005719750036645738
1370,-0.00523271980315315,-0.009153320950470147,-0.010665116669204219,-0.006452554752578251
1371,-0.0107244607244607,-0.014752986745005317,-0.01211504458612683,-0.01340327261544983
1372,-0.0068399062656181,-0.006455264550264562,-0.009638074429283593,-0.009497400482197335
1373,-0.012860313397040649,-0.009133796296296293,-0.013935725552438558,-0.013167952627968882
1374,-0.00687758138071325,-0.010224570624160115,-0.008910112705385251,-0.014204321379698626
1375,-0.010706593481035549,-0.016569597901044626,-0.01045512679226189,-0.010311260603637032
1376,-0.00563201480753505,-0.010508002393400512,-0.013058565780740132,-0.014521160534261529
1377,-0.0016516802710362499,-0.004322155879405709,-0.010834732486872858,-0.008842594242234322
1378,-0.0106150850969576,-0.008459533763960629,-0.010453599806594688,-0.009539474986192306
1379,-0.00645817335931665,-0.011470744533341142,-0.013807408749263683,-0.00815608080478621
1380,-0.0068582060164551,-0.01044681685157876,-0.010874687782293857,-0.012413173627157707
1381,-0.0037798448218686,-0.006609381719695204,-0.009186632798748963,-0.0050126596128244084
1382,-0.002479674895297,-0.004482807826053011,-0.015144932083542655,-0.010051684547303742
1383,-0.0052272727272727,-0.00815608080478621,-0.013230788611740991,-0.012427317147766369
1384,-0.00532268761700945,-0.010876284563771184,-0.009930700249427788,-0.011843101651469703
1385,-0.0041682513315599,-0.022501609997095537,-0.017361382250025995,-0.0034859468496794555
1386,-0.01025968002101325,-0.0096354806320136,-0.015254411004961249,-0.0169270204884773
1387,-0.0122100122100122,-0.009756007994335392,-0.008695812026948885,-0.016668689396030327
1388,-0.0066980247222447,-0.006920819822157134,-0.010453599806594688,-0.006950313060318828
1389,-0.0096401232005488,-0.0054091617518304234,-0.015595298680447203,-0.011952777591610543
1390,-0.0058515034633455,-0.008157280408164186,-0.013343854618508635,-0.007047406312123038
1391,-0.00408023483405205,-0.005736734788018637,-0.011875627465109662,-0.009084282310016588
1392,-0.0107265703387327,-0.010311260603637032,-0.009581940804101623,-0.013782482419863247
1393,-0.0084416535940379,-0.011995880561424317,-0.008695330981740662,-0.012063770538146754
1394,-0.0060353248018778,-0.011993247728927025,-0.007150390082763275,-0.010355102303223545
1395,-0.0132185300583526,-0.005997809725735256,-0.013230788611740991,-0.012512532405865785
1396,-0.0046646748500815,-0.006143058655322546,-0.010420078763828763,-0.0056851420731969665
1397,-0.0104796160034766,-0.0049260284680743595,-0.01733327783395909,-0.009143578775019697
1398,-0.0077637845093280495,-0.005087645795450013,-0.010995752115274681,-0.003866650724444254
1399,-0.0142125806296182,-0.0056471884780287356,-0.011088413341312154,-0.012406144781144678
1400,-0.0056742991932311,-0.006920819822157134,-0.01748949524294352,-0.011038506211967992
1401,-0.0051343636869952,-0.00881542048637636,-0.012051713176130265,-0.009139872549294322
1402,-0.0055186667042923495,-0.005719750036645738,-0.010436913985103475,-0.009648297907952973
1403,-0.00507829069038625,-0.006609381719695204,-0.009926051902242376,-0.008813962350952144
1404,-0.00457762578591175,-0.01298381109071738,-0.011003122184373656,-0.01547258375125687
1405,-0.0065215121483298,-0.008647990475847134,-0.007344815835100311,-0.009784624139016568
1406,-0.00948000372284115,-0.004127250696145085,-0.014153056692664943,-0.00815608080478621
1407,-0.0022002774653806997,-0.01111916714091317,-0.008433365082629762,0.00018440517013595947
1408,-0.0135007863362632,-0.006174286590414184,-0.012571449954328316,-0.00550860191990462
1409,-0.0112163862521193,-0.008313885360289933,-0.014535814889902753,-0.010499300920440196
1410,-0.0013633419840137,-0.0037441925913631706,-0.014902680232411942,-0.012063770538146754
1411,-0.0039276253447607,-0.006130302677268826,-0.008282314108249289,-0.010355102303223545
1412,-0.0063981994100258,-0.006609381719695204,-0.008618733946117299,-0.004258907817134221
1413,-0.01709066954539215,-0.008139765948013494,-0.012563832264756419,-0.008317338515946767
1414,-0.00687758138071325,-0.011715572421772286,-0.00829065934065936,-0.012696599533201399
1415,-0.0066980247222447,-0.005719750036645738,-0.0062252418706122345,-0.008689016916640223
1416,0.0,-0.007322900100791195,-0.0104395332511904,-0.010364110367297452
1417,-0.0014143997822106,-0.00622729287841485,-0.01136339862239049,-0.007538506120956558
1418,-0.01223610246900695,-0.009887543114329232,-0.011458286092214658,-0.00508158871564221
1419,-0.0065767565767566,-0.011279003528573209,-0.0137437529456204,-0.008949851398196474
1420,-0.0068245384743701,-0.006974564893340522,-0.013770542163312173,-0.008060887541727166
1421,-0.0043672907042167,-0.0056401617663155885,-0.009638074429283593,-0.01124335162541554
1422,-0.008843665420096,-0.009952815385615519,-0.013720651559866556,-0.008402729393850103
1423,-0.011190482928395949,-0.012407024493032172,-0.012265085700524297,-0.009156068506534089
1424,-0.010945215341638202,-0.013012878036959198,-0.01897939285082255,-0.013093400391314791
1425,-0.0123759648866485,-0.01224663654624284,-0.01498856745637135,-0.008402729393850103
1426,-0.001306491255744,-0.0083395130183639,-0.01581156258429829,-0.005339581714581716
1427,-0.0037798448218686,-0.010051684547303742,-0.010645360604307964,-0.005079326945045561
1428,-0.0120518787555649,-0.005174290637399602,-0.009141665088749383,-0.011370292019381528
1429,-0.00732755100579205,-0.011151558441558414,-0.010589688913120402,-0.004688228438228439
1430,-0.0008200540456289,-0.0065703783654935,-0.01428505483920059,-0.007700777632161053
1431,-0.008435079961248301,-0.004580518533384308,-0.012583016076017011,-0.011238379660827514
1432,-0.01054368379772895,-0.0110576556014262,-0.010250038422996885,-0.006815920802463377
1433,-0.0106150850969576,-0.010602787788341197,-0.022099668086607443,-0.011931255395319904
1434,-0.0039528276114929,-0.008864084803434757,-0.010701873295239517,-0.0034643727232618535
1435,-0.0007015812463911999,-0.012063770538146754,-0.011125151597801763,-0.00463642886733661
1436,-0.0051676692610194,-0.004078640204082093,-0.008758783384080121,-0.003932325518829067
1437,-0.006031350258083049,-0.0056471884780287356,-0.008695330981740662,-0.00622886463844799
1438,-0.007816813005914549,-0.0030701790438397505,-0.008618733946117299,-0.0031397530331988242
1439,-0.00563201480753505,-0.0037302717075907363,-0.004104449712045696,-0.008607150510093059
1440,-0.0098678934287302,-0.01489085331835887,-0.012571449954328316,-0.005719750036645738
1441,-0.0041949860131678,-0.007102407391450273,-0.007558823342839477,-0.00399800031321388
1442,-0.0090628463220459,-0.011983274157962262,-0.013720651559866556,-0.0033522266471789977
1443,-0.00532268761700945,-0.005633118891895689,-0.010665116669204219,-0.007816669761729277
1444,-0.012090194942759,-0.010876284563771184,-0.016591506046863182,-0.01110303696569107
1445,-0.0125520365625971,-0.008607150510093059,-0.011978569676472544,-0.010854884062096753
1446,-0.0060353248018778,-0.007358937103330675,-0.013974274759723921,-0.006815920802463377
1447,-0.0120518787555649,-0.004078640204082093,-0.01194869035760986,-0.0064043209876543175
1448,-0.0040773765646609,-0.00815608080478621,-0.011317617211033474,-0.005358994310288748
1449,-0.0039579706632636,-0.00463642886733661,-0.009638074429283593,-0.013264890786682512
1450,-0.0036780526858889,-0.010854884062096753,-0.009901588219307866,-0.007322900100791195
1451,-0.0042535331339657,-0.01388695059682396,-0.007292332851619704,-0.01110303696569107
1452,-0.0064559010750733,-0.010224570624160115,-0.013860044919997254,-0.005203175034568734
1453,-0.0093831470988094,-0.005548817871334731,-0.010665116669204219,-0.012799679435449796
1454,-0.0111895963336358,-0.012404336118250123,-0.009200013439107011,-0.013817892156862747
1455,-0.00677269043394115,-0.006920819822157134,-0.008687230593480592,-0.01298381109071738
1456,-0.005309141716300449,-0.012538149828868597,-0.012019051060176537,-0.007166023500955571
1457,-0.008359880786375149,-0.011238379660827514,-0.016048051985789177,-0.004127250696145085
1458,-0.006557737249639749,-0.010574026424081671,-0.012571449954328316,-0.006222518379410305
1459,-0.007827139251101201,-0.011291873101282882,-0.013568781744655546,-0.0010759773962394845
1460,-0.0108140894193525,-0.0048943189503056,-0.011978569676472544,-0.0144146000776939
1461,-0.0107856704370571,-0.006342064594356276,-0.019276845368678873,-0.012655395046257633
1462,-0.0080616169390889,-0.012538149828868597,-0.012732742920621022,-0.011382816257816243
1463,-0.0056698492011727,-0.00856498477430049,-0.009108397914465539,-0.011370292019381528
1464,-0.00275528041670175,-0.006640120152075822,-0.014535814889902753,-0.005420872430119603
1465,-0.007830563537214,-0.0053321147008649344,-0.01561730055603495,-0.007391816154389268
1466,-0.00311364920426805,-0.010311260603637032,-0.013329762659326776,-0.00989199731863925
1467,-0.012400962737748999,-0.004849269165852852,-0.013897526236284086,-0.01394641872204179
1468,-0.0043004754888574005,-0.010629860364808475,-0.009214971080545063,-0.011291873101282882
1469,-0.006031350258083049,-0.004580518533384308,-0.014187395129001704,-0.005079326945045561
1470,-0.0013633419840137,-0.006754412300425328,-0.0092199181271692,-0.004991939379466098
1471,-0.0053310759193111,-0.00622729287841485,-0.020512723607961685,-0.009315755735198581
1472,-0.0034404897385329498,-0.0027285420340975586,-0.00798335001159647,-0.006330930949014031
1473,-0.01259993574117475,-0.010602787788341197,-0.010739261841577488,0.0
1474,-0.004147589109082,-0.005997809725735256,-0.010099812301895633,-0.014489366881502153
1475,-0.0112163862521193,-0.010355102303223545,-0.007190503788980295,-0.013269303699952833
1476,-0.0107206699487307,-0.013487923136229126,-0.013423244367209637,-0.010602787788341197
1477,-0.0108140894193525,-0.005546400392830941,-0.008695330981740662,-0.00508158871564221
1478,-0.009178350806860549,-0.010854884062096753,-0.013343854618508635,-0.010524946348776196
1479,-0.00687758138071325,-0.008139765948013494,-0.014592525341406558,-0.0023904124063645338
1480,-0.00234230765012985,-0.008310315765616659,-0.010642490842490845,-0.009153320950470147
1481,-0.0055186667042923495,-0.009776685217785953,-0.016421536481335125,-0.009319690264873089
1482,-0.0077867800331759,-0.01496154733153523,-0.009981481481481477,-0.0037441925913631706
1483,-0.01560873443134465,-0.007361338836245287,-0.01032639204545454,-0.0119111667763825
1484,-0.009178350806860549,-0.008647990475847134,-0.01794016604710014,-0.014134271281655543
1485,-0.0042714361028425,-0.010267676767676766,-0.010374420121725687,-0.006637243839825901
1486,-0.01161939252752715,-0.009047533088800519,-0.01181290849332161,-0.006754412300425328
1487,-0.00967459438159835,-0.009047533088800519,-0.0069132706677092134,-0.001729400307926121
1488,-0.0034404897385329498,-0.006754412300425328,-0.010701873295239517,-0.011370292019381528
1489,-0.0041712527027819,-0.006727581438454047,-0.010752609481701616,-0.010455026455026467
1490,-0.0076267466424740004,-0.0054091617518304234,-0.012065357382887436,-0.012377201706496345
1491,-0.01170672471329485,-0.00437760238728041,-0.01136339862239049,-0.016358797936850134
1492,-0.0008011664261663,-0.003983936039772928,-0.012438905620374648,-0.005663305935819027
1493,-0.0040773765646609,-0.01016699664815704,-0.011770654141361261,-0.010602787788341197
1494,-0.0036780526858889,-0.008310315765616659,-0.010701873295239517,-0.010224570624160115
1495,-0.00308212095096665,-0.006183041027262144,-0.014153056692664943,-0.012400968771260635
1496,-0.0080616169390889,-0.0035520624454784544,-0.01045512679226189,-0.013680288719042139
1497,-0.0067213819399073,-0.008695139023946717,-0.010160437207696195,-0.012980745159941956
1498,-0.00208412566577995,-0.012923753570340977,-0.013230788611740991,-0.010876284563771184
1499,-0.0073758978769548,-0.009522873721481969,-0.00786815968698708,-0.00815608080478621
1500,-0.0040349971165494,-0.009549036199344286,-0.00939719058405927,-0.010882896049395352
1501,-0.0109279550600196,-0.005054244799056945,-0.012608763702184778,-0.005400805757661602
1502,-0.00509682087809635,-0.012847180050112289,-0.006774350817815153,-0.0056401617663155885
1503,-0.0065767565767566,-0.011382816257816243,-0.008197294149402484,-0.007881053904101543
1504,-0.0023019547325102,-0.012413173627157707,-0.009026721322653492,-0.005400805757661602
1505,-0.008694398228672049,-0.012410005935152159,-0.008179903738093242,-0.013097546931679546
1506,-0.0071723280342585,-0.005054244799056945,-0.014054546691995646,-0.007552383253470789
1507,-0.0036211584020387003,-0.0048943189503056,-0.010701873295239517,-0.0010262522501653035
1508,-0.0109279550600196,-0.007357599220366044,-0.01124347148622104,-0.006137217416076299
1509,-0.0088006674500482,-0.00793448821823678,-0.010995752115274681,-0.003187727189683791
1510,-0.0107206699487307,-0.005719750036645738,-0.010809361649955426,-0.008864084803434757
1511,-0.0055186667042923495,-0.012927004811181184,-0.009200013439107011,-0.014134271281655543
1512,-0.01161939252752715,0.0,-0.012044985199461388,-0.0052772814111144845
1513,-0.0084949751341739,-0.010502230229138237,-0.012548408384820853,-0.00856498477430049
1514,0.0,-0.006543026900271611,-0.012418993413240292,-0.009648297907952973
1515,-0.0089362513732261,0.0,-0.007594359036762194,-0.00910903930315644
1516,-0.0064538017936231,-0.012358375420875348,-0.013935725552438558,-0.003187727189683791
1517,-0.0124058429039632,-0.010041460039079103,-0.014226774182607517,-0.015745614615211213
1518,-0.0060353248018778,-0.00065910278438365,-0.009615585560950962,-0.016158243312615478
1519,-0.0120491887214185,-0.010267676767676766,-0.006689771782539909,-0.009651760101360762
1520,-0.008694398228672049,-0.008368710271111142,-0.010701873295239517,-0.0033391357406108643
1521,-0.01190277661984995,-0.008951126051071862,-0.00844553934680281,-0.012382535830085264
1522,-0.00963966132975645,-0.006957624323549516,-0.009687357738018083,-0.01129252481376207
1523,-0.00817910630119235,-0.006647550365079056,-0.011200121614948773,-0.0036323529411764754
1524,-0.0043413834473464,-0.004698126224877978,-0.012324429479554784,-0.00516591669538536
1525,-0.0064784948790853,-0.007278337362605903,-0.01622642476193443,-0.004078640204082093
1526,-0.00453545321239275,-0.012410005935152159,-0.01052106439240727,-0.013318639671463933
1527,-0.0006996317045335,-0.008637583323057793,-0.012376481274551376,-0.0017363244932874014
1528,0.0,-0.010364110367297452,-0.01136339862239049,-0.011993247728927025
1529,-0.0057402828705468,-0.010455026455026467,-0.010107266431101498,-0.014026221613225174
1530,-0.0108468801496535,-0.01078450726575516,-0.013138590632813862,-0.002751769547325096
1531,-0.0039341082712543,-0.008043956043956062,-0.012006639207553859,-0.010224629458886983
1532,0.0,-0.008808364080796188,-0.010219642122883408,-0.006974564893340522
1533,-0.00930144784755785,-0.005663305935819027,-0.014226774182607517,-0.009648297907952973
1534,-0.00729159144221885,-0.004478680545644804,-0.012882818379663971,-0.014039872676901176
1535,-0.0056866071587353,-0.0016693438881879435,-0.009939869124654482,-0.0035520624454784544
1536,-0.0058515034633455,-0.00622729287841485,-0.012027260312523911,-0.007023525276817648
1537,-0.00068167099200685,-0.010204104913003276,-0.012571449954328316,-0.00989199731863925
1538,-0.0041712527027819,-0.006815920802463377,-0.012265085700524297,-0.009522873721481969
1539,-0.0112163862521193,-0.007390584723918047,-0.01034627237127174,-0.010531483131530125
1540,-0.01126684166286325,-0.008682252999125211,-0.014277435767602726,-0.006183041027262144
1541,-0.00827773756653395,-0.00909795772632111,-0.010701873295239517,-0.011054515489823728
1542,-0.0027648264263273,-0.010524946348776196,-0.01840218839168368,-0.004127250696145085
1543,-0.0068245384743701,-0.006920819822157134,-0.01567456749024323,-0.013029833245226621
1544,-0.012383359711811051,-0.011265452237294792,-0.010219375355231557,-0.010602787788341197
1545,-0.0023898164857300997,-0.013541064265239922,-0.01636083875052747,-0.005939343899406599
1546,-0.01415441176470585,-0.0050126596128244084,-0.009057962422355948,-0.004688228438228439
1547,-0.0029824011368395,-0.003781545598158048,-0.007327380131896988,-0.010740420498788754
1548,-0.01223610246900695,-0.013201043524483081,-0.004104449712045696,-0.01218266703187966
1549,-0.0074105927868749494,-0.013289425924703278,-0.01428505483920059,-0.003862145011624191
1550,-0.0042336602734981,-0.0035520624454784544,-0.008618733946117299,-0.007116081982155516
1551,-0.00532268761700945,-0.012648982509970826,-0.008987407320970399,-0.00996719591585488
1552,-0.0080066516679024,-0.011291873101282882,-0.01567456749024323,-0.013559350216658779
1553,-0.0145833333333333,-0.011152969775275991,-0.027004672858553503,-0.006100354463143481
1554,-0.011969484654199,-0.003805554374527592,-0.010868847987431119,-0.014543300350443378
1555,-0.0061670871904789,-0.014039872676901176,-0.00939719058405927,-0.010258657206305463
1556,-0.0054797118296097,-0.00881542048637636,-0.011458286092214658,-0.013047587416620918
1557,-0.01036658601924135,-0.004063325608816035,-0.008297985347985357,-0.009965639782464439
1558,-0.0093602693602693,-0.00645102438849959,-0.009799740530185192,-0.009321871914828972
1559,-0.00075,-0.011227735592540877,-0.016674418146156132,-0.011435191510333807
1560,-0.0065767565767566,-0.010364110367297452,-0.011595564158905256,-0.009977102598735282
1561,-0.0034624719822088,-0.00474769212494891,-0.012882818379663971,-0.005192865675646845
1562,-0.00963966132975645,-0.00910903930315644,-0.012855528312466755,-0.0035217246764962865
1563,-0.0052287048131923,-0.013909218963906463,-0.0060749733208077025,-0.011204435556835826
1564,-0.0083071514670901,-0.009047533088800519,-0.014549604501157505,-0.009522873721481969
1565,-0.0060353248018778,-0.010924806039638527,-0.014383453806590861,-0.013093400391314791
1566,-0.0080066516679024,-0.011265452237294792,-0.010436913985103475,-0.015469517039655385
1567,-0.00349738402238315,-0.009305834155470084,-0.011031606671936409,-0.011716133644446616
1568,-0.005510851841965449,-0.006737213403880032,-0.009278358348568131,-0.008864084803434757
1569,-0.0132460692269965,-0.011983274157962262,-0.009007519781612627,-0.010531483131530125
1570,-0.0080616169390889,-0.011204435556835826,-0.01383508478924529,-0.005548817871334731
1571,-0.00929316861839155,-0.006879222922469591,-0.008453894547092862,-0.014134271281655543
1572,-0.0060353248018778,-0.010364110367297452,-0.010701873295239517,-0.007112208727964
1573,-0.0066980247222447,-0.007357599220366044,-0.01045512679226189,-0.008951126051071862
1574,-0.0023898164857300997,-0.01176703820333212,-0.010800156886114007,-0.00403468801089929
1575,-0.0039889890742058,-0.01635416421551595,-0.012941089894813625,-0.011151558441558414
1576,-0.001590628941635,-0.006342064594356276,-0.010385297719442186,-0.0010759773962394845
1577,-0.0038191700422561,-0.01113931540774176,-0.015826935730795078,-0.015186144105141856
