source,dataset,component_id,rationale,representation,predictor,seed,variant,baseline,atoms,positive_atoms,prevalence,score_unique_values,score_zero_fraction,observed_ap,observed_nap,null_mean_ap,null_sd_ap,null_mean_nap,null_sd_nap,null_adjusted_nap,null_z,empirical_upper_p,precision_at_changed_count,recall_at_changed_count,changed_atom_enrichment_at_changed_count,cutoff_tie_atoms
model,CHEMBL1862_Ki,3,boundary_extended,morgan,mlp,42,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.5217470375516352,0.39698539517380094,0.25324105881083964,0.06630600479239558,0.05843437850062393,0.08360322343389007,0.338551016673177,4.049497169698116,0.005988023952095809,0.4166666666666667,0.4166666666666667,2.013888888888889,6
model,CHEMBL1862_Ki,3,boundary_extended,morgan,mlp,42,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.5936111667622557,0.4875966885263224,0.2456136165755671,0.05922127605257575,0.04881716872571505,0.0746703045880303,0.4387795198006073,5.876225123513745,0.001996007984031936,0.75,0.75,3.625,1
model,CHEMBL1862_Ki,3,boundary_extended,molformer,xgboost,11,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.33626180892915175,0.16311271560632176,0.2331225239854949,0.051990055807592056,0.033067530242580544,0.0655526790617465,0.1300451853637412,1.9838271635129792,0.04790419161676647,0.3333333333333333,0.3333333333333333,1.611111111111111,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,xgboost,11,label_permuted,,58,12,0.20689655172413793,17,0.3448275862068966,0.3299382813401443,0.15513957212452978,0.2519463129515117,0.061407517863532345,0.05680187285190606,0.07742687034967122,0.09833769927262372,1.2700719895885768,0.11177644710578842,0.2916666666666667,0.2916666666666667,1.4097222222222223,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,xgboost,23,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.33343168638462023,0.15954430022408636,0.23364904789190752,0.05227971223300873,0.03373140821153556,0.06591789803292404,0.1258128920125508,1.9086302167843852,0.04790419161676647,0.3333333333333333,0.3333333333333333,1.611111111111111,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,xgboost,23,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.39453242075212824,0.23658435660050953,0.2458023697621031,0.06181206003877196,0.04905516187395608,0.07793694526627769,0.18752919472655344,2.4061655750792545,0.031936127744510975,0.4166666666666667,0.4166666666666667,2.013888888888889,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,xgboost,42,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.3499378478181724,0.18035641681421735,0.23458152639048616,0.054454174110682436,0.03490714197061298,0.06865961083520829,0.14544927484360437,2.118410999921059,0.03992015968063872,0.3333333333333333,0.3333333333333333,1.611111111111111,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,xgboost,42,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.23157930298734897,0.031121729853613916,0.24438113555405602,0.06033716470543694,0.04726317091598364,0.07607729462859439,-0.016141441062369727,-0.21217159654758294,0.47305389221556887,0.25,0.25,1.2083333333333333,1
model,CHEMBL1862_Ki,3,boundary_extended,molformer,mlp,11,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.2566771899274398,0.06276689164764152,0.24732201554551395,0.06254445983014528,0.05097123699216978,0.07886040587279189,0.011795654655471735,0.1495763878580471,0.38922155688622756,0.125,0.125,0.6041666666666666,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,mlp,11,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.25860406588506035,0.06519643089855436,0.25007354163779094,0.06519216903980571,0.05444055249982338,0.08219882183279849,0.010755878398730975,0.13085197766714496,0.3912175648702595,0.16666666666666666,0.16666666666666666,0.8055555555555555,1
model,CHEMBL1862_Ki,3,boundary_extended,molformer,mlp,23,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.2599609956404421,0.0669073423292531,0.2321572662811925,0.04791201626061489,0.03185046618063399,0.06041080311121007,0.03505687614861912,0.5803080631800742,0.2215568862275449,0.25,0.25,1.2083333333333333,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,mlp,23,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.28782546592759134,0.10204080486522386,0.24478391123778093,0.062264501623587196,0.04777101851720204,0.07850741509060993,0.05426978634802183,0.6912695607846207,0.20758483033932135,0.25,0.25,1.2083333333333333,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,mlp,42,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.26656357340274284,0.07523233168171924,0.23348835201534748,0.049871198408354606,0.0335287916715251,0.06288107625401232,0.041703540010194134,0.6632128852523117,0.21157684630738524,0.25,0.25,1.2083333333333333,6
model,CHEMBL1862_Ki,3,boundary_extended,molformer,mlp,42,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.3810823695809144,0.21962559642810947,0.25439797175757856,0.06547794973071798,0.05989309482477298,0.08255915400829658,0.1597325016033365,1.93476427322989,0.05389221556886228,0.2916666666666667,0.2916666666666667,1.4097222222222223,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,xgboost,11,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.3820954687333997,0.22090298231602573,0.24978328011999745,0.06499250341264955,0.05407457058608374,0.08194706952029726,0.166828411729942,2.035806926428537,0.05389221556886228,0.25,0.25,1.2083333333333333,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,xgboost,11,label_permuted,,58,12,0.20689655172413793,16,0.3448275862068966,0.484907334045265,0.3505353342309863,0.24671781233487222,0.06222342993421675,0.05020941555266498,0.07845562904749069,0.30032591867832137,3.8279715850156317,0.007984031936127744,0.3194444444444444,0.3194444444444444,1.5439814814814814,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,xgboost,23,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.27801223758876514,0.08966760391626909,0.2527932642158323,0.06255132414072602,0.057869767924310256,0.07886906087308933,0.03179783599195883,0.40317249425761165,0.29141716566866266,0.16666666666666666,0.16666666666666666,0.8055555555555555,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,xgboost,23,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.2321558885242117,0.03184872900878868,0.2345274762812731,0.050311576073593024,0.03483899183290959,0.06343633504931293,-0.002990262824120911,-0.047138013597355484,0.43313373253493015,0.18055555555555555,0.18055555555555555,0.8726851851851852,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,xgboost,42,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.33944398414827676,0.16712502349130548,0.25173032504372567,0.062000061025798296,0.05652954027252365,0.07817398998905002,0.11059548321878182,1.4147350446647682,0.08982035928143713,0.16666666666666666,0.16666666666666666,0.8055555555555555,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,xgboost,42,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.29184893240843207,0.10711387129758826,0.23203040605704853,0.05034840316267231,0.03169051198497422,0.06348276920510856,0.07542335931261404,1.1880918280191313,0.12574850299401197,0.25,0.25,1.2083333333333333,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,mlp,11,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.32331753495546595,0.14679167450906574,0.2379839244485009,0.052874527584711124,0.0391971221307185,0.06666788260680968,0.10759455237834725,1.6138888497916264,0.07784431137724551,0.3333333333333333,0.3333333333333333,1.611111111111111,1
model,CHEMBL1862_Ki,3,boundary_extended,unimol,mlp,11,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.2845787505677637,0.09794712028109338,0.23571156512441765,0.05337524335946841,0.03633197341774399,0.06729921988802538,0.061615146863349395,0.9155402836149761,0.15568862275449102,0.25,0.25,1.2083333333333333,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,mlp,23,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.3055755933745151,0.12442140034177994,0.2378953936369996,0.05360367728204113,0.039085496324912566,0.06758724526866054,0.08533590401686737,1.262603671412492,0.12574850299401197,0.375,0.375,1.8125,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,mlp,23,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.32351990759333915,0.14704684000899285,0.24485922129988114,0.057881980783497225,0.047865974682458824,0.07298162794440954,0.09918086532653403,1.3589840089903251,0.11177644710578842,0.2222222222222222,0.2222222222222222,1.074074074074074,6
model,CHEMBL1862_Ki,3,boundary_extended,unimol,mlp,42,trained,,58,12,0.20689655172413793,19,0.3448275862068966,0.27745635422586423,0.08896670750217664,0.24110233988904722,0.05364620333897736,0.04312903725140735,0.06764086507958013,0.04583767025076929,0.6776623893979007,0.23952095808383234,0.4166666666666667,0.4166666666666667,2.013888888888889,1
model,CHEMBL1862_Ki,3,boundary_extended,unimol,mlp,42,label_permuted,,58,12,0.20689655172413793,19,0.3448275862068966,0.28763418043019967,0.10179961880329523,0.25290049183931906,0.06323587281053313,0.05800496797131534,0.07973218745675915,0.04379465083197989,0.549271909236541,0.2654690618762475,0.1111111111111111,0.1111111111111111,0.537037037037037,6
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,xgboost,11,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.5588235294117647,0.5430672268907564,0.09346075182629994,0.12005418745545514,0.06108435010581066,0.12434183700743566,0.4819828767849457,3.8762727685623872,0.015968063872255488,0.5,0.5,14.5,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,xgboost,11,label_permuted,,58,2,0.034482758620689655,5,0.9310344827586207,0.14224137931034483,0.11160714285714286,0.0637183908045977,0.09609077401040447,0.030279761904761907,0.09952258736791891,0.08132738095238096,0.8171751067094627,0.11377245508982035,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,xgboost,23,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.25757575757575757,0.23106060606060602,0.09677529226469679,0.11453853185737774,0.06451726698843595,0.11862919370942694,0.16654333907217006,1.4038984322872927,0.08582834331337326,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,xgboost,23,label_permuted,,58,2,0.034482758620689655,16,0.39655172413793105,0.3026315789473684,0.27772556390977443,0.08229802070639759,0.10193790682337159,0.049522950017340375,0.10557854635277772,0.22820261389243407,2.1614487201777064,0.03592814371257485,0.5,0.5,14.5,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,xgboost,42,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.19523809523809524,0.1664965986394558,0.08199763627324097,0.09409856389818147,0.04921183756871387,0.09745922689454509,0.11728476107074193,1.2034238810210232,0.09381237524950099,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,xgboost,42,label_permuted,,58,2,0.034482758620689655,6,0.6896551724137931,0.05890804597701149,0.025297619047619044,0.06688747823058168,0.06438332628995996,0.03356203102453102,0.06668273080031566,-0.008264411976911978,-0.1239363157105866,0.37325349301397204,0.0,0.0,0.0,2
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,mlp,11,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.08412698412698412,0.051417233560090696,0.08583537134898217,0.10385110072845334,0.05318663461144582,0.10756006861161241,-0.0017694010513551253,-0.016450352572237918,0.3213572854291417,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,mlp,11,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,1.0,1.0,0.0824830519344183,0.10116574722753525,0.04971458950350467,0.10477880962851867,0.9502854104964953,9.06944270378356,0.003992015968063872,1.0,1.0,29.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,mlp,23,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.07681159420289854,0.04384057971014492,0.09004218163654269,0.11207998525059829,0.057543688123562066,0.11608284186669107,-0.013703108413417146,-0.11804594195887902,0.27944111776447106,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,mlp,23,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.054887218045112776,0.02113319011815252,0.07407249055771528,0.0507529581860456,0.041003650934776543,0.05256556383554723,-0.019870460816624025,-0.3780128922195012,0.5249500998003992,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,mlp,42,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.8333333333333333,0.8273809523809523,0.09343581311962268,0.11514607600100345,0.06105852073103778,0.11925843585818213,0.7663224316499145,6.425729351013775,0.001996007984031936,0.5,0.5,14.5,1
model,CHEMBL1862_Ki,3,strict_unmatched,morgan,mlp,42,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.1388888888888889,0.10813492063492064,0.07947008749219302,0.09596666129660159,0.04659401918834277,0.0993940420571945,0.06154090144657787,0.6191608689298024,0.0718562874251497,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,xgboost,11,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.06274131274131274,0.029267788196359622,0.06712074462284107,0.04474337468779292,0.03380362835937111,0.04634135235521409,-0.004535840163011489,-0.09787889072039867,0.3652694610778443,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,xgboost,11,label_permuted,,58,2,0.034482758620689655,17,0.3448275862068966,0.2763157894736842,0.25046992481203,0.0827833794074371,0.09331431382126876,0.050025642957702704,0.09664696788631406,0.2004442818543273,2.0739841739278373,0.04590818363273453,0.5,0.5,14.5,1
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,xgboost,23,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.04849137931034483,0.01450892857142857,0.06544968341589054,0.042213879100008164,0.032072886395029476,0.04372151763929417,-0.017563957823600908,-0.40172342525950017,0.5129740518962076,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,xgboost,23,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.07631578947368421,0.04332706766917293,0.07407673301130684,0.0810651865989447,0.04100804490456779,0.08396037183462128,0.00231902276460514,0.027620444192088308,0.31137724550898205,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,xgboost,42,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.06787330316742082,0.03458306399482871,0.0654019691215453,0.03673635289422991,0.03202346801874336,0.038048365497595264,0.0025595959760853493,0.06727216642846645,0.34530938123752497,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,xgboost,42,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.14090909090909093,0.11022727272727274,0.07733653919801833,0.09293264563054135,0.04438427274080469,0.09625166868877497,0.06584299998646806,0.6840712569811975,0.0658682634730539,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,mlp,11,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.06828703703703703,0.03501157407407407,0.08169940243394876,0.09959764339919902,0.048902952520875516,0.10315470209202757,-0.013891378446801446,-0.1346654894549403,0.3712574850299401,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,mlp,11,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.07393483709273183,0.0408610812746151,0.08047431336167576,0.09870198453942154,0.04763411026744991,0.10222705541582945,-0.006773028992834808,-0.066254759713895,0.2934131736526946,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,mlp,23,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.06573275862068965,0.032366071428571425,0.06951429773630718,0.05100852217917639,0.03628266551260386,0.05283025511414697,-0.003916594084032436,-0.07413543764969714,0.36726546906187624,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,mlp,23,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.28125,0.2555803571428571,0.09023411800657638,0.11146100440884572,0.0577424793639541,0.11544175456630448,0.197837877778903,1.7137462828951888,0.06387225548902195,0.5,0.5,14.5,1
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,mlp,42,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.07393483709273183,0.0408610812746151,0.06856021042501105,0.0418594317447853,0.035294503654475735,0.04335441144995619,0.005566577620139367,0.12839702890592444,0.3213572854291417,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,molformer,mlp,42,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.08545454545454545,0.052792207792207786,0.08458419465049065,0.09936610826773286,0.051890773030865305,0.10291489784872333,0.0009014347613424817,0.008759030812696512,0.2155688622754491,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,xgboost,11,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.19999999999999998,0.17142857142857143,0.09955015204277909,0.12353565849200934,0.06739122890144976,0.12794764629529537,0.10403734252712167,0.8131243171680534,0.1157684630738523,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,xgboost,11,label_permuted,,58,2,0.034482758620689655,16,0.3448275862068966,0.29545454545454547,0.2702922077922078,0.08608641777913556,0.08182417129760511,0.05344664698553326,0.08474646312966243,0.21684556080667455,2.558756469575609,0.03992015968063872,0.5,0.5,14.5,2
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,xgboost,23,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.07417582417582418,0.041110675039246466,0.08655294141991056,0.10418849988415241,0.05392983218490738,0.10790951773715783,-0.012819157145660912,-0.11879542615402433,0.2954091816367265,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,xgboost,23,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.14090909090909093,0.11022727272727274,0.06926778314614547,0.04486856322315711,0.03602734682993639,0.046471011909698434,0.07419992589733634,1.5966927090273006,0.05788423153692615,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,xgboost,42,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.14166666666666666,0.11101190476190476,0.08234942794167673,0.09121477459594662,0.049576193225308034,0.09447244511723042,0.06143571153659672,0.6503029688748019,0.15169660678642716,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,xgboost,42,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.047089947089947085,0.013057445200302338,0.06757661370838468,0.0425639173829914,0.034275778483684134,0.04408405728952681,-0.021218333283381796,-0.4813153459090233,0.5888223552894212,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,mlp,11,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.11011904761904762,0.0783375850340136,0.0682463103526731,0.0446253463014883,0.03496939286526858,0.046219108669398594,0.04336819216874502,0.9383173630403403,0.15169660678642716,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,mlp,11,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.04060150375939849,0.006337271750805582,0.06644595164751763,0.04426487266883022,0.03310473563492897,0.045845760978431294,-0.026767463884123384,-0.5838590812510772,0.6806387225548902,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,mlp,23,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.08881578947368421,0.0562734962406015,0.06965190879994765,0.05116971323311095,0.036425191257088645,0.052997202991436336,0.01984830498351286,0.3745160850605661,0.2634730538922156,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,mlp,23,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.54,0.5235714285714286,0.07950238748318128,0.09492844601544029,0.04662747275043775,0.09831874765884886,0.4769439558209908,4.850997059847772,0.013972055888223553,0.5,0.5,14.5,6
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,mlp,42,trained,,58,2,0.034482758620689655,19,0.3448275862068966,0.08881578947368421,0.0562734962406015,0.08134926185864853,0.09938392809895714,0.04854030692502884,0.10293335410249134,0.007733189315572667,0.07512811938366144,0.20958083832335328,0.0,0.0,0.0,6
model,CHEMBL1862_Ki,3,strict_unmatched,unimol,mlp,42,label_permuted,,58,2,0.034482758620689655,19,0.3448275862068966,0.054804804804804805,0.021047833547833548,0.0919589685073798,0.12175562571846012,0.059528931668357654,0.12610404092269084,-0.03848109812052411,-0.3051535687434099,0.43313373253493015,0.0,0.0,0.0,1
model,CHEMBL1862_Ki,8,boundary_extended,morgan,xgboost,11,trained,,41,13,0.3170731707317073,12,0.24390243902439024,0.3985675571041425,0.11933106575963721,0.3588074780116371,0.06996494156004067,0.06111094994561148,0.10244866442720243,0.05822011581402573,0.5682857472036207,0.2754491017964072,0.46153846153846156,0.46153846153846156,1.455621301775148,2
model,CHEMBL1862_Ki,8,boundary_extended,morgan,xgboost,11,label_permuted,,41,13,0.3170731707317073,2,0.8536585365853658,0.35928705440900566,0.06181318681318686,0.3303076923076923,0.03583622737116869,0.019379120879120908,0.05247447579349701,0.04243406593406595,0.8086610736438202,0.26147704590818366,0.38461538461538464,0.38461538461538464,1.21301775147929,35
model,CHEMBL1862_Ki,8,boundary_extended,morgan,xgboost,23,trained,,41,13,0.3170731707317073,12,0.24390243902439024,0.3859365948764061,0.10083572821188033,0.36244021530936954,0.06928712240093204,0.06643031527443394,0.1014561435156505,0.034405412937446395,0.33911611209762826,0.3313373253493014,0.4230769230769231,0.4230769230769231,1.334319526627219,6
model,CHEMBL1862_Ki,8,boundary_extended,morgan,xgboost,23,label_permuted,,41,13,0.3170731707317073,12,0.24390243902439024,0.41061608205589323,0.1369735487247008,0.34216908074638963,0.06043717509546128,0.03674758252149909,0.08849729210406831,0.1002259662032017,1.1325314461073122,0.14770459081836326,0.4230769230769231,0.4230769230769231,1.334319526627219,6
model,CHEMBL1862_Ki,8,boundary_extended,morgan,xgboost,42,trained,,41,13,0.3170731707317073,12,0.24390243902439024,0.3606141706213442,0.06375646412411116,0.35909957291028705,0.0697477866336807,0.06153866033292032,0.10213068757074675,0.0022178037911908463,0.021715351614122403,0.4471057884231537,0.38461538461538464,0.38461538461538464,1.21301775147929,6
model,CHEMBL1862_Ki,8,boundary_extended,morgan,xgboost,42,label_permuted,,41,13,0.3170731707317073,2,0.8292682926829268,0.39533637094612706,0.11459968602825749,0.32991155186277143,0.035870580867485784,0.018799058084772412,0.0525247791273899,0.09580062794348507,1.8239130089654823,0.12974051896207583,0.42986425339366513,0.42986425339366513,1.3557257222415593,34
model,CHEMBL1862_Ki,8,boundary_extended,morgan,mlp,11,trained,,41,13,0.3170731707317073,12,0.24390243902439024,0.3529784240150094,0.05257554945054947,0.3572033530230307,0.07219758470684838,0.05876205264086629,0.10571789189217086,-0.006186503190316821,-0.05851897989629676,0.437125748502994,0.38461538461538464,0.38461538461538464,1.21301775147929,6
model,CHEMBL1862_Ki,8,boundary_extended,morgan,mlp,11,label_permuted,,41,13,0.3170731707317073,12,0.24390243902439024,0.43669196081559075,0.1751560854799722,0.3467816993770809,0.06248362421829074,0.04350177408786853,0.09149387831964001,0.13165431139210365,1.4389412036088411,0.10179640718562874,0.3076923076923077,0.3076923076923077,0.970414201183432,1
model,CHEMBL1862_Ki,8,boundary_extended,morgan,mlp,23,trained,,41,13,0.3170731707317073,12,0.24390243902439024,0.3031916224575206,-0.020326552830059092,0.353875424330362,0.06919626030686464,0.05388901419803009,0.10132309544933753,-0.07421556702808918,-0.732464466259794,0.7564870259481038,0.23076923076923078,0.23076923076923078,0.727810650887574,5
model,CHEMBL1862_Ki,8,boundary_extended,morgan,mlp,23,label_permuted,,41,13,0.3170731707317073,12,0.24390243902439024,0.35376203866338835,0.05372298518567579,0.351351784464323,0.06438096841185084,0.05019368439418726,0.09427213231735303,0.0035293007914885266,0.03743737098899666,0.3912175648702595,0.4230769230769231,0.4230769230769231,1.334319526627219,6
