dataset,component_id,left_index,right_index,representation,predictor,trained_ap,trained_nap,permuted_ap,permuted_nap,prevalence,delta_ap,delta_nap
CHEMBL228_Ki,103,1437,1443,morgan,xgboost,0.636089307517879,0.5381133518496156,0.3322510822510822,0.1524725274725274,0.212121212121212,0.3038382252667967,0.3856408243770881
CHEMBL228_Ki,103,1437,1443,unimol,mlp,0.5658488337059766,0.448961981242201,0.668752675895533,0.5795707040212534,0.212121212121212,-0.1029038421895564,-0.1306087227790524
CHEMBL228_Ki,103,1437,1443,unimol,xgboost,0.6273348344776916,0.5270019052986085,0.5602664531235959,0.4418766520414872,0.212121212121212,0.0670683813540956,0.0851252532571212
CHEMBL228_Ki,106,1467,1468,molformer,mlp,0.5397536082585662,0.3753798969223398,0.5624118530896024,0.4061303720501746,0.2631578947368421,-0.0226582448310361,-0.0307504751278347
CHEMBL228_Ki,106,1467,1468,molformer,xgboost,0.633752547201531,0.502949885487792,0.4809087671234887,0.2955190410961632,0.2631578947368421,0.1528437800780422,0.2074308443916287
CHEMBL228_Ki,106,1467,1468,morgan,mlp,0.6771619705830231,0.5618626743626741,0.592968917965104,0.4476006743812126,0.2631578947368421,0.0841930526179191,0.1142619999814615
CHEMBL228_Ki,106,1467,1468,morgan,xgboost,0.5191334900000266,0.3473954507143217,0.3733449364151118,0.149539556563366,0.2631578947368421,0.1457885535849147,0.1978558941509557
CHEMBL228_Ki,106,1467,1468,unimol,mlp,0.6529364575464319,0.5289851923844434,0.5648005504347767,0.409372175590054,0.2631578947368421,0.0881359071116552,0.1196130167943893
CHEMBL228_Ki,106,1467,1468,unimol,xgboost,0.6242774168277826,0.490090779980562,0.6274954205045739,0.4944580706847787,0.2631578947368421,-0.0032180036767912,-0.0043672907042167
CHEMBL228_Ki,118,1661,1662,molformer,mlp,0.1021559445700973,0.0412851611511208,0.2416467590380633,0.1902329799897965,0.0634920634920634,-0.139490814467966,-0.1489478188386756
CHEMBL228_Ki,118,1661,1662,molformer,xgboost,0.0882791327913278,0.0264675485737908,0.0858481318636911,0.0238717340239413,0.0634920634920634,0.0024310009276367,0.0025958145498494
CHEMBL228_Ki,118,1661,1662,morgan,mlp,0.1164450119841647,0.0565429788983453,0.3152777777777777,0.2688559322033898,0.0634920634920634,-0.198832765793613,-0.2123129533050444
