dataset,representation,predictor,seed,pairs,exact_zero_ties,tie_fraction,strict_direction_accuracy,non_tie_direction_accuracy,sign_flipped_strict_accuracy,median_absolute_predicted_delta
CHEMBL237_EC50,molformer,xgboost,23,18,0,0.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.11202776432037351
CHEMBL237_EC50,molformer,xgboost,42,18,4,0.2222222222222222,0.16666666666666666,0.21428571428571427,0.6111111111111112,0.01882749795913695
CHEMBL237_EC50,morgan,mlp,11,18,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.07577985525131224
CHEMBL237_EC50,morgan,mlp,23,18,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0777232646942138
CHEMBL237_EC50,morgan,mlp,42,18,0,0.0,0.5,0.5,0.5,0.10124355554580686
CHEMBL237_EC50,morgan,xgboost,11,18,12,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0
CHEMBL237_EC50,morgan,xgboost,23,18,10,0.5555555555555556,0.3888888888888889,0.875,0.05555555555555555,0.0
CHEMBL237_EC50,morgan,xgboost,42,18,6,0.3333333333333333,0.2777777777777778,0.4166666666666667,0.3888888888888889,0.0313148498535156
CHEMBL237_EC50,unimol,mlp,11,18,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.10334843397140495
CHEMBL237_EC50,unimol,mlp,23,18,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.08224284648895261
CHEMBL237_EC50,unimol,mlp,42,18,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.15338134765624994
CHEMBL237_EC50,unimol,xgboost,11,18,5,0.2777777777777778,0.2777777777777778,0.38461538461538464,0.4444444444444444,0.03276282548904415
CHEMBL237_EC50,unimol,xgboost,23,18,7,0.3888888888888889,0.2777777777777778,0.45454545454545453,0.3333333333333333,0.0019205808639526
CHEMBL237_EC50,unimol,xgboost,42,18,4,0.2222222222222222,0.5,0.6428571428571429,0.2777777777777778,0.022878944873809752
CHEMBL237_Ki,molformer,mlp,11,40,0,0.0,0.575,0.575,0.425,0.057155072689056355
CHEMBL237_Ki,molformer,mlp,23,40,0,0.0,0.575,0.575,0.425,0.0358873605728149
CHEMBL237_Ki,molformer,mlp,42,40,0,0.0,0.375,0.375,0.625,0.04457670450210565
CHEMBL237_Ki,molformer,xgboost,11,40,11,0.275,0.525,0.7241379310344828,0.2,0.0151079893112182
CHEMBL237_Ki,molformer,xgboost,23,40,4,0.1,0.55,0.6111111111111112,0.35,0.02883255481719965
CHEMBL237_Ki,molformer,xgboost,42,40,19,0.475,0.3,0.5714285714285714,0.225,0.00194561481475825
CHEMBL237_Ki,morgan,mlp,11,40,0,0.0,0.425,0.425,0.575,0.09210985898971549
CHEMBL237_Ki,morgan,mlp,23,40,0,0.0,0.475,0.475,0.525,0.07070076465606685
CHEMBL237_Ki,morgan,mlp,42,40,0,0.0,0.525,0.525,0.475,0.0574119687080383
CHEMBL237_Ki,morgan,xgboost,11,40,32,0.8,0.075,0.375,0.125,0.0
CHEMBL237_Ki,morgan,xgboost,23,40,14,0.35,0.325,0.5,0.325,0.030178785324096652
CHEMBL237_Ki,morgan,xgboost,42,40,37,0.925,0.025,0.3333333333333333,0.05,0.0
CHEMBL237_Ki,unimol,mlp,11,40,0,0.0,0.375,0.375,0.625,0.08906495571136475
CHEMBL237_Ki,unimol,mlp,23,40,0,0.0,0.6,0.6,0.4,0.0743113756179809
CHEMBL237_Ki,unimol,mlp,42,40,0,0.0,0.5,0.5,0.5,0.116402268409729
CHEMBL237_Ki,unimol,xgboost,11,40,0,0.0,0.475,0.475,0.525,0.16056591272354126
CHEMBL237_Ki,unimol,xgboost,23,40,0,0.0,0.4,0.4,0.6,0.2242032885551452
CHEMBL237_Ki,unimol,xgboost,42,40,11,0.275,0.3,0.41379310344827586,0.425,0.01443457603454585
CHEMBL238_Ki,molformer,mlp,11,19,0,0.0,0.47368421052631576,0.47368421052631576,0.5263157894736842,0.1112232208251953
CHEMBL238_Ki,molformer,mlp,23,19,0,0.0,0.3684210526315789,0.3684210526315789,0.631578947368421,0.1758954524993896
CHEMBL238_Ki,molformer,mlp,42,19,0,0.0,0.3157894736842105,0.3157894736842105,0.6842105263157895,0.035438060760498
CHEMBL238_Ki,molformer,xgboost,11,19,5,0.2631578947368421,0.3684210526315789,0.5,0.3684210526315789,0.0072982311248779
CHEMBL238_Ki,molformer,xgboost,23,19,0,0.0,0.5263157894736842,0.5263157894736842,0.47368421052631576,0.0544743537902832
CHEMBL238_Ki,molformer,xgboost,42,19,7,0.3684210526315789,0.3684210526315789,0.5833333333333334,0.2631578947368421,0.0129745006561279
CHEMBL238_Ki,morgan,mlp,11,19,0,0.0,0.5263157894736842,0.5263157894736842,0.47368421052631576,0.0771305561065673
CHEMBL238_Ki,morgan,mlp,23,19,0,0.0,0.3684210526315789,0.3684210526315789,0.631578947368421,0.0575215816497802
CHEMBL238_Ki,morgan,mlp,42,19,0,0.0,0.5789473684210527,0.5789473684210527,0.42105263157894735,0.0815460681915283
CHEMBL238_Ki,morgan,xgboost,11,19,19,1.0,0.0,,0.0,0.0
CHEMBL238_Ki,morgan,xgboost,23,19,18,0.9473684210526315,0.0,0.0,0.05263157894736842,0.0
CHEMBL238_Ki,morgan,xgboost,42,19,12,0.631578947368421,0.15789473684210525,0.42857142857142855,0.21052631578947367,0.0
CHEMBL238_Ki,unimol,mlp,11,19,0,0.0,0.47368421052631576,0.47368421052631576,0.5263157894736842,0.0994613170623779
CHEMBL238_Ki,unimol,mlp,23,19,0,0.0,0.42105263157894735,0.42105263157894735,0.5789473684210527,0.0863256454467773
CHEMBL238_Ki,unimol,mlp,42,19,0,0.0,0.2631578947368421,0.2631578947368421,0.7368421052631579,0.0770907402038574
CHEMBL238_Ki,unimol,xgboost,11,19,1,0.05263157894736842,0.15789473684210525,0.16666666666666666,0.7894736842105263,0.0347626209259033
CHEMBL238_Ki,unimol,xgboost,23,19,8,0.42105263157894735,0.42105263157894735,0.7272727272727273,0.15789473684210525,0.0006637573242187
CHEMBL238_Ki,unimol,xgboost,42,19,10,0.5263157894736842,0.2631578947368421,0.5555555555555556,0.21052631578947367,0.0
CHEMBL239_EC50,molformer,mlp,11,33,0,0.0,0.48484848484848486,0.48484848484848486,0.5151515151515151,0.0341773033142089
CHEMBL239_EC50,molformer,mlp,23,33,0,0.0,0.5151515151515151,0.5151515151515151,0.48484848484848486,0.0498006343841552
CHEMBL239_EC50,molformer,mlp,42,33,0,0.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0749769210815429
CHEMBL239_EC50,molformer,xgboost,11,33,7,0.21212121212121213,0.36363636363636365,0.46153846153846156,0.42424242424242425,0.0231814384460449
CHEMBL239_EC50,molformer,xgboost,23,33,6,0.18181818181818182,0.45454545454545453,0.5555555555555556,0.36363636363636365,0.0220861434936523
CHEMBL239_EC50,molformer,xgboost,42,33,0,0.0,0.48484848484848486,0.48484848484848486,0.5151515151515151,0.1783909797668457
CHEMBL239_EC50,morgan,mlp,11,33,0,0.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.0546605587005615
CHEMBL239_EC50,morgan,mlp,23,33,0,0.0,0.5757575757575758,0.5757575757575758,0.42424242424242425,0.078721284866333
CHEMBL239_EC50,morgan,mlp,42,33,0,0.0,0.3939393939393939,0.3939393939393939,0.6060606060606061,0.0930731296539306
CHEMBL239_EC50,morgan,xgboost,11,33,16,0.48484848484848486,0.3333333333333333,0.6470588235294118,0.18181818181818182,0.0116031169891357
CHEMBL239_EC50,morgan,xgboost,23,33,29,0.8787878787878788,0.030303030303030304,0.25,0.09090909090909091,0.0
CHEMBL239_EC50,morgan,xgboost,42,33,22,0.6666666666666666,0.09090909090909091,0.2727272727272727,0.24242424242424243,0.0
CHEMBL239_EC50,unimol,mlp,11,33,0,0.0,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.1136159896850586
CHEMBL239_EC50,unimol,mlp,23,33,0,0.0,0.48484848484848486,0.48484848484848486,0.5151515151515151,0.1105573177337646
CHEMBL239_EC50,unimol,mlp,42,33,0,0.0,0.48484848484848486,0.48484848484848486,0.5151515151515151,0.1315193176269531
CHEMBL239_EC50,unimol,xgboost,11,33,10,0.30303030303030304,0.21212121212121213,0.30434782608695654,0.48484848484848486,0.015700340270996
CHEMBL239_EC50,unimol,xgboost,23,33,10,0.30303030303030304,0.48484848484848486,0.6956521739130435,0.21212121212121213,0.024693489074707
CHEMBL239_EC50,unimol,xgboost,42,33,0,0.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0545876026153564
CHEMBL244_Ki,molformer,mlp,11,52,0,0.0,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.043192028999328544
CHEMBL244_Ki,molformer,mlp,23,52,0,0.0,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.08748525381088254
CHEMBL244_Ki,molformer,mlp,42,52,0,0.0,0.36538461538461536,0.36538461538461536,0.6346153846153846,0.06362068653106685
CHEMBL244_Ki,molformer,xgboost,11,52,36,0.6923076923076923,0.15384615384615385,0.5,0.15384615384615385,0.0
CHEMBL244_Ki,molformer,xgboost,23,52,18,0.34615384615384615,0.25,0.38235294117647056,0.40384615384615385,0.0252149105072021
CHEMBL244_Ki,molformer,xgboost,42,52,11,0.21153846153846154,0.46153846153846156,0.5853658536585366,0.3269230769230769,0.03112822771072385
CHEMBL244_Ki,morgan,mlp,11,52,0,0.0,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.2268605232238769
CHEMBL244_Ki,morgan,mlp,23,52,0,0.0,0.5961538461538461,0.5961538461538461,0.40384615384615385,0.11223924160003654
CHEMBL244_Ki,morgan,mlp,42,52,0,0.0,0.5192307692307693,0.5192307692307693,0.4807692307692308,0.09682661294937131
CHEMBL244_Ki,morgan,xgboost,11,52,14,0.2692307692307692,0.38461538461538464,0.5263157894736842,0.34615384615384615,0.0539660453796386
CHEMBL244_Ki,morgan,xgboost,23,52,40,0.7692307692307693,0.11538461538461539,0.5,0.11538461538461539,0.0
CHEMBL244_Ki,morgan,xgboost,42,52,33,0.6346153846153846,0.17307692307692307,0.47368421052631576,0.19230769230769232,0.0
CHEMBL244_Ki,unimol,mlp,11,52,0,0.0,0.5576923076923077,0.5576923076923077,0.4423076923076923,0.11584019660949699
CHEMBL244_Ki,unimol,mlp,23,52,0,0.0,0.5961538461538461,0.5961538461538461,0.40384615384615385,0.23172467947006226
CHEMBL244_Ki,unimol,mlp,42,52,0,0.0,0.5576923076923077,0.5576923076923077,0.4423076923076923,0.1705125570297241
CHEMBL244_Ki,unimol,xgboost,11,52,0,0.0,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.0905660390853881
CHEMBL244_Ki,unimol,xgboost,23,52,0,0.0,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.07295739650726316
CHEMBL244_Ki,unimol,xgboost,42,52,1,0.019230769230769232,0.5769230769230769,0.5882352941176471,0.40384615384615385,0.0393012762069702
CHEMBL262_Ki,molformer,mlp,11,13,0,0.0,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.056248664855957
CHEMBL262_Ki,molformer,mlp,23,13,0,0.0,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.1002798080444336
CHEMBL262_Ki,molformer,mlp,42,13,0,0.0,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.0621852874755859
CHEMBL262_Ki,molformer,xgboost,11,13,0,0.0,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.0595772266387939
CHEMBL262_Ki,molformer,xgboost,23,13,0,0.0,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.0992617607116699
CHEMBL262_Ki,molformer,xgboost,42,13,10,0.7692307692307693,0.23076923076923078,1.0,0.0,0.0
CHEMBL262_Ki,morgan,mlp,11,13,0,0.0,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.0850758552551269
CHEMBL262_Ki,morgan,mlp,23,13,0,0.0,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.0527164936065673
CHEMBL262_Ki,morgan,mlp,42,13,0,0.0,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0517163276672363
CHEMBL262_Ki,morgan,xgboost,11,13,0,0.0,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.0884139537811279
CHEMBL262_Ki,morgan,xgboost,23,13,13,1.0,0.0,,0.0,0.0
CHEMBL262_Ki,morgan,xgboost,42,13,8,0.6153846153846154,0.23076923076923078,0.6,0.15384615384615385,0.0
CHEMBL262_Ki,unimol,mlp,11,13,0,0.0,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.2631638050079345
CHEMBL262_Ki,unimol,mlp,23,13,0,0.0,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.1382830142974853
CHEMBL262_Ki,unimol,mlp,42,13,0,0.0,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.0451917648315429
CHEMBL262_Ki,unimol,xgboost,11,13,0,0.0,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.0531592369079589
CHEMBL262_Ki,unimol,xgboost,23,13,0,0.0,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.0977153778076171
CHEMBL262_Ki,unimol,xgboost,42,13,1,0.07692307692307693,0.5384615384615384,0.5833333333333334,0.38461538461538464,0.0380332469940185
CHEMBL264_Ki,molformer,mlp,11,47,0,0.0,0.6170212765957447,0.6170212765957447,0.3829787234042553,0.0963300466537475
CHEMBL264_Ki,molformer,mlp,23,47,0,0.0,0.46808510638297873,0.46808510638297873,0.5319148936170213,0.0595706701278686
CHEMBL264_Ki,molformer,mlp,42,47,0,0.0,0.5531914893617021,0.5531914893617021,0.44680851063829785,0.0429496765136718
CHEMBL264_Ki,molformer,xgboost,11,47,0,0.0,0.5106382978723404,0.5106382978723404,0.48936170212765956,0.1174899339675903
CHEMBL264_Ki,molformer,xgboost,23,47,0,0.0,0.46808510638297873,0.46808510638297873,0.5319148936170213,0.0646983385086059
CHEMBL264_Ki,molformer,xgboost,42,47,22,0.46808510638297873,0.23404255319148937,0.44,0.2978723404255319,0.0002932548522949
CHEMBL264_Ki,morgan,mlp,11,47,0,0.0,0.5319148936170213,0.5319148936170213,0.46808510638297873,0.0889832973480224
CHEMBL264_Ki,morgan,mlp,23,47,0,0.0,0.5106382978723404,0.5106382978723404,0.48936170212765956,0.0961583852767944
CHEMBL264_Ki,morgan,mlp,42,47,0,0.0,0.46808510638297873,0.46808510638297873,0.5319148936170213,0.1053873300552368
CHEMBL264_Ki,morgan,xgboost,11,47,43,0.9148936170212766,0.0425531914893617,0.5,0.0425531914893617,0.0
CHEMBL264_Ki,morgan,xgboost,23,47,37,0.7872340425531915,0.14893617021276595,0.7,0.06382978723404255,0.0
CHEMBL264_Ki,morgan,xgboost,42,47,12,0.2553191489361702,0.3404255319148936,0.45714285714285713,0.40425531914893614,0.0258561372756958
CHEMBL264_Ki,unimol,mlp,11,47,0,0.0,0.574468085106383,0.574468085106383,0.425531914893617,0.07930588722229
CHEMBL264_Ki,unimol,mlp,23,47,0,0.0,0.44680851063829785,0.44680851063829785,0.5531914893617021,0.0946545600891113
CHEMBL264_Ki,unimol,mlp,42,47,0,0.0,0.3617021276595745,0.3617021276595745,0.6382978723404256,0.0869011878967285
CHEMBL264_Ki,unimol,xgboost,11,47,3,0.06382978723404255,0.425531914893617,0.45454545454545453,0.5106382978723404,0.0344356298446655
CHEMBL264_Ki,unimol,xgboost,23,47,6,0.1276595744680851,0.40425531914893614,0.4634146341463415,0.46808510638297873,0.0216214656829834
CHEMBL264_Ki,unimol,xgboost,42,47,17,0.3617021276595745,0.2978723404255319,0.4666666666666667,0.3404255319148936,0.0113621950149536
CHEMBL2835_Ki,molformer,mlp,11,5,0,0.0,0.8,0.8,0.2,0.1558769941329956
CHEMBL2835_Ki,molformer,mlp,23,5,0,0.0,0.6,0.6,0.4,0.0796143114566803
CHEMBL2835_Ki,molformer,mlp,42,5,0,0.0,0.6,0.6,0.4,0.0590205192565918
CHEMBL2835_Ki,molformer,xgboost,11,5,0,0.0,0.6,0.6,0.4,0.333391785621643
CHEMBL2835_Ki,molformer,xgboost,23,5,2,0.4,0.6,1.0,0.0,0.0175250768661499
CHEMBL2835_Ki,molformer,xgboost,42,5,0,0.0,0.4,0.4,0.6,0.0268898904323577
CHEMBL2835_Ki,morgan,mlp,11,5,0,0.0,0.4,0.4,0.6,0.0725863128900528
CHEMBL2835_Ki,morgan,mlp,23,5,0,0.0,0.8,0.8,0.2,0.1374177634716034
CHEMBL2835_Ki,morgan,mlp,42,5,0,0.0,0.4,0.4,0.6,0.2032976746559143
CHEMBL2835_Ki,morgan,xgboost,11,5,0,0.0,0.2,0.2,0.8,0.1097250580787658
CHEMBL2835_Ki,morgan,xgboost,23,5,5,1.0,0.0,,0.0,0.0
CHEMBL2835_Ki,morgan,xgboost,42,5,0,0.0,0.6,0.6,0.4,0.0303835272789001
CHEMBL2835_Ki,unimol,mlp,11,5,0,0.0,0.4,0.4,0.6,0.2843820452690124
CHEMBL2835_Ki,unimol,mlp,23,5,0,0.0,0.2,0.2,0.8,0.0766672939062118
CHEMBL2835_Ki,unimol,mlp,42,5,0,0.0,0.4,0.4,0.6,0.0516772121191024
CHEMBL2835_Ki,unimol,xgboost,11,5,0,0.0,0.8,0.8,0.2,0.3482705652713775
CHEMBL2835_Ki,unimol,xgboost,23,5,5,1.0,0.0,,0.0,0.0
CHEMBL2835_Ki,unimol,xgboost,42,5,1,0.2,0.6,0.75,0.2,0.0144048929214477
CHEMBL287_Ki,molformer,mlp,11,26,0,0.0,0.5,0.5,0.5,0.11295312643051145
CHEMBL287_Ki,molformer,mlp,23,26,0,0.0,0.34615384615384615,0.34615384615384615,0.6538461538461539,0.05948835611343375
CHEMBL287_Ki,molformer,mlp,42,26,0,0.0,0.34615384615384615,0.34615384615384615,0.6538461538461539,0.06092858314514155
CHEMBL287_Ki,molformer,xgboost,11,26,0,0.0,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.0784012079238891
CHEMBL287_Ki,molformer,xgboost,23,26,12,0.46153846153846156,0.2692307692307692,0.5,0.2692307692307692,0.0026506185531616
CHEMBL287_Ki,molformer,xgboost,42,26,0,0.0,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.1270912885665893
CHEMBL287_Ki,morgan,mlp,11,26,1,0.038461538461538464,0.34615384615384615,0.36,0.6153846153846154,0.0540610551834106
CHEMBL287_Ki,morgan,mlp,23,26,1,0.038461538461538464,0.4230769230769231,0.44,0.5384615384615384,0.08450341224670405
CHEMBL287_Ki,morgan,mlp,42,26,1,0.038461538461538464,0.5,0.52,0.46153846153846156,0.0725505352020263
CHEMBL287_Ki,morgan,xgboost,11,26,21,0.8076923076923077,0.038461538461538464,0.2,0.15384615384615385,0.0
CHEMBL287_Ki,morgan,xgboost,23,26,21,0.8076923076923077,0.038461538461538464,0.2,0.15384615384615385,0.0
CHEMBL287_Ki,morgan,xgboost,42,26,11,0.4230769230769231,0.2692307692307692,0.4666666666666667,0.3076923076923077,0.0122584700584411
CHEMBL287_Ki,unimol,mlp,11,26,0,0.0,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.1398934125900268
CHEMBL287_Ki,unimol,mlp,23,26,0,0.0,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.0790708661079406
CHEMBL287_Ki,unimol,mlp,42,26,0,0.0,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.12763458490371699
CHEMBL287_Ki,unimol,xgboost,11,26,16,0.6153846153846154,0.19230769230769232,0.5,0.19230769230769232,0.0
CHEMBL287_Ki,unimol,xgboost,23,26,0,0.0,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.040595412254333454
CHEMBL287_Ki,unimol,xgboost,42,26,0,0.0,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.095511257648468
CHEMBL2971_Ki,molformer,mlp,11,11,0,0.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0543813705444335
CHEMBL2971_Ki,molformer,mlp,23,11,0,0.0,0.8181818181818182,0.8181818181818182,0.18181818181818182,0.2234340906143188
CHEMBL2971_Ki,molformer,mlp,42,11,0,0.0,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.1445452570915222
CHEMBL2971_Ki,molformer,xgboost,11,11,4,0.36363636363636365,0.18181818181818182,0.2857142857142857,0.45454545454545453,0.0126327276229858
CHEMBL2971_Ki,molformer,xgboost,23,11,0,0.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.0611302852630615
CHEMBL2971_Ki,molformer,xgboost,42,11,0,0.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.4369057416915893
CHEMBL2971_Ki,morgan,mlp,11,11,0,0.0,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.095460295677185
CHEMBL2971_Ki,morgan,mlp,23,11,0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909091,0.0523167848587036
CHEMBL2971_Ki,morgan,mlp,42,11,0,0.0,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.2751820683479309
CHEMBL2971_Ki,morgan,xgboost,11,11,10,0.9090909090909091,0.0,0.0,0.09090909090909091,0.0
CHEMBL2971_Ki,morgan,xgboost,23,11,6,0.5454545454545454,0.36363636363636365,0.8,0.09090909090909091,0.0
CHEMBL2971_Ki,morgan,xgboost,42,11,1,0.09090909090909091,0.36363636363636365,0.4,0.5454545454545454,0.1342701911926269
CHEMBL2971_Ki,unimol,mlp,11,11,0,0.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.1423511505126953
CHEMBL2971_Ki,unimol,mlp,23,11,0,0.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.2376128435134887
CHEMBL2971_Ki,unimol,mlp,42,11,0,0.0,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.1160188913345336
CHEMBL2971_Ki,unimol,xgboost,11,11,2,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.5454545454545454,0.0304431915283203
CHEMBL2971_Ki,unimol,xgboost,23,11,1,0.09090909090909091,0.5454545454545454,0.6,0.36363636363636365,0.2231332063674926
CHEMBL2971_Ki,unimol,xgboost,42,11,6,0.5454545454545454,0.18181818181818182,0.4,0.2727272727272727,0.0
CHEMBL3979_EC50,molformer,mlp,11,17,0,0.0,0.29411764705882354,0.29411764705882354,0.7058823529411765,0.0504910945892334
CHEMBL3979_EC50,molformer,mlp,23,17,0,0.0,0.47058823529411764,0.47058823529411764,0.5294117647058824,0.062734842300415
CHEMBL3979_EC50,molformer,mlp,42,17,0,0.0,0.23529411764705882,0.23529411764705882,0.7647058823529411,0.0567109584808349
CHEMBL3979_EC50,molformer,xgboost,11,17,2,0.11764705882352941,0.4117647058823529,0.4666666666666667,0.47058823529411764,0.0269625186920166
CHEMBL3979_EC50,molformer,xgboost,23,17,5,0.29411764705882354,0.47058823529411764,0.6666666666666666,0.23529411764705882,0.0082142353057861
CHEMBL3979_EC50,molformer,xgboost,42,17,4,0.23529411764705882,0.4117647058823529,0.5384615384615384,0.35294117647058826,0.0333232879638671
CHEMBL3979_EC50,morgan,mlp,11,17,0,0.0,0.7058823529411765,0.7058823529411765,0.29411764705882354,0.0990717411041259
CHEMBL3979_EC50,morgan,mlp,23,17,0,0.0,0.35294117647058826,0.35294117647058826,0.6470588235294118,0.0688540935516357
CHEMBL3979_EC50,morgan,mlp,42,17,0,0.0,0.35294117647058826,0.35294117647058826,0.6470588235294118,0.1351680755615234
CHEMBL3979_EC50,morgan,xgboost,11,17,12,0.7058823529411765,0.17647058823529413,0.6,0.11764705882352941,0.0
CHEMBL3979_EC50,morgan,xgboost,23,17,4,0.23529411764705882,0.29411764705882354,0.38461538461538464,0.47058823529411764,0.0491409301757812
CHEMBL3979_EC50,morgan,xgboost,42,17,15,0.8823529411764706,0.0,0.0,0.11764705882352941,0.0
CHEMBL3979_EC50,unimol,mlp,11,17,0,0.0,0.47058823529411764,0.47058823529411764,0.5294117647058824,0.1366434097290039
CHEMBL3979_EC50,unimol,mlp,23,17,0,0.0,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.1132872104644775
CHEMBL3979_EC50,unimol,mlp,42,17,0,0.0,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.092134952545166
CHEMBL3979_EC50,unimol,xgboost,11,17,1,0.058823529411764705,0.4117647058823529,0.4375,0.5294117647058824,0.0445873737335205
CHEMBL3979_EC50,unimol,xgboost,23,17,0,0.0,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.0344228744506835
CHEMBL3979_EC50,unimol,xgboost,42,17,6,0.35294117647058826,0.35294117647058826,0.5454545454545454,0.29411764705882354,0.0147428512573242
CHEMBL4005_Ki,molformer,mlp,11,17,0,0.0,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.2402043342590332
CHEMBL4005_Ki,molformer,mlp,23,17,0,0.0,0.7647058823529411,0.7647058823529411,0.23529411764705882,0.1514409184455871
CHEMBL4005_Ki,molformer,mlp,42,17,0,0.0,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.1442054510116577
CHEMBL4005_Ki,molformer,xgboost,11,17,0,0.0,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.1017056703567504
CHEMBL4005_Ki,molformer,xgboost,23,17,0,0.0,0.29411764705882354,0.29411764705882354,0.7058823529411765,0.0378326177597045
CHEMBL4005_Ki,molformer,xgboost,42,17,6,0.35294117647058826,0.47058823529411764,0.7272727272727273,0.17647058823529413,0.0217641592025756
CHEMBL4005_Ki,morgan,mlp,11,17,0,0.0,0.47058823529411764,0.47058823529411764,0.5294117647058824,0.1428967714309692
CHEMBL4005_Ki,morgan,mlp,23,17,0,0.0,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.4011161923408508
CHEMBL4005_Ki,morgan,mlp,42,17,0,0.0,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.138532280921936
CHEMBL4005_Ki,morgan,xgboost,11,17,0,0.0,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.2434717416763305
CHEMBL4005_Ki,morgan,xgboost,23,17,1,0.058823529411764705,0.5294117647058824,0.5625,0.4117647058823529,0.2019221782684326
CHEMBL4005_Ki,morgan,xgboost,42,17,9,0.5294117647058824,0.23529411764705882,0.5,0.23529411764705882,0.0
CHEMBL4005_Ki,unimol,mlp,11,17,0,0.0,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.1066735982894897
CHEMBL4005_Ki,unimol,mlp,23,17,0,0.0,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.1068063974380493
CHEMBL4005_Ki,unimol,mlp,42,17,0,0.0,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.1026990413665771
CHEMBL4005_Ki,unimol,xgboost,11,17,0,0.0,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.1700906753540039
CHEMBL4005_Ki,unimol,xgboost,23,17,0,0.0,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0720280408859252
CHEMBL4005_Ki,unimol,xgboost,42,17,0,0.0,0.29411764705882354,0.29411764705882354,0.7058823529411765,0.0953385829925537
CHEMBL4203_Ki,molformer,mlp,11,6,0,0.0,0.5,0.5,0.5,0.21958827972412104
CHEMBL4203_Ki,molformer,mlp,23,6,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.06656086444854735
CHEMBL4203_Ki,molformer,mlp,42,6,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.383895993232727
CHEMBL4203_Ki,molformer,xgboost,11,6,0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.346976637840271
CHEMBL4203_Ki,molformer,xgboost,23,6,0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.05076706409454345
