draw,alternative_full_delta_nap,alternative_paired_delta_nap,original_paired_delta_nap,paired_primary_estimate_change,paired_selection_change
257,-0.016202694795716302,4.996003610813204e-16,-0.001665380658436199,0.0016653806584366986,0.0
258,-0.00133928571428575,-0.0038556228108763014,-0.0008966716963752499,-0.0029589511145010515,0.0
259,0.0009141910314883796,-0.009906060949873471,-0.012624881744244355,0.0027188207943708836,0.0
260,0.0,0.0009000540452640026,-0.001675885409165449,0.0025759394544294517,0.0
261,-0.020951857364697575,-0.0030904448694756264,-0.00736201519533165,0.004271570325856023,0.0
262,-0.00028960622710620144,0.0,-0.001807403123192601,0.001807403123192601,0.0
263,-0.005539563212083401,-0.007322216326667474,-0.01347170172903825,0.006149485402370777,0.0
264,-0.002789481731039295,-0.0010951133138515498,-0.0038967706042064183,0.0028016572903548686,0.0
265,-0.0037874028068830305,0.004689676571835101,0.011902924008425094,-0.007213247436589993,0.0
266,-0.0004786875297291236,-0.0014804252253509506,-0.0030303327956546474,0.0015499075703036967,0.0
267,-0.0031520788785232247,-0.005318262462998999,-0.006225532164836312,0.0009072697018373127,0.0
268,5.3811102745649625e-05,-0.0021853720194400512,-0.007154245472222027,0.0049688734527819755,0.0
269,0.0,-0.009548683437519372,-0.0056471920447366515,-0.0039014913927827204,0.0
270,-0.001859522446316278,-0.0019864487857502756,-0.0011107878768144,-0.0008756609089358757,0.0
271,-0.010697518328964425,0.0015156590135449268,0.0016191720707368767,-0.00010351305719194992,0.0
272,-0.01389508896156725,-0.007602404058274577,-0.012791860885365894,0.005189456827091317,0.0
273,0.0,-0.004552978068929075,-0.0036301988021794503,-0.0009227792667496249,0.0
274,-0.0101182636444403,0.005416227422513553,0.00044120721110954943,0.004975020211404004,0.0
275,-0.009409378169618376,-0.013100993489314242,-0.02619667521333805,0.01309568172402381,0.0
276,0.0,0.0009012127578304011,0.00021168083635035063,0.0006895319214800504,0.0
277,-0.0036104768135503743,-0.0001673782600137251,-0.0054834162257117736,0.0053160379656980485,0.0
278,-0.002742127429571049,0.0006676924254064759,-0.006494735340580488,0.007162427765986964,0.0
279,-0.0030980428280376,0.0009012127578304011,-0.0019901967650485255,0.0028914095228789265,0.0
280,0.004610649047235096,-0.002734434656165874,-0.0236408981373645,0.020906463481198626,0.0
281,-0.003804525362965875,-0.003181501063557476,-0.0085271464006169,0.005345645337059424,0.0
282,0.0003685897435897513,-0.007899214913190724,-0.007081259006020314,-0.0008179559071704104,0.0
283,-0.002074773559857525,-0.0056071949280478185,-0.0029145543596616453,-0.0026926405683861732,0.0
284,-0.0037623356997409235,-0.0001101261493070757,-0.0032530454042081994,0.0031429192549011237,0.0
285,0.007383380207281424,-0.010164824040293806,-0.004787202643754188,-0.005377621396539618,0.0
286,0.001019546548737251,-0.0004937850321447236,-0.006128292642767649,0.005634507610622925,0.0
287,-0.013661085071717852,-0.004235058922558901,-0.010809626346466901,0.006574567423908001,0.0
288,-0.000663704115255126,-7.5487512077999745e-06,-2.674404597943769e-05,1.9195294771637717e-05,0.0
289,2.498001805406602e-16,-0.0008004104906546503,-0.0033307825373203245,0.0025303720466656743,0.0
290,-0.008714552063336475,-0.004235058922558901,-0.012719678597962376,0.008484619675403475,0.0
291,-0.015131995020576477,-0.003410764006048149,-0.001665380658436199,-0.0017453833476119502,0.0
292,0.00013583019414662497,-0.00249683994878035,-0.004192517891019611,0.001695677942239261,0.0
293,0.0,-0.0020900768377549728,0.0,-0.0020900768377549728,0.0
294,-0.011819925831029452,-0.00513756592669465,-0.005806518463511698,0.0006689525368170478,0.0
295,-0.002514504615230601,0.0,0.0,0.0,0.0
296,-0.0044159661707923285,0.0,-0.002105200061133328,0.002105200061133328,0.0
297,-0.002557753607000102,-0.010071081773927706,-0.0023216830927138546,-0.007749398681213851,0.0
298,-0.043585003946801745,0.0124627377493571,0.014450314508846401,-0.001987576759489301,0.003310597264374854
299,-0.0064828701423807235,0.0010763536488214293,0.0008073791510056494,0.00026897449781577987,0.0
300,-0.011119666927669952,-0.0003849863115978,-0.0025664003805074345,0.0021814140689096345,0.0
301,0.003016328405260177,-0.012733695016367152,-0.0038524414656794514,-0.0088812535506877,0.0
302,-0.008746020285868782,-0.004940099871061301,-0.006108051984787017,0.0011679521137257162,0.0
303,-0.0009214743589743505,-0.0035331871716978987,-0.010868510582561768,0.0073353234108638685,0.0
304,-0.0038073178082660996,-0.006827266410329827,-0.0021595843431936514,-0.004667682067136175,0.0
305,-0.005612837111442978,0.0037793605025601236,0.0007661102441826571,0.0030132502583774664,0.0
306,-0.006515667017414177,0.0,-0.002875553086638498,0.002875553086638498,0.0
307,-0.0084069556227589,-0.0031052794042829247,-0.0010426846916028634,-0.0020625947126800613,0.0
308,0.0,0.0,0.0,0.0,0.0
