dataset,component_id,left_index,right_index,representation,predictor,explainer,seed,trained_ap,trained_nap,permuted_ap,permuted_nap,prevalence,delta_nap,delta_ap
CHEMBL2147_Ki,6,131,270,morgan,xgboost,crem_mean,42,0.2167839020584611,0.0124666591171901,0.276580459770115,0.0878623188405797,0.2068965517241379,-0.0753956597233896,-0.059796557711653875
CHEMBL2147_Ki,7,137,605,morgan,xgboost,crem_mean,42,0.092063492063492,0.0208527855586679,0.0907624633431085,0.0194497153700189,0.0727272727272727,0.0014030701886489985,0.0013010287203834986
CHEMBL2147_Ki,8,152,581,morgan,xgboost,crem_mean,42,0.831107691361493,0.5862138438356578,0.5740810913224706,-0.0435013262599468,0.5918367346938775,0.6297151700956046,0.25702660003902233
CHEMBL2147_Ki,13,191,348,morgan,xgboost,crem_mean,42,0.84,0.0,0.84,0.0,0.84,0.0,0.0
CHEMBL2147_Ki,15,378,630,morgan,xgboost,crem_mean,42,0.8070933695933695,0.6656285072951739,0.6066433566433567,0.3181818181818183,0.4230769230769231,0.3474466891133556,0.20045001295001286
CHEMBL2147_Ki,18,445,541,morgan,xgboost,crem_mean,42,0.0847272003185981,0.0223222367039571,0.0638297872340425,0.0,0.0638297872340425,0.0223222367039571,0.02089741308455559
CHEMBL2147_Ki,36,834,837,morgan,xgboost,crem_mean,42,0.2226190293875768,-0.0312196548940307,0.7840372046254399,0.7135187408296652,0.2461538461538461,-0.7447383957236958,-0.5614181752378631
CHEMBL2147_Ki,39,922,931,morgan,xgboost,crem_mean,42,0.3728149387101049,0.2029523179440917,0.2677745751516243,0.0694635225885226,0.2131147540983606,0.13348879535556907,0.10504036355848062
CHEMBL2147_Ki,42,1070,1286,morgan,xgboost,crem_mean,42,0.3114583333333333,-0.0328124999999999,0.3242424242424242,-0.0136363636363636,0.3333333333333333,-0.019176136363636298,-0.01278409090909094
CHEMBL2147_Ki,44,1146,1149,morgan,xgboost,crem_mean,42,0.1974050551446242,0.0092968649441455,0.3286941322272606,0.1713568194680248,0.189873417721519,-0.1620599545238793,-0.13128907708263643
CHEMBL2147_Ki,48,1227,1249,morgan,xgboost,crem_mean,42,0.2414587775056041,-0.1033326872645757,0.770249323867478,0.6658171983526953,0.3125,-0.7691498856172709,-0.528790546361874
CHEMBL2147_Ki,51,1353,1354,morgan,xgboost,crem_mean,42,0.3097871321177865,0.1436247750350314,0.4399158055874474,0.3050807217473885,0.1940298507462686,-0.16145594671235708,-0.1301286734696609
CHEMBL2147_Ki,52,1447,1449,morgan,xgboost,crem_mean,42,0.6154141143636942,0.5288822900955255,0.4279667422524565,0.2992592592592593,0.1836734693877551,0.22962303083626617,0.1874473721112377
CHEMBL2147_Ki,6,131,270,morgan,xgboost,crem_lime,42,0.3285367454591651,0.1533724181876429,0.5553324895716201,0.4393322694598688,0.2068965517241379,-0.2859598512722259,-0.22679574411245496
CHEMBL2147_Ki,7,137,605,morgan,xgboost,crem_lime,42,0.0552523088906197,-0.0188455492356061,0.0776295994661056,0.0052868229536433,0.0727272727272727,-0.0241323721892494,-0.022377290575485903
