dataset,component_id,left_index,right_index,representation,predictor,explainer,seed,trained_ap,trained_nap,permuted_ap,permuted_nap,prevalence,delta_nap,delta_ap,pair_index,original_pair_index,potency_difference,original_potency_difference,component_median_potency_difference,component_pair_count,same_as_original
CHEMBL1862_Ki,19,540,753,morgan,mlp,crem_mean,42,0.5023391812865498,0.2535087719298246,0.4602020202020201,0.1903030303030302,0.3333333333333333,0.06320574162679438,0.04213716108452964,483,150,1.518876002826663,3.39794000867204,1.518876002826663,563,False
CHEMBL1862_Ki,22,456,533,morgan,mlp,crem_mean,42,0.6689643582978015,0.4666647994797914,0.8462618462618462,0.7523107523107522,0.3793103448275862,-0.2856459528309608,-0.17729748796404465,266,266,1.414973347970819,1.414973347970819,1.414973347970819,1,True
CHEMBL1862_Ki,25,576,727,morgan,mlp,crem_mean,42,0.8304422340554879,-0.4695006381857711,0.8010740252186377,-0.7240251147718062,0.8846153846153846,0.2545244765860351,0.029368208836850207,543,543,3.330413773349191,3.330413773349191,3.179898775517201,2,True
CHEMBL1862_Ki,27,701,706,morgan,mlp,crem_mean,42,0.1677890752378604,-0.0576013835518856,0.2040507733776723,-0.0115188088325413,0.2131147540983606,-0.0460825747193443,-0.03626169813981189,708,715,1.439332693830261,1.8195439355418688,1.439332693830261,23,False
CHEMBL1862_Ki,3,60,61,morgan,mlp,crem_lime,42,0.4529237554123137,0.3503469595521226,0.2614498332325693,0.122971676963676,0.1578947368421052,0.22737528258844658,0.1914739221797444,17,30,1.4483495121496377,1.960232873128512,1.4483495121496377,23,False
CHEMBL1862_Ki,8,109,114,morgan,mlp,crem_lime,42,0.4447360946586952,0.1869349957502323,0.4765381249872565,0.2335022544456256,0.3170731707317073,-0.0465672586953933,-0.031802030328561326,42,42,1.1024864785694142,1.1024864785694142,1.1024864785694142,1,True
CHEMBL1862_Ki,9,163,165,morgan,mlp,crem_lime,42,0.2971191864067972,-0.0543212203898041,0.5543426896174575,0.3315140344261862,0.3333333333333333,-0.3858352548159903,-0.2572235032106603,58,44,1.2232038037013222,1.4273237863572463,1.237218165501444,4,False
CHEMBL1862_Ki,10,136,137,morgan,mlp,crem_lime,42,0.9682539682539684,0.963718820861678,0.8690476190476191,0.8503401360544218,0.125,0.11337868480725621,0.0992063492063493,53,52,1.698970004336018,3.4771212547196644,2.150514997831991,6,False
CHEMBL1862_Ki,19,540,753,morgan,mlp,crem_lime,42,0.268810994074152,-0.0967835088887719,0.227465477034737,-0.1588017844478944,0.3333333333333333,0.062018275559122496,0.041345517039415,483,150,1.518876002826663,3.39794000867204,1.518876002826663,563,False
CHEMBL1862_Ki,22,456,533,morgan,mlp,crem_lime,42,0.3952783080786875,0.0257261630156632,0.471871979666866,0.1491270783521731,0.3793103448275862,-0.12340091533650989,-0.07659367158817848,266,266,1.414973347970819,1.414973347970819,1.414973347970819,1,True
CHEMBL1862_Ki,25,576,727,morgan,mlp,crem_lime,42,0.8513102204386468,-0.2886447561983941,0.8687660954733184,-0.1373605058979068,0.8846153846153846,-0.15128425030048728,-0.01745587503467161,543,543,3.330413773349191,3.330413773349191,3.179898775517201,2,True
CHEMBL1862_Ki,27,701,706,morgan,mlp,crem_lime,42,0.1342529475839279,-0.1002202124454249,0.1623486961020117,-0.0645151987036933,0.2131147540983606,-0.0357050137417316,-0.028095748518083802,708,715,1.439332693830261,1.8195439355418688,1.439332693830261,23,False
CHEMBL1871_Ki,1,10,11,morgan,xgboost,crem_mean,42,0.5041666666666667,0.3625,0.2222222222222222,0.0,0.2222222222222222,0.3625,0.28194444444444444,4,2,1.1369476440813149,1.429673476956717,1.1369476440813149,7,False
CHEMBL1871_Ki,6,91,92,morgan,xgboost,crem_mean,42,0.2581521739130434,-0.0036764705882353,0.2608695652173913,0.0,0.2608695652173913,-0.0036764705882353,-0.0027173913043478937,13,13,1.0778867756946262,1.0778867756946262,1.0778867756946262,1,True
CHEMBL1871_Ki,9,135,138,morgan,xgboost,crem_mean,42,0.1551587301587301,0.0662280701754386,0.3214285714285714,0.2499999999999999,0.0952380952380952,-0.1837719298245613,-0.1662698412698413,19,35,1.1923284579263669,1.9738971974357948,1.171798066628508,8,False
CHEMBL1871_Ki,12,182,185,morgan,xgboost,crem_mean,42,0.3813645075254983,0.1667358672792425,0.2718360071301247,0.0192076830732292,0.2575757575757575,0.1475281842060133,0.1095285003953736,25,25,1.079181246047625,1.079181246047625,1.079181246047625,1,True
CHEMBL1871_Ki,14,207,245,morgan,xgboost,crem_mean,42,0.7187625418060202,0.5312709030100337,0.43,0.0499999999999999,0.4,0.4812709030100338,0.2887625418060202,27,53,1.7160033436347994,3.3010299956639795,1.6986222905051926,16,False
CHEMBL1871_Ki,18,248,253,morgan,xgboost,crem_mean,42,0.4116424116424116,0.3597285067873303,0.3873873873873873,0.3333333333333333,0.081081081081081,0.026395173453997,0.024255024255024293,44,43,1.637989780784685,1.984777267009341,1.637989780784685,3,False
CHEMBL1871_Ki,19,258,270,morgan,xgboost,crem_mean,42,0.7692450824029771,0.6976314872866596,0.2368421052631578,0.0,0.2368421052631578,0.6976314872866596,0.5324029771398193,47,48,1.182414652434554,1.4189866588716162,1.164805531880409,6,False
CHEMBL1871_Ki,25,406,409,morgan,xgboost,crem_mean,42,0.102891156462585,0.0231481481481481,0.0816326530612244,0.0,0.0816326530612244,0.0231481481481481,0.021258503401360596,77,78,1.1362197470179876,1.193124598354462,1.1646721726862248,2,False
CHEMBL1871_Ki,35,574,576,morgan,xgboost,crem_mean,42,0.2411531719348948,-0.0472086227298451,0.2871853546910755,0.0163157894736842,0.2753623188405797,-0.0635244122035293,-0.04603218275618068,125,125,1.0251681251805502,1.0251681251805502,1.0251681251805502,1,True
CHEMBL1871_Ki,37,597,600,morgan,xgboost,crem_mean,42,0.158525641025641,-0.0244035674470456,0.1785714285714285,0.0,0.1785714285714285,-0.0244035674470456,-0.02004578754578748,127,128,1.712758288821652,2.1249387366083,1.918848512714976,2,False
CHEMBL1871_Ki,38,601,602,morgan,xgboost,crem_mean,42,0.2155705995209037,0.0116189553963387,0.2063492063492063,0.0,0.2063492063492063,0.0116189553963387,0.0092213931716974,130,132,1.221848749616356,1.4685210829577446,1.221848749616356,5,False
CHEMBL1871_Ki,1,10,11,morgan,xgboost,crem_lime,42,0.7010729941764424,0.6156652782268546,0.5500704704652073,0.4215191763124093,0.2222222222222222,0.19414610191444526,0.15100252371123513,4,2,1.1369476440813149,1.429673476956717,1.1369476440813149,7,False
CHEMBL1871_Ki,6,91,92,morgan,xgboost,crem_lime,42,0.4689687135053267,0.2815459065072068,0.2010092853077076,-0.080987437524866,0.2608695652173913,0.36253334403207277,0.2679594281976191,13,13,1.0778867756946262,1.0778867756946262,1.0778867756946262,1,True
CHEMBL1871_Ki,9,135,138,morgan,xgboost,crem_lime,42,0.0907512872523014,-0.0049591035632457,0.775,0.7513157894736843,0.0952380952380952,-0.75627489303693,-0.6842487127476986,19,35,1.1923284579263669,1.9738971974357948,1.171798066628508,8,False
CHEMBL1871_Ki,12,182,185,morgan,xgboost,crem_lime,42,0.8256501356198588,0.7651614071614424,0.5228836834366607,0.3573535327922368,0.2575757575757575,0.4078078743692056,0.3027664521831981,25,25,1.079181246047625,1.079181246047625,1.079181246047625,1,True
CHEMBL1871_Ki,14,207,245,morgan,xgboost,crem_lime,42,0.8142982456140351,0.6904970760233918,0.4604801052122481,0.1008001753537467,0.4,0.5896969006696451,0.353818140401787,27,53,1.7160033436347994,3.3010299956639795,1.6986222905051926,16,False
CHEMBL1871_Ki,18,248,253,morgan,xgboost,crem_lime,42,0.5625,0.5238970588235294,0.6805555555555556,0.6523692810457516,0.081081081081081,-0.1284722222222222,-0.11805555555555558,44,43,1.637989780784685,1.984777267009341,1.637989780784685,3,False
CHEMBL1871_Ki,19,258,270,morgan,xgboost,crem_lime,42,0.7977573352573353,0.734992370337198,0.6423001949317739,0.5312899106002555,0.2368421052631578,0.20370245973694245,0.15545714032556135,47,48,1.182414652434554,1.4189866588716162,1.164805531880409,6,False
CHEMBL1871_Ki,25,406,409,morgan,xgboost,crem_lime,42,0.0930232558139534,0.0124031007751938,0.1142857142857142,0.0355555555555555,0.0816326530612244,-0.023152454780361702,-0.021262458471760795,77,78,1.1362197470179876,1.193124598354462,1.1646721726862248,2,False
CHEMBL1871_Ki,35,574,576,morgan,xgboost,crem_lime,42,0.4123097505101318,0.1889874557039818,0.3468378210027515,0.098636192983797,0.2753623188405797,0.09035126272018479,0.06547192950738029,125,125,1.0251681251805502,1.0251681251805502,1.0251681251805502,1,True
CHEMBL1871_Ki,37,597,600,morgan,xgboost,crem_lime,42,0.3037321937321937,0.1523696271522358,0.3504761904761904,0.2092753623188405,0.1785714285714285,-0.056905735166604715,-0.04674399674399671,127,128,1.712758288821652,2.1249387366083,1.918848512714976,2,False
CHEMBL1871_Ki,38,601,602,morgan,xgboost,crem_lime,42,0.1929030072830887,-0.0169422108233081,0.2015847002061212,-0.0060032777402872,0.2063492063492063,-0.0109389330830209,-0.008681692923032502,130,132,1.221848749616356,1.4685210829577446,1.221848749616356,5,False
CHEMBL1871_Ki,1,10,11,morgan,mlp,crem_mean,42,0.2411612080729727,0.0243501246652507,0.2755456349206349,0.0685586734693877,0.2222222222222222,-0.04420854880413699,-0.034384426847662186,4,2,1.1369476440813149,1.429673476956717,1.1369476440813149,7,False
CHEMBL1871_Ki,6,91,92,morgan,mlp,crem_mean,42,0.238244766505636,-0.0306100217864924,0.2325569358178053,-0.0383053221288515,0.2608695652173913,0.0076953003423591015,0.005687830687830714,13,13,1.0778867756946262,1.0778867756946262,1.0778867756946262,1,True
CHEMBL1871_Ki,9,135,138,morgan,mlp,crem_mean,42,0.196031746031746,0.1114035087719298,0.5059523809523809,0.4539473684210526,0.0952380952380952,-0.3425438596491228,-0.30992063492063493,19,35,1.1923284579263669,1.9738971974357948,1.171798066628508,8,False
CHEMBL1871_Ki,12,182,185,morgan,mlp,crem_mean,42,0.6435383244206774,0.5198679471788715,0.7914895561954385,0.7191491981407947,0.2575757575757575,-0.19928125096192317,-0.1479512317747611,25,25,1.079181246047625,1.079181246047625,1.079181246047625,1,True
CHEMBL1871_Ki,14,207,245,morgan,mlp,crem_mean,42,0.6866819311542021,0.4778032185903367,0.6700803810986878,0.450133968497813,0.4,0.02766925009252369,0.016601550055514225,27,53,1.7160033436347994,3.3010299956639795,1.6986222905051926,16,False
CHEMBL1871_Ki,18,248,253,morgan,mlp,crem_mean,42,0.4079794079794079,0.3557422969187675,0.1778206778206778,0.1052754435107376,0.081081081081081,0.25046685340802993,0.2301587301587301,44,43,1.637989780784685,1.984777267009341,1.637989780784685,3,False
CHEMBL1871_Ki,19,258,270,morgan,mlp,crem_mean,42,0.7480329611908558,0.669836293974225,0.3553441685020632,0.1552785656233932,0.2368421052631578,0.5145577283508318,0.39268879268879264,47,48,1.182414652434554,1.4189866588716162,1.164805531880409,6,False
CHEMBL1871_Ki,25,406,409,morgan,mlp,crem_mean,42,0.0862244897959183,0.005,0.102891156462585,0.0231481481481481,0.0816326530612244,-0.018148148148148097,-0.01666666666666669,77,78,1.1362197470179876,1.193124598354462,1.1646721726862248,2,False
CHEMBL1871_Ki,35,574,576,morgan,mlp,crem_mean,42,0.2293194824321615,-0.0635391142436171,0.2797041485931406,0.005991725058534,0.2753623188405797,-0.0695308393021511,-0.050384666160979086,125,125,1.0251681251805502,1.0251681251805502,1.0251681251805502,1,True
CHEMBL1871_Ki,37,597,600,morgan,mlp,crem_mean,42,0.2495,0.0863478260869565,0.17,-0.0104347826086956,0.1785714285714285,0.0967826086956521,0.07949999999999999,127,128,1.712758288821652,2.1249387366083,1.918848512714976,2,False
CHEMBL1871_Ki,38,601,602,morgan,mlp,crem_mean,42,0.6601105821753595,0.5717393335409529,0.4579839166681272,0.3170597350018402,0.2063492063492063,0.25467959853911265,0.20212666550723224,130,132,1.221848749616356,1.4685210829577446,1.221848749616356,5,False
CHEMBL1871_Ki,1,10,11,morgan,mlp,crem_lime,42,0.1556800706250623,-0.0855541949106341,0.467447478896266,0.3152896157237705,0.2222222222222222,-0.4008438106344046,-0.31176740827120364,4,2,1.1369476440813149,1.429673476956717,1.1369476440813149,7,False
CHEMBL1871_Ki,6,91,92,morgan,mlp,crem_lime,42,0.3520927782815905,0.1234196412045048,0.2309691843244474,-0.0404534565022181,0.2608695652173913,0.1638730977067229,0.12112359395714312,13,13,1.0778867756946262,1.0778867756946262,1.0778867756946262,1,True
CHEMBL1871_Ki,9,135,138,morgan,mlp,crem_lime,42,0.0726985145791307,-0.0249121680967502,0.2324346405228758,0.1516382868937048,0.0952380952380952,-0.176550454990455,-0.1597361259437451,19,35,1.1923284579263669,1.9738971974357948,1.171798066628508,8,False
CHEMBL1871_Ki,12,182,185,morgan,mlp,crem_lime,42,0.6394381219638361,0.5143452255023099,0.6878994626297779,0.5796196843584763,0.2575757575757575,-0.06527445885616645,-0.048461340665941766,25,25,1.079181246047625,1.079181246047625,1.079181246047625,1,True
CHEMBL1871_Ki,14,207,245,morgan,mlp,crem_lime,42,0.9158110712387028,0.8596851187311715,0.7512625797253125,0.5854376328755209,0.4,0.2742474858556506,0.16454849151339024,27,53,1.7160033436347994,3.3010299956639795,1.6986222905051926,16,False
CHEMBL1871_Ki,18,248,253,morgan,mlp,crem_lime,42,0.5666666666666667,0.5284313725490196,0.0558785676432735,-0.0274262646234964,0.081081081081081,0.555857637172516,0.5107880990233932,44,43,1.637989780784685,1.984777267009341,1.637989780784685,3,False
CHEMBL1871_Ki,19,258,270,morgan,mlp,crem_lime,42,0.8591329966329967,0.8154156507604784,0.4139118932597193,0.2320224808230805,0.2368421052631578,0.5833931699373979,0.4452211033732774,47,48,1.182414652434554,1.4189866588716162,1.164805531880409,6,False
CHEMBL1871_Ki,25,406,409,morgan,mlp,crem_lime,42,0.1142857142857142,0.0355555555555555,0.0975609756097561,0.0173441734417344,0.0816326530612244,0.0182113821138211,0.016724738675958098,77,78,1.1362197470179876,1.193124598354462,1.1646721726862248,2,False
CHEMBL1871_Ki,35,574,576,morgan,mlp,crem_lime,42,0.2444783130293313,-0.0426199280195228,0.446621334971081,0.2363374422600917,0.2753623188405797,-0.27895737027961454,-0.20214302194174968,125,125,1.0251681251805502,1.0251681251805502,1.0251681251805502,1,True
CHEMBL1871_Ki,37,597,600,morgan,mlp,crem_lime,42,0.2285480990456612,0.0608411640555876,0.5517407642087949,0.4542931042541851,0.1785714285714285,-0.3934519401985975,-0.3231926651631337,127,128,1.712758288821652,2.1249387366083,1.918848512714976,2,False
CHEMBL1871_Ki,38,601,602,morgan,mlp,crem_lime,42,0.4356187644430811,0.2888796431982822,0.5111346737945204,0.3840296889810957,0.2063492063492063,-0.0951500457828135,-0.07551590935143926,130,132,1.221848749616356,1.4685210829577446,1.221848749616356,5,False
CHEMBL2034_Ki,1,14,34,morgan,xgboost,crem_mean,42,0.2522012578616352,0.2073333333333333,0.6180555555555556,0.5951388888888889,0.0566037735849056,-0.3878055555555556,-0.36585429769392036,4,9,1.4838546373786308,3.1760912590556813,1.4878495744595015,126,False
CHEMBL2034_Ki,3,49,104,morgan,xgboost,crem_mean,42,0.1691368894758725,-0.02126924001924,0.1664179709674803,-0.0246112440191387,0.1864406779661017,0.003342003999898698,0.002718918508392204,104,104,1.4194049627698924,1.4194049627698924,1.4194049627698924,1,True
CHEMBL2034_Ki,8,109,114,morgan,xgboost,crem_mean,42,0.0677033492822966,-0.0054179566563467,0.3045454545454545,0.25,0.0727272727272727,-0.2554179566563467,-0.2368421052631579,134,134,1.219037772282527,1.219037772282527,1.219037772282527,1,True
CHEMBL2034_Ki,9,172,173,morgan,xgboost,crem_mean,42,0.3452091767881242,0.2516676306149991,0.6166666666666667,0.5619047619047619,0.125,-0.3102371312897628,-0.2714574898785425,139,137,1.2730012720637376,1.4771212547196608,1.2038499229805968,6,False
CHEMBL2034_Ki,16,247,256,morgan,xgboost,crem_mean,42,0.1506576512341263,-0.0351359875584085,0.1552529798020404,-0.0295354308662632,0.1794871794871795,-0.005600556692145299,-0.0045953285679140865,153,154,1.0819563001023962,1.1670900149408912,1.116415385402548,4,False
CHEMBL2034_Ki,20,300,301,morgan,xgboost,crem_mean,42,0.3666666666666666,0.1666666666666666,0.2444444444444444,0.0058479532163743,0.24,0.1608187134502923,0.12222222222222218,176,176,1.2342172268589655,1.2342172268589655,1.2342172268589655,1,True
CHEMBL2034_Ki,31,488,490,morgan,xgboost,crem_mean,42,0.1978878082326358,0.0689769202700236,0.3810080757449178,0.2815272307753509,0.1384615384615384,-0.2125503105053273,-0.183120267512282,232,232,1.3802112417116064,1.3802112417116064,1.3802112417116064,1,True
CHEMBL2034_Ki,34,512,517,morgan,xgboost,crem_mean,42,0.3624338624338624,0.1392857142857143,0.4452947845804988,0.2511479591836735,0.2592592592592592,-0.1118622448979592,-0.08286092214663643,238,238,1.0969100130080562,1.0969100130080562,1.0969100130080562,1,True
CHEMBL2034_Ki,36,586,588,morgan,xgboost,crem_mean,42,0.4293915040183697,0.264792899408284,0.3446589265940784,0.1556182323423702,0.2238805970149253,0.10917466706591378,0.0847325774242913,253,250,1.1836443969461277,1.4210053127407312,1.1836443969461277,9,False
CHEMBL2034_Ki,38,599,601,morgan,xgboost,crem_mean,42,0.3678571428571429,0.2563025210084034,0.623227367323112,0.5567380792036611,0.15,-0.30043555819525775,-0.25537022446596913,260,258,1.113943352306837,1.6454222693490923,1.113943352306837,11,False
CHEMBL2034_Ki,41,626,628,morgan,xgboost,crem_mean,42,0.2213203463203463,-0.0101790101790101,0.2386363636363636,0.0122850122850122,0.2291666666666666,-0.0224640224640223,-0.017316017316017285,267,267,1.0028856882374884,1.0028856882374884,1.0028856882374884,1,True
CHEMBL2034_Ki,46,719,724,morgan,xgboost,crem_mean,42,0.0704887218045112,0.0003369272237196,0.3026315789473684,0.25,0.0701754385964912,-0.2496630727762804,-0.2321428571428572,285,308,1.4000090877982512,2.600037992346177,1.450003509973116,36,False
CHEMBL2034_Ki,1,14,34,morgan,xgboost,crem_lime,42,0.0542803449780193,-0.0024628343232994,0.1347712418300653,0.0828575163398692,0.0566037735849056,-0.08532035066316859,-0.08049089685204601,4,9,1.4838546373786308,3.1760912590556813,1.4878495744595015,126,False
CHEMBL2034_Ki,3,49,104,morgan,xgboost,crem_lime,42,0.2104730044551821,0.029539734642828,0.1720589535110757,-0.0176775363093027,0.1864406779661017,0.0472172709521307,0.03841405094410641,104,104,1.4194049627698924,1.4194049627698924,1.4194049627698924,1,True
CHEMBL2034_Ki,8,109,114,morgan,xgboost,crem_lime,42,0.0584615384615384,-0.0153846153846153,1.0,1.0,0.0727272727272727,-1.0153846153846153,-0.9415384615384617,134,134,1.219037772282527,1.219037772282527,1.219037772282527,1,True
CHEMBL2034_Ki,9,172,173,morgan,xgboost,crem_lime,42,0.0776295156245743,-0.0541376964290578,0.2524007750379701,0.1456008857576801,0.125,-0.1997385821867379,-0.17477125941339577,139,137,1.2730012720637376,1.4771212547196608,1.2038499229805968,6,False
CHEMBL2034_Ki,16,247,256,morgan,xgboost,crem_lime,42,0.1176253467615948,-0.0753941086343063,0.2359641931616897,0.0688313604158093,0.1794871794871795,-0.1442254690501156,-0.1183388464000949,153,154,1.0819563001023962,1.1670900149408912,1.116415385402548,4,False
CHEMBL2034_Ki,20,300,301,morgan,xgboost,crem_lime,42,0.5639221960193828,0.4262134158149773,0.1981641629899254,-0.0550471539606244,0.24,0.4812605697756017,0.36575803302945736,176,176,1.2342172268589655,1.2342172268589655,1.2342172268589655,1,True
CHEMBL2034_Ki,31,488,490,morgan,xgboost,crem_lime,42,0.1011681582128726,-0.0432869592172014,0.2583231583231583,0.1391250944822373,0.1384615384615384,-0.18241205369943872,-0.15715500011028566,232,232,1.3802112417116064,1.3802112417116064,1.3802112417116064,1,True
CHEMBL2034_Ki,34,512,517,morgan,xgboost,crem_lime,42,0.1930048151218216,-0.0894434995855407,0.5358040894728506,0.3733355207883484,0.2592592592592592,-0.4627790203738891,-0.342799274351029,238,238,1.0969100130080562,1.0969100130080562,1.0969100130080562,1,True
CHEMBL2034_Ki,36,586,588,morgan,xgboost,crem_lime,42,0.4475902536730837,0.2882412883864732,0.2165051072747655,-0.0095030348575136,0.2238805970149253,0.2977443232439868,0.2310851463983182,253,250,1.1836443969461277,1.4210053127407312,1.1836443969461277,9,False
CHEMBL2034_Ki,38,599,601,morgan,xgboost,crem_lime,42,0.5645316497290181,0.4876842937988448,0.6354407430046681,0.5711067564760801,0.15,-0.0834224626772353,-0.07090909327564998,260,258,1.113943352306837,1.6454222693490923,1.113943352306837,11,False
CHEMBL2034_Ki,41,626,628,morgan,xgboost,crem_lime,42,0.4256710535453851,0.2549246100048239,0.2194234405441302,-0.0126398609157229,0.2291666666666666,0.2675644709205468,0.20624761300125488,267,267,1.0028856882374884,1.0028856882374884,1.0028856882374884,1,True
CHEMBL2034_Ki,46,719,724,morgan,xgboost,crem_lime,42,0.0695802185163887,-0.0006401423502989,1.0,1.0,0.0701754385964912,-1.0006401423502989,-0.9304197814836113,285,308,1.4000090877982512,2.600037992346177,1.450003509973116,36,False
CHEMBL2034_Ki,1,14,34,morgan,mlp,crem_mean,42,0.148611111111111,0.0975277777777777,0.4999999999999999,0.47,0.0566037735849056,-0.37247222222222226,-0.35138888888888886,4,9,1.4838546373786308,3.1760912590556813,1.4878495744595015,126,False
CHEMBL2034_Ki,3,49,104,morgan,mlp,crem_mean,42,0.2798151001540832,0.1147727272727272,0.1841080294470124,-0.0028672138047138,0.1864406779661017,0.11763994107744101,0.09570707070707077,104,104,1.4194049627698924,1.4194049627698924,1.4194049627698924,1,True
CHEMBL2034_Ki,8,109,114,morgan,mlp,crem_mean,42,0.0902597402597402,0.01890756302521,0.0902597402597402,0.01890756302521,0.0727272727272727,0.0,0.0,134,134,1.219037772282527,1.219037772282527,1.219037772282527,1,True
CHEMBL2034_Ki,9,172,173,morgan,mlp,crem_mean,42,0.288367269984917,0.1867054514113337,0.2999084249084249,0.1998953427524856,0.125,-0.013189891341151894,-0.01154115492350788,139,137,1.2730012720637376,1.4771212547196608,1.2038499229805968,6,False
