dataset,representation,predictor,seed,variant,parent_prediction_range,mutant_prediction_range,local_domain_prediction_range,finite_local_domain,parent_rows,mutant_rows
CHEMBL2147_Ki,molformer,mlp,42,trained,5.362466335296631,5.788195252418518,5.788195252418518,True,54,1744
CHEMBL2147_Ki,molformer,mlp,42,label_permuted,3.3759279251098633,4.316951036453247,4.316951036453247,True,54,1744
CHEMBL287_Ki,molformer,xgboost,42,trained,3.2013165950775146,3.9657870531082153,3.9657870531082153,True,102,2801
CHEMBL287_Ki,molformer,xgboost,42,label_permuted,0.14380347728729248,0.16099309921264648,0.16099309921264648,True,102,2801
CHEMBL287_Ki,molformer,mlp,42,trained,3.9229001998901367,4.847413897514343,4.847413897514343,True,102,2801
CHEMBL287_Ki,molformer,mlp,42,label_permuted,0.7941021919250488,0.98421311378479,0.98421311378479,True,102,2801
CHEMBL244_Ki,molformer,xgboost,42,trained,5.176833152770996,6.099211812019348,6.099211812019348,True,204,8808
CHEMBL244_Ki,molformer,xgboost,42,label_permuted,0.2993701696395874,0.422513484954834,0.422513484954834,True,204,8808
CHEMBL244_Ki,molformer,mlp,42,trained,6.191287994384766,7.440739035606384,7.440739035606384,True,204,8808
CHEMBL244_Ki,molformer,mlp,42,label_permuted,1.167100429534912,1.2477939128875732,1.2539253234863281,True,204,8808
CHEMBL4616_EC50,unimol,xgboost,42,trained,0.10444104671478271,0.15728449821472168,0.15728449821472168,True,40,1907
CHEMBL4616_EC50,unimol,xgboost,42,label_permuted,0.26153719425201416,0.459574818611145,0.459574818611145,True,40,1907
CHEMBL4616_EC50,unimol,mlp,42,trained,2.5697245597839355,3.716036081314087,3.716036081314087,True,40,1907
CHEMBL4616_EC50,unimol,mlp,42,label_permuted,0.7653680443763733,0.7408523559570312,0.8710899353027344,True,40,1907
CHEMBL239_EC50,unimol,xgboost,42,trained,2.2925820350646973,3.5468708872795105,3.5468708872795105,True,130,7002
CHEMBL239_EC50,unimol,xgboost,42,label_permuted,0.6356980800628662,0.8676192760467529,0.8676192760467529,True,130,7002
CHEMBL239_EC50,unimol,mlp,42,trained,3.138317584991455,4.964020729064941,4.964020729064941,True,130,7002
CHEMBL239_EC50,unimol,mlp,42,label_permuted,1.0034453868865967,1.286264419555664,1.286264419555664,True,130,7002
CHEMBL2835_Ki,unimol,xgboost,42,trained,1.1397823095321655,1.6778912302106619,1.6778912302106619,True,20,476
CHEMBL2835_Ki,unimol,xgboost,42,label_permuted,0.9968950152397156,1.5229807943105698,1.5229807943105698,True,20,476
CHEMBL2835_Ki,unimol,mlp,42,trained,3.0502710342407227,3.486546039581299,3.6832520961761475,True,20,476
CHEMBL2835_Ki,unimol,mlp,42,label_permuted,0.4648583233356476,0.9577717483043671,0.9577717483043671,True,20,476
CHEMBL2147_Ki,unimol,xgboost,42,trained,4.253413677215576,5.060444593429565,5.060444593429565,True,54,1744
CHEMBL2147_Ki,unimol,xgboost,42,label_permuted,1.914291262626648,3.608069896697998,3.608069896697998,True,54,1744
CHEMBL2147_Ki,unimol,mlp,42,trained,5.611701488494873,6.547252655029297,6.547252655029297,True,54,1744
CHEMBL2147_Ki,unimol,mlp,42,label_permuted,2.321411609649658,4.8636839389801025,4.8636839389801025,True,54,1744
CHEMBL287_Ki,unimol,xgboost,42,trained,2.5671627521514893,3.7758342623710632,3.7758342623710632,True,102,2801
CHEMBL287_Ki,unimol,xgboost,42,label_permuted,0.4820338487625122,0.7506061792373657,0.7506061792373657,True,102,2801
CHEMBL287_Ki,unimol,mlp,42,trained,3.3662023544311523,5.100504994392395,5.100504994392395,True,102,2801
CHEMBL287_Ki,unimol,mlp,42,label_permuted,0.7561086416244507,1.1553482413291931,1.1553482413291931,True,102,2801
CHEMBL244_Ki,unimol,xgboost,42,trained,4.189168930053711,5.473038077354431,5.473038077354431,True,204,8808
CHEMBL244_Ki,unimol,xgboost,42,label_permuted,0.19651341438293457,0.19651341438293457,0.19651341438293457,True,204,8808
CHEMBL244_Ki,unimol,mlp,42,trained,6.131435394287109,7.5195392370224,7.5195392370224,True,204,8808
CHEMBL244_Ki,unimol,mlp,42,label_permuted,1.3337185382843018,1.585478961467743,1.585478961467743,True,204,8808
