dataset,representation,predictor,seed,variant,parent_prediction_range,mutant_prediction_range,local_domain_prediction_range,finite_local_domain,parent_rows,mutant_rows
CHEMBL4616_EC50,morgan,xgboost,42,trained,3.019042491912842,3.514743849635124,3.514743849635124,True,40,1907
CHEMBL4616_EC50,morgan,xgboost,42,label_permuted,0.3949360251426697,0.5634866952896118,0.5634866952896118,True,40,1907
CHEMBL4616_EC50,morgan,mlp,42,trained,3.190904378890991,3.546643853187561,3.546643853187561,True,40,1907
CHEMBL4616_EC50,morgan,mlp,42,label_permuted,0.5890139937400818,0.9790863394737244,0.9790863394737244,True,40,1907
CHEMBL239_EC50,morgan,xgboost,42,trained,4.657860279083252,5.376163378357887,5.376163378357887,True,130,7002
CHEMBL239_EC50,morgan,xgboost,42,label_permuted,0.1280074119567871,0.13476061820983887,0.13476061820983887,True,130,7002
CHEMBL239_EC50,morgan,mlp,42,trained,4.572906017303467,5.063813209533691,5.063813209533691,True,130,7002
CHEMBL239_EC50,morgan,mlp,42,label_permuted,1.3225876092910767,1.758318543434143,1.758318543434143,True,130,7002
CHEMBL2835_Ki,morgan,xgboost,42,trained,1.091315746307373,1.247602418065071,1.247602418065071,True,20,476
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,0.30456042289733887,0.7446584552526474,0.7446584552526474,True,20,476
CHEMBL2835_Ki,morgan,mlp,42,trained,2.2680084705352783,3.3099812269210815,3.3099812269210815,True,20,476
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,0.5349169373512268,0.9086800515651703,0.9086800515651703,True,20,476
CHEMBL2147_Ki,morgan,xgboost,42,trained,4.800101280212402,5.47167444229126,5.47167444229126,True,54,1744
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.7701624631881714,1.8580225110054016,1.8580225110054016,True,54,1744
CHEMBL2147_Ki,morgan,mlp,42,trained,4.989962577819824,6.419924736022949,6.419924736022949,True,54,1744
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,1.7318217754364014,2.4707752466201782,2.4707752466201782,True,54,1744
CHEMBL287_Ki,morgan,xgboost,42,trained,3.404439926147461,4.777891993522644,4.777891993522644,True,102,2801
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,0.37808895111083984,0.4705768823623657,0.4705768823623657,True,102,2801
CHEMBL287_Ki,morgan,mlp,42,trained,3.3730874061584473,4.564773917198181,4.564773917198181,True,102,2801
CHEMBL287_Ki,morgan,mlp,42,label_permuted,0.8894965648651123,1.3402923345565796,1.3402923345565796,True,102,2801
CHEMBL244_Ki,morgan,xgboost,42,trained,5.592373847961426,6.799659252166748,6.799659252166748,True,204,8808
CHEMBL244_Ki,morgan,xgboost,42,label_permuted,0.4176386594772339,0.5554451942443848,0.5554451942443848,True,204,8808
CHEMBL244_Ki,morgan,mlp,42,trained,5.622659206390381,6.607503056526184,6.607503056526184,True,204,8808
CHEMBL244_Ki,morgan,mlp,42,label_permuted,1.6649749279022217,2.320007562637329,2.320007562637329,True,204,8808
CHEMBL4616_EC50,molformer,xgboost,42,trained,2.1004385948181152,3.4042112827301025,3.4042112827301025,True,40,1907
CHEMBL4616_EC50,molformer,xgboost,42,label_permuted,0.24181687831878662,0.32536017894744873,0.32536017894744873,True,40,1907
CHEMBL4616_EC50,molformer,mlp,42,trained,3.247291088104248,3.9998499155044556,4.137736678123474,True,40,1907
CHEMBL4616_EC50,molformer,mlp,42,label_permuted,0.7200355529785156,0.792344331741333,0.792344331741333,True,40,1907
CHEMBL239_EC50,molformer,xgboost,42,trained,3.169036388397217,3.604090094566345,3.7823909521102905,True,130,7002
CHEMBL239_EC50,molformer,xgboost,42,label_permuted,0.42241764068603516,0.8297886848449707,0.8297886848449707,True,130,7002
CHEMBL239_EC50,molformer,mlp,42,trained,3.5988056659698486,4.594047784805298,4.594047784805298,True,130,7002
CHEMBL239_EC50,molformer,mlp,42,label_permuted,0.7210443019866943,0.9754104614257812,0.9754104614257812,True,130,7002
CHEMBL2835_Ki,molformer,xgboost,42,trained,2.5631327629089355,2.8755787014961243,2.8755787014961243,True,20,476
CHEMBL2835_Ki,molformer,xgboost,42,label_permuted,1.1222730875015259,1.3201958760619164,1.344784177839756,True,20,476
CHEMBL2835_Ki,molformer,mlp,42,trained,3.0141100883483887,3.281496047973633,3.281496047973633,True,20,476
CHEMBL2835_Ki,molformer,mlp,42,label_permuted,2.167440891265869,1.9954400956630707,2.1850644052028656,True,20,476
CHEMBL2147_Ki,molformer,xgboost,42,trained,4.486881256103516,5.081818580627441,5.081818580627441,True,54,1744
CHEMBL2147_Ki,molformer,xgboost,42,label_permuted,0.37674081325531006,0.44457268714904785,0.44457268714904785,True,54,1744
