draw,target_balanced_median_delta_nap
0,-0.005078552858880245
1,-0.0098966176583783
2,0.0
3,-0.0015997944842919994
4,-0.00034926579596888593
5,-0.0010208706231054007
6,0.0
7,-0.00820634020689055
8,-0.002968698583671851
9,0.0
10,0.0
11,0.0021496216336551292
12,-0.0011593755558402248
13,0.0
14,0.0013226645859982528
15,-0.01131147832351855
16,0.00031887755102042586
17,-0.0015997944842919994
18,0.0045059539953360775
19,-0.011422138481347448
20,0.0005058466205919761
21,0.0023172634885173515
22,0.0
23,0.003724627549847301
24,0.0006974853493023261
25,0.00721299091985205
26,0.0
27,-0.000611042382069075
28,-0.002253560507538917
29,0.0
30,-0.006461972772088445
31,0.0
32,-0.004088293052284055
33,0.0
34,0.0
35,0.0
36,-0.0019559773042591017
37,-0.008344515757319652
38,0.006818609193064897
39,0.0014437799717268232
40,-0.00696939234649155
41,0.008541970244387253
42,0.005762394299250599
43,-0.0144434661028443
44,-0.008370617075446049
45,0.0
46,-0.004265717619638992
47,-0.0036639146090618
48,-0.0004848213749146751
49,0.0014512516899811007
50,-0.0029571287611025
51,0.0
52,0.0
53,0.001728202502429426
54,-0.0014293536860435496
55,-0.005100914075555643
56,-0.004976040592417852
57,-0.0067456851332458765
58,-0.005154319829352098
59,0.0
60,0.0
61,0.0
62,-0.007728481668675624
63,-0.00320521066584585
64,-0.0008775051704002484
65,0.0
66,-0.006339726898037499
67,-0.0079221125682176
68,-0.004944007427668099
69,-0.00312437914304415
70,0.002141290534160876
71,-0.0008897970694645495
72,-0.003374248054478075
73,0.0
74,0.0013226645859982528
75,0.0
76,-0.005943973395337
77,-0.002528265159630005
78,-0.0028241581313750014
79,0.0
80,0.0
81,0.002701610163372954
82,-0.005746294909017901
83,0.0
84,0.004958075235165164
85,-0.0024883198287715476
86,-0.00117212008838355
87,0.0
88,0.0
89,-0.009835969761713501
90,0.0032185000621475987
91,-0.006123368792016002
92,-0.0071296399462042505
93,0.0026361410395377774
94,-0.008190388428916449
95,0.0
96,-0.009136985836124455
97,-0.000834215987668599
98,-0.007837458362093049
99,0.0020818121322144986
100,-0.01531729596414175
101,0.0
102,0.0
103,-0.0035154359990967003
104,-0.002937928692137574
105,-0.004224162248331423
106,-0.012392631829203526
107,-0.0033157340409624494
108,0.00042517006802722523
109,-0.0029636560869958743
110,-0.005332827623395925
111,-0.004996881341333425
112,-0.010657761728270987
113,0.0006251792366959268
114,-8.024532419245028e-05
115,-0.015256710296616304
116,0.0
117,0.0020614343062542
118,-0.0045794184425292025
119,-0.0032400449317592497
120,-0.00020646633134685014
121,-0.002918728623172648
122,-0.005869085699588101
123,0.0
124,0.0
125,-0.013311222987632806
126,-0.001456791564362351
127,-0.0016209438641999762
128,0.0023659576044702778
129,-0.00029614545121034973
130,0.001728202502429426
131,-0.0075437277588115345
132,-0.009404411899240427
