draw,target_balanced_median_delta_nap
519,-0.01790394971452472
520,0.0010296386475643765
521,-0.0024638867386487517
522,0.0011513553403836745
523,-0.007276475607255477
524,-0.003862959454322126
525,-0.012242130772179451
526,0.000245964231300425
527,-0.006899266077507877
528,-0.0003057065217391252
529,-0.01156307224722075
530,-0.007256852070578893
531,-0.0038233912910064
532,-0.008422957781341594
533,-0.0025098142718173256
534,-0.0032831685958727994
535,-0.006029913300184373
536,-0.00987260271069803
537,0.0
538,-0.0060249493431568015
539,-0.0011747713283288236
540,-0.00044244382887044867
541,-0.007335905133095
542,-0.024781366761771652
543,-0.00027561245641185
544,-0.009661218612942703
545,-0.004406499982381901
546,0.0
547,-0.0034980083494172477
548,-0.018257826214649452
549,-0.004137722606382396
550,-0.0256092584153719
551,-0.014629407051282128
552,-0.005088283955889976
553,-0.012609330553627875
554,-0.007956781808928006
555,-0.0010222786372874996
556,-0.0004863803031342987
557,-0.021227449270798386
558,-0.0016840553798802777
559,-0.011689620769035219
560,-0.0005877742946707974
561,0.00038348747607614905
562,-0.0029603558430133805
563,0.0
564,-0.0076194819805716005
565,-0.003087150135917297
566,-0.00492818307399775
567,-0.010366520622602416
568,-0.009467951075425824
569,-0.0018029162697267
570,-0.016141909299665892
571,-0.0154487054702919
572,-0.0060820661686325
573,-0.01841428110415267
574,0.0
575,-0.01213600719847795
576,-0.005364074634641249
577,-0.003293502815684385
578,-0.01066357393205135
579,-0.010362147327102276
580,-0.014102350144120925
581,0.0
582,-0.00864815975837685
583,-0.001877508666301748
584,-0.0004353047473756996
585,-0.0041171481305300505
586,0.0
587,-0.006926635752208393
588,-3.537931927235019e-05
589,-0.0046143255341272
590,-0.007706361041368278
591,0.001179807971850827
592,-0.0014266603718936502
593,-0.007783186181019452
594,-0.0004298822629632002
595,-0.00225574712643675
596,0.0
597,-0.007104322480041326
598,-0.0005857837456210237
599,-0.005670678782999652
600,-0.003083721833721801
601,-0.001577492122522651
602,-0.000615029454764375
603,-0.02227060327547864
604,0.0
605,-0.020199009124300647
606,-0.005829154996842849
